# Generate Mapping Tables Script: Version 4 11:03 on 02(MM)14(DD)2014(YYYY)
# Image/GenBank Handler Script: Version 2 11:03 on 02(MM)14(DD)2014(YYYY)
# Clone ID to GenBank   lookuptable: IMAGECLONE_UCSC_HG19
# GenBank  to Unigene   lookuptable: GB_TO_UG
# Unigene to EntrezGene lookuptable: UG_TO_ENTREZGENE
# Contig ID to Ensembl Lookuptable: PHRAP_CONTIGS 
refseq_dna|NM_013292|NM_013292	hgnc_symbol|MYLPF|MYLPF
refseq_dna|NM_052969|NM_052969	hgnc_symbol|RPL39L|RPL39L
refseq_dna|NM_005061|NM_005061	hgnc_symbol|RPL3L|RPL3L
refseq_dna|NM_000970|NM_000970	hgnc_symbol|RPL6|RPL6
refseq_dna|NM_000971|NM_000971	hgnc_symbol|RPL7|RPL7
refseq_dna|NM_000973|NM_000973	hgnc_symbol|RPL8|RPL8
refseq_dna|NM_000661|NM_000661	hgnc_symbol|RPL9|RPL9
refseq_dna|NM_001015|NM_001015	hgnc_symbol|RPS11|RPS11
refseq_dna|NM_001016|NM_001016	hgnc_symbol|RPS12|RPS12
refseq_dna|NM_001017|NM_001017	hgnc_symbol|RPS13|RPS13
refseq_dna|NM_001019|NM_001019	hgnc_symbol|RPS15A|RPS15A
refseq_dna|NM_001021|NM_001021	hgnc_symbol|RPS17|RPS17
refseq_dna|NM_022551|NM_022551	hgnc_symbol|RPS18|RPS18
refseq_dna|NM_001022|NM_001022	hgnc_symbol|RPS19|RPS19
refseq_dna|NM_001023|NM_001023	hgnc_symbol|RPS20|RPS20
refseq_dna|NM_001024|NM_001024	hgnc_symbol|RPS21|RPS21
refseq_dna|NM_001025|NM_001025	hgnc_symbol|RPS23|RPS23
refseq_dna|NM_001028|NM_001028	hgnc_symbol|RPS25|RPS25
refseq_dna|NM_001031|NM_001031	hgnc_symbol|RPS28|RPS28
refseq_dna|NG_000946|NG_000946	hgnc_symbol|RPS2P7|RPS2P7
refseq_dna|NM_001005|NM_001005	hgnc_symbol|RPS3|RPS3
refseq_dna|NM_001006|NM_001006	hgnc_symbol|RPS3A|RPS3A
refseq_dna|NM_001009|NM_001009	hgnc_symbol|RPS5|RPS5
refseq_dna|NM_001010|NM_001010	hgnc_symbol|RPS6|RPS6
refseq_dna|NM_003161|NM_003161	hgnc_symbol|RPS6KB1|RPS6KB1
refseq_dna|NM_003952|NM_003952	hgnc_symbol|RPS6KB2|RPS6KB2
refseq_dna|NM_001012|NM_001012	hgnc_symbol|RPS8|RPS8
refseq_dna|NM_001013|NM_001013	hgnc_symbol|RPS9|RPS9
refseq_dna|NM_053275|NM_053275	hgnc_symbol|RPLP0|RPLP0
refseq_dna|NM_001003|NM_001003	hgnc_symbol|RPLP1|RPLP1
refseq_dna|NM_007144|NM_007144	hgnc_symbol|PCGF2|PCGF2
refseq_dna|NM_024539|NM_024539	hgnc_symbol|RNF128|RNF128
refseq_dna|NM_014819|NM_014819	hgnc_symbol|PJA2|PJA2
refseq_dna|NM_004290|NM_004290	hgnc_symbol|RNF14|RNF14
refseq_dna|NM_033058|NM_033058	hgnc_symbol|TRIM55|TRIM55
refseq_dna|NM_032546|NM_032546	hgnc_symbol|TRIM54|TRIM54
refseq_dna|NM_025126|NM_025126	hgnc_symbol|RNF34|RNF34
refseq_dna|NM_006913|NM_006913	hgnc_symbol|RNF5|RNF5
refseq_dna|NM_006743|NM_006743	hgnc_symbol|RBM3|RBM3
refseq_dna|NM_002896|NM_002896	hgnc_symbol|RBM4|RBM4
refseq_dna|NM_005778|NM_005778	hgnc_symbol|RBM5|RBM5
refseq_dna|NM_014309|NM_014309	hgnc_symbol|RBFOX2|RBFOX2
refseq_dna|NM_002139|NM_002139	hgnc_symbol|RBMX|RBMX
refseq_dna|NM_007367|NM_007367	hgnc_symbol|RALY|RALY
refseq_dna|NM_014314|NM_014314	hgnc_symbol|DDX58|DDX58
refseq_dna|NM_007372|NM_007372	hgnc_symbol|DDX42|DDX42
refseq_dna|NM_018107|NM_018107	hgnc_symbol|RBM23|RBM23
refseq_dna|NM_015918|NM_015918	hgnc_symbol|POP5|POP5
refseq_dna|NM_005156|NM_005156	hgnc_symbol|PTBP3|PTBP3
refseq_dna|NM_020640|NM_020640	hgnc_symbol|DCUN1D1|DCUN1D1
refseq_dna|NM_003729|NM_003729	hgnc_symbol|RTCA|RTCA
refseq_dna|NM_015952|NM_015952	hgnc_symbol|RWDD1|RWDD1
refseq_dna|NM_000540|NM_000540	hgnc_symbol|RYR1|RYR1
refseq_dna|NM_001035|NM_001035	hgnc_symbol|RYR2|RYR2
refseq_dna|NM_001036|NM_001036	hgnc_symbol|RYR3|RYR3
refseq_dna|NM_006271|NM_006271	hgnc_symbol|S100A1|S100A1
refseq_dna|NM_002966|NM_002966	hgnc_symbol|S100A10|S100A10
refseq_dna|NM_005620|NM_005620	hgnc_symbol|S100A11|S100A11
refseq_dna|NM_002961|NM_002961	hgnc_symbol|S100A4|S100A4
refseq_dna|NM_002962|NM_002962	hgnc_symbol|S100A5|S100A5
refseq_dna|NM_006272|NM_006272	hgnc_symbol|S100B|S100B
refseq_dna|NM_005622|NM_005622	hgnc_symbol|ACSM3|ACSM3
refseq_dna|NM_014016|NM_014016	hgnc_symbol|SACM1L|SACM1L
refseq_dna|NM_001634|NM_001634	hgnc_symbol|AMD1|AMD1
refseq_dna|NM_000023|NM_000023	hgnc_symbol|SGCA|SGCA
refseq_dna|NM_000232|NM_000232	hgnc_symbol|SGCB|SGCB
refseq_dna|NM_000337|NM_000337	hgnc_symbol|SGCD|SGCD
refseq_dna|NM_003919|NM_003919	hgnc_symbol|SGCE|SGCE
refseq_dna|NM_000231|NM_000231	hgnc_symbol|SGCG|SGCG
refseq_dna|NM_007159|NM_007159	hgnc_symbol|SLMAP|SLMAP
refseq_dna|NM_003063|NM_003063	hgnc_symbol|SLN|SLN
refseq_dna|NM_006063|NM_006063	hgnc_symbol|KBTBD10|KBTBD10
refseq_dna|NM_007101|NM_007101	hgnc_symbol|SARDH|SARDH
refseq_dna|NM_014649|NM_014649	hgnc_symbol|SAFB2|SAFB2
refseq_dna|NM_022050|NM_022050	hgnc_symbol|SCAND2|SCAND2
refseq_dna|NM_016240|NM_016240	hgnc_symbol|SCARA3|SCARA3
refseq_dna|NM_014575|NM_014575	hgnc_symbol|SCHIP1|SCHIP1
refseq_dna|NM_030673|NM_030673	hgnc_symbol|SEC13|SEC13
refseq_dna|NM_004892|NM_004892	hgnc_symbol|SEC22B|SEC22B
refseq_dna|NM_014302|NM_014302	hgnc_symbol|SEC61G|SEC61G
refseq_dna|NM_006998|NM_006998	hgnc_symbol|SCGN|SCGN
refseq_dna|NM_000582|NM_000582	hgnc_symbol|SPP1|SPP1
refseq_dna|NM_006944|NM_006944	hgnc_symbol|SPP2|SPP2
refseq_dna|NM_013349|NM_013349	hgnc_symbol|NENF|NENF
refseq_dna|NM_003118|NM_003118	hgnc_symbol|SPARC|SPARC
refseq_dna|NM_003064|NM_003064	hgnc_symbol|SLPI|SLPI
refseq_dna|NM_005410|NM_005410	hgnc_symbol|SEPP1|SEPP1
refseq_dna|NM_003009|NM_003009	hgnc_symbol|SEPW1|SEPW1
refseq_dna|NM_003612|NM_003612	hgnc_symbol|SEMA7A|SEMA7A
refseq_dna|NM_006080|NM_006080	hgnc_symbol|SEMA3A|SEMA3A
refseq_dna|NM_004636|NM_004636	hgnc_symbol|SEMA3B|SEMA3B
refseq_dna|NM_006379|NM_006379	hgnc_symbol|SEMA3C|SEMA3C
refseq_dna|NM_012431|NM_012431	hgnc_symbol|SEMA3E|SEMA3E
refseq_dna|NM_004186|NM_004186	hgnc_symbol|SEMA3F|SEMA3F
hgnc_symbol|SEMA4B|SEMA4B
refseq_dna|NM_017789|NM_017789	hgnc_symbol|SEMA4C|SEMA4C
refseq_dna|NM_004263|NM_004263	hgnc_symbol|SEMA4F|SEMA4F
refseq_dna|NM_017893|NM_017893	hgnc_symbol|SEMA4G|SEMA4G
refseq_dna|NM_003966|NM_003966	hgnc_symbol|SEMA5A|SEMA5A
refseq_dna|NM_020796|NM_020796	hgnc_symbol|SEMA6A|SEMA6A
refseq_dna|NM_020241|NM_020241	hgnc_symbol|SEMA6B|SEMA6B
refseq_dna|NM_020163|NM_020163
refseq_dna|NM_003007|NM_003007	hgnc_symbol|SEMG1|SEMG1
refseq_dna|NM_016186|NM_016186	hgnc_symbol|SERPINA10|SERPINA10
refseq_dna|NM_006215|NM_006215	hgnc_symbol|SERPINA4|SERPINA4
refseq_dna|NM_000624|NM_000624	hgnc_symbol|SERPINA5|SERPINA5
refseq_dna|NM_000354|NM_000354	hgnc_symbol|SERPINA7|SERPINA7
refseq_dna|NM_030666|NM_030666	hgnc_symbol|SERPINB1|SERPINB1
refseq_dna|NM_002575|NM_002575	hgnc_symbol|SERPINB2|SERPINB2
refseq_dna|NM_004568|NM_004568	hgnc_symbol|SERPINB6|SERPINB6
refseq_dna|NM_000488|NM_000488	hgnc_symbol|SERPINC1|SERPINC1
refseq_dna|NM_000602|NM_000602	hgnc_symbol|SERPINE1|SERPINE1
refseq_dna|NM_002615|NM_002615	hgnc_symbol|SERPINF1|SERPINF1
refseq_dna|NM_000934|NM_000934	hgnc_symbol|SERPINF2|SERPINF2
refseq_dna|NM_000062|NM_000062	hgnc_symbol|SERPING1|SERPING1
refseq_dna|NM_006415|NM_006415	hgnc_symbol|SPTLC1|SPTLC1
refseq_dna|NM_003122|NM_003122	hgnc_symbol|SPINK1|SPINK1
refseq_dna|NM_021947|NM_021947	hgnc_symbol|SRR|SRR
refseq_dna|NM_014370|NM_014370	hgnc_symbol|SRPK3|SRPK3
refseq_dna|NM_003576|NM_003576	hgnc_symbol|STK24|STK24
refseq_dna|NM_006374|NM_006374	hgnc_symbol|STK25|STK25
refseq_dna|NM_007064|NM_007064	hgnc_symbol|KALRN|KALRN
refseq_dna|NM_004657|NM_004657	hgnc_symbol|SDPR|SDPR
refseq_dna|NM_006513|NM_006513	hgnc_symbol|SARS|SARS
refseq_dna|NM_020197|NM_020197	hgnc_symbol|SMYD2|SMYD2
refseq_dna|NM_012432|NM_012432	hgnc_symbol|SETDB1|SETDB1
refseq_dna|NM_016372|NM_016372	hgnc_symbol|TPRA1|TPRA1
refseq_dna|NM_032635|NM_032635	hgnc_symbol|TMEM147|TMEM147
refseq_dna|NM_003138|NM_003138	hgnc_symbol|SRPK2|SRPK2
refseq_dna|NM_005489|NM_005489	hgnc_symbol|SH2D3C|SH2D3C
refseq_dna|NM_007341|NM_007341	hgnc_symbol|SH3BGR|SH3BGR
refseq_dna|NM_003022|NM_003022	hgnc_symbol|SH3BGRL|SH3BGRL
refseq_dna|NM_004844|NM_004844	hgnc_symbol|SH3BP5|SH3BP5
refseq_dna|NM_003029|NM_003029	hgnc_symbol|SHC1|SHC1
refseq_dna|NM_006456|NM_006456	hgnc_symbol|ST6GALNAC2|ST6GALNAC2
refseq_dna|NM_006927|NM_006927	hgnc_symbol|ST3GAL2|ST3GAL2
refseq_dna|NM_006278|NM_006278	hgnc_symbol|ST3GAL4|ST3GAL4
refseq_dna|NM_014300|NM_014300	hgnc_symbol|SEC11A|SEC11A
refseq_dna|NM_003134|NM_003134	hgnc_symbol|SRP14|SRP14
refseq_dna|NM_006280|NM_006280	hgnc_symbol|SSR4|SSR4
refseq_dna|NM_007107|NM_007107	hgnc_symbol|SSR3|SSR3
refseq_dna|NM_007315|NM_007315	hgnc_symbol|STAT1|STAT1
refseq_dna|NM_005419|NM_005419	hgnc_symbol|STAT2|STAT2
refseq_dna|NM_003150|NM_003150	hgnc_symbol|STAT3|STAT3
refseq_dna|NM_018255|NM_018255	hgnc_symbol|ELP2|ELP2
refseq_dna|NM_003153|NM_003153	hgnc_symbol|STAT6|STAT6
refseq_dna|NM_006747|NM_006747	hgnc_symbol|SIPA1|SIPA1











refseq_dna|NM_022359|NM_022359
refseq_dna|NM_007277|NM_007277
refseq_dna|NM_005885|NM_005885	hgnc_symbol|MARCH6|MARCH6
refseq_dna|NM_019116|NM_019116	hgnc_symbol|UBFD1|UBFD1
refseq_dna|NM_014408|NM_014408	hgnc_symbol|TRAPPC3|TRAPPC3
refseq_dna|NM_005982|NM_005982	hgnc_symbol|SIX1|SIX1
refseq_dna|NM_017420|NM_017420	hgnc_symbol|SIX4|SIX4
refseq_dna|NM_003143|NM_003143	hgnc_symbol|SSBP1|SSBP1
refseq_dna|NM_012238|NM_012238	hgnc_symbol|SIRT1|SIRT1
refseq_dna|NM_012237|NM_012237	hgnc_symbol|SIRT2|SIRT2
refseq_dna|NM_003142|NM_003142	hgnc_symbol|SSB|SSB
refseq_dna|NM_006396|NM_006396	hgnc_symbol|SSSCA1|SSSCA1
refseq_dna|NM_016532|NM_016532	hgnc_symbol|INPP5K|INPP5K
refseq_dna|NM_012245|NM_012245	hgnc_symbol|SNW1|SNW1
refseq_dna|NM_007080|NM_007080	hgnc_symbol|LSM6|LSM6
refseq_dna|NM_024700|NM_024700	hgnc_symbol|SNIP1|SNIP1
refseq_dna|NM_014267|NM_014267	hgnc_symbol|C11orf58|C11orf58
refseq_dna|NM_014332|NM_014332	hgnc_symbol|SMPX|SMPX
refseq_dna|NM_004175|NM_004175	hgnc_symbol|SNRPD3|SNRPD3
refseq_dna|NM_003090|NM_003090	hgnc_symbol|SNRPA1|SNRPA1
refseq_dna|NM_003094|NM_003094	hgnc_symbol|SNRPE|SNRPE
refseq_dna|NM_003096|NM_003096	hgnc_symbol|SNRPG|SNRPG
refseq_dna|NM_020239|NM_020239	hgnc_symbol|CDC42SE1|CDC42SE1
refseq_dna|NM_017979|NM_017979	hgnc_symbol|SMAP1|SMAP1
refseq_dna|NM_006936|NM_006936	hgnc_symbol|SUMO3|SUMO3
refseq_dna|NM_017719|NM_017719	hgnc_symbol|SNRK|SNRK
refseq_dna|NM_001038|NM_001038	hgnc_symbol|SCNN1A|SCNN1A
refseq_dna|NM_000336|NM_000336	hgnc_symbol|SCNN1B|SCNN1B
refseq_dna|NM_002978|NM_002978	hgnc_symbol|SCNN1D|SCNN1D
refseq_dna|NM_001039|NM_001039	hgnc_symbol|SCNN1G|SCNN1G
refseq_dna|NM_014191|NM_014191	hgnc_symbol|SCN8A|SCN8A
refseq_dna|NM_001037|NM_001037	hgnc_symbol|SCN1B|SCN1B
refseq_dna|NM_021007|NM_021007	hgnc_symbol|SCN2A|SCN2A
refseq_dna|NM_004588|NM_004588	hgnc_symbol|SCN2B|SCN2B
refseq_dna|NM_006922|NM_006922	hgnc_symbol|SCN3A|SCN3A
refseq_dna|NM_018400|NM_018400	hgnc_symbol|SCN3B|SCN3B
refseq_dna|NM_000335|NM_000335	hgnc_symbol|SCN5A|SCN5A
refseq_dna|NM_002976|NM_002976	hgnc_symbol|SCN7A|SCN7A
refseq_dna|NM_006514|NM_006514	hgnc_symbol|SCN10A|SCN10A
refseq_dna|NM_014139|NM_014139	hgnc_symbol|SCN11A|SCN11A
refseq_dna|NM_052944|NM_052944	hgnc_symbol|SLC5A11|SLC5A11
refseq_dna|NM_004172|NM_004172	hgnc_symbol|SLC1A3|SLC1A3
refseq_dna|NM_003038|NM_003038	hgnc_symbol|SLC1A4|SLC1A4
refseq_dna|NM_014585|NM_014585	hgnc_symbol|SLC40A1|SLC40A1
refseq_dna|NM_005135|NM_005135	hgnc_symbol|SLC12A6|SLC12A6
refseq_dna|NM_006598|NM_006598	hgnc_symbol|SLC12A7|SLC12A7
refseq_dna|NM_020708|NM_020708	hgnc_symbol|SLC12A5|SLC12A5
refseq_dna|NM_003051|NM_003051	hgnc_symbol|SLC16A1|SLC16A1
refseq_dna|NM_004731|NM_004731	hgnc_symbol|SLC16A7|SLC16A7
refseq_dna|NM_006516|NM_006516	hgnc_symbol|SLC2A1|SLC2A1
refseq_dna|NM_000340|NM_000340	hgnc_symbol|SLC2A2|SLC2A2
refseq_dna|NM_006931|NM_006931	hgnc_symbol|SLC2A3|SLC2A3
refseq_dna|NM_001042|NM_001042	hgnc_symbol|SLC2A4|SLC2A4
refseq_dna|NM_004790|NM_004790	hgnc_symbol|SLC22A6|SLC22A6
refseq_dna|NM_006672|NM_006672	hgnc_symbol|SLC22A7|SLC22A7
refseq_dna|NM_003060|NM_003060	hgnc_symbol|SLC22A5|SLC22A5
refseq_dna|NM_003705|NM_003705	hgnc_symbol|SLC25A12|SLC25A12
refseq_dna|NM_001152|NM_001152	hgnc_symbol|SLC25A5|SLC25A5
refseq_dna|NM_001151|NM_001151	hgnc_symbol|SLC25A4|SLC25A4
refseq_dna|NM_003562|NM_003562	hgnc_symbol|SLC25A11|SLC25A11
refseq_dna|NM_002635|NM_002635	hgnc_symbol|SLC25A3|SLC25A3
refseq_dna|NM_022042|NM_022042	hgnc_symbol|SLC26A1|SLC26A1
refseq_dna|NM_012254|NM_012254	hgnc_symbol|SLC27A5|SLC27A5
refseq_dna|NM_004213|NM_004213	hgnc_symbol|SLC28A1|SLC28A1
refseq_dna|NM_024881|NM_024881	hgnc_symbol|SLC35E1|SLC35E1
refseq_dna|NM_006841|NM_006841	hgnc_symbol|SLC38A3|SLC38A3
refseq_dna|NM_018158|NM_018158	hgnc_symbol|SLC4A1AP|SLC4A1AP
refseq_dna|NM_003040|NM_003040	hgnc_symbol|SLC4A2|SLC4A2
refseq_dna|NM_005070|NM_005070	hgnc_symbol|SLC4A3|SLC4A3
refseq_dna|NM_003615|NM_003615	hgnc_symbol|SLC4A7|SLC4A7
refseq_dna|NM_000453|NM_000453	hgnc_symbol|SLC5A5|SLC5A5
refseq_dna|NM_005629|NM_005629	hgnc_symbol|SLC6A8|SLC6A8
refseq_dna|NM_014228|NM_014228	hgnc_symbol|SLC6A7|SLC6A7
refseq_dna|NM_003043|NM_003043	hgnc_symbol|SLC6A6|SLC6A6
refseq_dna|NM_003045|NM_003045	hgnc_symbol|SLC7A1|SLC7A1
refseq_dna|NM_021097|NM_021097	hgnc_symbol|SLC8A1|SLC8A1
hgnc_symbol|SLC8A2|SLC8A2
refseq_dna|NM_004252|NM_004252	hgnc_symbol|SLC9A3R1|SLC9A3R1
refseq_dna|NM_004785|NM_004785	hgnc_symbol|SLC9A3R2|SLC9A3R2
refseq_dna|NM_004594|NM_004594	hgnc_symbol|SLC9A5|SLC9A5
refseq_dna|NM_006359|NM_006359	hgnc_symbol|SLC9A6|SLC9A6
refseq_dna|NM_032591|NM_032591	hgnc_symbol|SLC9A7|SLC9A7
refseq_dna|NM_001048|NM_001048	hgnc_symbol|SST|SST
refseq_dna|NM_001049|NM_001049	hgnc_symbol|SSTR1|SSTR1
refseq_dna|NM_001053|NM_001053	hgnc_symbol|SSTR5|SSTR5
refseq_dna|NM_003103|NM_003103	hgnc_symbol|SON|SON
refseq_dna|NM_006434|NM_006434	hgnc_symbol|SORBS1|SORBS1
refseq_dna|NM_003130|NM_003130	hgnc_symbol|SRI|SRI
refseq_dna|NM_013323|NM_013323	hgnc_symbol|SNX11|SNX11
refseq_dna|NM_015132|NM_015132	hgnc_symbol|SNX13|SNX13
refseq_dna|NM_013306|NM_013306	hgnc_symbol|SNX15|SNX15
refseq_dna|NM_052948|NM_052948	hgnc_symbol|ARHGAP33|ARHGAP33
refseq_dna|NM_014426|NM_014426	hgnc_symbol|SNX5|SNX5
refseq_dna|NM_016224|NM_016224	hgnc_symbol|SNX9|SNX9
refseq_dna|NM_007237|NM_007237	hgnc_symbol|SP140|SP140
hgnc_symbol|SP3|SP3
refseq_dna|NM_003112|NM_003112	hgnc_symbol|SP4|SP4
refseq_dna|NM_004598|NM_004598	hgnc_symbol|SPOCK1|SPOCK1
refseq_dna|NM_014767|NM_014767	hgnc_symbol|SPOCK2|SPOCK2
refseq_dna|NM_004684|NM_004684	hgnc_symbol|SPARCL1|SPARCL1
refseq_dna|NM_003119|NM_003119	hgnc_symbol|SPG7|SPG7
refseq_dna|NM_006061|NM_006061	hgnc_symbol|CRISP3|CRISP3
refseq_dna|NM_003126|NM_003126	hgnc_symbol|SPTA1|SPTA1
refseq_dna|NM_003127|NM_003127	hgnc_symbol|SPTAN1|SPTAN1
refseq_dna|NM_003128|NM_003128	hgnc_symbol|SPTBN1|SPTBN1
refseq_dna|NM_003116|NM_003116	hgnc_symbol|SPAG4|SPAG4
refseq_dna|NM_004890|NM_004890	hgnc_symbol|SPAG7|SPAG7
refseq_dna|NM_002970|NM_002970	hgnc_symbol|SAT1|SAT1
refseq_dna|NM_004595|NM_004595	hgnc_symbol|SMS|SMS
refseq_dna|NM_000543|NM_000543	hgnc_symbol|SMPD1|SMPD1
refseq_dna|NM_012433|NM_012433	hgnc_symbol|SF3B1|SF3B1
refseq_dna|NM_006842|NM_006842	hgnc_symbol|SF3B2|SF3B2
refseq_dna|NM_005066|NM_005066	hgnc_symbol|SFPQ|SFPQ
refseq_dna|NM_004768|NM_004768	hgnc_symbol|SRSF11|SRSF11
refseq_dna|NM_003017|NM_003017	hgnc_symbol|SRSF3|SRSF3
refseq_dna|NM_006276|NM_006276	hgnc_symbol|SRSF7|SRSF7
refseq_dna|NM_003769|NM_003769	hgnc_symbol|SRSF9|SRSF9
refseq_dna|NM_012445|NM_012445	hgnc_symbol|SPON2|SPON2
refseq_dna|NM_005842|NM_005842	hgnc_symbol|SPRY2|SPRY2
refseq_dna|NM_003129|NM_003129	hgnc_symbol|SQLE|SQLE
refseq_dna|NM_005146|NM_005146	hgnc_symbol|SART1|SART1
refseq_dna|NM_013352|NM_013352	hgnc_symbol|DSE|DSE
refseq_dna|NM_014587|NM_014587	hgnc_symbol|SOX8|SOX8
refseq_dna|NM_017564|NM_017564	hgnc_symbol|STAB2|STAB2
refseq_dna|NM_003498|NM_003498	hgnc_symbol|SNN|SNN
refseq_dna|NM_003155|NM_003155	hgnc_symbol|STC1|STC1
refseq_dna|NM_003714|NM_003714	hgnc_symbol|STC2|STC2
refseq_dna|NM_004232|NM_004232	hgnc_symbol|SOCS6|SOCS6
refseq_dna|NM_016281|NM_016281	hgnc_symbol|TAOK3|TAOK3
refseq_dna|NM_005063|NM_005063	hgnc_symbol|SCD|SCD
refseq_dna|NM_002975|NM_002975	hgnc_symbol|CLEC11A|CLEC11A
refseq_dna|NM_001047|NM_001047	hgnc_symbol|SRD5A1|SRD5A1
refseq_dna|NM_002979|NM_002979	hgnc_symbol|SCP2|SCP2
refseq_dna|NM_005861|NM_005861	hgnc_symbol|STUB1|STUB1
refseq_dna|NM_014445|NM_014445	hgnc_symbol|SERP1|SERP1
refseq_dna|NM_006819|NM_006819	hgnc_symbol|STIP1|STIP1
refseq_dna|NM_003162|NM_003162	hgnc_symbol|STRN|STRN
refseq_dna|NM_014574|NM_014574	hgnc_symbol|STRN3|STRN3
refseq_dna|NM_012428|NM_012428	hgnc_symbol|NPTN|NPTN
refseq_dna|NM_006923|NM_006923	hgnc_symbol|SDF2|SDF2
refseq_dna|NM_003000|NM_003000	hgnc_symbol|SDHB|SDHB
refseq_dna|NM_003850|NM_003850	hgnc_symbol|SUCLA2|SUCLA2
refseq_dna|NM_003849|NM_003849	hgnc_symbol|SUCLG1|SUCLG1
refseq_dna|NM_014465|NM_014465	hgnc_symbol|SULT1B1|SULT1B1
refseq_dna|NM_003167|NM_003167	hgnc_symbol|SULT2A1|SULT2A1
refseq_dna|NM_005420|NM_005420	hgnc_symbol|SULT1E1|SULT1E1
refseq_dna|NM_000636|NM_000636	hgnc_symbol|SOD2|SOD2
refseq_dna|NM_003174|NM_003174	hgnc_symbol|SVIL|SVIL
refseq_dna|NM_003745|NM_003745	hgnc_symbol|SOCS1|SOCS1
refseq_dna|NM_003169|NM_003169	hgnc_symbol|SUPT5H|SUPT5H
refseq_dna|NM_003172|NM_003172	hgnc_symbol|SURF1|SURF1
refseq_dna|NM_006752|NM_006752	hgnc_symbol|MED22|MED22
refseq_dna|NM_006753|NM_006753	hgnc_symbol|SURF6|SURF6
refseq_dna|NM_014467|NM_014467	hgnc_symbol|SRPX2|SRPX2
refseq_dna|NM_006307|NM_006307	hgnc_symbol|SRPX|SRPX
refseq_dna|NM_003073|NM_003073	hgnc_symbol|SMARCB1|SMARCB1
refseq_dna|NM_003074|NM_003074	hgnc_symbol|SMARCC1|SMARCC1
refseq_dna|NM_004710|NM_004710	hgnc_symbol|SYNGR2|SYNGR2
refseq_dna|NM_003176|NM_003176	hgnc_symbol|SYCP1|SYCP1
refseq_dna|NM_006754|NM_006754	hgnc_symbol|SYPL1|SYPL1
refseq_dna|NM_003081|NM_003081	hgnc_symbol|SNAP25|SNAP25
refseq_dna|NM_005625|NM_005625	hgnc_symbol|SDCBP|SDCBP
refseq_dna|NM_052874|NM_052874	hgnc_symbol|STX1B|STX1B
refseq_dna|NM_004177|NM_004177	hgnc_symbol|STX3|STX3
refseq_dna|NM_005819|NM_005819	hgnc_symbol|STX6|STX6
refseq_dna|NM_003098|NM_003098	hgnc_symbol|SNTA1|SNTA1
refseq_dna|NM_021021|NM_021021	hgnc_symbol|SNTB1|SNTB1
refseq_dna|NM_006750|NM_006750	hgnc_symbol|SNTB2|SNTB2
refseq_dna|NM_018967|NM_018967	hgnc_symbol|SNTG1|SNTG1
refseq_dna|NM_005460|NM_005460	hgnc_symbol|SNCAIP|SNCAIP
hgnc_symbol|TRA@|TRA@
hgnc_symbol|TRBV16|TRBV16
refseq_dna|NG_001337|NG_001337	hgnc_symbol|NA|NA
refseq_dna|NM_015698|NM_015698	hgnc_symbol|GPKOW|GPKOW
refseq_dna|NM_005644|NM_005644	hgnc_symbol|TAF12|TAF12
refseq_dna|NM_006473|NM_006473	hgnc_symbol|TAF6L|TAF6L
refseq_dna|NM_005642|NM_005642	hgnc_symbol|TAF7|TAF7
refseq_dna|NM_003187|NM_003187	hgnc_symbol|TAF9|TAF9
refseq_dna|NM_000116|NM_000116	hgnc_symbol|TAZ|TAZ
refseq_dna|NM_003035|NM_003035	hgnc_symbol|STIL|STIL
refseq_dna|NM_006289|NM_006289	hgnc_symbol|TLN1|TLN1
refseq_dna|NM_018009|NM_018009	hgnc_symbol|TAPBPL|TAPBPL
refseq_dna|NM_015429|NM_015429	hgnc_symbol|ABI3BP|ABI3BP
refseq_dna|NM_006024|NM_006024	hgnc_symbol|TAX1BP1|TAX1BP1
refseq_dna|NM_004909|NM_004909	hgnc_symbol|CSAG2|CSAG2
refseq_dna|NM_004909|NM_004909	hgnc_symbol|CSAG2|CSAG2
refseq_dna|NM_014744|NM_014744	hgnc_symbol|TBC1D5|TBC1D5
refseq_dna|NM_007063|NM_007063	hgnc_symbol|TBC1D8|TBC1D8
refseq_dna|NM_000192|NM_000192	hgnc_symbol|TBX5|TBX5
refseq_dna|NM_004608|NM_004608	hgnc_symbol|TBX6|TBX6
hgnc_symbol|LRRC8B|LRRC8B
refseq_dna|NM_006519|NM_006519	hgnc_symbol|DYNLT1|DYNLT1
refseq_dna|NM_014305|NM_014305	hgnc_symbol|TGDS|TGDS
refseq_dna|NM_000459|NM_000459	hgnc_symbol|TEK|TEK
refseq_dna|NM_002160|NM_002160	hgnc_symbol|TNC|TNC
refseq_dna|NM_022144|NM_022144	hgnc_symbol|TNMD|TNMD
refseq_dna|NM_016585|NM_016585	hgnc_symbol|THEG|THEG
refseq_dna|NM_005727|NM_005727	hgnc_symbol|TSPAN1|TSPAN1
refseq_dna|NM_005725|NM_005725	hgnc_symbol|TSPAN2|TSPAN2
refseq_dna|NM_004740|NM_004740	hgnc_symbol|TIAF1|TIAF1
refseq_dna|NM_003329|NM_003329	hgnc_symbol|TXN|TXN
refseq_dna|NM_012473|NM_012473	hgnc_symbol|TXN2|TXN2
refseq_dna|NM_006472|NM_006472	hgnc_symbol|TXNIP|TXNIP
