Rank	Parametric p-value	FDR	Geom mean of intensities in class 1 (3.75 Gy)	Geom mean of intensities in class 2 (Control)	Fold-change	Unique id	Description	Gene symbol
1430	0.0006953	0.0095806	93.4223121	132.23983	0.7064612	A_23_P126727	Homo sapiens nucleolar protein 9 (NOL9), mRNA [NM_024654]	NOL9
1431	0.000697	0.0095933	3599.293613	2272.008157	1.5841904	A_23_P150818	Homo sapiens cDNA FLJ35759 fis, clone TESTI2004737. [AK093078]	MBD6
1432	0.0006972	0.0095933	319.0640305	188.2373831	1.6950089	A_24_P383523	Homo sapiens sterile alpha motif domain containing 4A (SAMD4A), mRNA [NM_015589]	SAMD4A
1433	0.0007003	0.0096292	565.5730121	368.6660976	1.5341064	A_24_P40978	CYHR1 protein (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q9BSU6] [ENST00000292543]	ENST00000292543
1434	0.0007014	0.0096376	44.7604974	81.8860166	0.5466195	A_23_P3921	Homo sapiens cDNA FLJ11710 fis, clone HEMBA1005149. [AK021772]	FLJ11710
1435	0.0007042	0.0096668	1436.238482	836.4777113	1.7170075	A_32_P220897	Unknown	THC2648791
1436	0.0007045	0.0096668	161.0591214	239.0466228	0.6737561	A_24_P761727	Unknown	A_24_P761727
1437	0.0007085	0.0097115	237.9723426	348.9930939	0.6818827	A_24_P943575	Homo sapiens chromodomain helicase DNA binding protein 6 (CHD6), mRNA [NM_032221]	CHD6
1438	0.0007094	0.0097115	1368.968343	939.2737073	1.4574754	A_23_P209995	Homo sapiens interleukin 1 receptor antagonist (IL1RN), transcript variant 1, mRNA [NM_173842]	IL1RN
1439	0.0007097	0.0097115	164.0398746	277.2117222	0.5917494	A_24_P944040	Homo sapiens KIAA0179 (KIAA0179), mRNA [NM_015056]	KIAA0179
1440	0.00071	0.0097115	1237.229295	2325.969525	0.5319198	A_23_P98350	Homo sapiens baculoviral IAP repeat-containing 3 (BIRC3), transcript variant 1, mRNA [NM_001165]	BIRC3
1441	0.0007113	0.0097115	1089.642787	807.4056939	1.3495604	A_23_P110345	Homo sapiens cysteine-rich hydrophobic domain 2 (CHIC2), mRNA [NM_012110]	CHIC2
1442	0.0007121	0.0097115	2159.255879	1494.690964	1.4446169	A_23_P16976	Homo sapiens annexin A4 (ANXA4), mRNA [NM_001153]	ANXA4
1443	0.0007121	0.0097115	60.9319513	100.0838374	0.6088091	A_32_P75284	Homo sapiens katanin p60 subunit A-like 1 (KATNAL1), transcript variant 1, mRNA [NM_032116]	KATNAL1
1444	0.0007122	0.0097115	53.2704354	82.1065862	0.6487961	A_32_P119174	Homo sapiens centromere protein P (CENPP), mRNA [NM_001012267]	CENPP
1445	0.0007122	0.0097115	91.3865476	141.040014	0.6479477	A_23_P417415	Homo sapiens acyl-CoA thioesterase 11 (ACOT11), transcript variant 2, mRNA [NM_147161]	ACOT11
1446	0.0007135	0.0097172	48.4427514	99.3465332	0.4876139	A_23_P385529	Homo sapiens mRNA for KIAA1452 protein, partial cds. [AB040885]	POLR3E
1447	0.0007136	0.0097172	62.3906205	105.286825	0.5925777	A_24_P941188	Homo sapiens mRNA for KIAA0459 protein, partial cds. [AB007928]	OTUD3
1448	0.0007141	0.0097173	135.2278188	297.240414	0.4549443	A_24_P299911	Homo sapiens PAS domain containing serine/threonine kinase (PASK), mRNA [NM_015148]	PASK
1449	0.0007166	0.0097352	157.3673112	71.7807632	2.1923327	A_23_P396299	Homo sapiens cDNA clone MGC:40177 IMAGE:5167345, complete cds. [BC028123]	ENST00000324928
1450	0.0007166	0.0097352	477.3543253	274.7860757	1.7371853	A_24_P500476	Homo sapiens mRNA; cDNA DKFZp686J17211 (from clone DKFZp686J17211). [CR749360]	MSL-1
1451	0.0007169	0.0097352	1159.382952	818.58859	1.4163195	A_23_P159012	Homo sapiens ankyrin repeat, family A (RFXANK-like), 2 (ANKRA2), mRNA [NM_023039]	ANKRA2
1452	0.0007194	0.0097624	48.8446725	80.2391958	0.6087383	A_23_P3856	Homo sapiens zinc finger protein 1 homolog (mouse) (ZFP1), mRNA [NM_153688]	ZFP1
1453	0.0007225	0.0097897	218.9687701	138.4866745	1.5811541	A_23_P256868	Homo sapiens DCP2 decapping enzyme homolog (S. cerevisiae) (DCP2), mRNA [NM_152624]	DCP2
1454	0.0007227	0.0097897	146.3462909	93.7237653	1.5614641	A_23_P331992	Homo sapiens cDNA FLJ32095 fis, clone OCBBF2000998. [AK056657]	STX6
1455	0.0007229	0.0097897	933.6252409	654.6611526	1.4261198	A_23_P167789	Homo sapiens family with sequence similarity 53, member C (FAM53C), mRNA [NM_016605]	FAM53C
1456	0.0007244	0.0098033	387.4391531	701.2768059	0.5524768	A_32_P209582	ALU1_HUMAN (P39188) Alu subfamily J sequence contamination warning entry, partial (5%) [THC2663167]	THC2663167
1457	0.0007275	0.0098385	370.6414707	254.8425937	1.4543937	A_23_P258814	CSL-type zinc finger-containing protein 1. [Source:Uniprot/SWISSPROT;Acc:Q9H4G8] [ENST00000328644]	ENST00000328644
1458	0.0007286	0.0098466	62.77987	42.6243367	1.4728644	A_23_P307310	Homo sapiens aggrecan 1 (chondroitin sulfate proteoglycan 1, large aggregating proteoglycan, antigen identified by monoclonal antibody A0122) (AGC1), transcript variant 2, mRNA [NM_013227]	AGC1
1459	0.0007294	0.0098506	71.4420763	143.2399539	0.498758	A_23_P310931	Homo sapiens cannabinoid receptor 2 (macrophage) (CNR2), mRNA [NM_001841]	CNR2
1460	0.0007311	0.0098601	283.950844	387.2809104	0.7331909	A_23_P76882	Homo sapiens cyclin B1 interacting protein 1 (CCNB1IP1), transcript variant 3, mRNA [NM_182851]	CCNB1IP1
1461	0.0007311	0.0098601	607.0853519	353.5618563	1.7170556	A_24_P389994	Homo sapiens NAD kinase (NADK), mRNA [NM_023018]	NADK
1462	0.0007319	0.0098641	164.8244249	108.6514132	1.5170021	A_24_P213336	PREDICTED: Homo sapiens similar to Keratin, type II cytoskeletal 8 (Cytokeratin-8) (CK-8) (Keratin-8) (K8) (LOC390610), mRNA [XR_017341]	LOC390610
1463	0.0007332	0.0098749	332.4123335	531.405499	0.6255342	A_24_P29401	Homo sapiens phosphoinositide-3-kinase, regulatory subunit 1 (p85 alpha) (PIK3R1), transcript variant 1, mRNA [NM_181523]	PIK3R1
1464	0.0007379	0.0099314	1063.568263	629.5975515	1.6892827	A_23_P49499	Homo sapiens ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 (ST6GALNAC2), mRNA [NM_006456]	ST6GALNAC2
1465	0.0007393	0.0099367	462.274642	271.4517442	1.7029717	A_24_P683829	Unknown	THC2496620
1466	0.0007393	0.0099367	15.3557701	41.706388	0.3681875	A_24_P290751	Homo sapiens deltex homolog 1 (Drosophila) (DTX1), mRNA [NM_004416]	DTX1
1467	0.0007408	0.00995	168.5770012	253.175647	0.66585	A_23_P51317	Homo sapiens coiled-coil domain containing 76 (CCDC76), mRNA [NM_019083]	CCDC76
1468	0.0007423	0.0099634	11.0490309	24.0986992	0.4584908	A_32_P214758	Unknown	A_32_P214758
1469	0.0007458	0.0100036	9757.220296	6191.316289	1.5759525	A_23_P217109	Homo sapiens solute carrier family 31 (copper transporters), member 2 (SLC31A2), mRNA [NM_001860]	SLC31A2
1470	0.0007477	0.0100222	613.5193049	374.576501	1.6379012	A_24_P4054	Homo sapiens thyroid hormone receptor interactor 6 (TRIP6), mRNA [NM_003302]	TRIP6
1471	0.0007513	0.0100607	301.9783368	194.9075752	1.5493412	A_23_P120899	Homo sapiens colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) (CSF2RB), mRNA [NM_000395]	CSF2RB
1472	0.0007517	0.0100607	120.3193036	68.379638	1.759578	A_23_P330461	Homo sapiens transmembrane channel-like 4 (TMC4), mRNA [NM_144686]	TMC4
1473	0.0007521	0.0100607	19.8695715	60.6718348	0.3274925	A_24_P234196	Homo sapiens ribonucleotide reductase M2 polypeptide (RRM2), mRNA [NM_001034]	RRM2
1474	0.0007536	0.0100739	71.2237682	126.562118	0.5627574	A_32_P185766	BX103476 NCI_CGAP_Lu5 Homo sapiens cDNA clone IMAGp998C053946, mRNA sequence [BX103476]	BX103476
1475	0.0007547	0.0100818	284.5182876	416.2807538	0.6834769	A_23_P141315	Homo sapiens notchless homolog 1 (Drosophila) (NLE1), transcript variant 2, mRNA [NM_001014445]	NLE1
1476	0.0007571	0.0101028	44.3315448	67.5775709	0.6560097	A_32_P35595	Q8CD65_MOUSE (Q8CD65) 13 days embryo male testis cDNA, RIKEN full-length enriched library, clone:6030413H17 product:potassium voltage-gated channel, shaker-related subfamily, beta member 1, full insert sequence, partial (12%) [THC2643088]	THC2643088
1477	0.0007573	0.0101028	219.4111089	143.058055	1.5337208	A_23_P95050	Homo sapiens ADP-ribosylation factor interacting protein 1 (arfaptin 1) (ARFIP1), transcript variant 1, mRNA [NM_001025595]	ARFIP1
1478	0.000758	0.0101048	824.0715159	1432.052221	0.575448	A_23_P317620	Homo sapiens ADP-ribosylation factor-like 4C (ARL4C), mRNA [NM_005737]	ARL4C
1479	0.0007585	0.0101048	36.9444008	11.9572566	3.0897054	A_24_P414658	Homo sapiens histone cluster 1, H2ag (HIST1H2AG), mRNA [NM_021064]	HIST1H2AG
1480	0.0007594	0.0101048	3215.056394	2062.419793	1.5588758	A_23_P153562	Homo sapiens complement component 5a receptor 1 (C5AR1), mRNA [NM_001736]	C5AR1
1481	0.0007595	0.0101048	2064.264443	3455.670289	0.5973557	A_23_P311875	Homo sapiens CD6 molecule (CD6), mRNA [NM_006725]	CD6
1482	0.0007603	0.0101086	8227.86845	5929.125485	1.3877035	A_24_P38951	Homo sapiens tumor necrosis factor receptor superfamily, member 19-like (TNFRSF19L), transcript variant 1, mRNA [NM_032871]	TNFRSF19L
1483	0.0007612	0.0101137	614.0359507	910.4204342	0.6744532	A_23_P53736	Homo sapiens F-box protein 21 (FBXO21), transcript variant 1, mRNA [NM_033624]	FBXO21
1484	0.0007623	0.0101215	9.7292735	22.4073075	0.4342009	A_23_P403195	Homo sapiens microtubule associated monoxygenase, calponin and LIM domain containing 3, mRNA (cDNA clone IMAGE:5540180). [BC064400]	MICAL3
1485	0.0007635	0.0101306	23.8381996	43.9160963	0.5428124	A_23_P119899	Homo sapiens EPH receptor A4 (EPHA4), mRNA [NM_004438]	EPHA4
1486	0.0007647	0.0101397	260.9414709	163.4592763	1.5963699	A_24_P126471	Homo sapiens solute carrier family 12 (potassium/chloride transporters), member 9 (SLC12A9), mRNA [NM_020246]	SLC12A9
1487	0.0007666	0.0101581	38.6055598	24.8537953	1.5533064	A_23_P435521	Homo sapiens transmembrane protein 106A (TMEM106A), mRNA [NM_145041]	TMEM106A
1488	0.0007679	0.010163	2531.493944	1747.489851	1.4486459	A_24_P287683	Homo sapiens adaptor-related protein complex 3, sigma 2 subunit (AP3S2), mRNA [NM_005829]	AP3S2
1489	0.000768	0.010163	2649.857667	1749.165949	1.5149264	A_23_P154929	Homo sapiens BH3 interacting domain death agonist (BID), transcript variant 1, mRNA [NM_197966]	BID
1490	0.0007697	0.0101784	46.0113406	27.0451594	1.7012782	A_23_P124384	Homo sapiens short stature homeobox 2 (SHOX2), transcript variant SHOX2a, mRNA [NM_006884]	SHOX2
1491	0.0007702	0.0101784	96.4214379	66.886298	1.4415724	A_23_P41697	Homo sapiens fem-1 homolog c (C. elegans) (FEM1C), mRNA [NM_020177]	FEM1C
1492	0.0007713	0.0101861	148.6895424	104.2268111	1.4265959	A_24_P700210	XM_814443 mucin-associated surface protein (MASP) {Trypanosoma cruzi strain CL Brener} (exp=-1; wgp=0; cg=0), partial (9%) [THC2632568]	THC2675272
1493	0.0007725	0.0101896	91.4667013	54.0417378	1.6925196	A_24_P941597	Homo sapiens cDNA FLJ30505 fis, clone BRAWH2000503. [AK055067]	AK055067
1494	0.0007726	0.0101896	31.2806285	85.0694591	0.3677069	A_23_P202427	Homo sapiens hexokinase domain containing 1 (HKDC1), mRNA [NM_025130]	HKDC1
1495	0.0007736	0.010196	119.605402	167.1883754	0.7153931	A_23_P25019	Homo sapiens primase, polypeptide 1, 49kDa (PRIM1), mRNA [NM_000946]	PRIM1
1496	0.0007745	0.010201	85.8627147	142.4881344	0.6025955	A_32_P200537	Q86TZ0_HUMAN (Q86TZ0) Full-length cDNA clone CS0DC023YN15 of Neuroblastoma of Homo sapiens (human) (Fragment), partial (85%) [THC2524570]	THC2524570
1497	0.0007763	0.0102179	1469.033317	1039.11474	1.4137354	A_23_P369634	Homo sapiens clone pp7882 unknown mRNA. [AF289596]	C8orf73
1498	0.000777	0.0102203	31.2793456	14.3939049	2.1730966	A_24_P352637	Homo sapiens testis-specific serine kinase 4 (TSSK4), mRNA [NM_174944]	TSSK4
1499	0.0007795	0.0102419	154.5107058	295.5475144	0.5227948	A_24_P910580	Homo sapiens golgi autoantigen, golgin subfamily a, 8A (GOLGA8A), mRNA [NM_181077]	GOLGA8A
1500	0.0007799	0.0102419	280.2250144	186.2434226	1.504617	A_23_P111981	Homo sapiens Ly6/neurotoxin 1 (LYNX1), transcript variant 3, mRNA [NM_177457]	LYNX1
1501	0.0007802	0.0102419	87.8795608	161.5339733	0.5440314	A_24_P450493	Q6DQW2_MANSE (Q6DQW2) CAPA, partial (7%) [THC2514262]	THC2514262
1502	0.0007813	0.0102495	74.9283693	104.1456945	0.7194572	A_32_P96043	Unknown	THC2534106
1503	0.0007899	0.0103551	351.4742633	162.1149787	2.1680555	A_23_P145724	Homo sapiens chromosome 7 open reading frame 16 (C7orf16), mRNA [NM_006658]	C7orf16
1504	0.0007904	0.0103551	29.6096789	66.473288	0.4454373	A_32_P65571	Homo sapiens mRNA; cDNA DKFZp686L05231 (from clone DKFZp686L05231). [BX648855]	BX648855
1505	0.0007931	0.0103793	1985.764616	2713.176978	0.7318965	A_23_P80278	Homo sapiens Sfi1 homolog, spindle assembly associated (yeast) (SFI1), transcript variant 1, mRNA [NM_001007467]	SFI1
1506	0.0007933	0.0103793	246.7110696	402.9954889	0.6121931	A_23_P53276	Homo sapiens timeless homolog (Drosophila) (TIMELESS), mRNA [NM_003920]	TIMELESS
1507	0.0007945	0.0103881	81.878538	145.8776986	0.5612821	A_24_P216964	Nuclear ubiquitous casein and cyclin-dependent kinases substrate (P1). [Source:Uniprot/SWISSPROT;Acc:Q9H1E3] [ENST00000367142]	NUCKS1
1508	0.0007961	0.0103893	114.9669734	200.451349	0.5735405	A_23_P386561	Homo sapiens TWIST neighbor (TWISTNB), mRNA [NM_001002926]	TWISTNB
1509	0.0007963	0.0103893	139.8240228	95.3238042	1.4668322	A_23_P329924	Homo sapiens G protein-coupled receptor 109A (GPR109A), mRNA [NM_177551]	GPR109A
1510	0.0007966	0.0103893	2517.732543	1703.145538	1.4782838	A_23_P139547	Homo sapiens tubulin, alpha 3 (TUBA3), mRNA [NM_006009]	TUBA3
1511	0.0007967	0.0103893	3867.8823	5508.103188	0.7022167	A_23_P120845	Homo sapiens X-box binding protein 1 (XBP1), transcript variant 1, mRNA [NM_005080]	XBP1
1512	0.0007996	0.0104202	344.6531002	580.7499408	0.5934621	A_32_P187817	Unknown	THC2648398
1513	0.0008003	0.0104224	59.0361723	83.8568117	0.7040116	A_23_P335190	Homo sapiens cDNA clone IMAGE:6302083. [BC084557]	BC084557
1514	0.0008028	0.0104481	63.2392098	165.6606762	0.3817394	A_23_P139654	Homo sapiens killer cell lectin-like receptor subfamily C, member 1 (KLRC1), transcript variant 2, mRNA [NM_007328]	KLRC1
1515	0.000807	0.0104958	110.0368532	169.2193957	0.6502615	A_32_P718498	Homo sapiens myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6 (MLLT6), mRNA [NM_005937]	MLLT6
1516	0.0008123	0.0105578	321.5254739	177.0222078	1.8163002	A_32_P194915	Q62IN3_BURMA (Q62IN3) Triosephosphate isomerase (TIM) (Triose-phosphate isomerase) , partial (5%) [THC2648197]	THC2648197
1517	0.0008133	0.0105638	78.3587753	149.1585986	0.5253386	A_24_P917836	Homo sapiens clone 2.2H12 Ndr Ser/Thr kinase-like protein mRNA, partial cds. [AF034187]	AF034187
1518	0.0008144	0.0105711	1242.607658	653.6315493	1.9010827	A_32_P172578	Unknown	THC2661509
1519	0.0008165	0.0105839	178.5231534	293.5444386	0.608164	A_24_P62708	Homo sapiens protein kinase, cAMP-dependent, catalytic, beta (PRKACB), transcript variant 2, mRNA [NM_002731]	PRKACB
1520	0.0008169	0.0105839	26.7538624	67.9417233	0.3937766	A_23_P392470	Homo sapiens nuclear receptor subfamily 3, group C, member 2 (NR3C2), mRNA [NM_000901]	NR3C2
1521	0.000817	0.0105839	42.1780654	62.9615837	0.6699016	A_24_P109351	Homo sapiens KIAA0564 protein (KIAA0564), transcript variant 2, mRNA [NM_001009814]	RP11-125A7.3
1522	0.0008199	0.0106145	409.1154423	312.5925264	1.3087819	A_23_P216549	Homo sapiens RUN and SH3 domain containing 2 (RUSC2), mRNA [NM_014806]	RUSC2
1523	0.0008276	0.0107072	53.9537608	80.1090959	0.6735036	A_24_P942481	Homo sapiens G protein-coupled receptor 180 (GPR180), mRNA [NM_180989]	GPR180
1524	0.0008303	0.0107351	80.3912672	122.3558485	0.6570284	A_32_P183983	Homo sapiens cDNA clone IMAGE:4813920. [BC037838]	BC037838
1525	0.0008324	0.0107552	61.758925	138.9403643	0.4444995	A_23_P375419	Homo sapiens tetratricopeptide repeat domain 16 (TTC16), mRNA [NM_144965]	TTC16
1526	0.000834	0.0107688	250.7092476	444.2360303	0.5643605	A_23_P356581	Homo sapiens roundabout, axon guidance receptor, homolog 3 (Drosophila) (ROBO3), mRNA [NM_022370]	ROBO3
1527	0.0008376	0.0108082	274.1102313	434.9724299	0.6301784	A_23_P377888	Homo sapiens myotubularin related protein 15 (MTMR15), mRNA [NM_014967]	MTMR15
1528	0.0008406	0.0108398	62.6438412	120.4318887	0.5201599	A_32_P205329	Homo sapiens full length insert cDNA clone YY74A01. [AF088007]	AF088007
1529	0.0008414	0.010843	112.0616478	74.1630097	1.5110181	A_23_P109224	Q5TDX9_HUMAN (Q5TDX9) OTTHUMP00000030619 (Fragment), complete [THC2655417]	THC2655417
1530	0.000843	0.0108565	184.9933425	120.9137026	1.5299618	A_23_P208768	Homo sapiens Fc fragment of IgA, receptor for (FCAR), transcript variant 1, mRNA [NM_002000]	FCAR
1531	0.0008462	0.0108906	129.1300142	184.7401717	0.6989818	A_23_P23356	Homo sapiens CGI-115 protein (CGI-115), mRNA [NM_016052]	CGI-115
1532	0.0008498	0.0109298	57.1892124	40.6719605	1.4061091	A_23_P77415	Homo sapiens oxidative stress induced growth inhibitor 1 (OSGIN1), transcript variant 1, mRNA [NM_013370]	OSGIN1
1533	0.000851	0.0109381	224.5060855	370.5308927	0.6059038	A_24_P19544	Homo sapiens serine threonine kinase 39 (STE20/SPS1 homolog, yeast) (STK39), mRNA [NM_013233]	STK39
1534	0.0008585	0.0110273	5169.309135	3547.533857	1.4571557	A_23_P101434	Homo sapiens NLR family, pyrin domain containing 12 (NLRP12), transcript variant 1, mRNA [NM_033297]	NLRP12
1535	0.0008593	0.0110304	1225.31574	548.742344	2.2329528	A_24_P190472	Homo sapiens secretory leukocyte peptidase inhibitor (SLPI), mRNA [NM_003064]	SLPI
1536	0.0008628	0.0110681	87.297392	62.488161	1.3970229	A_23_P41159	Homo sapiens protein phosphatase 4, regulatory subunit 2 (PPP4R2), mRNA [NM_174907]	PPP4R2
1537	0.0008739	0.0111985	31.1582257	47.3088799	0.6586126	A_23_P152353	Homo sapiens glutamyl-tRNA synthetase 2 (mitochondrial)(putative) (EARS2), mRNA [NM_133451]	EARS2
1538	0.0008741	0.0111985	261.5459563	175.9835742	1.4861953	A_23_P106898	Homo sapiens transmembrane protein 142C (TMEM142C), mRNA [NM_152288]	TMEM142C
1539	0.000875	0.0112027	190.372708	277.5999075	0.6857809	A_23_P434944	Homo sapiens interleukin enhancer binding factor 3, 90kDa (ILF3), transcript variant 2, mRNA [NM_004516]	ILF3
1540	0.0008767	0.0112172	204.663702	338.4299857	0.6047446	A_32_P115947	Nucleolar GTP-binding protein 1 (Chronic renal failure gene protein) (GTP-binding protein NGB). [Source:Uniprot/SWISSPROT;Acc:Q9BZE4] [ENST00000381391]	GTPBP4
1541	0.0008779	0.0112253	99.9443382	64.6779487	1.5452614	A_23_P169934	Homo sapiens hypothetical protein FLJ39378 (FLJ39378), mRNA [NM_178314]	FLJ39378
1542	0.0008786	0.0112269	27.7032745	77.5598213	0.3571859	A_23_P250245	Homo sapiens CD72 molecule (CD72), mRNA [NM_001782]	CD72
1543	0.0008808	0.0112478	79.1589625	46.5733414	1.6996625	A_32_P116271	Homo sapiens chromosome 4 open reading frame 12, mRNA (cDNA clone IMAGE:3351252), partial cds. [BC033127]	C4orf12
1544	0.0008836	0.0112762	21.8666384	12.1773175	1.795686	A_32_P115122	full-length cDNA clone CS0DL011YO05 of B cells (Ramos cell line) Cot 25-normalized of Homo sapiens (human). [CR605438]	CR605438
1545	0.0008883	0.0113288	1752.947188	1216.929387	1.4404675	A_23_P46606	Homo sapiens lysophosphatidylglycerol acyltransferase 1 (LPGAT1), mRNA [NM_014873]	LPGAT1
1546	0.0008952	0.0114095	40.3110131	91.5225215	0.4404491	A_23_P148015	Homo sapiens axin 2 (conductin, axil) (AXIN2), mRNA [NM_004655]	AXIN2
1547	0.0008971	0.0114263	52.0543575	30.8075222	1.6896639	A_24_P54670	Homo sapiens solute carrier family 6 (neurotransmitter transporter, taurine), member 6 (SLC6A6), mRNA [NM_003043]	SLC6A6
1548	0.0008988	0.0114382	2619.4309	1653.60852	1.5840695	A_23_P100196	Homo sapiens ubiquitin specific peptidase 10 (USP10), mRNA [NM_005153]	USP10
1549	0.0008992	0.0114382	90.7048086	31.1991763	2.9072822	A_23_P144668	Homo sapiens carboxymethylenebutenolidase homolog (Pseudomonas) (CMBL), mRNA [NM_138809]	CMBL
1550	0.0009002	0.0114436	1590.500239	1120.397141	1.4195861	A_23_P250122	Homo sapiens family with sequence similarity 20, member C (FAM20C), mRNA [NM_020223]	FAM20C
1551	0.0009041	0.0114857	375.8002663	238.089516	1.5783991	A_23_P104996	Homo sapiens bestrophin 1 (BEST1), mRNA [NM_004183]	BEST1
1552	0.0009063	0.0115063	12.1628811	24.1344141	0.5039642	A_23_P123172	Homo sapiens olfactory receptor, family 2, subfamily A, member 9 pseudogene (OR2A9P) on chromosome 7 [NR_002157]	OR2A9P
1553	0.0009163	0.0116257	623.6211254	400.7692355	1.5560604	A_24_P282597	Homo sapiens CD46 molecule, complement regulatory protein (CD46), transcript variant a, mRNA [NM_002389]	CD46
1554	0.0009223	0.0116943	15.1716194	35.1402419	0.4317449	A_23_P340909	Homo sapiens chromosome 13 open reading frame 3, mRNA (cDNA clone MGC:4832 IMAGE:3604003), complete cds. [BC013418]	C13orf3
1555	0.0009272	0.0117489	85.0883818	58.8129599	1.4467624	A_32_P89997	ALU1_HUMAN (P39188) Alu subfamily J sequence contamination warning entry, partial (6%) [THC2671278]	THC2671278
1556	0.0009296	0.0117717	56.920522	113.0859868	0.5033384	A_23_P75915	Homo sapiens RIC3 isoform d (RIC3) mRNA, complete cds. [AY326436]	RIC3
1557	0.0009303	0.011773	28.268832	15.4592445	1.8286037	A_24_P913198	Unknown	A_24_P913198
1558	0.000937	0.0118502	16.4183239	31.1230449	0.5275295	A_32_P40456	AGENCOURT_6480053 NIH_MGC_92 Homo sapiens cDNA clone IMAGE:5575564 5, mRNA sequence [BM475547]	BM475547
