AffyID	Gene Title	Gene Symbol	Alignments	Length
203217_s_at	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	ST3GAL5	chr2:85919784-85969648 (-)	49864
201998_at	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	ST6GAL1	chr3:188239223-188279035 (+)	39812
213103_at	StAR-related lipid transfer (START) domain containing 13	STARD13	chr13:32575272-32678143 (-)	102871
200028_s_at	StAR-related lipid transfer (START) domain containing 7	STARD7	chr2:96214331-96238235 (-)	23904
207320_x_at	staufen, RNA binding protein, homolog 1 (Drosophila)	STAU1	chr20:47163469-47238311 (-)	74842
208948_s_at	staufen, RNA binding protein, homolog 1 (Drosophila)	STAU1	chr19:15104049-15485794 (-)	381745
220187_at	STEAP family member 4	STEAP4	chr7:87745693-87774142 (-)	28449
200832_s_at	stearoyl-CoA desaturase (delta-9-desaturase)	SCD	chr10:102096870-102114581 (+)	17711
211708_s_at	stearoyl-CoA desaturase (delta-9-desaturase)	SCD	chr10:102097074-102110667 (+)	13593
212845_at	sterile alpha motif domain containing 4A	SAMD4A	chr14:54238610-54329780 (+)	91170
201339_s_at	sterol carrier protein 2	SCP2	chr1:53216512-53289509 (+)	72997
211733_x_at	sterol carrier protein 2	SCP2	chr1:53253207-53289866 (+)	36659
209146_at	sterol-C4-methyl oxidase-like	SC4MOL	chr4:166468282-166483766 (+)	15484
215064_at	sterol-C5-desaturase (ERG3 delta-5-desaturase homolog, S. cerevisiae)-like	SC5DL	chr11:120684600-120687190 (+)	2590
201061_s_at	stomatin	STOM	chr9:123141177-123172304 (-)	31127
200970_s_at	stress-associated endoplasmic reticulum protein 1	SERP1	chr3:151742987-151746927 (-)	3940
212009_s_at	stress-induced-phosphoprotein 1 (Hsp70/Hsp90-organizing protein)	STIP1	chr11:63710186-63728591 (+)	18405
207983_s_at	stromal antigen 2	STAG2	chrX:122992509-123062160 (+)	69651
209023_s_at	stromal antigen 2	STAG2	chrX:122923287-123062414 (+)	139127
203090_at	stromal cell-derived factor 2	SDF2	chr17:23999733-24013060 (-)	13327
209257_s_at	structural maintenance of chromosomes 3	SMC3	chr10:112317438-112354382 (+)	36944
209258_s_at	structural maintenance of chromosomes 3	SMC3	chr10:112317438-112354382 (+)	36944
209259_s_at	structural maintenance of chromosomes 3	SMC3	chr10:112317473-112354380 (+)	36907
201663_s_at	structural maintenance of chromosomes 4	SMC4	chr3:161600132-161634398 (+)	34266
218781_at	structural maintenance of chromosomes 6	SMC6	chr2:17710146-17798551 (-)	88405
200956_s_at	structure specific recognition protein 1	SSRP1	chr11:56850034-56859927 (-)	9893
200957_s_at	structure specific recognition protein 1	SSRP1	chr11:56850034-56859927 (-)	9893
214512_s_at	SUB1 homolog (S. cerevisiae)	SUB1	chr5:32621416-32637115 (+)	15699
221727_at	SUB1 homolog (S. cerevisiae)	SUB1	chr5:32621416-32639942 (+)	18526
201093_x_at	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	SDHA	chr3:196870124-196898187 (+)	28063
222021_x_at	succinate dehydrogenase complex, subunit A, flavoprotein pseudogene 1	SDHALP1	chr3:196893287-196898312 (+)	5025
202675_at	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	SDHB	chr1:17217839-17253233 (-)	35394
210131_x_at	succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa	SDHC	chr1:159550807-159599617 (+)	48810
202004_x_at	succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa /// hCG1776980	hCG_1776980 /// SDHC	chr1:159550793-159599600 (+)	48807
202930_s_at	succinate-CoA ligase, ADP-forming, beta subunit	SUCLA2	chr13:47414792-47473463 (-)	58671
217874_at	succinate-CoA ligase, GDP-forming, alpha subunit	SUCLG1	chr2:84504186-84539896 (-)	35710
215772_x_at	succinate-CoA ligase, GDP-forming, beta subunit	SUCLG2	chr12:93466152-93468456 (+)	2304
212344_at	sulfatase 1	SULF1	chr8:70576662-70735701 (+)	159039
217995_at	sulfide quinone reductase-like (yeast)	SQRDL	chr15:43714547-43770770 (+)	56223
212896_at	superkiller viralicidic activity 2-like 2 (S. cerevisiae)	SKIV2L2	chr5:54639586-54756779 (+)	117193
200642_at	superoxide dismutase 1, soluble (amyotrophic lateral sclerosis 1 (adult))	SOD1	chr21:31953953-31962857 (+)	8904
215223_s_at	superoxide dismutase 2, mitochondrial	SOD2	chr6:160020140-160034256 (-)	14116
216841_s_at	superoxide dismutase 2, mitochondrial	SOD2	chr6:160023301-160034249 (-)	10948
207040_s_at	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)	ST13	chr1:81959891-81961850 (+)	1959
203372_s_at	suppressor of cytokine signaling 2	SOCS2	chr12:92490766-92493155 (+)	2389
203373_at	suppressor of cytokine signaling 2	SOCS2	chr12:92490589-92494109 (+)	3520
201483_s_at	suppressor of Ty 4 homolog 1 (S. cerevisiae)	SUPT4H1	chr17:53778283-53784556 (-)	6273
212894_at	suppressor of var1, 3-like 1 (S. cerevisiae)	SUPV3L1	chr10:70609998-70638855 (+)	28857
212287_at	suppressor of zeste 12 homolog (Drosophila)	SUZ12	chr17:27288134-27352470 (+)	64336
204295_at	surfeit 1	SURF1	chr9:135208486-135213164 (-)	4678
213247_at	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	SVEP1	chr9:112168276-112209168 (-)	40892
219552_at	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	SVEP1	chr9:112277983-112316212 (-)	38229
206542_s_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	SMARCA2	chr9:2019018-2183555 (+)	164537
206543_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	SMARCA2	chr9:2019018-2183555 (-)	164537
206544_x_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	SMARCA2	chr9:2019018-2182990 (+)	163972
212257_s_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	SMARCA2	chr9:2011944-2183624 (+)	171680
208794_s_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	SMARCA4	chr19:10955795-11033691 (+)	77896
214728_x_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	SMARCA4	chr19:10993460-11033733 (+)	40273
202303_x_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	SMARCA5	chr4:144654325-144694016 (+)	39691
201072_s_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	SMARCC1	chr3:47602387-47798410 (-)	196023
201075_s_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	SMARCC1	chr3:47602875-47798339 (-)	195464
201259_s_at	synaptophysin-like 1	SYPL1	chr7:105518184-105540246 (-)	22062
202796_at	synaptopodin	SYNPO	chr5:150000445-150018962 (+)	18517
209131_s_at	synaptosomal-associated protein, 23kDa	SNAP23	chr15:40575142-40611040 (+)	35898
209024_s_at	synaptotagmin binding, cytoplasmic RNA interacting protein	SYNCRIP	chr20:6141778-6143986 (+)	2208
217834_s_at	synaptotagmin binding, cytoplasmic RNA interacting protein	SYNCRIP	chr20:6142143-6144336 (+)	2193
221276_s_at	syncoilin, intermediate filament 1	SYNC1	chr1:32918564-32933460 (-)	14896
212157_at	syndecan 2	SDC2	chr8:97575071-97693337 (+)	118266
212111_at	syntaxin 12	STX12	chr1:27972312-28023541 (+)	51229
212799_at	syntaxin 6	STX6	chr1:179208786-179211870 (-)	3084
212632_at	Syntaxin 7	STX7	chr6:132820524-132822825 (-)	2301
204690_at	syntaxin 8	STX8	chr17:9094513-9420000 (-)	325487
205966_at	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa	TAF13	chr1:109408640-109420103 (-)	11463
213654_at	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	TAF5L	chr1:227795490-227828413 (-)	32923
201023_at	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa	TAF7	chr5:140678240-140680471 (-)	2231
202168_at	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa	TAF9	chr19:35220026-35221133 (+)	1107
203893_at	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa	TAF9	chr5:68683310-68701596 (-)	18286
221616_s_at	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa	TAF9B	chrX:77273305-77281796 (+)	8491
203254_s_at	talin 1	TLN1	chr9:35687460-35715727 (-)	28267
220761_s_at	TAO kinase 3	TAOK3	chr12:117073162-117188932 (-)	115770
208829_at	TAP binding protein (tapasin)	TAPBP	chr6:33375451-33389834 (-)	14383
200020_at	TAR DNA binding protein	TARDBP	chr1:10995315-11006688 (+)	11373
203135_at	TATA box binding protein	TBP	chr6:170705395-170723871 (+)	18476
222244_s_at	taurine upregulated gene 1	TUG1	chr22:29697352-29702049 (+)	4697
200976_s_at	Tax1 (human T-cell leukemia virus type I) binding protein 1	TAX1BP1	chr7:27746337-27835008 (+)	88671
218268_at	TBC1 domain family, member 15	TBC1D15	chr12:70519805-70603692 (+)	83887
213789_at	TBC1 domain family, member 25	TBC1D25	chrX:48267043-48271773 (-)	4730
212665_at	TCDD-inducible poly(ADP-ribose) polymerase	TIPARP	chr3:157878879-157907249 (+)	28370
208778_s_at	t-complex 1	TCP1	chr12:19985459-19987307 (+)	1848
222010_at	t-complex 1	TCP1	chr6:160119520-160120122 (-)	602
212123_at	tectonic family member 3	TCTN3	chr10:97413162-97443673 (-)	30511
203611_at	telomeric repeat binding factor 2	TERF2	chr16:67947035-67977360 (-)	30325
201174_s_at	telomeric repeat binding factor 2, interacting protein	TERF2IP	chr16:74239143-74248830 (+)	9687
218864_at	tensin 1	TNS1	chr2:218375748-218377253 (-)	1505
221246_x_at	tensin 1	TNS1	chr2:218372769-218551787 (-)	179018
221747_at	Tensin 1	TNS1	chr2:218372758-218375255 (-)	2497
202719_s_at	testis derived transcript (3 LIM domains)	TES	chr7:115637816-115684875 (+)	47059
200803_s_at	testis enhanced gene transcript (BAX inhibitor 1)	TEGT	chr12:48421629-48443051 (+)	21422
200804_at	testis enhanced gene transcript (BAX inhibitor 1)	TEGT	chr12:48432511-48444760 (+)	12249
217979_at	Tetraspanin 13	TSPAN13	chr7:16759960-16790684 (+)	30724
200973_s_at	tetraspanin 3	TSPAN3	chr15:75126062-75150351 (-)	24289
209108_at	tetraspanin 6	TSPAN6	chrX:99770682-99778357 (-)	7675
209109_s_at	tetraspanin 6	TSPAN6	chrX:99771378-99778414 (-)	7036
202242_at	tetraspanin 7	TSPAN7	chrX:38305740-38433115 (+)	127375
203824_at	tetraspanin 8	TSPAN8	chr12:69805148-69837832 (-)	32684
201434_at	tetratricopeptide repeat domain 1	TTC1	chr5:159370084-159425128 (+)	55044
217964_at	tetratricopeptide repeat domain 19	TTC19	chr17:15845956-15872819 (+)	26863
218710_at	tetratricopeptide repeat domain 27	TTC27	chr2:32728699-32899620 (+)	170921
208073_x_at	tetratricopeptide repeat domain 3	TTC3	chr21:37379959-37497276 (+)	117317
208662_s_at	tetratricopeptide repeat domain 3	TTC3	chr21:37379959-37497278 (+)	117319
208663_s_at	tetratricopeptide repeat domain 3	TTC3	chr21:37379959-37497278 (+)	117319
208664_s_at	tetratricopeptide repeat domain 3	TTC3	chr21:37379959-37497278 (+)	117319
210645_s_at	tetratricopeptide repeat domain 3	TTC3	chr21:37377116-37497276 (+)	120160
219421_at	tetratricopeptide repeat domain 33	TTC33	chr5:40750335-40791767 (-)	41432
203584_at	tetratricopeptide repeat domain 35	TTC35	chr8:109525057-109568322 (+)	43265
201922_at	TGF beta-inducible nuclear protein 1	TINP1	chr5:74098859-74108389 (+)	9530
221218_s_at	thiamin pyrophosphokinase 1	TPK1	chr7:143779975-144093930 (-)	313955
208864_s_at	thioredoxin	TXN	chr17:4422239-4422607 (+)	368
216609_at	Thioredoxin	TXN	chr10:121432629-121433267 (+)	638
208097_s_at	thioredoxin domain containing 1	TXNDC1	chr14:50776643-50791139 (+)	14496
201175_at	thioredoxin domain containing 14	TXNDC14	chr11:57236617-57265020 (+)	28403
208959_s_at	thioredoxin domain containing 4 (endoplasmic reticulum)	TXNDC4	chr9:101784603-101901115 (-)	116512
221253_s_at	thioredoxin domain containing 5	TXNDC5	chr6:7826748-7849956 (-)	23208
201008_s_at	thioredoxin interacting protein	TXNIP	chr1:144149846-144153983 (+)	4137
201009_s_at	thioredoxin interacting protein	TXNIP	chr1:144149846-144153983 (+)	4137
201010_s_at	thioredoxin interacting protein	TXNIP	chr1:144149938-144153880 (+)	3942
201588_at	thioredoxin-like 1	TXNL1	chr18:52421052-52456874 (-)	35822
212994_at	THO complex 2	THOC2	chrX:122571729-122606415 (-)	34686
222122_s_at	THO complex 2	THOC2	chrX:122341149-122694578 (-)	353429
201263_at	threonyl-tRNA synthetase	TARS	chr5:33476847-33503926 (+)	27079
203887_s_at	thrombomodulin	THBD	chr20:22974634-22978683 (-)	4049
203888_at	thrombomodulin	THBD	chr20:22974634-22978683 (-)	4049
201108_s_at	thrombospondin 1	THBS1	chr15:37660425-37676960 (+)	16535
206555_s_at	THUMP domain containing 1	THUMPD1	chr16:20655190-20660641 (-)	5451
213025_at	THUMP domain containing 1	THUMPD1	chr16:20652486-20654017 (-)	1531
218491_s_at	thymocyte nuclear protein 1	THYN1	chr11:133450091-133628430 (-)	178339
217733_s_at	thymosin, beta 10	TMSB10	chr2:84986303-84987310 (+)	1007
216438_s_at	thymosin, beta 4, X-linked /// thymosin-like 3	TMSB4X /// TMSL3	chr9:130144254-130144877 (+)	623
209778_at	thyroid hormone receptor interactor 11	TRIP11	chr14:91505661-91576124 (-)	70463
201546_at	thyroid hormone receptor interactor 12	TRIP12	chr2:230340173-230494899 (-)	154726
202406_s_at	TIA1 cytotoxic granule-associated RNA binding protein-like 1	TIAL1	chr10:121324903-121346012 (-)	21109
202011_at	tight junction protein 1 (zona occludens 1)	TJP1	chr15:27779647-27901998 (-)	122351
214168_s_at	tight junction protein 1 (zona occludens 1)	TJP1	chr15:27780800-27788268 (-)	7468
202085_at	tight junction protein 2 (zona occludens 2)	TJP2	chr9:70979029-71059938 (+)	80909
201149_s_at	TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory)	TIMP3	chr22:31527710-31585672 (+)	57962
201150_s_at	TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory)	TIMP3	chr22:31526807-31589027 (+)	62220
210664_s_at	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	TFPI	chr2:188051552-188127403 (-)	75851
213258_at	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	TFPI	chr2:188037201-188038453 (-)	1252
213510_x_at	TL132 protein	LOC220594	chr17:20267364-20276980 (+)	9616
218065_s_at	TMEM9 domain family, member B	TMEM9B	chr11:8925415-8942565 (-)	17150
221571_at	TNF receptor-associated factor 3	TRAF3	chr14:102313653-102447589 (+)	133936
48531_at	TNFAIP3 interacting protein 2	TNIP2	chr4:2713189-2713840 (-)	651
204924_at	toll-like receptor 2	TLR2	chr4:154843487-154845980 (+)	2493
206271_at	toll-like receptor 3	TLR3	chr4:187227344-187243243 (+)	15899
208901_s_at	topoisomerase (DNA) I	TOP1	chr1:169575063-169576861 (+)	1798
202348_s_at	torsin family 1, member A (torsin A)	TOR1A	chr9:131615685-131626224 (-)	10539
202349_at	torsin family 1, member A (torsin A)	TOR1A	chr9:131615043-131626227 (-)	11184
209593_s_at	torsin family 1, member B (torsin B)	TOR1B	chr9:131605252-131613381 (+)	8129
202606_s_at	tousled-like kinase 1	TLK1	chr2:171556815-171725391 (-)	168576
201683_x_at	TOX high mobility group box family member 4	TOX4	chr14:21015223-21037156 (+)	21933
201684_s_at	TOX high mobility group box family member 4	TOX4	chr14:21015223-21037156 (+)	21933
201685_s_at	TOX high mobility group box family member 4	TOX4	chr14:21015245-21036880 (+)	21635
218403_at	TP53 regulated inhibitor of apoptosis 1	TRIAP1	chr12:119366147-119368561 (-)	2414
202266_at	TRAF and TNF receptor associated protein	TTRAP	chr6:24758184-24775086 (-)	16902
210458_s_at	TRAF family member-associated NFKB activator	TANK	chr2:161744377-161769736 (+)	25359
211828_s_at	TRAF2 and NCK interacting kinase	TNIK	chr3:172264363-172660546 (-)	396183
213107_at	TRAF2 and NCK interacting kinase	TNIK	chr3:172261823-172660546 (-)	398723
209751_s_at	trafficking protein particle complex 2 /// spondyloepiphyseal dysplasia, late, pseudogene	SEDLP /// TRAPPC2	chr19:62566690-62568475 (+)	1785
203512_at	trafficking protein particle complex 3	TRAPPC3	chr1:36374761-36387602 (-)	12841
217958_at	trafficking protein particle complex 4	TRAPPC4	chr11:118394450-118399592 (+)	5142
217959_s_at	trafficking protein particle complex 4	TRAPPC4	chr11:118394450-118399592 (+)	5142
214924_s_at	trafficking protein, kinesin binding 1	TRAK1	chr3:42176676-42226899 (+)	50223
201463_s_at	transaldolase 1	TALDO1	chr11:737431-755023 (+)	17592
213655_at	Transcribed locus	---	chr17:1194601-1195364 (+)	763
213710_s_at	Transcribed locus	---	chr14:89942255-89943689 (-)	1434
214349_at	Transcribed locus	---	chr17_random:2614941-2615550 (+)	609
217554_at	Transcribed locus	---	chr1:36300374-36301325 (-)	951
41512_at	Transcribed locus	---	chr12:110564332-110565649 (-)	1317
216241_s_at	transcription elongation factor A (SII), 1	TCEA1	chr3:37292031-37294650 (+)	2619
202371_at	transcription elongation factor A (SII)-like 4	TCEAL4	chrX:102727075-102729099 (+)	2024
202824_s_at	transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)	TCEB1	chr15:39636466-39636941 (+)	475
200085_s_at	transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)	TCEB2	chr16:2761416-2767282 (-)	5866
213604_at	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)	TCEB3	chr1:23959484-23961135 (+)	1651
213311_s_at	transcription factor 25 (basic helix-loop-helix)	TCF25	chr16:88467507-88494703 (+)	27196
212387_at	transcription factor 4	TCF4	chr18:51040982-51045500 (-)	4518
216035_x_at	transcription factor 7-like 2 (T-cell specific, HMG-box)	TCF7L2	chr10:114700240-114917236 (+)	216996
203176_s_at	transcription factor A, mitochondrial	TFAM	chr10:59815086-59825902 (+)	10816
203177_x_at	transcription factor A, mitochondrial	TFAM	chr10:59815181-59825903 (+)	10722
208541_x_at	transcription factor A, mitochondrial	TFAM	chr10:59815313-59815418 (+)	105
219735_s_at	transcription factor CP2-like 1	TFCP2L1	chr2:121695003-121759245 (-)	64242
212330_at	transcription factor Dp-1	TFDP1	chr13:113338337-113343789 (+)	5452
203589_s_at	transcription factor Dp-2 (E2F dimerization partner 2)	TFDP2	chr3:143153033-143230140 (-)	77107
202704_at	transducer of ERBB2, 1	TOB1	chr17:46294582-46296523 (-)	1941
221428_s_at	transducin (beta)-like 1X-linked receptor 1	TBL1XR1	chr3:178222078-178222387 (-)	309
207332_s_at	transferrin receptor (p90, CD71)	TFRC	chr3:197260746-197293338 (-)	32592
207334_s_at	transforming growth factor, beta receptor II (70/80kDa)	TGFBR2	chr3:30623041-30708147 (+)	85106
208944_at	transforming growth factor, beta receptor II (70/80kDa)	TGFBR2	chr3:30623324-30710579 (+)	87255
204731_at	transforming growth factor, beta receptor III	TGFBR3	chr1:91920570-92137844 (-)	217274
201506_at	transforming growth factor, beta-induced, 68kDa	TGFBI	chr5:135392596-135427406 (+)	34810
200911_s_at	transforming, acidic coiled-coil containing protein 1	TACC1	chr8:38763937-38829702 (+)	65765
217433_at	transforming, acidic coiled-coil containing protein 1	TACC1	chr8:38797006-38827450 (-)	30444
217437_s_at	transforming, acidic coiled-coil containing protein 1	TACC1	chr8:38797006-38827450 (+)	30444
211382_s_at	transforming, acidic coiled-coil containing protein 2	TACC2	chr10:123959546-124003841 (+)	44295
212040_at	trans-golgi network protein 2	TGOLN2	chr2:85398664-85401113 (-)	2449
