Probe Set ID	In final signature?	Gene Symbol	Orientation	Description
ADXCRPD.797.C1_s_at	No	MEX3C	Sense (Fully Exonic)	mex-3 homolog C (C. elegans) [Source:HGNC Symbol;Acc:28040]
ADXCRPD.7987.C1_at	No	INSR	AntiSense	insulin receptor [Source:HGNC Symbol;Acc:6091]
ADXCRPD.7996.C1_at	No	PDE8A	Sense (Fully Exonic)	phosphodiesterase 8A [Source:HGNC Symbol;Acc:8793]
ADXCRPD.8000.C2_s_at	No	KIAA0284	Sense (Fully Exonic)	KIAA0284 [Source:HGNC Symbol;Acc:20362]
ADXCRPD.8072.C1_at	No	ARL1	Sense (Fully Exonic)	ADP-ribosylation factor-like 1 [Source:HGNC Symbol;Acc:692]
ADXCRPD.8093.C1_at	No	PPP3CA	AntiSense	protein phosphatase 3_ catalytic subunit_ alpha isozyme [Source:HGNC Symbol;Acc:9314]
ADXCRPD.8095.C1_at	No	CHTF8	Sense (Fully Exonic)	CTF8_ chromosome transmission fidelity factor 8 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24353]
ADXCRPD.8112.C1_s_at	No	DGKA	Sense (Fully Exonic)	diacylglycerol kinase_ alpha 80kDa [Source:HGNC Symbol;Acc:2849]
ADXCRPD.8140.C1_at	No	ROGDI	Sense (Fully Exonic)	rogdi homolog (Drosophila) [Source:HGNC Symbol;Acc:29478]
ADXCRPD.8163.C1_at	No	ADAP2	Sense (Fully Exonic)	ArfGAP with dual PH domains 2 [Source:HGNC Symbol;Acc:16487]
ADXCRPD.8166.C1_at	No	PROS1	AntiSense	protein S (alpha) [Source:HGNC Symbol;Acc:9456]
ADXCRPD.8194.C1_at	No	FGFR1	Sense (Fully Exonic)	fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:3688]
ADXCRPD.8210.C1_at	No	NCOR1	Sense (Fully Exonic)	nuclear receptor corepressor 1 [Source:HGNC Symbol;Acc:7672]
ADXCRPD.825.C1_at	No	ME2	AntiSense	malic enzyme 2_ NAD(+)-dependent_ mitochondrial [Source:HGNC Symbol;Acc:6984]
ADXCRPD.8253.C1_at	No	TEAD3	AntiSense	TEA domain family member 3 [Source:HGNC Symbol;Acc:11716]
ADXCRPD.8271.C1_at	No	MARCKS	AntiSense	myristoylated alanine-rich protein kinase C substrate [Source:HGNC Symbol;Acc:6759]
ADXCRPD.8288.C1_at	No	LRRC58	Sense (Fully Exonic)	leucine rich repeat containing 58 [Source:HGNC Symbol;Acc:26968]
ADXCRPD.8294.C1_at	No	N/A	Sense (includes Intronic)	NOVEL processed_transcript (Clone_based_vega_gene)
ADXCRPD.8296.C1_at	No	ZBTB7A	Sense (Fully Exonic)	zinc finger and BTB domain containing 7A [Source:HGNC Symbol;Acc:18078]
ADXCRPD.8304.C1_x_at	No		No Genome match
ADXCRPD.8315.C1_x_at	No		No Genome match
ADXCRPD.8320.C1_x_at	No	GRIN2D	Sense (Fully Exonic)	glutamate receptor_ ionotropic_ N-methyl D-aspartate 2D [Source:HGNC Symbol;Acc:4588]
ADXCRPD.8367.C1_s_at	No	FRMD4A	Sense (Fully Exonic)	FERM domain containing 4A [Source:HGNC Symbol;Acc:25491]
ADXCRPD.8409.C1_s_at	No	REL	Sense (Fully Exonic)	v-rel reticuloendotheliosis viral oncogene homolog (avian) [Source:HGNC Symbol;Acc:9954]
ADXCRPD.8416.C1_x_at	No	R3HCC1	Sense (Fully Exonic)	R3H domain and coiled-coil containing 1 [Source:HGNC Symbol;Acc:27329]
ADXCRPD.8420.C1_s_at	No	ITPRIP	Sense (Fully Exonic)	inositol 1_4_5-triphosphate receptor interacting protein [Source:HGNC Symbol;Acc:29370]
ADXCRPD.8433.C1_s_at	No	CHD2	Sense (Fully Exonic)	chromodomain helicase DNA binding protein 2 [Source:HGNC Symbol;Acc:1917]
ADXCRPD.8451.C1_s_at	No	TREX2 /// HAUS7	Sense (Fully Exonic) /// Sense (Fully Exonic)	three prime repair exonuclease 2 [Source:HGNC Symbol;Acc:12270] /// HAUS augmin-like complex_ subunit 7 [Source:HGNC Symbol;Acc:32979]
ADXCRPD.846.C13_at	No	IGKV3-20	AntiSense	immunoglobulin kappa variable 3-20 [Source:HGNC Symbol;Acc:5817]
ADXCRPD.8460.C1_s_at	No	ANKRD13C	Sense (Fully Exonic)	ankyrin repeat domain 13C [Source:HGNC Symbol;Acc:25374]
ADXCRPD.8472.C1_x_at	No	NR2F1	Sense (Fully Exonic)	nuclear receptor subfamily 2_ group F_ member 1 [Source:HGNC Symbol;Acc:7975]
ADXCRPD.8489.C1_at	No	ZNF444	Sense (Fully Exonic)	zinc finger protein 444 [Source:HGNC Symbol;Acc:16052]
ADXCRPD.8495.C1_at	No	TRIB1	Sense (Fully Exonic)	tribbles homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:16891]
ADXCRPD.8507.C1_at	No	LUC7L2	Sense (Fully Exonic)	LUC7-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:21608]
ADXCRPD.8507.C1_x_at	No	LUC7L2	Sense (Fully Exonic)	LUC7-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:21608]
ADXCRPD.8520.C1_s_at	No	SMC5	Sense (Fully Exonic)	structural maintenance of chromosomes 5 [Source:HGNC Symbol;Acc:20465]
ADXCRPD.8528.C1_at	No	PRKAA1	Sense (includes Intronic)	protein kinase_ AMP-activated_ alpha 1 catalytic subunit [Source:HGNC Symbol;Acc:9376]
ADXCRPD.8534.C2_at	No	CTSZ	Sense (Fully Exonic)	cathepsin Z [Source:HGNC Symbol;Acc:2547]
ADXCRPD.8536.C1_at	No	CCDC149	Sense (Fully Exonic)	coiled-coil domain containing 149 [Source:HGNC Symbol;Acc:25405]
ADXCRPD.8570.C2_s_at	No	RBM6	Sense (Fully Exonic)	RNA binding motif protein 6 [Source:HGNC Symbol;Acc:9903]
ADXCRPD.8584.C1_s_at	No	DYNC1H1	Sense (Fully Exonic)	dynein_ cytoplasmic 1_ heavy chain 1 [Source:HGNC Symbol;Acc:2961]
ADXCRPD.8586.C1_s_at	No	POLR1A	Sense (Fully Exonic)	polymerase (RNA) I polypeptide A_ 194kDa [Source:HGNC Symbol;Acc:17264]
ADXCRPD.8587.C1_s_at	No	SLC22A23	Sense (Fully Exonic)	solute carrier family 22_ member 23 [Source:HGNC Symbol;Acc:21106]
ADXCRPD.8594.C1_at	No	TSC2	AntiSense	tuberous sclerosis 2 [Source:HGNC Symbol;Acc:12363]
ADXCRPD.8614.C1_at	No		No Transcript match
ADXCRPD.8630.C1_s_at	No	TLCD1	Sense (Fully Exonic)	TLC domain containing 1 [Source:HGNC Symbol;Acc:25177]
ADXCRPD.8670.C1_x_at	No	PLCB3	Sense (Fully Exonic)	phospholipase C_ beta 3 (phosphatidylinositol-specific) [Source:HGNC Symbol;Acc:9056]
ADXCRPD.8671.C1_at	No	ZFAND6	AntiSense	zinc finger_ AN1-type domain 6 [Source:HGNC Symbol;Acc:30164]
ADXCRPD.8674.C1_x_at	No	HES4	Sense (Fully Exonic)	hairy and enhancer of split 4 (Drosophila) [Source:HGNC Symbol;Acc:24149]
ADXCRPD.8699.C1_at	No	DMXL1	AntiSense	Dmx-like 1 [Source:HGNC Symbol;Acc:2937]
ADXCRPD.8708.C1_s_at	No	NSMAF	Sense (Fully Exonic)	neutral sphingomyelinase (N-SMase) activation associated factor [Source:HGNC Symbol;Acc:8017]
ADXCRPD.875.C3_at	No	LPCAT4	AntiSense	lysophosphatidylcholine acyltransferase 4 [Source:HGNC Symbol;Acc:30059]
ADXCRPD.8757.C1_x_at	No	FAM83G	Sense (Fully Exonic)	family with sequence similarity 83_ member G [Source:HGNC Symbol;Acc:32554]
ADXCRPD.8761.C1_at	No	GALNT5	Sense (Fully Exonic)	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5 (GalNAc-T5) [Source:HGNC Symbol;Acc:4127]
ADXCRPD.8764.C1_s_at	No	ZC3H8	Sense (Fully Exonic)	zinc finger CCCH-type containing 8 [Source:HGNC Symbol;Acc:30941]
ADXCRPD.878.C1_x_at	No	QDPR	Sense (Fully Exonic)	quinoid dihydropteridine reductase [Source:HGNC Symbol;Acc:9752]
ADXCRPD.8786.C1_s_at	No	FOXP1	Sense (Fully Exonic)	forkhead box P1 [Source:HGNC Symbol;Acc:3823]
ADXCRPD.8788.C1_at	No	ZNF28 /// ZNF320 /// ZNF702P	Sense (includes Intronic) /// Sense (includes Intronic) /// Sense (includes Intronic)	zinc finger protein 28 [Source:HGNC Symbol;Acc:13073] /// zinc finger protein 320 [Source:HGNC Symbol;Acc:13842] /// zinc finger protein 702 (pseudogene) [Source:HGNC Symbol;Acc:25775]
ADXCRPD.8799.C1_s_at	No	CEP192	Sense (includes Intronic)	centrosomal protein 192kDa [Source:HGNC Symbol;Acc:25515]
ADXCRPD.880.C2_s_at	No	STAT1	Sense (Fully Exonic)	signal transducer and activator of transcription 1_ 91kDa [Source:HGNC Symbol;Acc:11362]
ADXCRPD.8802.C1_at	No	TRIM27 /// TRIM27 /// TRIM27 /// TRIM27 /// TRIM27 /// TRIM27	Sense (Fully Exonic) /// Sense (Fully Exonic) /// Sense (Fully Exonic) /// Sense (Fully Exonic) /// Sense (Fully Exonic) /// Sense (Fully Exonic)	Tripartite motif-containing 27 Fragment  [Source:UniProtKB/TrEMBL;Acc:B0V297] /// Zinc finger protein RFP (Ret finger protein)(Tripartite motif-containing protein 27)(RING finger protein 76) [Source:UniProtKB/Swiss-Prot;Acc:P14373] /// Zinc finger protein RFP (Ret finger protein)(Tripartite motif-containing protein 27)(RING finger protein 76) [Source:UniProtKB/Swiss-Prot;Acc:P14373] /// Zinc finger protein RFP (Ret finger protein)(Tripartite motif-containing protein 27)(RING finger protein 76) [Source:UniProtKB/Swiss-Prot;Acc:P14373] /// Zinc finger protein RFP (Ret finger protein)(Tripartite motif-containing protein 27)(RING finger protein 76) [Source:UniProtKB/Swiss-Prot;Acc:P14373] /// Zinc finger protein RFP (Ret finger protein)(Tripartite motif-containing protein 27)(RING finger protein 76) [Source:UniProtKB/Swiss-Prot;Acc:P14373]
ADXCRPD.8809.C1_at	No	CSNK2A2	Sense (Fully Exonic)	casein kinase 2_ alpha prime polypeptide [Source:HGNC Symbol;Acc:2459]
ADXCRPD.8831.C1_at	No	HOXB13	Sense (Fully Exonic)	homeobox B13 [Source:HGNC Symbol;Acc:5112]
ADXCRPD.8876.C1_x_at	No	CCDC22	Sense (Fully Exonic)	coiled-coil domain containing 22 [Source:HGNC Symbol;Acc:28909]
ADXCRPD.8884.C1_s_at	No	ZDHHC23	Sense (Fully Exonic)	zinc finger_ DHHC-type containing 23 [Source:HGNC Symbol;Acc:28654]
ADXCRPD.8897.C1_at	No	FAM18B2 /// CDRT4	AntiSense /// AntiSense	family with sequence similarity 18_ member B2 [Source:HGNC Symbol;Acc:30453] /// CMT1A duplicated region transcript 4 [Source:HGNC Symbol;Acc:14383]
ADXCRPD.8954.C1_x_at	No	CDK11B /// CDC2L1	Sense (Fully Exonic) /// Sense (Fully Exonic)	cyclin-dependent kinase 11B [Source:HGNC Symbol;Acc:1729] /// KNOWN pseudogene (HGNC_curated_gene)
ADXCRPD.8957.C1_at	No	YWHAG	AntiSense	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein_ gamma polypeptide [Source:HGNC Symbol;Acc:12852]
ADXCRPD.8977.C1_at	No	PARM1	Sense (Fully Exonic)	prostate androgen-regulated mucin-like protein 1 [Source:HGNC Symbol;Acc:24536]
ADXCRPD.8986.C1_x_at	No	HOXB7 /// HOXB8	AntiSense /// AntiSense	homeobox B7 [Source:HGNC Symbol;Acc:5118] /// homeobox B8 [Source:HGNC Symbol;Acc:5119]
ADXCRPD.9007.C1_s_at	No	SLC31A1	Sense (Fully Exonic)	solute carrier family 31 (copper transporters)_ member 1 [Source:HGNC Symbol;Acc:11016]
ADXCRPD.9016.C1_at	No	ZNF668	Sense (Fully Exonic)	zinc finger protein 668 [Source:HGNC Symbol;Acc:25821]
ADXCRPD.9027.C1_s_at	No	C12orf5	Sense (Fully Exonic)	Probable fructose-2_6-bisphosphatase TIGAR (EC 3.1.3.46)(TP53-induced glycolysis and apoptosis regulator) [Source:UniProtKB/Swiss-Prot;Acc:Q9NQ88]
ADXCRPD.9028.C1_s_at	No	NOP14	Sense (Fully Exonic)	NOP14 nucleolar protein homolog (yeast) [Source:HGNC Symbol;Acc:16821]
ADXCRPD.9062.C1_at	No	NHSL1	Sense (includes Intronic)	NHS-like 1 [Source:HGNC Symbol;Acc:21021]
ADXCRPD.9076.C1_s_at	No	SETD5	AntiSense	SET domain containing 5 [Source:HGNC Symbol;Acc:25566]
ADXCRPD.9097.C1_at	No	C2orf70	Sense (Fully Exonic)	UPF0573 protein C2orf70  [Source:UniProtKB/Swiss-Prot;Acc:A6NJV1]
ADXCRPD.9111.C1_s_at	No	CALM2	Sense (includes Intronic)	calmodulin 2 (phosphorylase kinase_ delta) [Source:HGNC Symbol;Acc:1445]
ADXCRPD.9123.C1_s_at	No	GOLIM4	Sense (Fully Exonic)	golgi integral membrane protein 4 [Source:HGNC Symbol;Acc:15448]
ADXCRPD.9138.C1_at	No	EXPH5	Sense (Fully Exonic)	exophilin 5 [Source:HGNC Symbol;Acc:30578]
ADXCRPD.9159.C1_at	No	GMDS	Sense (includes Intronic)	GDP-mannose 4_6-dehydratase [Source:HGNC Symbol;Acc:4369]
ADXCRPD.9183.C1_at	No	HIBCH	Sense (includes Intronic)	3-hydroxyisobutyryl-CoA hydrolase [Source:HGNC Symbol;Acc:4908]
ADXCRPD.9193.C1_at	No	VEZT	Sense (includes Intronic)	vezatin_ adherens junctions transmembrane protein [Source:HGNC Symbol;Acc:18258]
ADXCRPD.9195.C1_s_at	No	ASAP2	Sense (Fully Exonic)	ArfGAP with SH3 domain_ ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:2721]
ADXCRPD.9219.C1_s_at	No	TNFSF12-TNFSF13 /// TNFSF13	Sense (Fully Exonic) /// Sense (Fully Exonic)	TNFSF12-TNFSF13 readthrough [Source:HGNC Symbol;Acc:33537] /// tumor necrosis factor (ligand) superfamily_ member 13 [Source:HGNC Symbol;Acc:11928]
ADXCRPD.9220.C1_at	No	PPRC1	Sense (Fully Exonic)	peroxisome proliferator-activated receptor gamma_ coactivator-related 1 [Source:HGNC Symbol;Acc:30025]
ADXCRPD.9244.C1_at	No	CYBRD1	Sense (Fully Exonic)	cytochrome b reductase 1 [Source:HGNC Symbol;Acc:20797]
ADXCRPD.9244.C1_x_at	No	CYBRD1	Sense (Fully Exonic)	cytochrome b reductase 1 [Source:HGNC Symbol;Acc:20797]
ADXCRPD.9255.C1_s_at	No	ZNF618	Sense (Fully Exonic)	zinc finger protein 618 [Source:HGNC Symbol;Acc:29416]
ADXCRPD.9307.C1_at	No	ANKIB1	AntiSense	ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:22215]
ADXCRPD.9317.C1_s_at	No	AKAP13	Sense (Fully Exonic)	A kinase (PRKA) anchor protein 13 [Source:HGNC Symbol;Acc:371]
ADXCRPD.9380.C1_x_at	No	SLCO5A1	AntiSense	solute carrier organic anion transporter family_ member 5A1 [Source:HGNC Symbol;Acc:19046]
ADXCRPD.9385.C1_at	No	N/A	Sense (Fully Exonic)	KNOWN lincRNA (Clone_based_ensembl_gene)
ADXCRPD.9390.C1_x_at	No	WDR61	Sense (includes Intronic)	WD repeat domain 61 [Source:HGNC Symbol;Acc:30300]
ADXCRPD.9391.C1_x_at	No	GFOD2	Sense (Fully Exonic)	glucose-fructose oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:28159]
ADXCRPD.9396.C1_s_at	No		No Transcript match
ADXCRPD.9410.C1_at	No	C15orf17	Sense (Fully Exonic)	Uncharacterized protein C15orf17  [Source:UniProtKB/Swiss-Prot;Acc:Q5XKK7]
ADXCRPD.9416.C1_s_at	No	N/A	Sense (Fully Exonic)	NOVEL processed_transcript (Clone_based_vega_gene)
ADXCRPD.9441.C1_s_at	No	RRP1B	Sense (Fully Exonic)	ribosomal RNA processing 1 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:23818]
ADXCRPD.9460.C1_s_at	No	FAM113A	Sense (Fully Exonic)	family with sequence similarity 113_ member A [Source:HGNC Symbol;Acc:16212]
ADXCRPD.9467.C1_at	No	PLCG1	Sense (Fully Exonic)	phospholipase C_ gamma 1 [Source:HGNC Symbol;Acc:9065]
ADXCRPD.9467.C1_x_at	No	PLCG1	Sense (Fully Exonic)	phospholipase C_ gamma 1 [Source:HGNC Symbol;Acc:9065]
ADXCRPD.9473.C1_s_at	No		No Transcript match
ADXCRPD.9481.C1_at	No	INPP5A	Sense (Fully Exonic)	inositol polyphosphate-5-phosphatase_ 40kDa [Source:HGNC Symbol;Acc:6076]
ADXCRPD.9504.C1_at	No	OLFM4	AntiSense	olfactomedin 4 [Source:HGNC Symbol;Acc:17190]
ADXCRPD.9533.C1_at	No		No Transcript match
ADXCRPD.9536.C1_at	No	NOL3	Sense (Fully Exonic)	nucleolar protein 3 (apoptosis repressor with CARD domain) [Source:HGNC Symbol;Acc:7869]
ADXCRPD.9539.C1_s_at	No	FAM13A	AntiSense	family with sequence similarity 13_ member A [Source:HGNC Symbol;Acc:19367]
ADXCRPD.9568.C1_x_at	No	UNC13D	Sense (Fully Exonic)	unc-13 homolog D (C. elegans) [Source:HGNC Symbol;Acc:23147]
ADXCRPD.9569.C1_at	No	RNF208	Sense (Fully Exonic)	ring finger protein 208 [Source:HGNC Symbol;Acc:25420]
ADXCRPD.9585.C1_at	No	SREBF2	Sense (includes Intronic)	sterol regulatory element binding transcription factor 2 [Source:HGNC Symbol;Acc:11290]
ADXCRPD.9591.C1_at	No	KIAA0141	Sense (Fully Exonic)	KIAA0141 [Source:HGNC Symbol;Acc:28969]
ADXCRPD.9604.C1_at	No	ARHGEF18	Sense (Fully Exonic)	Rho/Rac guanine nucleotide exchange factor (GEF) 18 [Source:HGNC Symbol;Acc:17090]
ADXCRPD.9610.C1_at	No	GMDS	Sense (Fully Exonic)	GDP-mannose 4_6-dehydratase [Source:HGNC Symbol;Acc:4369]
ADXCRPD.9615.C1_at	No	PACSIN2	Sense (Fully Exonic)	protein kinase C and casein kinase substrate in neurons 2 [Source:HGNC Symbol;Acc:8571]
ADXCRPD.9620.C1_at	No	MYO7B	Sense (Fully Exonic)	myosin VIIB [Source:HGNC Symbol;Acc:7607]
ADXCRPD.9620.C1_x_at	No	MYO7B	Sense (Fully Exonic)	myosin VIIB [Source:HGNC Symbol;Acc:7607]
ADXCRPD.963.C1_at	No	AK3L2 /// N/A /// NF1	AntiSense /// AntiSense /// AntiSense	adenylate kinase 3-like 2 (pseudogene) [Source:HGNC Symbol;Acc:21596] /// NOVEL pseudogene (Clone_based_ensembl_gene) /// neurofibromin 1 [Source:HGNC Symbol;Acc:7765]
ADXCRPD.9641.C1_at	No	TAOK2	AntiSense	TAO kinase 2 [Source:HGNC Symbol;Acc:16835]
ADXCRPD.9646.C1_s_at	No	IKBKG /// IKBKGP1	Sense (Fully Exonic) /// Sense (Fully Exonic)	inhibitor of kappa light polypeptide gene enhancer in B-cells_ kinase gamma [Source:HGNC Symbol;Acc:5961] /// inhibitor of kappa light polypeptide gene enhancer in B-cells_ kinase gamma pseudogene 1 [Source:HGNC Symbol;Acc:24455]
ADXCRPD.9648.C1_at	No	ATXN7	Sense (Fully Exonic)	ataxin 7 [Source:HGNC Symbol;Acc:10560]
ADXCRPD.9648.C1_x_at	No	ATXN7	Sense (Fully Exonic)	ataxin 7 [Source:HGNC Symbol;Acc:10560]
ADXCRPD.9654.C1_s_at	No	ARHGEF11	Sense (Fully Exonic)	Rho guanine nucleotide exchange factor (GEF) 11 [Source:HGNC Symbol;Acc:14580]
ADXCRPD.9677.C1_s_at	No	EHF	Sense (Fully Exonic)	ets homologous factor [Source:HGNC Symbol;Acc:3246]
ADXCRPD.9706.C1_at	No	MEIS3P1 /// N/A	Sense (Fully Exonic) /// Sense (Fully Exonic)	Meis homeobox 3 pseudogene 1 [Source:HGNC Symbol;Acc:7002] /// KNOWN pseudogene (Clone_based_vega_gene)
ADXCRPD.9710.C1_at	No	DCAF15	Sense (Fully Exonic)	DDB1 and CUL4 associated factor 15 [Source:HGNC Symbol;Acc:25095]
ADXCRPD.9721.C1_at	No		No Genome match
ADXCRPD.9744.C1_s_at	No	OSBPL7	Sense (Fully Exonic)	oxysterol binding protein-like 7 [Source:HGNC Symbol;Acc:16387]
ADXCRPD.9749.C1_s_at	No	BCL3	Sense (Fully Exonic)	B-cell CLL/lymphoma 3 [Source:HGNC Symbol;Acc:998]
ADXCRPD.9761.C1_at	No	PUM1	AntiSense	pumilio homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:14957]
ADXCRPD.9780.C1_at	No	STAG3L1	Sense (Fully Exonic)	stromal antigen 3-like 1 [Source:HGNC Symbol;Acc:33852]
ADXCRPD.9783.C1_at	No	N/A /// N/A	AntiSense /// AntiSense	KNOWN lincRNA (Clone_based_ensembl_gene) /// KNOWN protein_coding (Clone_based_ensembl_gene)
ADXCRPD.9791.C1_at	No	TMEM120A	Sense (Fully Exonic)	transmembrane protein 120A [Source:HGNC Symbol;Acc:21697]
ADXCRPD.9801.C1_at	No		No Genome match
ADXCRPD.9802.C1_at	No	AHNAK	Sense (Fully Exonic)	AHNAK nucleoprotein [Source:HGNC Symbol;Acc:347]
ADXCRPD.9828.C1_at	No	MTMR3 /// TUG1	AntiSense /// AntiSense	myotubularin related protein 3 [Source:HGNC Symbol;Acc:7451] /// taurine upregulated 1 (non-protein coding) [Source:HGNC Symbol;Acc:26066]
ADXCRPD.9831.C1_s_at	No	POLG	Sense (Fully Exonic)	polymerase (DNA directed)_ gamma [Source:HGNC Symbol;Acc:9179]
ADXCRPD.9838.C1_at	No	SCNN1A	Sense (includes Intronic)	sodium channel_ nonvoltage-gated 1 alpha [Source:HGNC Symbol;Acc:10599]
ADXCRPD.9843.C1_at	No	MRPL42	AntiSense	mitochondrial ribosomal protein L42 [Source:HGNC Symbol;Acc:14493]
ADXCRPD.9843.C1_x_at	No	MRPL42	AntiSense	mitochondrial ribosomal protein L42 [Source:HGNC Symbol;Acc:14493]
ADXCRPD.9845.C1_at	No	ZC3H11A	AntiSense	zinc finger CCCH-type containing 11A [Source:HGNC Symbol;Acc:29093]
ADXCRPD.9847.C1_at	No	TPR	AntiSense	translocated promoter region (to activated MET oncogene) [Source:HGNC Symbol;Acc:12017]
ADXCRPD.9851.C1_at	No	EPHB2	AntiSense	EPH receptor B2 [Source:HGNC Symbol;Acc:3393]
ADXCRPD.9864.C1_at	No	ARPP19	AntiSense	cAMP-regulated phosphoprotein_ 19kDa [Source:HGNC Symbol;Acc:16967]
ADXCRPD.9902.C1_at	No	PLCL1	Sense (includes Intronic)	phospholipase C-like 1 [Source:HGNC Symbol;Acc:9063]
ADXCRPD.9902.C1_x_at	No	N/A /// N/A /// PLCL1 /// NPIPL3 /// TMC7 /// N/A	Sense (includes Intronic) /// Sense (includes Intronic) /// Sense (includes Intronic) /// Sense (includes Intronic) /// Sense (includes Intronic) /// Sense (includes Intronic)	Putative NPIP-like protein ENSP00000342480  [Source:UniProtKB/Swiss-Prot;Acc:A6NJU9] /// KNOWN protein_coding (Clone_based_ensembl_gene) /// phospholipase C-like 1 [Source:HGNC Symbol;Acc:9063] /// nuclear pore complex interacting protein-like 3 [Source:HGNC Symbol;Acc:28989] /// transmembrane channel-like 7 [Source:HGNC Symbol;Acc:23000] /// similar to Uncharacterized protein KIAA0220 (LOC100132247)_ mRNA [Source:RefSeq DNA;Acc:NM_001135865]
ADXCRPD.9906.C2_at	No	SRRM2	AntiSense	serine/arginine repetitive matrix 2 [Source:HGNC Symbol;Acc:16639]
ADXCRPD.9990.C1_s_at	No	VAT1	Sense (Fully Exonic)	vesicle amine transport protein 1 homolog (T. californica) [Source:HGNC Symbol;Acc:16919]
ADXCRPDRC.10013.C1_at	No	FUBP3	Sense (Fully Exonic)	far upstream element (FUSE) binding protein 3 [Source:HGNC Symbol;Acc:4005]
ADXCRPDRC.10044.C1_s_at	No	MAEA	Sense (Fully Exonic)	macrophage erythroblast attacher [Source:HGNC Symbol;Acc:13731]
ADXCRPDRC.10078.C1_s_at	No		Sense (Fully Exonic)	membrane-associated ring finger (C3HC4) 6 [Source:HGNC Symbol;Acc:30550]
ADXCRPDRC.10132.C1_at	No	RAPGEF1	Sense (Fully Exonic)	Rap guanine nucleotide exchange factor (GEF) 1 [Source:HGNC Symbol;Acc:4568]
ADXCRPDRC.10132.C1_x_at	No	RAPGEF1	Sense (Fully Exonic)	Rap guanine nucleotide exchange factor (GEF) 1 [Source:HGNC Symbol;Acc:4568]
ADXCRPDRC.10155.C1_s_at	No	IBTK	Sense (Fully Exonic)	inhibitor of Bruton agammaglobulinemia tyrosine kinase [Source:HGNC Symbol;Acc:17853]
ADXCRPDRC.10184.C1_at	No		No Genome match
ADXCRPDRC.10185.C1_s_at	No	YTHDC1	Sense (Fully Exonic)	YTH domain containing 1 [Source:HGNC Symbol;Acc:30626]
ADXCRPDRC.10319.C1_s_at	No	ADD1	Sense (Fully Exonic)	adducin 1 (alpha) [Source:HGNC Symbol;Acc:243]
ADXCRPDRC.10431.C1_at	No	NFE2L3	Sense (includes Intronic)	nuclear factor (erythroid-derived 2)-like 3 [Source:HGNC Symbol;Acc:7783]
ADXCRPDRC.1052.C1_at	No	MFAP1	Sense (Fully Exonic)	microfibrillar-associated protein 1 [Source:HGNC Symbol;Acc:7032]
ADXCRPDRC.1052.C1_x_at	No	MFAP1	Sense (Fully Exonic)	microfibrillar-associated protein 1 [Source:HGNC Symbol;Acc:7032]
ADXCRPDRC.10544.C1_at	No	FAM160B2	Sense (Fully Exonic)	family with sequence similarity 160_ member B2 [Source:HGNC Symbol;Acc:16492]
ADXCRPDRC.10610.C2_s_at	No	ETNK1	Sense (Fully Exonic)	ethanolamine kinase 1 [Source:HGNC Symbol;Acc:24649]
ADXCRPDRC.10665.C1_s_at	No	NKTR	Sense (Fully Exonic)	natural killer-tumor recognition sequence [Source:HGNC Symbol;Acc:7833]
ADXCRPDRC.10707.C1_s_at	No	VOPP1	Sense (Fully Exonic)	vesicular_ overexpressed in cancer_ prosurvival protein 1 [Source:HGNC Symbol;Acc:34518]
ADXCRPDRC.10713.C1_s_at	No	FEM1B	Sense (Fully Exonic)	fem-1 homolog b (C. elegans) [Source:HGNC Symbol;Acc:3649]
ADXCRPDRC.10740.C1_at	No		No Genome match
ADXCRPDRC.1078.C1_s_at	No	ZC3HAV1	Sense (Fully Exonic)	zinc finger CCCH-type_ antiviral 1 [Source:HGNC Symbol;Acc:23721]
ADXCRPDRC.10844.C1_at	No	CLCN3	Sense (Fully Exonic)	chloride channel 3 [Source:HGNC Symbol;Acc:2021]
ADXCRPDRC.11011.C1_at	No	PMS2L11	Sense (Fully Exonic)	postmeiotic segregation increased 2-like 11 pseudogene [Source:HGNC Symbol;Acc:9125]
ADXCRPDRC.11011.C1_x_at	No	PMS2L11	Sense (Fully Exonic)	postmeiotic segregation increased 2-like 11 pseudogene [Source:HGNC Symbol;Acc:9125]
ADXCRPDRC.11040.C1_s_at	No	UAP1	Sense (Fully Exonic)	UDP-N-acteylglucosamine pyrophosphorylase 1 [Source:HGNC Symbol;Acc:12457]
ADXCRPDRC.11097.C1_s_at	No	SP1	Sense (Fully Exonic)	Sp1 transcription factor [Source:HGNC Symbol;Acc:11205]
ADXCRPDRC.11117.C1_at	No	ARID5B	Sense (Fully Exonic)	AT rich interactive domain 5B (MRF1-like) [Source:HGNC Symbol;Acc:17362]
