ID	Gene Symbol	Gene Title	logFC	t	P.Value	adj.P.Val	B	Pathway	go biological process term	go molecular function term	go cellular component term
210123_s_at	CHRFAM7A /// CHRNA7 /// LOC732445	CHRNA7 (cholinergic receptor, nicotinic, alpha 7, exons 5-10) and FAM7A (family with sequence similarity 7A, exons A-E) fusion /// cholinergic receptor, nicotinic, alpha 7 /// similar to CHRNA7-FAM7A fusion isoform 1	-1.066205498	-3.006666305	0.030638366	0.125483822	-4.41827128	---	activation of MAPK activity /// response to hypoxia /// positive regulation of heart rate in baroreceptor response to decreased systemic arterial blood pressure /// transport /// ion transport /// ion transport /// calcium ion transport /// calcium ion tr	beta-amyloid binding /// receptor activity /// nicotinic acetylcholine-activated cation-selective channel activity /// nicotinic acetylcholine-activated cation-selective channel activity /// ion channel activity /// extracellular ligand-gated ion channel	membrane fraction /// cytoplasm /// plasma membrane /// plasma membrane /// nicotinic acetylcholine-gated receptor-channel complex /// external side of plasma membrane /// postsynaptic density /// membrane /// integral to membrane /// integral to membrane
229493_at	---	---	-1.06557901	-3.138906896	0.026412657	0.115564863	-4.252609267	---	---	---	---
214446_at	ELL2	elongation factor, RNA polymerase II, 2	-1.065127351	-5.080765546	0.004055974	0.036055254	-2.118603231	---	transcription /// regulation of transcription, DNA-dependent /// RNA elongation from RNA polymerase II promoter	RNA polymerase II transcription factor activity /// translation elongation factor activity	nucleus /// transcription elongation factor complex
230151_at	C13orf1	chromosome 13 open reading frame 1	-1.064333417	-7.635373935	0.000670328	0.013752275	-0.048645411	---	---	---	---
225186_at	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	-1.064069489	-3.774660654	0.013452816	0.075914557	-3.491399368	---	signal transduction	---	cytoplasm /// cytoskeleton /// plasma membrane /// membrane /// cell projection
232181_at	LOC153346	hypothetical protein LOC153346	-1.064018844	-6.937982234	0.001035879	0.016724877	-0.547620139	---	---	---	---
212120_at	RHOQ	ras homolog gene family, member Q	-1.063110061	-6.191112367	0.001723331	0.021736937	-1.133000319	---	small GTPase mediated signal transduction /// regulation of cell shape	nucleotide binding /// GTPase activity /// protein binding /// protein binding /// GTP binding	intracellular /// cytoplasm /// plasma membrane /// plasma membrane /// membrane
40148_at	APBB2	amyloid beta (A4) precursor protein-binding, family B, member 2	-1.063069189	-3.283133852	0.02253712	0.105007986	-4.074681297	---	cell cycle arrest /// intracellular signaling cascade /// negative regulation of cell growth /// regulation of transcription /// negative regulation of S phase of mitotic cell cycle	beta-amyloid binding /// protein binding /// protein binding /// protein binding /// transcription factor binding	nucleus /// membrane /// lamellipodium /// growth cone /// synapse
227805_at	---	---	-1.062267194	-8.175199077	0.000489757	0.011803313	0.309821579	---	---	---	---
200691_s_at	HSPA9	heat shock 70kDa protein 9 (mortalin)	-1.06185246	-11.3911193	0.000103444	0.005902223	2.05771663	---	protein folding /// protein export from nucleus /// anti-apoptosis /// response to stress	nucleotide binding /// ATP binding /// unfolded protein binding /// unfolded protein binding	cytoplasm /// mitochondrion /// mitochondrion /// cell surface
237262_at	---	---	-1.061412345	-4.599075772	0.006143654	0.046293902	-2.595809454	---	---	---	---
218906_x_at	KLC2	kinesin light chain 2	-1.06117509	-5.19743273	0.003683685	0.034013734	-2.00780678	---	---	motor activity /// microtubule motor activity /// binding /// protein binding /// protein binding	cytosol /// kinesin complex /// kinesin complex /// microtubule /// protein complex
220354_at	hCG_1774568	similar to hCG1774568	-1.060968399	-24.33655583	0.00000266	0.001314544	5.748836929	---	---	---	---
222528_s_at	SLC25A37	solute carrier family 25, member 37	-1.060747618	-4.291923459	0.008134252	0.055525893	-2.91749261	---	transport /// ion transport /// iron ion transport /// mitochondrial iron ion transport	iron ion transmembrane transporter activity /// binding /// iron ion binding	mitochondrion /// mitochondrial inner membrane /// membrane /// integral to membrane
228876_at	BAIAP2L2	BAI1-associated protein 2-like 2	-1.058864178	-2.974277036	0.031785997	0.128027043	-4.459197302	---	signal transduction /// nervous system development /// filopodium formation	---	---
223592_s_at	RNF135	ring finger protein 135	-1.056544648	-11.12470596	0.000115735	0.006138478	1.9335946	---	---	protein binding /// zinc ion binding /// metal ion binding	---
230323_s_at	TMEM45B	transmembrane protein 45B	-1.056475167	-2.977477397	0.031670479	0.127808694	-4.455147462	---	---	---	membrane /// integral to membrane
211628_x_at	FTHP1	ferritin, heavy polypeptide pseudogene 1	-1.055159755	-8.479054199	0.000413724	0.010920505	0.501925487	---	---	---	---
228050_at	UTP15	UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae)	-1.054179107	-8.191240632	0.000485348	0.011772167	0.320131587	---	rRNA processing	---	nucleus /// cytoplasm
218553_s_at	KCTD15	potassium channel tetramerisation domain containing 15	-1.053793088	-6.134040547	0.00179533	0.022313739	-1.180123236	---	potassium ion transport	voltage-gated potassium channel activity /// protein binding	voltage-gated potassium channel complex /// membrane
201000_at	AARS	alanyl-tRNA synthetase	-1.053155165	-6.22292933	0.001684676	0.021432828	-1.106884158	---	translation /// alanyl-tRNA aminoacylation /// alanyl-tRNA aminoacylation /// tRNA processing /// tRNA aminoacylation	tRNA binding /// nucleotide binding /// nucleic acid binding /// aminoacyl-tRNA ligase activity /// alanine-tRNA ligase activity /// ATP binding /// ligase activity /// ligase activity, forming aminoacyl-tRNA and related compounds	soluble fraction /// cytoplasm /// cytoplasm
223580_at	SPSB2	splA/ryanodine receptor domain and SOCS box containing 2	-1.053136532	-4.470223069	0.006900472	0.049780929	-2.729062805	---	intracellular signaling cascade	---	cytoplasm
214870_x_at	LOC100132540 /// LOC100132620 /// LOC339047 /// LOC642799 /// NPIP	similar to LOC339047 protein /// similar to LOC339047 protein /// hypothetical protein LOC339047 /// hypothetical LOC642799 /// nuclear pore complex interacting protein	-1.053079289	-8.038214729	0.000529425	0.012189715	0.220996385	---	transport /// neuropeptide signaling pathway /// protein transport /// mRNA transport /// intracellular protein transport across a membrane	---	nucleus /// nuclear pore /// membrane /// integral to membrane /// nuclear membrane
227614_at	HKDC1	hexokinase domain containing 1	-1.052173431	-10.15575449	0.000178029	0.007476768	1.454020599	---	glycolysis	nucleotide binding /// hexokinase activity /// ATP binding /// kinase activity /// transferase activity	---
220050_at	C9orf9	chromosome 9 open reading frame 9	-1.050782919	-4.897259594	0.004734799	0.039564051	-2.296589081	---	---	---	---
201145_at	HAX1	HCLS1 associated protein X-1	-1.049083983	-19.81609574	0.00000723	0.001855222	4.831792046	---	---	protein binding /// interleukin-1 binding /// protein N-terminus binding	soluble fraction /// nucleus /// nuclear envelope /// mitochondrion /// mitochondrion /// endoplasmic reticulum /// endoplasmic reticulum /// actin cytoskeleton /// membrane /// nuclear membrane
222360_at	DPH5	DPH5 homolog (S. cerevisiae)	-1.048988006	-8.667795211	0.000373566	0.010463545	0.617961424	---	metabolic process /// peptidyl-diphthamide biosynthetic process from peptidyl-histidine	diphthine synthase activity /// methyltransferase activity /// transferase activity	---
217739_s_at	NAMPT	nicotinamide phosphoribosyltransferase	-1.047863034	-7.587797788	0.000689764	0.013884323	-0.081352015	---	signal transduction /// cell-cell signaling /// positive regulation of cell proliferation /// pyridine nucleotide biosynthetic process /// NAD metabolic process	cytokine activity /// transferase activity /// transferase activity, transferring glycosyl groups /// nicotinamide phosphoribosyltransferase activity /// nicotinamide phosphoribosyltransferase activity	cytoplasm /// cytosol
228482_at	CDRT4	CMT1A duplicated region transcript 4	-1.047637572	-7.05266847	0.000961926	0.016276383	-0.462580012	---	transcription /// transport	DNA binding /// DNA-directed RNA polymerase activity /// transporter activity /// binding	membrane /// integral to membrane
239801_at	RNF40	ring finger protein 40	-1.046717934	-5.189480202	0.003707751	0.034129031	-2.015301814	---	chromatin modification	protein binding /// zinc ion binding /// ligase activity /// metal ion binding	nucleus /// chromosome
239240_at	---	---	-1.04600054	-5.729302958	0.002421809	0.026367428	-1.52484585	---	---	---	---
227213_at	ADAT2	adenosine deaminase, tRNA-specific 2, TAD2 homolog (S. cerevisiae)	-1.045925847	-4.079477086	0.009953732	0.062868408	-3.148250319	---	tRNA processing	catalytic activity /// zinc ion binding /// hydrolase activity /// metal ion binding	---
203971_at	SLC31A1	solute carrier family 31 (copper transporters), member 1	-1.045918896	-9.153277182	0.000289847	0.00933572	0.905503941	---	transport /// ion transport /// copper ion transport /// copper ion transport	copper ion transmembrane transporter activity /// copper ion transmembrane transporter activity /// copper ion binding	integral to plasma membrane /// membrane /// integral to membrane
200692_s_at	HSPA9	heat shock 70kDa protein 9 (mortalin)	-1.043540671	-15.34205479	0.0000249	0.003126092	3.590107973	---	protein folding /// protein export from nucleus /// anti-apoptosis /// response to stress	nucleotide binding /// ATP binding /// unfolded protein binding /// unfolded protein binding	cytoplasm /// mitochondrion /// mitochondrion /// cell surface
212954_at	DYRK4	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4	-1.043300098	-6.809044463	0.001127232	0.017401899	-0.64470699	---	protein amino acid phosphorylation /// protein amino acid phosphorylation	nucleotide binding /// magnesium ion binding /// protein kinase activity /// protein serine/threonine kinase activity /// protein serine/threonine kinase activity /// protein tyrosine kinase activity /// ATP binding /// ATP binding /// kinase activity ///	cytoplasm
202125_s_at	TRAK2	trafficking protein, kinesin binding 2	-1.042870703	-10.72673544	0.000137522	0.006687552	1.742147692	---	---	receptor binding /// protein binding /// GABA receptor binding	cytoplasm /// cytoplasm /// plasma membrane
200779_at	ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	-1.042196726	-11.8595444	0.0000854	0.005344281	2.268533479	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Smooth_muscle_contraction>Smooth_muscle_contraction</a>	gluconeogenesis /// gluconeogenesis /// transcription /// regulation of transcription, DNA-dependent /// regulation of transcription, DNA-dependent /// amino acid metabolic process /// response to stress /// positive regulation of transcription from RNA p	DNA binding /// DNA binding /// DNA binding /// transcription factor activity /// transcription factor activity /// RNA polymerase II transcription factor activity /// specific RNA polymerase II transcription factor activity /// specific RNA polymerase II	nucleus /// nucleus /// nucleus /// cytoplasm /// cytoplasm /// plasma membrane /// membrane
1554774_at	MINA	MYC induced nuclear antigen	-1.041177229	-7.000534206	0.000994739	0.01648591	-0.501086049	---	ribosome biogenesis	---	nucleus
227594_at	ZMYM6	zinc finger, MYM-type 6	-1.039936832	-3.764388378	0.013593411	0.076377303	-3.503212626	---	multicellular organismal development	DNA binding /// zinc ion binding /// metal ion binding	nucleus
202075_s_at	PLTP	phospholipid transfer protein	-1.039305789	-3.000672198	0.030847196	0.126036548	-4.425835082	---	lipid metabolic process /// transport /// lipid transport	lipid binding	extracellular region /// extracellular region
206155_at	ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	-1.039098367	-4.560385846	0.006360247	0.047417839	-2.635566201	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Irinotecan_pathway_PharmGKB>Irinotecan_pathway_PharmGKB</a>	transport /// transport	nucleotide binding /// transporter activity /// ATP binding /// organic anion transmembrane transporter activity /// ATPase activity /// nucleoside-triphosphatase activity /// ATPase activity, coupled to transmembrane movement of substances /// ATPase act	integral to plasma membrane /// membrane /// integral to membrane
1556582_at	---	---	-1.038399404	-7.66627135	0.000658055	0.013632512	-0.027504508	---	---	---	---
234971_x_at	PLCD3	phospholipase C, delta 3	-1.038046443	-3.006573978	0.030641571	0.125483822	-4.41838775	---	lipid metabolic process /// signal transduction /// intracellular signaling cascade /// lipid catabolic process	phosphoinositide phospholipase C activity /// phospholipase C activity /// signal transducer activity /// calcium ion binding /// hydrolase activity /// metal ion binding	cytoplasm /// membrane
226398_s_at	C10orf4	chromosome 10 open reading frame 4	-1.031253694	-8.798200786	0.000348523	0.010093546	0.696714878	---	---	protein binding	nucleus
212724_at	RND3	Rho family GTPase 3	-1.031190883	-3.168111531	0.02557061	0.113534325	-4.216343884	---	cell adhesion /// small GTPase mediated signal transduction /// actin cytoskeleton organization and biogenesis	nucleotide binding /// GTPase activity /// GTP binding /// GTP binding	Golgi membrane /// intracellular /// Golgi apparatus /// membrane
