Accession No.	Gene Symbol	Exon.ID	P.Value	adj.P.Val	Transcript.ID	gene_assignment
NM_015557	CHD5	2394495	0.010593158	0.95938015	2394478	NM_015557 // CHD5 // chromodomain helicase DNA binding protein 5 // 1p36.31 // 26038 /// ENST00000262450 // CHD5 // chromodomain helicase DNA binding protein 5 // 1p36.31 // 26038 /// AF425231 // CHD5 // chromodomain helicase DNA binding protein 5 // 1p36.31 // 26038 /// ENST00000378021 // CHD5 // chromodomain helicase DNA binding protein 5 // 1p36.31 // 26038 /// ENST00000378041 // CHD5 // chromodomain helicase DNA binding protein 5 // 1p36.31 // 26038 /// ENST00000378001 // CHD5 // chromodomain helicase DNA binding protein 5 // 1p36.31 // 26038 /// ENST00000378006 // CHD5 // chromodomain helicase DNA binding protein 5 // 1p36.31 // 26038 /// ENST00000377999 // CHD5 // chromodomain helicase DNA binding protein 5 // 1p36.31 // 26038 /// AK094219 // LOC100131864 // hypothetical protein LOC100131864 // 1p36.31 // 100131864
BC034272	CXorf34	4015634	0.010601242	0.95938015	4015602	BC034272 // CXorf34 // chromosome X open reading frame 34 // Xq22.1 // 79979 /// BC007526 // CXorf34 // chromosome X open reading frame 34 // Xq22.1 // 79979 /// BC020116 // CXorf34 // chromosome X open reading frame 34 // Xq22.1 // 79979 /// BC009437 // CXorf34 // chromosome X open reading frame 34 // Xq22.1 // 79979 /// ENST00000372936 // CXorf34 // chromosome X open reading frame 34 // Xq22.1 // 79979 /// ENST00000338687 // CXorf34 // chromosome X open reading frame 34 // Xq22.1 // 79979 /// ENST00000372939 // CXorf34 // chromosome X open reading frame 34 // Xq22.1 // 79979 /// ENST00000372935 // CXorf34 // chromosome X open reading frame 34 // Xq22.1 // 79979 /// ENST00000372931 // CXorf34 // chromosome X open reading frame 34 // Xq22.1 // 79979 /// BX647969 // CXorf34 // chromosome X open reading frame 34 // Xq22.1 // 79979
NM_005320	HIST1H1D	2946355	0.01060564	0.95938015	2946353	NM_005320 // HIST1H1D // histone cluster 1, H1d // 6p21.3 // 3007 /// ENST00000244534 // HIST1H1D // histone cluster 1, H1d // 6p21.3 // 3007 /// BC104874 // HIST1H1D // histone cluster 1, H1d // 6p21.3 // 3007
NM_001794	CDH4	3892269	0.010607725	0.95938015	3892067	NM_001794 // CDH4 // cadherin 4, type 1, R-cadherin (retinal) // 20q13.3 // 1002 /// ENST00000360469 // CDH4 // cadherin 4, type 1, R-cadherin (retinal) // 20q13.3 // 1002 /// BC101651 // CDH4 // cadherin 4, type 1, R-cadherin (retinal) // 20q13.3 // 1002
NM_005474	HDAC5	3758915	0.010610778	0.95938015	3758845	NM_005474 // HDAC5 // histone deacetylase 5 // 17q21 // 10014 /// NM_001015053 // HDAC5 // histone deacetylase 5 // 17q21 // 10014 /// ENST00000225983 // HDAC5 // histone deacetylase 5 // 17q21 // 10014 /// ENST00000393621 // HDAC5 // histone deacetylase 5 // 17q21 // 10014 /// BC051824 // HDAC5 // histone deacetylase 5 // 17q21 // 10014 /// ENST00000393622 // HDAC5 // histone deacetylase 5 // 17q21 // 10014 /// ENST00000336057 // HDAC5 // histone deacetylase 5 // 17q21 // 10014
NM_181782	NCOA7	2924596	0.010612408	0.95938015	2924514	NM_181782 // NCOA7 // nuclear receptor coactivator 7 // 6q22.31-q22.32 // 135112 /// NM_001122842 // NCOA7 // nuclear receptor coactivator 7 // 6q22.31-q22.32 // 135112 /// ENST00000368357 // NCOA7 // nuclear receptor coactivator 7 // 6q22.31-q22.32 // 135112 /// ENST00000392477 // NCOA7 // nuclear receptor coactivator 7 // 6q22.31-q22.32 // 135112 /// AF493978 // NCOA7 // nuclear receptor coactivator 7 // 6q22.31-q22.32 // 135112 /// ENST00000368353 // NCOA7 // nuclear receptor coactivator 7 // 6q22.31-q22.32 // 135112 /// ENST00000229634 // NCOA7 // nuclear receptor coactivator 7 // 6q22.31-q22.32 // 135112 /// ENST00000368351 // NCOA7 // nuclear receptor coactivator 7 // 6q22.31-q22.32 // 135112
NM_001040454	SLC26A6	2673575	0.010616367	0.95938015	2673547	NM_001040454 // SLC26A6 // solute carrier family 26, member 6 // 3p21.3 // 65010 /// NM_022911 // SLC26A6 // solute carrier family 26, member 6 // 3p21.3 // 65010 /// NM_134263 // SLC26A6 // solute carrier family 26, member 6 // 3p21.3 // 65010 /// NM_134426 // SLC26A6 // solute carrier family 26, member 6 // 3p21.3 // 65010 /// ENST00000395550 // SLC26A6 // solute carrier family 26, member 6 // 3p21.3 // 65010 /// ENST00000307364 // SLC26A6 // solute carrier family 26, member 6 // 3p21.3 // 65010 /// ENST00000357346 // SLC26A6 // solute carrier family 26, member 6 // 3p21.3 // 65010 /// ENST00000358747 // SLC26A6 // solute carrier family 26, member 6 // 3p21.3 // 65010 /// ENST00000337000 // SLC26A6 // solute carrier family 26, member 6 // 3p21.3 // 65010 /// ENST00000383733 // SLC26A6 // solute carrier family 26, member 6 // 3p21.3 // 65010 /// AB208936 // SLC26A6 // solute carrier family 26, member 6 // 3p21.3 // 65010
NM_017635	SUV420H1	3379412	0.010630309	0.95938015	3379390	NM_017635 // SUV420H1 // suppressor of variegation 4-20 homolog 1 (Drosophila) // 11q13.2 // 51111 /// NM_016028 // SUV420H1 // suppressor of variegation 4-20 homolog 1 (Drosophila) // 11q13.2 // 51111 /// ENST00000304363 // SUV420H1 // suppressor of variegation 4-20 homolog 1 (Drosophila) // 11q13.2 // 51111 /// BC002522 // SUV420H1 // suppressor of variegation 4-20 homolog 1 (Drosophila) // 11q13.2 // 51111
NM_172217	IL16	3604324	0.010633187	0.95938015	3604287	NM_172217 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// NM_004513 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000360547 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000355368 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000302987 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000394653 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000394652 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000394660 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000329842 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000394655 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// AL833554 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603
NM_030764	FCRL2	2439093	0.01064861	0.95938015	2439052	NM_030764 // FCRL2 // Fc receptor-like 2 // 1q21 // 79368 /// NM_138738 // FCRL2 // Fc receptor-like 2 // 1q21 // 79368 /// ENST00000361516 // FCRL2 // Fc receptor-like 2 // 1q21 // 79368 /// ENST00000255041 // FCRL2 // Fc receptor-like 2 // 1q21 // 79368 /// ENST00000368181 // FCRL2 // Fc receptor-like 2 // 1q21 // 79368 /// ENST00000368179 // FCRL2 // Fc receptor-like 2 // 1q21 // 79368 /// ENST00000368178 // FCRL2 // Fc receptor-like 2 // 1q21 // 79368 /// AL833194 // FCRL2 // Fc receptor-like 2 // 1q21 // 79368
NM_005282	GPR4	3865506	0.010649014	0.95938015	3865503	NM_005282 // GPR4 // G protein-coupled receptor 4 // 19q13.3 // 2828 /// ENST00000323040 // GPR4 // G protein-coupled receptor 4 // 19q13.3 // 2828 /// BC038450 // GPR4 // G protein-coupled receptor 4 // 19q13.3 // 2828
NM_177533	NUDT14	3581497	0.010653237	0.95938015	3581485	NM_177533 // NUDT14 // nudix (nucleoside diphosphate linked moiety X)-type motif 14 // 14q32.33 // 256281 /// ENST00000392568 // NUDT14 // nudix (nucleoside diphosphate linked moiety X)-type motif 14 // 14q32.33 // 256281 /// ENST00000339418 // NUDT14 // nudix (nucleoside diphosphate linked moiety X)-type motif 14 // 14q32.33 // 256281 /// AK128196 // NUDT14 // nudix (nucleoside diphosphate linked moiety X)-type motif 14 // 14q32.33 // 256281
NM_016733	LIMK2	3942883	0.010654699	0.95938015	3942838	NM_016733 // LIMK2 // LIM domain kinase 2 // 22q12.2 // 3985 /// NM_001031801 // LIMK2 // LIM domain kinase 2 // 22q12.2 // 3985 /// NM_005569 // LIMK2 // LIM domain kinase 2 // 22q12.2 // 3985 /// ENST00000333611 // LIMK2 // LIM domain kinase 2 // 22q12.2 // 3985 /// ENST00000340552 // LIMK2 // LIM domain kinase 2 // 22q12.2 // 3985 /// ENST00000331728 // LIMK2 // LIM domain kinase 2 // 22q12.2 // 3985 /// BC013051 // LIMK2 // LIM domain kinase 2 // 22q12.2 // 3985
NM_015077	SARM1	3715574	0.010656668	0.95938015	3715558	NM_015077 // SARM1 // sterile alpha and TIR motif containing 1 // 17q11 // 23098 /// ENST00000379061 // SARM1 // sterile alpha and TIR motif containing 1 // 17q11 // 23098 /// AY444166 // SARM1 // sterile alpha and TIR motif containing 1 // 17q11 // 23098 /// ENST00000003834 // SARM1 // sterile alpha and TIR motif containing 1 // 17q11 // 23098
NM_006828	ASCC3	2966747	0.010659644	0.95938015	2966636	NM_006828 // ASCC3 // activating signal cointegrator 1 complex subunit 3 // 6q16.1-q16.3 // 10973 /// NM_022091 // ASCC3 // activating signal cointegrator 1 complex subunit 3 // 6q16.1-q16.3 // 10973 /// ENST00000369162 // ASCC3 // activating signal cointegrator 1 complex subunit 3 // 6q16.1-q16.3 // 10973 /// ENST00000324696 // ASCC3 // activating signal cointegrator 1 complex subunit 3 // 6q16.1-q16.3 // 10973 /// ENST00000369143 // ASCC3 // activating signal cointegrator 1 complex subunit 3 // 6q16.1-q16.3 // 10973 /// ENST00000324723 // ASCC3 // activating signal cointegrator 1 complex subunit 3 // 6q16.1-q16.3 // 10973 /// BC026066 // ASCC3 // activating signal cointegrator 1 complex subunit 3 // 6q16.1-q16.3 // 10973 /// ENST00000262902 // ASCC3 // activating signal cointegrator 1 complex subunit 3 // 6q16.1-q16.3 // 10973
NM_172193	KLHDC1	3534896	0.01066764	0.95938015	3534886	NM_172193 // KLHDC1 // kelch domain containing 1 // 14q22.1 // 122773 /// ENST00000359332 // KLHDC1 // kelch domain containing 1 // 14q22.1 // 122773 /// AF111806 // KLHDC1 // kelch domain containing 1 // 14q22.1 // 122773
NM_023078	PYCRL	3157650	0.010671982	0.95938015	3157647	NM_023078 // PYCRL // pyrroline-5-carboxylate reductase-like // 8q24.3 // 65263 /// ENST00000220966 // PYCRL // pyrroline-5-carboxylate reductase-like // 8q24.3 // 65263 /// ENST00000377579 // PYCRL // pyrroline-5-carboxylate reductase-like // 8q24.3 // 65263 /// AK001500 // PYCRL // pyrroline-5-carboxylate reductase-like // 8q24.3 // 65263
NM_152523	CCNYL1	2525197	0.010673275	0.95938015	2525182	NM_152523 // CCNYL1 // cyclin Y-like 1 // 2q33.3 // 151195 /// ENST00000295414 // CCNYL1 // cyclin Y-like 1 // 2q33.3 // 151195 /// BC067253 // CCNYL1 // cyclin Y-like 1 // 2q33.3 // 151195 /// BC024253 // LOC641367 // hypothetical LOC641367 // 19p12 // 641367 /// ENST00000392209 // CCNYL1 // cyclin Y-like 1 // 2q33.3 // 151195 /// ENST00000339882 // CCNYL1 // cyclin Y-like 1 // 2q33.3 // 151195 /// ENST00000360285 // LOC641367 // hypothetical LOC641367 // 19p12 // 641367
NM_025190	ANKRD36B	2564832	0.010674956	0.95938015	2564816	NM_025190 // ANKRD36B // ankyrin repeat domain 36B // 2q11.2 // 57730 /// ENST00000258459 // ANKRD36B // ankyrin repeat domain 36B // 2q11.2 // 57730 /// BX537549 // FLJ40330 // hypothetical LOC645784 // 2p11.2 // 645784 /// AF432209 // ANKRD36B // ankyrin repeat domain 36B // 2q11.2 // 57730
AY358247	UNQ6125	2641947	0.010677672	0.95938015	2641944	AY358247 // UNQ6125 // hypothetical LOC442092 // 3q21.3 // 442092 /// ENST00000391471 // UNQ6125 // hypothetical LOC442092 // 3q21.3 // 442092
NM_007283	MGLL	2694073	0.010679245	0.95938015	2694001	NM_007283 // MGLL // monoglyceride lipase // 3q21.3 // 11343 /// NM_001003794 // MGLL // monoglyceride lipase // 3q21.3 // 11343 /// ENST00000398103 // MGLL // monoglyceride lipase // 3q21.3 // 11343 /// ENST00000398104 // MGLL // monoglyceride lipase // 3q21.3 // 11343 /// ENST00000265052 // MGLL // monoglyceride lipase // 3q21.3 // 11343 /// ENST00000398101 // MGLL // monoglyceride lipase // 3q21.3 // 11343 /// AK091314 // MGLL // monoglyceride lipase // 3q21.3 // 11343
NM_002760	PRKY	4029197	0.010681434	0.95938015	4029152	NM_002760 // PRKY // protein kinase, Y-linked // Yp11.2 // 5616 /// ENST00000311978 // PRKY // protein kinase, Y-linked // Yp11.2 // 5616 /// ENST00000362758 // PRKY // protein kinase, Y-linked // Yp11.2 // 5616 /// Y15801 // PRKY // protein kinase, Y-linked // Yp11.2 // 5616
NM_002126	HLF	3727623	0.010688671	0.95938015	3727583	NM_002126 // HLF // hepatic leukemia factor // 17q22 // 3131 /// ENST00000226067 // HLF // hepatic leukemia factor // 17q22 // 3131 /// BC036093 // HLF // hepatic leukemia factor // 17q22 // 3131
NM_173076	ABCA12	2598200	0.010695124	0.95938015	2598145	NM_173076 // ABCA12 // ATP-binding cassette, sub-family A (ABC1), member 12 // 2q34 // 26154 /// NM_015657 // ABCA12 // ATP-binding cassette, sub-family A (ABC1), member 12 // 2q34 // 26154 /// ENST00000272895 // ABCA12 // ATP-binding cassette, sub-family A (ABC1), member 12 // 2q34 // 26154 /// ENST00000389661 // ABCA12 // ATP-binding cassette, sub-family A (ABC1), member 12 // 2q34 // 26154 /// AY219711 // ABCA12 // ATP-binding cassette, sub-family A (ABC1), member 12 // 2q34 // 26154
NM_000549	TSHB	2353073	0.010699449	0.95938015	2353067	NM_000549 // TSHB // thyroid stimulating hormone, beta // 1p13 // 7252 /// ENST00000256592 // TSHB // thyroid stimulating hormone, beta // 1p13 // 7252 /// ENST00000369517 // TSHB // thyroid stimulating hormone, beta // 1p13 // 7252 /// BC069298 // TSHB // thyroid stimulating hormone, beta // 1p13 // 7252
NM_014988	LIMCH1	2725200	0.010711287	0.95938015	2725061	NM_014988 // LIMCH1 // LIM and calponin homology domains 1 // 4p13 // 22998 /// NM_001112717 // LIMCH1 // LIM and calponin homology domains 1 // 4p13 // 22998 /// NM_001112718 // LIMCH1 // LIM and calponin homology domains 1 // 4p13 // 22998 /// NM_001112719 // LIMCH1 // LIM and calponin homology domains 1 // 4p13 // 22998 /// NM_001112720 // LIMCH1 // LIM and calponin homology domains 1 // 4p13 // 22998 /// ENST00000313860 // LIMCH1 // LIM and calponin homology domains 1 // 4p13 // 22998 /// BC023546 // LIMCH1 // LIM and calponin homology domains 1 // 4p13 // 22998 /// ENST00000313875 // LIMCH1 // LIM and calponin homology domains 1 // 4p13 // 22998 /// ENST00000381753 // LIMCH1 // LIM and calponin homology domains 1 // 4p13 // 22998 /// BC053639 // LIMCH1 // LIM and calponin homology domains 1 // 4p13 // 22998
NM_019590	KIAA1217	3239155	0.010717314	0.95938015	3238962	NM_019590 // KIAA1217 // KIAA1217 // 10p12.2-p12.1 // 56243 /// NM_001098500 // KIAA1217 // KIAA1217 // 10p12.2-p12.1 // 56243 /// NM_001098501 // KIAA1217 // KIAA1217 // 10p12.2-p12.1 // 56243 /// ENST00000376454 // KIAA1217 // KIAA1217 // 10p12.2-p12.1 // 56243 /// ENST00000376452 // KIAA1217 // KIAA1217 // 10p12.2-p12.1 // 56243 /// BX640796 // KIAA1217 // KIAA1217 // 10p12.2-p12.1 // 56243 /// ENST00000376451 // KIAA1217 // KIAA1217 // 10p12.2-p12.1 // 56243 /// ENST00000376462 // KIAA1217 // KIAA1217 // 10p12.2-p12.1 // 56243 /// ENST00000323059 // KIAA1217 // KIAA1217 // 10p12.2-p12.1 // 56243 /// ENST00000307544 // KIAA1217 // KIAA1217 // 10p12.2-p12.1 // 56243 /// ENST00000396446 // KIAA1217 // KIAA1217 // 10p12.2-p12.1 // 56243 /// ENST00000376456 // KIAA1217 // KIAA1217 // 10p12.2-p12.1 // 56243
NM_020762	SRGAP1	3419732	0.01071935	0.95938015	3419641	NM_020762 // SRGAP1 // SLIT-ROBO Rho GTPase activating protein 1 // 12q14.2 // 57522 /// ENST00000355086 // SRGAP1 // SLIT-ROBO Rho GTPase activating protein 1 // 12q14.2 // 57522 /// BC053903 // SRGAP1 // SLIT-ROBO Rho GTPase activating protein 1 // 12q14.2 // 57522 /// ENST00000357825 // SRGAP1 // SLIT-ROBO Rho GTPase activating protein 1 // 12q14.2 // 57522
NM_001285	CLCA1	2345034	0.010727998	0.95938015	2345023	NM_001285 // CLCA1 // CLCA family member 1, chloride channel regulator // 1p31-p22 // 1179 /// ENST00000234701 // CLCA1 // CLCA family member 1, chloride channel regulator // 1p31-p22 // 1179 /// ENST00000394711 // CLCA1 // CLCA family member 1, chloride channel regulator // 1p31-p22 // 1179 /// AF039400 // CLCA1 // CLCA family member 1, chloride channel regulator // 1p31-p22 // 1179
NM_003701	TNFSF11	3487323	0.01073096	0.95938015	3487299	NM_003701 // TNFSF11 // tumor necrosis factor (ligand) superfamily, member 11 // 13q14 // 8600 /// NM_033012 // TNFSF11 // tumor necrosis factor (ligand) superfamily, member 11 // 13q14 // 8600 /// ENST00000239849 // TNFSF11 // tumor necrosis factor (ligand) superfamily, member 11 // 13q14 // 8600 /// ENST00000398795 // TNFSF11 // tumor necrosis factor (ligand) superfamily, member 11 // 13q14 // 8600 /// ENST00000358545 // TNFSF11 // tumor necrosis factor (ligand) superfamily, member 11 // 13q14 // 8600 /// AF019047 // TNFSF11 // tumor necrosis factor (ligand) superfamily, member 11 // 13q14 // 8600
NM_024070	PVRIG	3015398	0.010736236	0.95938015	3015395	NM_024070 // PVRIG // poliovirus receptor related immunoglobulin domain containing // 7q22.1 // 79037 /// ENST00000317271 // PVRIG // poliovirus receptor related immunoglobulin domain containing // 7q22.1 // 79037 /// BC107873 // PVRIG // poliovirus receptor related immunoglobulin domain containing // 7q22.1 // 79037
NM_014370	SRPK3	3995974	0.010736819	0.95938015	3995946	NM_014370 // SRPK3 // SFRS protein kinase 3 // Xq28 // 26576 /// ENST00000370101 // SRPK3 // SFRS protein kinase 3 // Xq28 // 26576 /// ENST00000370104 // SRPK3 // SFRS protein kinase 3 // Xq28 // 26576 /// BC092416 // SRPK3 // SFRS protein kinase 3 // Xq28 // 26576 /// ENST00000370108 // SRPK3 // SFRS protein kinase 3 // Xq28 // 26576 /// ENST00000393786 // SRPK3 // SFRS protein kinase 3 // Xq28 // 26576
NM_000064	C3	3848083	0.01073771	0.95938015	3848039	NM_000064 // C3 // complement component 3 // 19p13.3-p13.2 // 718 /// ENST00000245907 // C3 // complement component 3 // 19p13.3-p13.2 // 718 /// BC150179 // C3 // complement component 3 // 19p13.3-p13.2 // 718
NM_018067	MAP7D1	2330317	0.010741548	0.95938015	2330289	NM_018067 // MAP7D1 // MAP7 domain containing 1 // 1p34.3 // 55700 /// ENST00000373151 // MAP7D1 // MAP7 domain containing 1 // 1p34.3 // 55700 /// BC106053 // MAP7D1 // MAP7 domain containing 1 // 1p34.3 // 55700 /// CR457254 // MAP7D1 // MAP7 domain containing 1 // 1p34.3 // 55700 /// ENST00000373153 // MAP7D1 // MAP7 domain containing 1 // 1p34.3 // 55700 /// ENST00000316156 // MAP7D1 // MAP7 domain containing 1 // 1p34.3 // 55700 /// ENST00000373150 // MAP7D1 // MAP7 domain containing 1 // 1p34.3 // 55700 /// ENST00000309824 // MAP7D1 // MAP7 domain containing 1 // 1p34.3 // 55700 /// ENST00000373148 // MAP7D1 // MAP7 domain containing 1 // 1p34.3 // 55700
NM_001622	AHSG	2656621	0.010741703	0.95938015	2656598	NM_001622 // AHSG // alpha-2-HS-glycoprotein // 3q27 // 197 /// ENST00000273784 // AHSG // alpha-2-HS-glycoprotein // 3q27 // 197 /// BC048198 // AHSG // alpha-2-HS-glycoprotein // 3q27 // 197
