ProbeName	p-value	FCAbsolute	regulation	[Group(DMH+Calcium)](raw)	[Group(DMH)](raw)	[Group(DMH+Calcium)](normalized)	[Group(DMH)](normalized)	GenbankAccession	GenomicCoordinates	GeneSymbol	Description	UniGeneID	EntrezGeneID	EnsemblID	TIGRID
A_52_P552036	0.000380725	2.4925678	up	101.41227	41.874508	0.42774105	-0.8898916	NM_001039545	chr11:67010952-67011011	Myh2	Mus musculus myosin, heavy polypeptide 2, skeletal muscle, adult (Myh2), mRNA [NM_001039545]	Mm.422801	17882	ENSMUST00000018641	TC1595008
A_51_P519404	0.08311653	1.6994689	down	129.12852	266.79547	0.8196442	1.5847281	AK021268	chr4:124526462-124526403	1110065P20Rik	Mus musculus 12 days embryo spinal cord cDNA, RIKEN full-length enriched library, clone:C530005M16 product:unclassifiable, full insert sequence. [AK021268]	Mm.272397	68920		TC1620361
A_51_P417077	0.058035295	1.6821773	down	194.32465	330.24216	1.3558116	2.1061413	NM_011700	chr9:118980340-118980399	Vill	Mus musculus villin-like (Vill), transcript variant 2, mRNA [NM_011700]	Mm.83817	22351	ENSMUST00000074734	TC1582545
A_52_P674338	0.063845545	1.5050321	down	62.75353	100.263214	-0.21928446	0.37050977	NM_207655	chr11:16812181-16812240	Egfr	Mus musculus epidermal growth factor receptor (Egfr), transcript variant 1, mRNA [NM_207655]	Mm.8534	13649	ENSMUST00000020329	TC1615642
A_52_P46102	0.000172309	1.6831071	up	115.70464	71.9608	0.660023	-0.09110403	NM_001009978	chr2:79705877-79705818	Pde1a	Mus musculus phosphodiesterase 1A, calmodulin-dependent (Pde1a), transcript variant 7, mRNA [NM_001009978]	Mm.40678	18573	ENSMUST00000134739	NP_1398801
A_52_P84384	0.015407544	1.6348988	up	10823.755	7071.655	7.209413	6.5002117	NM_010227	chrX:71470147-71469314	Flna	Mus musculus filamin, alpha (Flna), mRNA [NM_010227]	Mm.295533	192176	ENSMUST00000130007	TC1671621
A_51_P338664	0.06910736	1.9961436	down	305.44287	586.21387	1.9376473	2.9348629	NM_030082	chr11:58762948-58763007	Hist3h2ba	Mus musculus histone cluster 3, H2ba (Hist3h2ba), mRNA [NM_030082]	Mm.28022	78303	ENSMUST00000078267	TC1580936
A_51_P286488	0.002418732	2.931533	down	342.7748	1037.4757	2.1805203	3.7321756	NM_133662	chr17:35959528-35959587	Ier3	Mus musculus immediate early response 3 (Ier3), mRNA [NM_133662]	Mm.25613	15937	ENSMUST00000003635	TC1771440
A_51_P506328	1.13E-05	1.6529611	down	1243.5001	2148.0354	4.082336	4.807389	NM_010008	chr4:96192591-96192532	Cyp2j6	Mus musculus cytochrome P450, family 2, subfamily j, polypeptide 6 (Cyp2j6), mRNA [NM_010008]	Mm.98200	13110	ENSMUST00000030303	TC1578534
A_52_P392544	0.001867769	2.0300791	down	76.17096	164.46062	0.067806564	1.0893426	NM_026560	chr4:124603943-124601052	Cdca8	Mus musculus cell division cycle associated 8 (Cdca8), mRNA [NM_026560]	Mm.28038	52276	ENSMUST00000030690	NP_573778
A_51_P256902	0.006249633	3.6354454	up	3118.009	840.74774	5.2890244	3.4268923	NM_031884	chr17:85057663-85057604	Abcg5	Mus musculus ATP-binding cassette, sub-family G (WHITE), member 5 (Abcg5), mRNA [NM_031884]	Mm.289590	27409	ENSMUST00000066175	TC1584447
A_51_P412579	0.016951747	1.6723303	down	91.70697	158.93517	0.30794492	1.0498047	AK010233	chr1:40913351-40913410	Tmem182	Mus musculus adult male tongue cDNA, RIKEN full-length enriched library, clone:2310079P10 product:unclassifiable, full insert sequence. [AK010233]	Mm.395273	381339		TC1708784
A_51_P234864	0.059823386	1.7194953	up	414.53995	260.71695	2.4838974	1.7019123	NM_178639	chr6:85163132-85163073	Sfxn5	Mus musculus sideroflexin 5 (Sfxn5), mRNA [NM_178639]	Mm.121485	94282	ENSMUST00000045846	TC1600847
A_52_P113611	0.07207807	1.6835213	up	129.39851	76.48593	0.7448895	-0.006592433	NM_021544	chr9:119392637-119392578	Scn5a	Mus musculus sodium channel, voltage-gated, type V, alpha (Scn5a), mRNA [NM_021544]	Mm.103584	20271	ENSMUST00000065196	TC1580178
A_52_P94150	0.009883451	1.6545173	down	1184.4092	2051.5078	4.0151176	4.741528	NR_033590	chr8:29193752-29193693	Gm8096	Mus musculus predicted gene 8096 (Gm8096), non-coding RNA [NR_033590]		666422		TC1707118
A_51_P291417	0.006080974	1.669027	down	883.6574	1556.6865	3.5927708	4.331778	NM_009378	chr2:148230294-148230235	Thbd	Mus musculus thrombomodulin (Thbd), mRNA [NM_009378]	Mm.24096	21824	ENSMUST00000099270	TC1576983
A_51_P482197	0.003379849	1.7575526	down	182.36287	340.8369	1.323478	2.1370459	NM_175212	chr15:58615040-58614981	Tmem65	Mus musculus transmembrane protein 65 (Tmem65), mRNA [NM_175212]	Mm.293754	74868	ENSMUST00000072113	TC1578573
A_51_P420400	8.50E-05	1.6091256	down	69.579254	116.12176	-0.08739877	0.5988782	NM_010703	chr3:130907851-130926012	Lef1	Mus musculus lymphoid enhancer binding factor 1 (Lef1), mRNA [NM_010703]	Mm.255219	16842	ENSMUST00000029611	TC1586991
A_51_P433141	0.058935303	1.5147755	up	57.991318	39.299267	-0.380689	-0.9797931	NM_001002272	chrX:147080526-147080467	Tro	Mus musculus trophinin (Tro), transcript variant 1, mRNA [NM_001002272]	Mm.3597	56191	ENSMUST00000087259	NP_316560
A_51_P503757	0.024135629	1.9130265	down	2193.3904	4195.551	4.8370395	5.7728963	AK008094	chr16:19085165-19063348	Igl-V1	Mus musculus adult male small intestine cDNA, RIKEN full-length enriched library, clone:2010004G10 product:immunoglobulin lambda chain, variable 1, full insert sequence. [AK008094]	Mm.326349	16142		NP_238059
A_51_P338413	0.015120858	1.5308069	down	117.32052	190.04555	0.6896232	1.3039155	NM_019992	chr5:86525566-86532731	Stap1	Mus musculus signal transducing adaptor family member 1 (Stap1), mRNA [NM_019992]	Mm.131237	56792	ENSMUST00000031171	TC1586434
A_52_P308669	0.002489065	1.6429303	down	188.84569	317.5936	1.3311337	2.047405	NM_030703	chr19:44040784-44040725	Cpn1	Mus musculus carboxypeptidase N, polypeptide 1 (Cpn1), mRNA [NM_030703]	Mm.206774	93721	ENSMUST00000026210	TC1580282
A_52_P151320	0.001418211	1.7875636	down	1517.2158	2862.2473	4.383859	5.2218537	NM_025566	chr17:56312297-56312356	Tnfaip8l1	Mus musculus tumor necrosis factor, alpha-induced protein 8-like 1 (Tnfaip8l1), mRNA [NM_025566]	Mm.2312	66443	ENSMUST00000077788	TC1581385
A_52_P647408	0.024692943	1.9070522	up	70.51411	37.758953	-0.101916395	-1.0332607	AK050859	chrX:91886842-91886901		G1 to S phase transition 2 Gene [Source:MGI Symbol;Acc:MGI:1316727] [ENSMUST00000113891]	Mm.467706		ENSMUST00000113891	TC1591123
A_51_P206405	0.000266989	2.9217875	down	224.99825	679.57477	1.5972115	3.1440628	NM_001081306	chr6:23002046-23002106	Ptprz1	Mus musculus protein tyrosine phosphatase, receptor type Z, polypeptide 1 (Ptprz1), mRNA [NM_001081306]	Mm.41639	19283	ENSMUST00000090568	TC1614675
A_52_P287992	0.000827521	1.5082574	down	99.63917	159.0884	0.4502996	1.0431823	NM_173038	chr9:42221837-42221778	Tbcel	Mus musculus tubulin folding cofactor E-like (Tbcel), mRNA [NM_173038]	Mm.34483	272589	ENSMUST00000066179	TC1579279
A_51_P110830	0.001628227	1.9217577	up	459.8844	254.61784	2.661258	1.7188315	NM_013906	chr9:30770220-30770279	Adamts8	Mus musculus a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8 (Adamts8), mRNA [NM_013906]	Mm.100582	30806	ENSMUST00000068135	TC1585710
A_51_P418049	0.06254158	1.616925	up	56.21634	36.45256	-0.46030197	-1.1535548	AK006008	chr8:123060892-123060833	1700016A09Rik	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700016A09 product:hypothetical Arginine-rich region containing protein, full insert sequence. [AK006008]	Mm.334856	74227
A_51_P187679	0.002632392	1.6372093	up	48.960926	31.313215	-0.583502	-1.2947408	NM_028946	chr3:135060709-135060768	Nhedc1	Mus musculus Na+/H+ exchanger domain containing 1 (Nhedc1), mRNA [NM_028946]	Mm.85000	74446	ENSMUST00000078568	TC1585701
A_51_P376996	0.000852192	1.5071508	up	72.28445	50.26325	-0.025664011	-0.6174877	NM_001159533	chr6:118543353-118543294	Cacna1c	Mus musculus calcium channel, voltage-dependent, L type, alpha 1C subunit (Cacna1c), transcript variant 2, mRNA [NM_001159533]	Mm.436656	12288	ENSMUST00000112825	TC1591466
A_52_P28745	0.005243373	1.5403849	up	72.77835	50.013813	0.003740152	-0.6195507	NM_145399	chr13:24054661-24054004	Scgn	Mus musculus secretagogin, EF-hand calcium binding protein (Scgn), mRNA [NM_145399]	Mm.255667	214189	ENSMUST00000021770	TC1585795
A_52_P127358	1.09E-05	2.280603	down	331.63998	796.2707	2.1864133	3.3758285	NM_007961	chr6:134219333-134219392	Etv6	Mus musculus ets variant gene 6 (TEL oncogene) (Etv6), mRNA [NM_007961]	Mm.269995	14011	ENSMUST00000111963	TC1634200
A_51_P158734	0.057133432	2.2176018	up	192.4416	94.41578	1.2173296	0.068329334	NM_022414	chr12:88439351-88439292	Ngb	Mus musculus neuroglobin (Ngb), mRNA [NM_022414]	Mm.41395	64242	ENSMUST00000110176	TC1583926
A_52_P52946	0.013392242	3.191471	down	68.373436	196.97815	-0.32798448	1.3462372	NM_175176	chr3:154411782-154411841	4922501L14Rik	Mus musculus RIKEN cDNA 4922501L14 gene (4922501L14Rik), mRNA [NM_175176]	Mm.389509	209601	ENSMUST00000051862	TC1583980
A_51_P395695	0.025819663	2.1174731	down	415.77432	824.93994	2.3423083	3.4246519	NM_019481	chr6:24038437-24038378	Slc13a1	Mus musculus solute carrier family 13 (sodium/sulfate symporters), member 1 (Slc13a1), mRNA [NM_019481]	Mm.19299	55961	ENSMUST00000115350	TC1579709
A_52_P91604	0.01814011	1.5108603	down	2082.079	3330.1165	4.8402553	5.4356256	NM_010344	chr8:34808378-34808437	Gsr	Mus musculus glutathione reductase (Gsr), mRNA [NM_010344]	Mm.283573	14782	ENSMUST00000033992	TC1574535
A_52_P434924	0.020580197	1.5693111	up	328.5976	219.02301	2.159601	1.5094695	AK159977	chr3:159575357-159575416	Wls	Mus musculus osteoclast-like cell cDNA, RIKEN full-length enriched library, clone:I420041M04 product:Putative NFkB activating protein homolog [Homo sapiens], full insert sequence. [AK159977]	Mm.6766	68151		TC1592619
A_51_P240801	0.005234475	1.601246	down	3238.0254	5466.1187	5.4750657	6.1542606	NM_028261	chr18:35893751-35893692	Tmem173	Mus musculus transmembrane protein 173 (Tmem173), nuclear gene encoding mitochondrial protein, mRNA [NM_028261]	Mm.45995	72512	ENSMUST00000115728	TC1575050
A_52_P899685	0.002126174	1.7366804	up	78.53831	47.427807	0.10378846	-0.6925438	AK037956	chr1:136687630-136687571		Mus musculus 16 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A130067D08 product:unclassifiable, full insert sequence. [AK037956]	Mm.445737			TC1624766
A_51_P486810	0.006251217	1.6068673	down	42923.66	72841.51	9.20821	9.892461	NM_030677	chr12:77893461-77893402	Gpx2	Mus musculus glutathione peroxidase 2 (Gpx2), mRNA [NM_030677]	Mm.57225	14776	ENSMUST00000082431	TC1582888
A_51_P124665	0.002832378	3.2223606	down	44.16815	142.78027	-0.7998274	0.8882906	NM_011474	chr3:92191186-92191245	Sprr2h	Mus musculus small proline-rich protein 2H (Sprr2h), mRNA [NM_011474]	Mm.10693	20762		TC1591157
A_52_P675556	0.02309721	1.5311022	up	119.14151	82.53791	0.7145681	0.09999752	NM_021488	chr6:113667090-113666248	Ghrl	Mus musculus ghrelin (Ghrl), mRNA [NM_021488]	Mm.379095	58991	ENSMUST00000064993	NP_812116
A_51_P285217	0.010976434	1.6863096	up	407.40076	249.61023	2.4547675	1.700898	BC031575	chr16:14139232-14139173	4921513D23Rik	Mus musculus RIKEN cDNA 4921513D23 gene, mRNA (cDNA clone IMAGE:4947193), complete cds. [BC031575]	Mm.379361	223989		TC1586358
A_51_P410387	0.000124564	4.4849577	down	54.63911	246.99284	-0.47987214	1.6852223	NM_177820	chr15:77415106-77415047	Apol10b	Mus musculus apolipoprotein L 10b (Apol10b), mRNA [NM_177820]	Mm.379486	328561	ENSMUST00000089465	TC1588207
A_51_P451374	0.009747358	1.9160565	down	521.99316	1046.4235	2.8158112	3.7539513	NM_153405	chr2:76218588-76221536	Rbm45	Mus musculus RNA binding motif protein 45 (Rbm45), mRNA [NM_153405]	Mm.33310	241490	ENSMUST00000046389	TC1581897
A_51_P125316	0.000234751	1.714625	down	1083.8976	1954.0653	3.8929653	4.6708584	AK003718	chr6:38637682-38637623	Hipk2	Mus musculus 18-day embryo whole body cDNA, RIKEN full-length enriched library, clone:1110014O20 product:unclassifiable, full insert sequence. [AK003718]	Mm.391962	15258
A_51_P347965	0.021076852	1.5609889	up	42.40892	28.235382	-0.83941627	-1.4818765	NM_007427	chr8:108091279-108091063	Agrp	Mus musculus agouti related protein (Agrp), mRNA [NM_007427]	Mm.441696	11604	ENSMUST00000005849	TC1589392
A_52_P366803	0.027483394	7.761335	down	191.10457	859.1402	0.5207324	3.4770372	NM_177380	chr5:146585776-146585717	Cyp3a44	Mus musculus cytochrome P450, family 3, subfamily a, polypeptide 44 (Cyp3a44), mRNA [NM_177380]	Mm.425301	337924	ENSMUST00000067479	TC1596162
A_51_P120717	0.003740366	1.8483996	down	1512.6227	2946.8809	4.3749924	5.261269	NM_010721	chr18:56912871-56912930	Lmnb1	Mus musculus lamin B1 (Lmnb1), mRNA [NM_010721]	Mm.4105	16906	ENSMUST00000025486	TC1576739
A_51_P150763	0.003837882	2.1490352	down	60.16994	134.13858	-0.30090913	0.80278	NM_145852	chr15:31371039-31370980	Ropn1l	Mus musculus ropporin 1-like (Ropn1l), mRNA [NM_145852]	Mm.436668	252967	ENSMUST00000110408	TC1578771
A_51_P125383	0.003423639	1.5071499	up	399.84793	279.3458	2.456291	1.864468	NM_026853	chrX:160896714-160896773	Asb11	Mus musculus ankyrin repeat and SOCS box-containing 11 (Asb11), mRNA [NM_026853]	Mm.33225	68854	ENSMUST00000033755	TC1599669
A_52_P92213	0.001385494	3.0709286	up	956.2077	358.88705	3.7173269	2.098652	AK089867	chr17:15188032-15188091	2210404J11Rik	Mus musculus activated spleen cDNA, RIKEN full-length enriched library, clone:F830034K24 product:hypothetical protein, full insert sequence. [AK089867]	Mm.458576	381062		TC1587644
A_52_P601192	0.005042099	1.5018793	down	415.72363	658.26056	2.5148954	3.1016643	NM_028614	chr9:50688700-50688759	Ppp2r1b	Mus musculus protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), beta isoform (Ppp2r1b), transcript variant 2, mRNA [NM_028614]	Mm.7726	73699	ENSMUST00000114437	TC1574495
A_52_P112864	0.000225396	1.8160943	down	204.0548	388.71817	1.4783392	2.3391783	NM_009359	chr9:72321538-72321479	Tex9	Mus musculus testis expressed gene 9 (Tex9), mRNA [NM_009359]	Mm.14485	21778	ENSMUST00000085358	NP_381896
A_52_P538390	0.004370295	1.9484123	up	116.75364	62.28938	0.6546066	-0.30769238	NM_146466	chr16:19407466-19407407	Olfr165	Mus musculus olfactory receptor 165 (Olfr165), mRNA [NM_146466]	Mm.377512	258458	ENSMUST00000052516	TC1599943
A_51_P308362	0.000117431	1.959348	down	15121.215	30502.686	7.666037	8.636411	NM_201410	chr1:90115472-90115531	Ugt1a6b	Mus musculus UDP glucuronosyltransferase 1 family, polypeptide A6B (Ugt1a6b), mRNA [NM_201410]	Mm.300095	394435	ENSMUST00000113134	NP_921499
A_52_P237087	0.064254545	1.501302	down	132.72368	210.40668	0.86391133	1.4501256	AK089613	chr13:103494202-103494261	Cd180	Mus musculus activated spleen cDNA, RIKEN full-length enriched library, clone:F830005B01 product:lymphocyte antigen 78, full insert sequence. [AK089613]		17079		TC1591818
A_52_P546162	0.017947514	1.7488595	down	754.24786	1335.574	3.315982	4.1223965	EF156451	chr6:69450442-69450383		Ig kappa chain V-IV region S107B Precursor  [Source:UniProtKB/Swiss-Prot;Acc:P01680] [ENSMUST00000103355]	Mm.321289		ENSMUST00000103355	NP_056494
A_52_P197199	0.002133159	1.7055196	up	71.329735	43.625927	-0.044501066	-0.81471235	AY861425	chr14:94284902-94284843	Pcdh9	Mus musculus protocadherin 9 isoform 1 (Pcdh9) mRNA, partial cds, alternatively spliced. [AY861425]	Mm.458162	211712		TC1615953
A_52_P358406	9.16E-06	2.8069632	down	158.80403	473.08334	1.1063585	2.5953686	U55531	chr12:116229549-116229490		Fd Fragment  [Source:UniProtKB/TrEMBL;Acc:A2NXE8] [ENSMUST00000103518]	Mm.422810		ENSMUST00000103518	NP_058789
A_51_P160870	0.00244735	1.5503103	down	2301.5432	3761.1946	4.980421	5.612978	NM_194054	chr11:29641530-29642295	Rtn4	Mus musculus reticulon 4 (Rtn4), transcript variant 1, mRNA [NM_194054]	Mm.192580	68585	ENSMUST00000102843	TC1758758
A_51_P322906	0.010226718	1.667095	up	388.30472	241.38647	2.391238	1.6539017	NM_008010	chr5:34078899-34078958	Fgfr3	Mus musculus fibroblast growth factor receptor 3 (Fgfr3), transcript variant 1, mRNA [NM_008010]	Mm.6904	14184	ENSMUST00000114411	TC1634819
A_51_P139678	5.16E-06	2.219494	down	1719.3878	3934.2676	4.5311317	5.6813626	NM_009264	chr3:92288014-92287955	Sprr1a	Mus musculus small proline-rich protein 1A (Sprr1a), mRNA [NM_009264]	Mm.331191	20753	ENSMUST00000054599	TC1583348
A_51_P220150	0.00334586	3.0145772	up	247.49214	89.280846	1.7409433	0.1489876	NM_001039554	chr4:147870043-147869984	Angptl7	Mus musculus angiopoietin-like 7 (Angptl7), mRNA [NM_001039554]	Mm.388929	654812	ENSMUST00000030840	TC1734170
A_52_P210511	0.080005474	1.5464379	down	42.048016	69.95399	-0.86147684	-0.23252805	NM_011612	chr4:150319106-150319165	Tnfrsf9	Mus musculus tumor necrosis factor receptor superfamily, member 9 (Tnfrsf9), transcript variant 1, mRNA [NM_011612]	Mm.244187	21942	ENSMUST00000060901	TC1581579
A_51_P180629	0.002915628	1.683511	down	172.93036	300.05704	1.2168721	1.9683453	NM_027219	chr15:78680424-78680483	Cdc42ep1	Mus musculus CDC42 effector protein (Rho GTPase binding) 1 (Cdc42ep1), mRNA [NM_027219]	Mm.307488	104445	ENSMUST00000059619	TC1756953
A_52_P10063	0.000692806	4.5888133	down	38.14011	168.64424	-1.0773419	1.1207792	NM_198193	chr10:21901099-21901158	Raet1e	Mus musculus retinoic acid early transcript 1E (Raet1e), mRNA [NM_198193]	Mm.440891	379043	ENSMUST00000105523	TC1590096
A_52_P434073	0.024107132	1.5306945	up	109.67462	74.189064	0.5664758	-0.04771058	BC040367	chr5:75010091-75010032	Lnx1	Mus musculus ligand of numb-protein X 1, mRNA (cDNA clone IMAGE:4511688), complete cds. [BC040367]	Mm.440403	16924
A_52_P307801	0.00019256	9.879573	down	3685.9656	35245.74	5.5352798	8.839728	NM_007847		Defa-rs2	Mus musculus defensin, alpha, related sequence 2 (Defa-rs2), mRNA [NM_007847]	Mm.422993	13222		TC1585573
A_51_P358342	0.06917832	2.4901257	down	50.43433	111.93639	-0.77302593	0.54319257	NM_007732	chr19:47721265-47721206	Col17a1	Mus musculus collagen, type XVII, alpha 1 (Col17a1), mRNA [NM_007732]	Mm.1225	12821	ENSMUST00000026045	TC1582740
A_51_P451052	0.015065711	1.7438762	up	2909.3152	1732.7025	5.2940555	4.491758	NM_175013	chr19:24757905-24757846	Pgm5	Mus musculus phosphoglucomutase 5 (Pgm5), mRNA [NM_175013]	Mm.105222	226041	ENSMUST00000047666	TC1582176
A_52_P578763	7.37E-05	7.311434	down	1215.0654	9032.431	4.001247	6.8714013	NM_010031		Defa1	Mus musculus defensin, alpha 1 (Defa1), mRNA [NM_010031]	Mm.425522	13216
A_51_P223498	0.016131343	1.5105715	down	380.9467	595.87994	2.3582814	2.9533758	NM_172653	chr1:46865402-46865343	Slc39a10	Mus musculus solute carrier family 39 (zinc transporter), member 10 (Slc39a10), mRNA [NM_172653]	Mm.233889	227059	ENSMUST00000027131	TC1574294
A_51_P142813	0.02377055	1.7228289	up	436.2518	259.5372	2.5444024	1.7596229	NM_025711	chr13:49662479-49662538	Aspn	Mus musculus asporin (Aspn), transcript variant 1, mRNA [NM_025711]	Mm.383216	66695	ENSMUST00000021820	TC1578719
A_51_P230347	0.056725744	1.5279583	up	48.314056	33.099396	-0.6562509	-1.267856	NM_177774	chr4:33319990-33320049	Sfrs13b	Mus musculus splicing factor, arginine/serine-rich 13B (Sfrs13b), mRNA [NM_177774]	Mm.156636	272009	ENSMUST00000067864	TC1584158
A_51_P201982	0.07985941	1.6881008	down	237.28569	399.87625	1.6236728	2.3790739	NM_007426	chr8:18691517-18691458	Angpt2	Mus musculus angiopoietin 2 (Angpt2), mRNA [NM_007426]	Mm.439874	11601	ENSMUST00000033846	TC1710035
A_51_P256766	0.05798212	2.411671	down	75.433876	169.23677	-0.1316684	1.1383647	NM_009016	chr10:22091401-22092018	Raet1a	Mus musculus retinoic acid early transcript 1, alpha (Raet1a), mRNA [NM_009016]	Mm.458004	19368	ENSMUST00000105523	TC1590096
A_52_P542860	0.000416594	3.9405084	up	904.09375	257.62198	3.633521	1.6551393	NM_172618	chr17:30650588-30650529	Btbd9	Mus musculus BTB (POZ) domain containing 9 (Btbd9), transcript variant 2, mRNA [NM_172618]	Mm.41220	224671	ENSMUST00000114635	NP_1289584
A_51_P286996	0.000476999	1.9167556	up	941.0562	510.5209	3.6664708	2.7278044	AF089734	chr7:031836986-031836927	Fxyd1	Mus musculus phospholemman precursor, mRNA, complete cds. [AF089734]		56188		TC1594264
A_52_P164821	0.000971533	1.6853206	down	50.00649	88.4607	-0.5544741	0.19854896	NM_001135115	chr11:58001797-58001856	Gm12250	Mus musculus predicted gene 12250 (Gm12250), mRNA [NM_001135115]	Mm.394103	631323
A_52_P470046	0.007884985	1.6746536	down	28.992958	50.875504	-1.3362433	-0.5923805	BC056974	chr11:46050577-46050518	Cyfip2	Mus musculus cytoplasmic FMR1 interacting protein 2, mRNA (cDNA clone MGC:66804 IMAGE:6831770), complete cds. [BC056974]	Mm.154358	76884		TC1588786
A_51_P328817	0.008896034	1.5300858	up	46.670376	32.28492	-0.6545593	-1.2681719	NM_183152	chr10:79828119-79828178	Plk5	Mus musculus polo-like kinase 5 (Drosophila) (Plk5), mRNA [NM_183152]	Mm.17613	216166	ENSMUST00000039836	TC1595394
