Fold Change	Transcript Cluster ID	q-value (%)	Gene Symbol	Description	Entrez Gene ID	Cytoband	SwissProt ID
0.47	3164181	0.3	RRAGA	Ras-related GTP binding A	10670	9p22.1	Q7L523
0.47	2395490	0.3	ENO1	enolase 1, (alpha)	2023	1p36.23	P06733
0.47	2507495	0.3	UBXN4	UBX domain protein 4	23190	2q21.3	Q92575
0.47	3107606	0.3	DPY19L4	dpy-19-like 4 (C. elegans)	286148	8q22.1	Q7Z388
0.47	3862640	0.3	SERTAD1	SERTA domain containing 1	29950	19q13.2	Q9UHV2
0.47	3257246	0.3	IFIT1	interferon-induced protein with tetratricopeptide repeats 1	3434	10q23.31	P09914
0.47	3893072	0.3	C20orf11	chromosome 20 open reading frame 11	54994	20q13.33	Q9NWU2
0.47	2676319	0.3	GLT8D1	glycosyltransferase 8 domain containing 1	55830	3p21.1	Q68CQ7
0.47	3279575	0.3	RSU1	Ras suppressor protein 1	6251	10p13	Q15404
0.47	3750939	0.3	SDF2	stromal cell-derived factor 2	6388	17q11.2	Q99470
0.47	2489007	0.3	ACTG2	actin, gamma 2, smooth muscle, enteric	72	2p13.1	P63267
0.47	2399765	0.3	CAPZB	capping protein (actin filament) muscle Z-line, beta	832	1p36.13	P47756
0.47	2893721	0.3	RIOK1	RIO kinase 1 (yeast)	83732	6p24.3	Q9BRS2
0.47	2463864	0.3	CEP170	centrosomal protein 170kDa	9859	1q43	Q5SW79
0.47	3674500	0.3	LOC100128612	hypothetical protein LOC100128612	80058	16q24.3	na
0.47	2984573	0.5	SFT2D1	SFT2 domain containing 1	113402	6q27	Q8WV19
0.47	2838116	0.5	FABP6	fatty acid binding protein 6, ileal	2172	5q33.3	P51161
0.47	2468622	0.5	ID2B	inhibitor of DNA binding 2B, dominant negative helix-loop-helix protein (pseudogene)	3398	2p25.1	Q02363
0.47	3354764	0.5	STT3A	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)	3703	11q24.2	P46977
0.47	3460593	0.5	TMBIM4	transmembrane BAX inhibitor motif containing 4	51643	12q14.3	Q9HC24
0.47	2954022	0.5	TRERF1	transcriptional regulating factor 1	55809	6p21.1	Q96PN7
0.47	3971806	0.5	SAT1	spermidine/spermine N1-acetyltransferase 1	6303	Xp22.11	P21673
0.47	3707759	0.5	MIS12	MIS12, MIND kinetochore complex component, homolog (yeast)	79003	17p13.2	Q9H081
0.47	2587747	0.5	CIR	CBF1 interacting corepressor	9541	2q31.1	Q86X95
0.47	2318736	0.9	PARK7	Parkinson disease (autosomal recessive, early onset) 7	11315	1p36.23	Q99497
0.47	3773241	0.9	TBC1D16	TBC1 domain family, member 16	125058	17q25.3	Q8TBP0
0.47	2940202	0.9	F13A1	coagulation factor XIII, A1 polypeptide	2162	6p25.1	P00488
0.47	3047963	0.9	PSMA2	proteasome (prosome, macropain) subunit, alpha type, 2	5683	7p14.1	P25787
0.47	3299504	0.9	ACTA2	actin, alpha 2, smooth muscle, aorta	59	10q23.31	P62736
0.47	3099089	0.9	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7	79145	8q12.1	Q9BUK0
0.47	3139882	1.4	TRAM1	translocation associated membrane protein 1	23471	8q13.3	Q15629
0.47	2440413	1.4	ITLN1	intelectin 1 (galactofuranose binding)	55600	1q23.3	Q8WWA0
0.48	2351632	0	CEPT1	choline/ethanolamine phosphotransferase 1	10390	1p13.3	Q9Y6K0
0.48	2426385	0	VAV3	vav 3 guanine nucleotide exchange factor	10451	1p13.3	Q9UKW4
0.48	2939593	0	PECI	peroxisomal D3,D2-enoyl-CoA isomerase	10455	6p25.2 / 6p25.1	O75521
0.48	3784344	0	MAPRE2	microtubule-associated protein, RP/EB family, member 2	10982	18q12.1	Q15555
0.48	3043165	0	HIBADH	3-hydroxyisobutyrate dehydrogenase	11112	7p15.2	P31937
0.48	3303300	0	CHUK	conserved helix-loop-helix ubiquitous kinase	1147	10q24.2	O15111
0.48	3800779	0	ESCO1	establishment of cohesion 1 homolog 1 (S. cerevisiae)	114799	18q11.2	Q5FWF5
0.48	3494706	0	SLAIN1	SLAIN motif family, member 1	122060	13q22.3	Q8ND83
0.48	2672467	0	CCDC12	coiled-coil domain containing 12	151903	3p21.31	Q8WUD4
0.48	3722554	0	DHX8	DEAH (Asp-Glu-Ala-His) box polypeptide 8	1659	17q21.31	Q14562
0.48	2679917	0	PRICKLE2	prickle homolog 2 (Drosophila)	166336	3p14.1	Q7Z3G6
0.48	2746164	0	MMAA	methylmalonic aciduria (cobalamin deficiency) cblA type	166785	4q31.22	Q8IVH4
0.48	3180957	0	HABP4	hyaluronan binding protein 4	22927	9q22.33	Q5JVS0
0.48	2322103	0	SPEN	spen homolog, transcriptional regulator (Drosophila)	23013	1p36.21 / 1p36.13	Q96T58
0.48	3040073	0	SNX13	sorting nexin 13	23161	7p21.1	Q9Y5W8
0.48	2358221	0	RPRD2	regulation of nuclear pre-mRNA domain containing 2	23248	1q21.2	Q5VT52
0.48	3610982	0	SYNM	synemin, intermediate filament protein	23336	15q26.3	O15061
0.48	3580876	0	PPP1R13B	protein phosphatase 1, regulatory (inhibitor) subunit 13B	23368	14q32.33	Q96KQ4
0.48	3836266	0	FOSB	FBJ murine osteosarcoma viral oncogene homolog B	2354	19q13.32	P53539
0.48	3145020	0	KIAA1429	KIAA1429	25962	8q22.1	Q69YN4
0.48	2350952	0	GSTM2	glutathione S-transferase mu 2 (muscle)	2946	1p13.3	P28161
0.48	3346584	0	BIRC2	baculoviral IAP repeat-containing 2	329	11q22.2	Q13490
0.48	2995589	0	AQP1	aquaporin 1 (Colton blood group)	358	7p15.1	P29972
0.48	2731542	0	AREG	amphiregulin	374	4q13.3	P15514
0.48	2956438	0	MUT	methylmalonyl Coenzyme A mutase	4594	6p12.3	P22033
0.48	3303530	0	NDUFB8	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa	4714	10q24.31	O95169
0.48	3116535	0	PHF20L1	PHD finger protein 20-like 1	51105	8q24.22	A8MW92
0.48	3830166	0	FXYD3	FXYD domain containing ion transport regulator 3	5349	19q13.11 / 19q13.12	Q14802
0.48	2673902	0	QRICH1	glutamine-rich 1	54870	3p21.31	Q2TAL8
0.48	2948425	0	PPP1R10	protein phosphatase 1, regulatory (inhibitor) subunit 10	5514	6p21.33	Q96QC0
0.48	3876990	0	SPTLC3	serine palmitoyltransferase, long chain base subunit 3	55304	20p12.1	Q9NUV7
0.48	3542063	0	SLC39A9	solute carrier family 39 (zinc transporter), member 9	55334	14q24.1	Q9NUM3
0.48	2476411	0	TTC27	tetratricopeptide repeat domain 27	55622	2p22.3	Q6P3X3
0.48	2641667	0	IFT122	intraflagellar transport 122 homolog (Chlamydomonas)	55764	3q21.3	Q9HBG6
0.48	3238962	0	PRINS	psoriasis associated RNA induced by stress (non-protein coding)	56243	10p12.2 / 10p12.1	Q5T5P2
0.48	2927604	0	KIAA1244	KIAA1244	57221	6q23.3	Q5TH69
0.48	2689286	0	KIAA1407	KIAA1407	57577	3q13.31	Q8NCU4
0.48	3888721	0	PTPN1	protein tyrosine phosphatase, non-receptor type 1	5770	20q13.13	P18031
0.48	2384562	0	SPHAR	S-phase response (cyclin related)	5867	1q42.13	P20338
0.48	3970476	0	SCML1	sex comb on midleg-like 1 (Drosophila)	6322	Xp22.13	Q9UN30
0.48	3106479	0	NECAB1	N-terminal EF-hand calcium binding protein 1	64168	8q21.3	Q8N987
0.48	2692573	0	CCDC14	coiled-coil domain containing 14	64770	3q21.1	Q49A88
0.48	2964771	0	MAP3K7	mitogen-activated protein kinase kinase kinase 7	6885	6q15	O43318
0.48	3962338	0	TCF20	transcription factor 20 (AR1)	6942	22q13.2	Q9UGU0
0.48	3621194	0	TP53BP1	tumor protein p53 binding protein 1	7158	15q15.3	Q12888
0.48	2321238	0	PRDM2	PR domain containing 2, with ZNF domain	7799	1p36.21	Q13029
0.48	3355021	0	FAM118B	family with sequence similarity 118, member B	79607	11q24.2	Q9BPY3
0.48	2406139	0	KIAA0319L	KIAA0319-like	79932	1p34.3	Q8IZA0
0.48	2743315	0	PHF17	PHD finger protein 17	79960	4q28.2	Q6IE81
0.48	2541699	0	FAM49A	family with sequence similarity 49, member A	81553	2p24.3	Q9H0Q0
0.48	2937856	0	FAM120B	family with sequence similarity 120B	84498	6q27	Q96EK7
0.48	3457201	0	DNAJC14	DnaJ (Hsp40) homolog, subfamily C, member 14	85406	12q13.2	Q6Y2X3
0.48	3105430	0	LRRCC1	leucine rich repeat and coiled-coil domain containing 1	85444	8q21.2	Q9C099
0.48	3695268	0	NAE1	NEDD8 activating enzyme E1 subunit 1	8883	16q22.1	Q13564
0.48	3869847	0	ZNF468	zinc finger protein 468	90333	19q13.41	Q5VIY5
0.48	3821479	0	ZNF763	zinc finger protein 763	90594	19p13.2	Q8NDP4
0.48	3082874	0	ARHGEF10	Rho guanine nucleotide exchange factor (GEF) 10	9639	8p23.3	O15013
0.48	2990043	0	PHF14	PHD finger protein 14	9678	7p21.3	O94880
0.48	3829638	0	KIAA0355	KIAA0355	9710	19q13.11	O15063
0.48	2330334	0	THRAP3	thyroid hormone receptor associated protein 3	9967	1p34.3	Q9Y2W1
0.48	2349086	0	DPH5	DPH5 homolog (S. cerevisiae)	na	1p21.2	na
0.48	2446567	0.1	KIAA1614	KIAA1614	10228	1q25.3	O43752
0.48	3684782	0.1	LOC653390	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene	1039	16p12.1	Q01850
0.48	2351787	0.1	C1orf88	chromosome 1 open reading frame 88	128344	1p13.2	Q8TCI5
0.48	3543857	0.1	PTGR2	prostaglandin reductase 2	145482	14q24.3	Q8N8N7
0.48	3940631	0.1	ADRBK2	adrenergic, beta, receptor kinase 2	157	22q11.23 / 22q12.1	P35626
0.48	2584018	0.1	DPP4	dipeptidyl-peptidase 4	1803	2q24.2	P27487
0.48	3988152	0.1	AGTR2	angiotensin II receptor, type 2	186	Xq23	P50052
0.48	3771773	0.1	JMJD6	jumonji domain containing 6	23210	17q25.2	Q6NYC1
0.48	3624145	0.1	DMXL2	Dmx-like 2	23312	15q21.2	Q8TDJ6
0.48	2412834	0.1	ZCCHC11	zinc finger, CCHC domain containing 11	23318	1p32.3	Q5TAX3
0.48	2481142	0.1	MSH6	mutS homolog 6 (E. coli)	2956	2p16.3	P52701
0.48	3025678	0.1	AGBL3	ATP/GTP binding protein-like 3	340351	7q33	Q8NEM8
0.48	3918635	0.1	IFNGR2	interferon gamma receptor 2 (interferon gamma transducer 1)	3460	21q22.11	P38484
0.48	3404496	0.1	KLRF1	killer cell lectin-like receptor subfamily F, member 1	51348	12p13.31	Q9NZS2
0.48	2852333	0.1	ZFR	zinc finger RNA binding protein	51663	5p13.3	Q96KR1
0.48	2608765	0.1	ARL8B	ADP-ribosylation factor-like 8B	55207	3p26.2	Q9NVJ2
0.48	2504883	0.1	UGCGL1	UDP-glucose ceramide glucosyltransferase-like 1	56886	2q14.3	Q9NYU2
0.48	3890870	0.1	RAB22A	RAB22A, member RAS oncogene family	57403	20q13.32	Q9UL26
0.48	3365437	0.1	TSG101	tumor susceptibility gene 101	7251	11p15.1	Q99816
0.48	3494102	0.1	UCHL3	ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)	7347	13q22.2	P15374
0.48	2704052	0.1	ZBBX	zinc finger, B-box domain containing	79740	3q26.1	A8MT70
0.48	3747717	0.1	COPS3	COP9 constitutive photomorphogenic homolog subunit 3 (Arabidopsis)	8533	17p11.2	Q9UNS2
0.48	2551786	0.1	MCFD2	multiple coagulation factor deficiency 2	90411	2p21	Q8NI22
0.48	3282268	0.1	LOC387646	leucine rich repeat containing 37, member A family pseudogene	91452	10p12.1	Q5T8D3
0.48	3261492	0.1	NOLC1	nucleolar and coiled-body phosphoprotein 1	9221	10q24.32	Q14978
0.48	2608801	0.1	EDEM1	ER degradation enhancer, mannosidase alpha-like 1	9695	3p26.2	Q92611
0.48	2586603	0.1	TLK1	tousled-like kinase 1	9874	2q31.1	Q9UKI8
0.48	2522094	0.3	LOC26010	viral DNA polymerase-transactivated protein 6	26010	2q33.1	Q9NUQ6
0.48	3064591	0.3	FIS1	fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae)	51024	7q22.1	Q9Y3D6
0.48	3428131	0.3	SCYL2	SCY1-like 2 (S. cerevisiae)	55681	12q23.1	Q6P3W7
0.48	3550485	0.3	VRK1	vaccinia related kinase 1	7443	14q32.2	Q99986
0.48	3460584	0.3	LLPH	LLP homolog, long-term synaptic facilitation (Aplysia)	84298	12q14.3	Q9BRT6
0.48	3329886	0.5	PTPMT1	protein tyrosine phosphatase, mitochondrial 1	114971	11p11.2	Q8WUK0
0.48	2421995	0.5	GBP4	guanylate binding protein 4	115361	1p22.2	Q96PP9
0.48	3759305	0.5	CCDC43	coiled-coil domain containing 43	124808	17q21.31	Q96MW1
0.48	3405396	0.5	CREBL2	cAMP responsive element binding protein-like 2	1389	12p13.1	O60519
0.48	3698919	0.5	GLG1	golgi apparatus protein 1	2734	16q22.3	Q92896
0.48	3918574	0.5	IFNAR1	interferon (alpha, beta and omega) receptor 1	3454	21q22.11	P17181
0.48	2389789	0.5	SCCPDH	saccharopine dehydrogenase (putative)	51097	1q44	Q8NBX0
0.48	3150579	0.5	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	5168	8q24.12	Q13822
0.48	2442134	0.5	TMCO1	transmembrane and coiled-coil domains 1	54499	1q24.1	Q9UM00
0.48	3293280	0.5	PPA1	pyrophosphatase (inorganic) 1	5464	10q22.1	Q15181
0.48	2633930	0.5	PCNP	PEST proteolytic signal containing nuclear protein	57092	3q12.3	Q8WW12
0.48	3442941	0.5	C3AR1	complement component 3a receptor 1	719	12p13.31	Q16581
0.48	3257670	0.5	PCGF5	polycomb group ring finger 5	84333	10q23.32	Q86SE9
0.48	3419147	0.5	USP15	ubiquitin specific peptidase 15	9958	12q14.1	Q9Y4E8
0.48	2547716	0.9	FAM98A	family with sequence similarity 98, member A	25940	2p22.3	Q8NCA5
0.48	3448975	0.9	ERGIC2	ERGIC and golgi 2	51290	12p11.22	Q96RQ1
0.48	2964200	0.9	UBE2J1	ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)	51465	6q15	Q9Y385
0.48	3452231	0.9	SLC38A1	solute carrier family 38, member 1	81539	12q13.11	Q9H2H9
0.48	2446447	0.9	ACBD6	acyl-Coenzyme A binding domain containing 6	84320	1q25.2 / 1q25.3	Q9BR61
0.48	2446240	0.9	IFRG15	interferon responsive gene 15	64163	1q25.2	na
0.48	3374934	1.4	MS4A6A	membrane-spanning 4-domains, subfamily A, member 6A	64231	11q12.1 / 11q12.2	Q9H2W1
0.48	3442854	1.4	SLC2A14	solute carrier family 2 (facilitated glucose transporter), member 14	6515	12p13.31	P11169
0.48	3740126	1.4	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	7531	17p13.3	P62258
0.48	3580179	2.3	HSP90AA1	heat shock protein 90kDa alpha (cytosolic), class A member 1	3320	14q32.31	P07900
0.49	3484497	0	FRY	furry homolog (Drosophila)	10129	13q13.1	Q5TBA9
0.49	3190035	0	CDK9	cyclin-dependent kinase 9	1025	9q34.11	P50750
0.49	2966636	0	ASCC3	activating signal cointegrator 1 complex subunit 3	10973	6q16.3	Q8N3C0
0.49	3743883	0	SAT2	spermidine/spermine N1-acetyltransferase family member 2	112483	17p13.1	Q96F10
0.49	2405893	0	C1orf212	chromosome 1 open reading frame 212	113444	1p34.3	Q96EX1
0.49	2715634	0	ADD1	adducin 1 (alpha)	118	4p16.3	P35611
0.49	3606682	0	AGBL1	ATP/GTP binding protein-like 1	123624	15q25.3	Q96MI9
0.49	2829542	0	C5orf24	chromosome 5 open reading frame 24	134553	5q31.1	Q7Z6I8
0.49	3810542	0	CCBE1	collagen and calcium binding EGF domains 1	147372	18q21.32	Q6UXH8
0.49	3697015	0	AARS	alanyl-tRNA synthetase	16	16q22.1	P49588
0.49	3881874	0	ASXL1	additional sex combs like 1 (Drosophila)	171023	20q11.21	Q8IXJ9
0.49	3285614	0	ZNF25	zinc finger protein 25	219749	10p11.21	P17030
0.49	3866958	0	CARD8	caspase recruitment domain family, member 8	22900	19q13.32	Q9Y2G2
0.49	2623180	0	RAD54L2	RAD54-like 2 (S. cerevisiae)	23132	3p21.2	Q9Y4B4
0.49	2664640	0	RFTN1	raftlin, lipid raft linker 1	23180	3p24.3	Q14699
0.49	2585129	0	GALNT3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3)	2591	2q24.3	Q14435
0.49	3289235	0	SGMS1	sphingomyelin synthase 1	259230	10q11.23	Q86VZ5
0.49	3542847	0	SNORD56B	small nucleolar RNA, C/D box 56B	26037	14q24.2	O43166
0.49	2877597	0	LRRTM2	leucine rich repeat transmembrane neuronal 2	26045	5q31.2	O43300
0.49	3985534	0	NGFRAP1	nerve growth factor receptor (TNFRSF16) associated protein 1	27018	Xq22.2	Q00994
0.49	3559497	0	STRN3	striatin, calmodulin binding protein 3	29966	14q12	Q13033
0.49	3667890	0	HPR	haptoglobin-related protein	3250	16q22.3	P00739
0.49	3726154	0	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	3675	17q21.33	P26006
0.49	2727587	0	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	3815	4q12	P10721
0.49	2371139	0	LAMC2	laminin, gamma 2	3918	1q25.3	Q13753
0.49	2866225	0	MEF2C	myocyte enhancer factor 2C	4208	5q14.3	Q06413
0.49	3771215	0	ACOX1	acyl-Coenzyme A oxidase 1, palmitoyl	51	17q25.1	Q15067
0.49	3982242	0	CXorf26	chromosome X open reading frame 26	51260	Xq13.3	Q9BVG4
0.49	2541230	0	NBAS	neuroblastoma amplified sequence	51594	2p24.3	A2RRP1
0.49	3361381	0	CYB5R2	cytochrome b5 reductase 2	51700	11p15.4	Q6BCY4
0.49	3432678	0	TPCN1	two pore segment channel 1	53373	12q24.13	Q9ULQ1
0.49	2698844	0	ATR	ataxia telangiectasia and Rad3 related	545	3q23	Q13535
0.49	3071636	0	RBM28	RNA binding motif protein 28	55131	7q32.1	Q9NW13
0.49	2604138	0	USP40	ubiquitin specific peptidase 40	55230	2q37.1	Q9NVE5
0.49	2575054	0	WDR33	WD repeat domain 33	55339	2q14.3	Q9C0J8
0.49	2711818	0	LSG1	large subunit GTPase 1 homolog (S. cerevisiae)	55341	3q29	Q9H089
0.49	3653123	0	PRKCB	protein kinase C, beta	5579	16p12.1	P05771
0.49	2776998	0	KLHL8	kelch-like 8 (Drosophila)	57563	4q22.1	Q9P2G9
0.49	3161167	0	KIAA1432	KIAA1432	57589	9p24.1	Q4ADV7
0.49	2726323	0	SLAIN2	SLAIN motif family, member 2	57606	4p12	Q9P270
0.49	3198346	0	PTPRD	protein tyrosine phosphatase, receptor type, D	5789	9p24.1 / 9p23	P23468
0.49	3753966	0	CCL14	chemokine (C-C motif) ligand 14	6358	17q12	Q16627
0.49	3527745	0	METT11D1	methyltransferase 11 domain containing 1	64745	14q11.2	Q9H7H0
0.49	3625674	0	RFX7	regulatory factor X, 7	64864	15q21.3	Q2KHR2
0.49	2889753	0	ZNF354A	zinc finger protein 354A	6940	5q35.3	O60765
0.49	2927506	0	TNFAIP3	tumor necrosis factor, alpha-induced protein 3	7128	6q23.3	P21580
0.49	3216969	0	XPA	xeroderma pigmentosum, complementation group A	7507	9q22.33	P23025
0.49	3797015	0	ZFP161	zinc finger protein 161 homolog (mouse)	7541	18p11.31	O43829
0.49	3645816	0	ZNF75A	zinc finger protein 75a	7627	16p13.3	Q96N20
0.49	3396144	0	C11orf61	chromosome 11 open reading frame 61	79684	11q24.2	Q6P1R3
0.49	2579439	0	GTDC1	glycosyltransferase-like domain containing 1	79712	2q22.2 / 2q22.3	Q4AE62
0.49	3087167	0	TUSC3	tumor suppressor candidate 3	7991	8p22	Q13454
0.49	3340066	0	PAAF1	proteasomal ATPase-associated factor 1	80227	11q13.4	Q9BRP4
0.49	3630912	0	ANP32C	acidic (leucine-rich) nuclear phosphoprotein 32 family, member C	8125	15q23	P39687
0.49	2869438	0	NUDT12	nudix (nucleoside diphosphate linked moiety X)-type motif 12	83594	5q21.2	Q9BQG2
0.49	2862716	0	GFM2	G elongation factor, mitochondrial 2	84340	5q13.3	Q969S9
0.49	3819968	0	ZNF559	zinc finger protein 559	84527	19p13.2	Q9BR84
0.49	3678395	0	N-PAC	cytokine-like nuclear factor n-pac	84656	16p13.3	Q49A26
0.49	2783207	0	PRSS12	protease, serine, 12 (neurotrypsin, motopsin)	8492	4q26	P56730
0.49	3727962	0	DGKE	diacylglycerol kinase, epsilon 64kDa	8526	17q22	P52429
0.49	2468811	0	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	8853	2p25.1	O43150
0.49	2875193	0	P4HA2	prolyl 4-hydroxylase, alpha polypeptide II	8974	5q31.1	O15460
0.49	3666146	0	SLC7A6OS	solute carrier family 7, member 6 opposite strand	9057	16q22.1	Q92536
0.49	3508898	0	STARD13	StAR-related lipid transfer (START) domain containing 13	90627	13q13.1 / 13q13.2	Q9Y3M8
0.49	2362201	0	CD1C	CD1c molecule	911	1q23.1	P29017
0.49	3797295	0	L3MBTL4	l(3)mbt-like 4 (Drosophila)	91133	18p11.31	Q8NA19
0.49	2670784	0	SEC22C	SEC22 vesicle trafficking protein homolog C (S. cerevisiae)	9117	3p22.1	Q9BRL7
0.49	3753500	0	SLFN13	schlafen family member 13	91607	17q12	Q7Z7L1
0.49	3878533	0	DTD1	D-tyrosyl-tRNA deacylase 1 homolog (S. cerevisiae)	92675	20p11.23	Q8TEA8
0.49	2531310	0	SP140L	SP140 nuclear body protein-like	93349	2q37.1	Q9H930
0.49	3286975	0	ANUBL1	AN1, ubiquitin-like, homolog (Xenopus laevis)	93550	10q11.21	Q86XD8
0.49	2336302	0	ZFYVE9	zinc finger, FYVE domain containing 9	9372	1p32.3	O95405
0.49	3453319	0	DDX23	DEAD (Asp-Glu-Ala-Asp) box polypeptide 23	9416	12q13.12	Q9BUQ8
0.49	2393740	0	KIAA0562	KIAA0562	9731	1p36.32	O60308
0.49	2352501	0	LRIG2	leucine-rich repeats and immunoglobulin-like domains 2	9860	1p13.2	O94898
0.49	2369463	0	FAM20B	family with sequence similarity 20, member B	9917	1q25.2	O75063
0.49	3434413	0	RNF10	ring finger protein 10	9921	12q24.31	Q8N5U6
0.49	2320619	0	MFN2	mitofusin 2	9927	1p36.22	O95140
0.49	2324634	0	CDC42	cell division cycle 42 (GTP binding protein, 25kDa)	998	1p36.12	P60953
0.49	3795680	0	THOC1	THO complex 1	9984	18p11.32	Q96FV9
0.49	3432267	0.1	TRAFD1	TRAF-type zinc finger domain containing 1	10906	12q24.13	O14545
0.49	3203086	0.1	DDX58	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	23586	9p21.1	O95786
0.49	2689516	0.1	ZBTB20	zinc finger and BTB domain containing 20	26137	3q13.31	Q9HC78
0.49	3453348	0.1	RND1	Rho family GTPase 1	27289	12q13.12	Q92730
0.49	2464499	0.1	HNRNPU	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)	3192	1q44	Q00839
0.49	3734575	0.1	ICT1	immature colon carcinoma transcript 1	3396	17q25.1	Q14197
0.49	3189601	0.1	ZBTB34	zinc finger and BTB domain containing 34	403341	9q33.3	Q8NCN2
0.49	2658346	0.1	OPA1	optic atrophy 1 (autosomal dominant)	4976	3q29	O60313
0.49	2984616	0.1	BRP44L	brain protein 44-like	51660	6q27	Q9Y5U8
0.49	2554448	0.1	FANCL	Fanconi anemia, complementation group L	55120	2p16.1	Q9NW38
0.49	3869650	0.1	ZNF83	zinc finger protein 83	55769	19q13.41	P51522
0.49	3874751	0.1	PRNP	prion protein	5621	20p13	P04156
0.49	3737274	0.1	KIAA1618	KIAA1618	57714	17q25.3	Q9HCF4
0.49	3595096	0.1	TCF12	transcription factor 12	6938	15q21.3	Q99081
0.49	3186966	0.1	TLR4	toll-like receptor 4	7099	9q33.1	O00206
0.49	3359751	0.1	ZNF195	zinc finger protein 195	7748	11p15.4	O14628
0.49	3165780	0.1	IFT74	intraflagellar transport 74 homolog (Chlamydomonas)	80173	9p21.2	Q96LB3
0.49	2447824	0.1	EDEM3	ER degradation enhancer, mannosidase alpha-like 3	80267	1q25.3	Q9BZQ6
0.49	3212189	0.1	GKAP1	G kinase anchoring protein 1	80318	9q21.32	Q5VSY0
0.49	4030063	0.1	TTTY15	testis-specific transcript, Y-linked 15	8287	Yq11.21	O00507
0.49	2363042	0.1	PEA15	phosphoprotein enriched in astrocytes 15	8682	1q23.2	Q15121
0.49	3680434	0.1	LITAF	lipopolysaccharide-induced TNF factor	9516	16p13.13	Q99732
0.49	3580791	0.1	BAG5	BCL2-associated athanogene 5	9529	14q32.33	Q9UL15
0.49	2908052	0.1	POLR1C	polymerase (RNA) I polypeptide C, 30kDa	9533	6p21.1	O15160
0.49	3385769	0.3	CTSC	cathepsin C	1075	11q14.2	P53634
0.49	2345880	0.3	LRRC8B	leucine rich repeat containing 8 family, member B	23507	1p22.2	Q6P9F7
0.49	2706985	0.3	MRPL47	mitochondrial ribosomal protein L47	57129	3q26.33	Q9HD33
0.49	3764066	0.3	VEZF1	vascular endothelial zinc finger 1	7716	17q22	Q14119
0.49	2891052	0.5	SNORD95	small nucleolar RNA, C/D box 95	10399	5q35.3	P63244
0.49	3015519	0.5	PILRA	paired immunoglobin-like type 2 receptor alpha	29992	7q22.1	Q9UKJ1
0.49	2901333	0.5	ZNRD1	zinc ribbon domain containing 1	30834	6p21.33	Q9P1U0
0.49	2466141	0.5	ACP1	acid phosphatase 1, soluble	52	2p25.3	P24666
0.49	3569339	0.5	PLEKHH1	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1	5283	14q24.1	Q14442
0.49	3742285	0.5	CXCL16	chemokine (C-X-C motif) ligand 16	58191	17p13.2	Q9H2A7
0.49	2768981	0.5	SGCB	sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)	6443	4q12	Q16585
0.49	3061651	0.9	BET1	blocked early in transport 1 homolog (S. cerevisiae)	10282	7q21.3	O15155
0.49	3761632	0.9	SNF8	SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)	11267	17q21.32	Q96H20
0.49	3682135	0.9	C16orf63	chromosome 16 open reading frame 63	123811	16p13.11	Q96NB1
0.49	3468225	0.9	CCDC53	coiled-coil domain containing 53	51019	12q23.2	Q9Y3C0
0.49	2486811	0.9	PLEK	pleckstrin	5341	2p14	P08567
0.49	2434527	0.9	GOLPH3L	golgi phosphoprotein 3-like	55204	1q21.2	Q9H4A5
0.49	3008144	0.9	EIF4H	eukaryotic translation initiation factor 4H	7458	7q11.23	Q15056
0.49	2946714	0.9	HIST1H2BK	histone cluster 1, H2bk	85236	6p22.1	O60814
0.49	2403470	1.4	DNAJC8	DnaJ (Hsp40) homolog, subfamily C, member 8	22826	1p35.3	O75937
