probe set	gene	Accession	EntrezGene	CEF NY315/CEF RCAS	t statistic	P value	CEF SRA/CEF RCAS	t statistic	P value	CEF SRA/CEF NY315	t statistic	P value
GgaAffx.3710.2.S1_s_at	LOC423056: similar to KIAA0298 protein	ENSGALT00000009582.1	423056	-1.03	-16.681	0.000981	-1.07	-4.725	0.017154	-0.04	-0.174	0.871798
GgaAffx.3723.1.S1_at	LOC431296: similar to fidgetin	ENSGALT00000009635.1	431296	-1.11	-29.664	0.000022	-1.14	-8.93	0.002383	-0.04	-0.299	0.782602
GgaAffx.373.2.S1_at	GgaAffx.373.2	ENSGALT00000000831.1		1.04	5.216	0.010683	0.63	2.245	0.089805	-0.42	-1.352	0.236353
GgaAffx.3734.1.S1_s_at	LOC415458: similar to homer-2b	ENSGALT00000009667.1	415458	-1.11	-12.274	0.000949	-0.97	-8.358	0.001234	0.13	1.003	0.362556
GgaAffx.3775.1.S1_at	LOC427704: similar to facilitative glucose transporter GLUT11	ENSGALT00000009757.1	427704	-1.57	-10.595	0.000897	-1.09	-5.414	0.005355	0.48	2.157	0.08537
GgaAffx.3789.1.S1_at	LOC422234: similar to Glypican 4	ENSGALT00000009812.1	422234	-0.34	-1.311	0.269185	-1.32	-3.446	0.027132	-0.98	-2.368	0.067881
GgaAffx.3792.2.S1_s_at	LOC415464: similar to Lamin-L(III) (Lamin-B3)	ENSGALT00000009816.1	415464	-1.1	-7.159	0.004873	-1.21	-8.82	0.000384	-0.1	-0.591	0.583474
GgaAffx.3795.1.S1_at	Transcribed locus, weakly similar to NP_036906.1  3 [Rattus norvegicus]	ENSGALT00000009820.1		-1.03	-11.089	0.003068	-1.32	-8.51	0.00239	-0.28	-1.623	0.171085
GgaAffx.38.1.S1_at	LOC415786: thiolesterase B	ENSGALT00000000040.1	415786	-2.13	-18.612	0.000065	-2.07	-14.905	0.00004	0.06	0.38	0.719645
GgaAffx.3803.6.S1_s_at	PLXNA1: plexin A1	ENSGALT00000009837.1	416030	-0.18	-0.312	0.773318	1.11	3.11	0.04161	1.29	2.483	0.100224
GgaAffx.3805.1.S1_at	Transcribed locus, weakly similar to XP_001077533.1  similar to Zinc finger protein ZFPM1 (Zinc finger protein multitype 1) (Friend of GATA protein 1) (Friend of GATA-1) (FOG-1) isoform 1 [Rattus norvegicus]	ENSGALT00000009844.1		-1.05	-10.724	0.005153	-1.16	-15.982	0.000121	-0.11	-0.956	0.394454
GgaAffx.381.1.S1_at	LOC419961: Hypothetical LOC419961	ENSGALT00000000842.1	419961	-1.38	-7.626	0.006334	-1.14	-5.513	0.006163	0.24	0.929	0.395435
GgaAffx.3847.1.A1_at	GgaAffx.3847.1	ENSGALT00000009947.1		-1.47	-3.246	0.06911	-2.39	-4.575	0.012755	-0.92	-2.965	0.041918
GgaAffx.3850.1.S1_at	GgaAffx.3850.1	ENSGALT00000009958.1		1.02	6.262	0.003382	0.14	0.477	0.65802	-0.88	-3.007	0.04067
GgaAffx.3860.1.S1_at	GgaAffx.3860.1	ENSGALT00000009988.1		-0.74	-3.782	0.032974	-1.44	-12.581	0.000143	-0.7	-3.748	0.039286
GgaAffx.3860.2.S1_s_at	GgaAffx.3860.2	ENSGALT00000009987.1		-0.55	-3.868	0.024201	-1.42	-8.302	0.000481	-0.87	-6.024	0.002198
GgaAffx.3950.1.S1_at	GgaAffx.3950.1	ENSGALT00000010226.1		-1.49	-10.032	0.008035	-1.82	-10.401	0.001576	-0.33	-1.439	0.209851
GgaAffx.4011.1.S1_at	LOC771843: Similar to C20orf125	ENSGALT00000010434.1	771843	-1.45	-28.683	0.000401	-1.45	-16.915	0.000305	0	-0.024	0.982233
GgaAffx.4028.3.S1_s_at	LOC427941: similar to Plexin-A4	ENSGALT00000010458.1	427941	-1.56	-19.995	0.000349	-1.42	-25.155	0.000002	0.14	1.653	0.181758
GgaAffx.4042.1.S1_at	LOC422251: similar to Zic3 protein	ENSGALT00000010497.1	422251	-1.18	-15.497	0.00069	-1.03	-10.445	0.00016	0.15	1.851	0.13503
GgaAffx.4049.3.S1_at	LOC416943: similar to Gamma-glutamyltransferase-like activity 1	ENSGALT00000010503.1	416943	-1.54	-15.65	0.00274	-1.98	-22.206	0.000095	-0.44	-3.409	0.022
GgaAffx.4071.1.S1_at	LOC415487: similar to adipocyte lipid droplet binding protein	ENSGALT00000010561.1	415487	-0.51	-6.678	0.004009	-1.1	-15.525	0.000021	-0.59	-6.955	0.001413
GgaAffx.4089.1.S1_s_at	LOC419748: nm23-phosphorylated unknown substrate	ENSGALT00000010605.1	419748	-1.15	-4.995	0.030605	0.18	0.746	0.505898	1.33	4.04	0.010237
GgaAffx.4108.1.S1_at	RCJMB04_3m6: kinesin family member 3B	ENSGALT00000010659.1	419284	-1.5	-19.008	0.000233	-1.38	-13.925	0.000042	0.12	1.496	0.202
GgaAffx.4108.1.S1_s_at	RCJMB04_3m6: kinesin family member 3B	ENSGALT00000010659.1	419284	-1	-15.469	0.00255	-0.91	-8.33	0.000449	0.09	0.991	0.39114
GgaAffx.4111.1.S1_s_at	Finished cDNA, clone ChEST629c8	ENSGALT00000010680.1		-1.35	-8.896	0.001196	-1.57	-9.336	0.000298	-0.22	-1.212	0.279862
GgaAffx.4118.1.A1_at	GgaAffx.4118.1	ENSGALT00000010712.1		-1.03	-31.429	0.000443	-1.04	-7.648	0.004512	-0.01	-0.082	0.939157
GgaAffx.412.1.S1_s_at	ESPN: espin	ENSGALT00000000918.1	395461	-0.89	-4.576	0.03637	-1.29	-14.271	0.00006	-0.4	-1.964	0.154493
GgaAffx.4171.1.S1_s_at	LOC423805: similar to myoferlin	ENSGALT00000010842.1	423805	-0.07	-0.26	0.814777	1.33	4.457	0.014282	1.4	3.633	0.01537
GgaAffx.4188.1.S1_at	MUC: mucin protein	ENSGALT00000010895.1	404528	-0.69	-6.507	0.007778	-1.01	-6.72	0.001106	-0.31	-2.505	0.067345
GgaAffx.4215.2.S1_at	LOC419109: similar to Kin17	ENSGALT00000010952.1	419109	-1.64	-15.556	0.000319	-1.48	-22.952	0.000075	0.16	1.679	0.207472
GgaAffx.4234.1.S1_at	GgaAffx.4234.1	ENSGALT00000011016.1		-1.72	-15.236	0.000214	-1.64	-9.053	0.001015	0.08	0.39	0.714228
GgaAffx.4252.1.S1_s_at	LOC419301: similar to putative porin	ENSGALT00000011047.1	419301	-1.01	-4.339	0.014368	-1.57	-10.307	0.002825	-0.56	-2.882	0.081654
GgaAffx.426.1.S1_s_at	LOC419963: similar to KIAA0727 protein	ENSGALT00000000954.1	419963	0.27	1.623	0.234311	1.04	6.508	0.00535	0.78	3.477	0.019234
GgaAffx.4265.1.S1_at	LOC416608: hypothetical LOC416608	ENSGALT00000011077.1	416608	1.14	3.865	0.018336	0.97	3.246	0.023051	-0.17	-0.546	0.609509
GgaAffx.4266.1.S1_s_at	LOC419110: Similar to inter-alpha-trypsin inhibitor heavy chain 2	ENSGALT00000011054.1	419110	-0.71	-6.178	0.006549	-1.01	-14.658	0.00037	-0.3	-2.842	0.080932
GgaAffx.4302.1.S1_s_at	LOC422072: hypothetical LOC422072	ENSGALT00000011150.1	422072	-0.68	-4.786	0.040346	-1	-14.54	0.000588	-0.33	-2.073	0.131672
GgaAffx.4319.1.S1_s_at	DLG1: discs, large homolog 1 (Drosophila)	ENSGALT00000011191.1	424890	1.25	6.7	0.017248	0.73	2.02	0.104317	-0.52	-1.647	0.195504
GgaAffx.4344.1.S1_at	LOC417233: similar to KIAA1870 protein	ENSGALT00000011258.1	417233	-0.24	-2.054	0.121041	-1.03	-6.936	0.001943	-0.79	-4.752	0.005247
GgaAffx.4352.2.S1_at	LOC416616: hypothetical LOC416616	ENSGALT00000011271.1	416616	-2.07	-14.48	0.003184	-2.38	-15.186	0.000402	-0.32	-1.539	0.18507
GgaAffx.4378.1.S1_at	GgaAffx.4378.1	ENSGALT00000011331.1		-0.4	-3.015	0.052254	-1.01	-5.317	0.003194	-0.61	-3.687	0.020627
GgaAffx.4404.5.S1_at	GgaAffx.4404.5	ENSGALT00000011393.1		-1.43	-20.457	0.000321	-1.48	-22.547	0.00001	-0.04	-0.497	0.642266
GgaAffx.4404.6.S1_s_at	GgaAffx.4404.6	ENSGALT00000011396.1		-1.51	-16.431	0.000091	-1.52	-12.782	0.000088	-0.01	-0.067	0.949206
GgaAffx.4448.3.S1_at	LOC424899: hypothetical LOC424899	ENSGALT00000011506.1	424899	-1.4	-9.88	0.005438	-1.24	-10.553	0.000575	0.16	0.889	0.420985
GgaAffx.4451.1.S1_at	DIP2A: DIP2 disco-interacting protein 2 homolog A (Drosophila)	ENSGALT00000011512.1	424039	-1.43	-10.442	0.002171	-0.94	-5.732	0.005091	0.49	2.512	0.053722
GgaAffx.4452.1.S1_at	GgaAffx.4452.1	ENSGALT00000011514.1		-0.69	-2.856	0.052614	-1.04	-4.754	0.020385	-0.34	-2.081	0.113833
GgaAffx.4454.1.S1_at	GgaAffx.4454.1	ENSGALT00000011517.1		-0.81	-12.757	0.000248	-1.11	-19.019	0.000083	-0.29	-5.534	0.004769
GgaAffx.446.1.S1_at	RNF207: ring finger protein 207	ENSGALT00000001006.1	419374	-1.76	-14.818	0.003355	-1.85	-13.439	0.000679	-0.1	-0.535	0.61539
GgaAffx.4463.2.S1_at	LOC416337: similar to AF5q31 protein	ENSGALT00000011544.1	416337	0.54	0.963	0.418535	1.14	4.147	0.009432	0.6	1.077	0.371903
GgaAffx.4468.2.S1_s_at	LOC416068: hypothetical LOC416068	ENSGALT00000011554.1	416068	-0.76	-5.47	0.023748	-1.11	-7.238	0.003774	-0.34	-1.716	0.147503
GgaAffx.4493.1.S1_at	Transcribed locus, moderately similar to XP_001068825.1  similar to SID1 transmembrane family, member 2 [Rattus norvegicus]	ENSGALT00000011618.1		-1.1	-5.835	0.025161	-0.92	-5.732	0.008818	0.17	0.709	0.51382
GgaAffx.4506.1.S1_at	LOC423123: similar to RAB3A interacting protein (rabin3)-like 1	ENSGALT00000011657.1	423123	-0.23	-1.34	0.291615	1.05	3.635	0.032056	1.28	3.913	0.013589
GgaAffx.4531.2.S1_at	GgaAffx.4531.2	ENSGALT00000011729.1		-1.91	-9.437	0.009854	-1.58	-15.293	0.000286	0.33	1.479	0.23603
GgaAffx.4536.1.S1_s_at	LOC420473: similar to rho-GAP domain containing protein ARHGAP12b	ENSGALT00000011742.1	420473	-0.19	-0.646	0.579678	1.23	9.033	0.000652	1.42	4.619	0.02271
GgaAffx.454.1.S1_s_at	LOC419837: similar to solute carrier family 41 member 1	ENSGALT00000001020.1	419837	0	0.009	0.993489	1.69	5.377	0.008507	1.69	4.138	0.009226
GgaAffx.4560.1.S1_at	LOC423827: similar to TUBA	ENSGALT00000011823.1	423827	-1.53	-35.777	0.000479	-1.58	-14.292	0.000696	-0.05	-0.46	0.670249
GgaAffx.4562.1.S1_at	LOC416640: hypothetical LOC416640	ENSGALT00000011834.1	416640	-0.28	-3.182	0.055135	-1.05	-5.017	0.013136	-0.76	-3.464	0.027226
GgaAffx.4568.4.S1_s_at	GgaAffx.4568.4	ENSGALT00000011842.1		-2.26	-12.673	0.001235	-2.54	-12.818	0.00021	-0.28	-1.154	0.300771
GgaAffx.4571.1.A1_at	RCJMB04_2l20: LIM domain containing preferred translocation partner in lipoma	ENSGALT00000011854.1	429148	-0.31	-1.687	0.177398	-1.5	-6.358	0.001435	-1.19	-5.764	0.002992
GgaAffx.4572.1.S1_at	LOC415529: hypothetical LOC415529	ENSGALT00000011866.1	415529	-1.03	-17.308	0.00276	-0.88	-6.318	0.007834	0.15	1.008	0.37089
GgaAffx.4573.1.A1_at	GgaAffx.4573.1	ENSGALT00000011869.1		-0.92	-24.182	0.000056	-1.41	-27.85	0.000001	-0.49	-10.954	0.000231
GgaAffx.4575.1.S1_at	RCJMB04_2l20: LIM domain containing preferred translocation partner in lipoma	ENSGALT00000011871.1	429148	-1.44	-3.599	0.025332	-1.85	-6.509	0.004922	-0.41	-1.185	0.324979
GgaAffx.4607.1.S1_at	GgaAffx.4607.1	ENSGALT00000011969.1		-0.93	-7.112	0.004675	-1.3	-8.308	0.001027	-0.38	-2.065	0.093881
GgaAffx.4626.1.S1_at	LOC419309: hypothetical LOC419309	ENSGALT00000012014.1	419309	-0.85	-4.965	0.026024	-1.38	-5.732	0.002358	-0.53	-2.883	0.052791
GgaAffx.4634.1.S1_at	LOC416083: Similar to membrane associated guanylate kinase, WW and PDZ domain containing 1	ENSGALT00000012029.1	416083	-0.9	-2.411	0.124449	-1.39	-3.516	0.043312	-0.5	-2.701	0.048609
GgaAffx.4658.1.A1_at	GgaAffx.4658.1	ENSGALT00000012084.1		-1.55	-15.847	0.002821	-1.86	-24.254	0.000063	-0.3	-2.496	0.065309
GgaAffx.4703.1.S1_at	LOC423841: similar to skeletal muscle ankyrin repeat	ENSGALT00000012192.1	423841	-1.13	-13.932	0.003592	-0.89	-5.375	0.004157	0.25	1.72	0.181497
GgaAffx.4737.3.S1_s_at	LOC423843: similar to Zinc finger, DHHC-type containing 16	ENSGALT00000012275.1	423843	-1.04	-20.163	0.000096	-0.99	-6.52	0.004498	0.05	0.308	0.776981
GgaAffx.4768.3.S1_at	LOC415545: similar to mKIAA1781 protein	ENSGALT00000012347.1	415545	1.24	5.595	0.005048	0.23	0.461	0.671119	-1.01	-2.011	0.121381
GgaAffx.4786.1.S1_at	GgaAffx.4786.1	ENSGALT00000012433.1		-0.84	-4.167	0.050734	-1.14	-24.947	0.000005	-0.31	-1.505	0.262317
GgaAffx.4788.1.A1_at	GgaAffx.4788.1	ENSGALT00000012443.1		-1.34	-9.801	0.001073	-1.41	-8.513	0.000681	-0.07	-0.398	0.707198
GgaAffx.4789.1.S1_at	LOC420498: similar to Enkurin	ENSGALT00000012450.1	420498	-1.59	-6.747	0.013583	-2.45	-14.108	0.000146	-0.85	-3.084	0.038751
GgaAffx.4862.1.S1_at	LOC428252: similar to D2 dopamine receptor	ENSGALT00000012639.1	428252	-1.21	-5.217	0.030862	-0.6	-2.135	0.119016	0.61	1.698	0.1502
GgaAffx.4862.4.S1_s_at	LOC428252: similar to D2 dopamine receptor	ENSGALT00000012642.1	428252	-1.13	-6.287	0.00678	-1.7	-6.711	0.003062	-0.56	-1.989	0.105546
GgaAffx.4872.4.S1_s_at	LOC423151: similar to rat GCP360	ENSGALT00000012657.1	423151	1.53	3.497	0.026029	0.83	1.491	0.200928	-0.7	-1.196	0.286609
GgaAffx.4876.2.S1_at	LOC428859: similar to E74-like factor 5 ESE-2a	ENSGALT00000012672.1	428859	-1.15	-11.712	0.004784	-0.89	-12.781	0.000338	0.27	2.301	0.08708
GgaAffx.49.1.A1_at	GgaAffx.49.1	ENSGALT00000000061.1		-1.17	-12.097	0.006663	-1.64	-15.065	0.000624	-0.46	-3.199	0.024288
GgaAffx.49.1.S1_at	GgaAffx.49.1	ENSGALT00000000061.1		0.32	3.228	0.065343	1.4	3.992	0.02736	1.07	2.966	0.049901
GgaAffx.4921.3.S1_s_at	RCJMB04_3a6: B-cell CLL/lymphoma 11A (zinc finger protein)	ENSGALT00000012767.1	421199	-0.62	-3.741	0.059054	-1.15	-12.752	0.000395	-0.54	-2.924	0.058462
GgaAffx.493.3.S1_at	LOC420070: Similar to TJP3 protein	ENSGALT00000001090.1	420070	-1.27	-15.125	0.000112	-1.24	-9.417	0.000521	0.03	0.196	0.853738
GgaAffx.494.1.S1_at	Transcribed locus, weakly similar to XP_361372.1  protein MG03846.4 [Magnaporthe grisea 70-15]	ENSGALT00000001092.1		-1.14	-30.315	0.000026	-1.27	-26.345	0.000008	-0.12	-2.299	0.070487
GgaAffx.4946.2.S1_at	GgaAffx.4946.2	ENSGALT00000015967.1		-1.93	-17.692	0.003164	-1.87	-8.436	0.003492	0.06	0.233	0.826226
GgaAffx.4960.3.S1_at	LOC415555: similar to protein kinase NYD-SP5	ENSGALT00000012836.1	415555	-1.45	-13.628	0.000703	-2.04	-18.796	0.00015	-0.59	-7.779	0.000602
GgaAffx.4973.1.S1_at	LOC423163: similar to putative interleukin 1 signal transducer	ENSGALT00000012888.1	423163	0.32	3.739	0.04952	1.48	4.287	0.022842	1.17	3.287	0.039734
GgaAffx.4998.1.S1_at	LOC419347: similar to potassium voltage-gated channel, subfamily G, member 1	ENSGALT00000012958.1	419347	-1.93	-25.093	0.000028	-1.67	-5.324	0.010629	0.27	0.855	0.452929
GgaAffx.5005.5.S1_s_at	RCJMB04_1o19: golgi associated, gamma adaptin ear containing, ARF binding protein 3	ENSGALT00000012974.1	422121	-2.03	-19.125	0.000065	-1.84	-12.605	0.000146	0.19	1.242	0.271937
GgaAffx.5015.1.S1_at	ITGA11: integrin, alpha 11	ENSGALT00000012998.1	415560	0.5	1.24	0.340179	1.38	7.71	0.00415	0.88	1.988	0.148194
GgaAffx.503.1.S1_at	LOC418712: hypothetical LOC418712	ENSGALT00000001113.1	418712	-1.7	-29.307	0.000075	-1.76	-20.817	0.000061	-0.06	-0.607	0.571468
GgaAffx.5043.1.S1_s_at	LOC419358: similar to beta-1,4-galactosyltransferase (beta-1,4-GalT) V	ENSGALT00000013071.1	419358	-0.77	-3.037	0.062234	-1.05	-4.332	0.01129	-0.28	-0.886	0.418945
GgaAffx.5058.1.S1_s_at	LOC415565: similar to NOX5 protein	ENSGALT00000013091.1	415565	-0.72	-2.931	0.058421	-1.3	-10.514	0.004594	-0.58	-2.671	0.109372
GgaAffx.5070.1.S1_s_at	FUT8: fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	ENSGALT00000013112.1	423178	-0.09	-0.396	0.725741	-1.01	-4.668	0.013101	-0.92	-3.112	0.028307
GgaAffx.5085.4.S1_at	LOC429153: hypothetical LOC429153	ENSGALT00000013160.1	429153	-0.34	-1.446	0.222601	-1.08	-3.724	0.01373	-0.74	-2.654	0.04649
GgaAffx.5095.1.S1_at	LOC424063: similar to KIAA1034 protein	ENSGALT00000013201.1	424063	0.27	1.039	0.36234	1.05	2.903	0.034323	0.78	2.348	0.073196
GgaAffx.5098.1.S1_at	GgaAffx.5098.1	ENSGALT00000013209.1		-1.04	-8.481	0.001462	-0.93	-7.792	0.001866	0.11	1.143	0.309285
GgaAffx.5124.5.S1_s_at	LOC415570: Similar to COMPase	ENSGALT00000013271.1	415570	-1.62	-25.453	0.0004	-1.44	-7.8	0.003962	0.18	0.914	0.417513
GgaAffx.5125.1.A1_at	GgaAffx.5125.1	ENSGALT00000013274.1		-1.05	-14.236	0.002445	-1.65	-11.603	0.001117	-0.6	-3.827	0.016381
GgaAffx.5146.1.S1_s_at	RCJMB04_22h21: 5-nucleotidase, cytosolic II	ENSGALT00000013310.1	423871	-0.42	-1.991	0.117882	0.84	2.653	0.0529	1.26	3.897	0.014184
GgaAffx.5152.5.S1_at	LOC423184: similar to MAP-kinase activating death domain-containing protein	ENSGALT00000013315.1	423184	-1.43	-25.61	0.00047	-1.43	-16.318	0.000306	0	0	0.999784
GgaAffx.5168.2.S1_s_at	LOC426811: similar to tripartite motif-containing 36	ENSGALT00000013337.1	426811	-1.14	-9.446	0.009177	-1.14	-7.782	0.003856	0	0.003	0.997818
GgaAffx.5194.1.A1_x_at	GgaAffx.5194.1	ENSGALT00000013385.1		-1.46	-13.291	0.001056	-1.33	-8.574	0.001553	0.13	0.756	0.484667
GgaAffx.5213.1.S1_at	GgaAffx.5213.1	ENSGALT00000013443.1		-1.06	-5.108	0.033928	-0.96	-6.423	0.006362	0.09	0.372	0.728955
GgaAffx.5217.2.S1_s_at	GgaAffx.5217.2	ENSGALT00000013455.1		1.72	6.261	0.010261	0.76	1.694	0.152951	-0.96	-2.476	0.076817
GgaAffx.5238.5.S1_s_at	LOC423189: similar to Low-density lipoprotein receptor-related protein 4 precursor (Multiple epidermal growth factor-like domains 7)	ENSGALT00000013498.1	423189	-1	-10.351	0.001646	-0.91	-7.391	0.00078	0.09	0.876	0.426468
GgaAffx.5254.1.S1_at	LOC417724: hypothetical LOC417724	ENSGALT00000013535.1	417724	-1.37	-11.064	0.00038	-0.93	-5.486	0.003459	0.44	2.602	0.051384
GgaAffx.5262.1.S1_at	GgaAffx.5262.1	ENSGALT00000013574.1		1.01	13.596	0.000513	0.55	3.362	0.028831	-0.45	-2.88	0.055151
GgaAffx.5267.1.S1_at	LOC416113: hypothetical LOC416113	ENSGALT00000013590.1	416113	-1.1	-2.351	0.143076	-1.53	-11.302	0.001475	-0.43	-0.885	0.457449
GgaAffx.5275.1.A1_at	GgaAffx.5275.1	ENSGALT00000013617.1		-1.32	-18.478	0.000147	-1.24	-12.602	0.000057	0.08	0.924	0.404349
GgaAffx.528.1.S1_at	GgaAffx.528.1	ENSGALT00000001169.1		-1.51	-11.878	0.004145	-1.53	-15.671	0.000149	-0.02	-0.14	0.895106
GgaAffx.5290.1.S1_s_at	LOC423879: hypothetical LOC423879	ENSGALT00000013671.1	423879	-1.3	-12.556	0.003387	-1.36	-36.478	0.000002	-0.06	-0.612	0.59692
GgaAffx.5291.1.S1_at	CREB3L1: cAMP responsive element binding protein 3-like 1	ENSGALT00000013673.1	423198	-0.99	-3.465	0.025839	-1.3	-4.484	0.006689	-0.31	-1.049	0.343524
GgaAffx.5298.1.S1_at	GgaAffx.5298.1	ENSGALT00000013693.1		1.14	8.929	0.001021	0.28	0.651	0.557397	-0.86	-2.014	0.131069
GgaAffx.5321.2.S1_at	LOC421244: similar to potassium-dependent Na/Ca exchanger NCKX3	ENSGALT00000013757.1	421244	-0.58	-3.693	0.026826	-1.05	-6.266	0.002626	-0.48	-3.479	0.017686
GgaAffx.5323.1.S1_at	GgaAffx.5323.1	ENSGALT00000013764.1		-1.09	-6.405	0.022718	-1.18	-7	0.005714	-0.09	-0.375	0.723943
GgaAffx.5335.2.S1_s_at	LOC416124: similar to plexin D1	ENSGALT00000013809.1	416124	1.34	6.152	0.01023	0.68	1.521	0.218378	-0.66	-1.382	0.237447
GgaAffx.539.1.S1_at	GgaAffx.539.1	ENSGALT00000001194.1		0.16	2.501	0.102052	1.6	7.557	0.002697	1.44	7.043	0.005412
GgaAffx.5401.1.S1_at	LOC423890: similar to MGC84792 protein	ENSGALT00000013973.1	423890	0.32	3.47	0.042477	1.02	4.789	0.014628	0.69	3.092	0.037866
GgaAffx.5406.1.S1_at	LOC424101: similar to G protein-coupled receptor 1	ENSGALT00000013983.1	424101	-1.05	-1.723	0.219753	-1.05	-4.193	0.012735	0.01	0.009	0.993522
GgaAffx.5418.1.S1_at	GgaAffx.5418.1	ENSGALT00000014000.1		1.41	3.839	0.048662	0.29	0.372	0.727521	-1.13	-1.616	0.200856
GgaAffx.5438.3.S1_s_at	LOC428421: similar to mannose receptor C1	ENSGALT00000014060.1	428421	-0.68	-6.677	0.006562	-1.25	-4.871	0.009346	-0.56	-2.307	0.097871
GgaAffx.5449.1.S1_at	LOC420515: similar to mannose receptor	ENSGALT00000014077.1	420515	-1.93	-11.697	0.006975	-1.76	-12.349	0.001073	0.17	0.786	0.471854
GgaAffx.5453.1.S1_at	LOC423220: similar to MGA protein	ENSGALT00000014096.1	423220	-0.58	-5.462	0.007801	-1.18	-7.206	0.002247	-0.6	-3.4	0.022133
GgaAffx.5492.2.S1_at	GgaAffx.5492.2	ENSGALT00000014193.1		-1.37	-24.582	0.000016	-1.24	-5.68	0.009036	0.13	0.591	0.593898
GgaAffx.5495.2.S1_at	GgaAffx.5495.2	ENSGALT00000014199.1		-1.14	-4.222	0.017337	-1.45	-7.892	0.001908	-0.31	-1.277	0.295742
GgaAffx.5495.2.S1_s_at	GgaAffx.5495.2	ENSGALT00000014199.1		-1.07	-11.408	0.002691	-0.9	-6.929	0.003908	0.17	1.092	0.325647
GgaAffx.5499.1.S1_at	LOC427774: hypothetical LOC427774	ENSGALT00000014218.1	427774	-1.44	-16.325	0.000991	-1.44	-5.438	0.01124	0.01	0.019	0.985599
GgaAffx.5517.1.S1_at	GgaAffx.5517.1	ENSGALT00000014263.1		-1.42	-9.656	0.006715	-1.22	-7.128	0.0027	0.2	1.938	0.126853
GgaAffx.5521.1.S1_at	GgaAffx.5521.1	ENSGALT00000014273.1		-2.39	-2.952	0.09728	-1.32	-7.049	0.003725	1.08	1.298	0.313791
GgaAffx.5529.1.S1_at	LOC423895: similar to Glycerol-3-phosphate acyltransferase, mitochondrial	ENSGALT00000014299.1	423895	-0.85	-13.278	0.003843	-1.51	-16.947	0.000017	-0.66	-10.164	0.001367
GgaAffx.5550.1.S1_at	LOC417267: similar to KIAA0674 protein	ENSGALT00000014360.1	417267	-1.08	-17.45	0.001365	-0.68	-3.552	0.036877	0.4	2.018	0.122575
GgaAffx.5584.2.S1_s_at	LOC422379: similar to TIGIRR-1	ENSGALT00000014449.1	422379	0.49	5	0.030616	1.04	5.097	0.005472	0.55	3.041	0.053764
GgaAffx.5598.1.S1_at	LOC427776: hypothetical LOC427776	ENSGALT00000014472.1	427776	-0.62	-2.714	0.111008	-1.65	-6.365	0.006391	-1.03	-8.104	0.003168
GgaAffx.5604.1.S1_at	Transcribed locus, strongly similar to XP_579486.1  hypothetical protein XP_579486 [Rattus norvegicus]	ENSGALT00000014481.1		-2.07	-17.387	0.001851	-2.25	-14.651	0.000459	-0.18	-0.957	0.382795
GgaAffx.5604.1.S1_s_at	Transcribed locus, strongly similar to XP_579486.1  hypothetical protein XP_579486 [Rattus norvegicus]	ENSGALT00000014481.1		-1.66	-10.585	0.002325	-1.59	-9.858	0.000531	0.07	0.354	0.738427
GgaAffx.5638.1.S1_at	GgaAffx.5638.1	ENSGALT00000014554.1		-1.82	-15.99	0.0001	-1.88	-18.142	0.000016	-0.06	-0.559	0.603527
GgaAffx.5639.1.S1_at	LOC423226: similar to Cytosolic phospholipase A2 epsilon (cPLA2-epsilon) (Phospholipase A2 group IVE)	ENSGALT00000014555.1	423226	-1.25	-13.788	0.000784	-0.95	-6.983	0.00317	0.31	2.037	0.100513
GgaAffx.5701.1.A1_at	GgaAffx.5701.1	ENSGALT00000014684.1		-1.74	-12.055	0.000778	-1.65	-13.703	0.000037	0.09	0.548	0.611934
GgaAffx.5706.1.S1_s_at	TTN: titin	ENSGALT00000014696.1	424126	-1.46	-5.127	0.010555	-1.16	-6.179	0.003905	0.3	1.144	0.340447
GgaAffx.5721.1.S1_at	RCJMB04_5b22: lysocardiolipin acyltransferase	ENSGALT00000014745.1	421303	-1.5	-3.479	0.053162	-1.15	-3.825	0.015276	0.35	0.717	0.517116
GgaAffx.5738.2.S1_at	LOC422387: similar to myotubularin-related protein 1	ENSGALT00000014783.1	422387	-2.22	-15.853	0.00221	-2.09	-15.289	0.000281	0.12	0.661	0.539049
GgaAffx.574.1.S1_at	GgaAffx.574.1	ENSGALT00000001295.1		-0.2	-2.979	0.043087	0.82	5.42	0.006643	1.02	6.894	0.003674
GgaAffx.5757.1.S1_s_at	ANKRD26: ankyrin repeat domain 26	ENSGALT00000014824.1	417764	-1.78	-10.884	0.00644	-1.67	-15.908	0.000198	0.11	0.561	0.608342
GgaAffx.5758.1.S1_at	GgaAffx.5758.1	ENSGALT00000014831.1		1.61	5.431	0.007023	0.91	1.461	0.2186	-0.71	-1.176	0.312218
GgaAffx.5759.1.A1_at	GgaAffx.5759.1	ENSGALT00000014833.1		1.07	3.477	0.026617	0.34	0.7	0.521814	-0.73	-1.474	0.207788
GgaAffx.5764.1.S1_at	GgaAffx.5764.1	ENSGALT00000014847.1		-1.49	-22.105	0.000063	-1.56	-12.215	0.000488	-0.07	-0.521	0.629284
GgaAffx.5766.1.S1_at	STARD9: START domain containing 9	ENSGALT00000014850.1	423238	1.13	4.257	0.027196	0.18	0.362	0.739474	-0.95	-1.798	0.141188
