Gene Symbol	Quies-Cycl	Quies-Diff	Cycl-Diff	Log2Fold Quies-Cycl	Log2Fold Quies-Diff	Log2Fold Cycl-Diff	Gene.Title
	-1	-1	0	-1.291734352	-1.86988045	-0.578146098	CDNA: FLJ22256 fis, clone HRC02860
XRN2	0	-1	0	-1.329712342	-1.531413739	-0.201701397	5-3 exoribonuclease 2
ZBTB10	0	1	0	0.759868266	1.586334676	0.82646641	Zinc finger and BTB domain containing 10
	0	1	0	1.353196884	2.043783352	0.690586467	EST from clone 1206988, full insert
OTUD5	0	-1	0	-0.563371973	-1.047160645	-0.483788672	OTU domain containing 5
LOC401565	0	-1	0	-1.648209494	-1.887420144	-0.23921065	similar to 4931415M17 protein
FLYWCH1	0	-1	0	-0.983312119	-1.441593328	-0.45828121	FLYWCH-type zinc finger 1
GKAP1	0	1	0	0.495259357	1.050266399	0.555007042	G kinase anchoring protein 1
MLZE	-1	-1	0	-1.08526587	-1.162668614	-0.077402744	melanoma-derived leucine zipper, extra-nuclear factor
ACSS2	0	-1	0	-0.671976169	-1.066413516	-0.394437347	acyl-CoA synthetase short-chain family member 2
	0	-1	-1	-0.225951184	-1.933424981	-1.707473797
CHL1	0	1	0	0.176947676	1.04519651	0.868248835	Cell adhesion molecule with homology to L1CAM (close homolog of L1)
PARP6	-1	-1	0	-1.149554327	-1.184640281	-0.035085954	poly (ADP-ribose) polymerase family, member 6
KLHDC4	-1	-1	0	-1.081224816	-1.07027688	0.010947936	kelch domain containing 4
WDR51A	0	-1	0	-0.82958187	-1.20040676	-0.37082489	WD repeat domain 51A
	1	0	0	1.094465168	0.873017904	-0.221447264
DNTTIP1	-1	-1	0	-1.699463714	-2.282175979	-0.582712265	deoxynucleotidyltransferase, terminal, interacting protein 1
C20orf80	1	1	0	1.191085596	1.13680734	-0.054278256	Chromosome 20 open reading frame 80
LOC442262 /// LOC732268	0	-1	0	-1.309138216	-1.624413008	-0.315274793	similar to Glyceraldehyde-3-phosphate dehydrogenase (GAPDH)
ARL16	0	-1	0	-0.443430132	-1.003117351	-0.559687219	ADP-ribosylation factor-like 16
GALM	0	1	0	0.185815116	1.1135889	0.927773784	Galactose mutarotase (aldose 1-epimerase)
	0	-1	0	-1.10143978	-1.954723708	-0.853283928	Full-length cDNA clone CS0DI067YM20 of Placenta Cot 25-normalized of Homo sapiens (human)
VPS13C	1	1	0	1.07803343	1.40520673	0.3271733	Vacuolar protein sorting 13 homolog C (S. cerevisiae)
CYYR1	0	1	1	0.425235268	2.121261226	1.696025957	cysteine/tyrosine-rich 1
	0	1	0	0.748442064	1.245422737	0.496980673	Transcribed locus
CCDC50	0	1	0	0.495872129	1.32626078	0.830388651	coiled-coil domain containing 50
ETV6	0	-1	0	-0.729827998	-1.194840772	-0.465012774	ets variant gene 6 (TEL oncogene)
SPRED1	0	1	1	1.088281557	2.449889187	1.36160763	Sprouty-related, EVH1 domain containing 1
CCDC64B	0	-1	-1	-0.483361354	-2.376931578	-1.893570224	coiled-coil domain containing 64B
	0	1	0	0.419302425	1.878934963	1.459632538	CDNA clone IMAGE:6254031
KRTCAP3	0	1	0	0.27395699	1.086541862	0.812584872	keratinocyte associated protein 3
	0	1	0	0.624184926	1.424442574	0.800257648	CDNA FLJ32348 fis, clone PROST2007200
C20orf82	0	1	0	0.887396631	1.314358109	0.426961478	chromosome 20 open reading frame 82
RNF125	0	1	0	0.580969574	1.275617161	0.694647587	ring finger protein 125
	0	1	0	0.544883673	1.478995143	0.934111469	Transcribed locus
SCN2B	0	1	0	0.302486064	1.135179072	0.832693008	sodium channel, voltage-gated, type II, beta
CCDC85A	0	1	0	0.622358328	1.425017757	0.80265943	coiled-coil domain containing 85A
CCDC58	1	0	0	1.126929094	0.793010428	-0.333918667	coiled-coil domain containing 58
KSR1	0	-1	-1	0.111706614	-1.418342305	-1.530048919	Kinase suppressor of ras 1
FAM83F	0	-1	0	-1.599852131	-1.924235426	-0.324383294	family with sequence similarity 83, member F
SBSN	0	-1	-1	-1.57001139	-4.37079884	-2.80078745	suprabasin
B4GALT6	0	1	1	0.305360135	1.513025664	1.207665528	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6
	0	1	0	0.359885208	1.339885637	0.980000429
LRCH3	0	1	0	0.517777315	1.253033558	0.735256243	leucine-rich repeats and calponin homology (CH) domain containing 3
	0	1	0	0.810974858	1.107661442	0.296686584	MRNA; cDNA DKFZp564E143 (from clone DKFZp564E143)
ADAMTS5	0	1	0	1.127213005	2.53332185	1.406108846	ADAM metallopeptidase with thrombospondin type 1 motif, 5 (aggrecanase-2)
KREMEN1	0	0	-1	0.12758476	-0.949924009	-1.077508769	kringle containing transmembrane protein 1
GSTA4	0	-1	0	-0.447463103	-1.744469001	-1.297005898	glutathione S-transferase A4
NPHP3	0	1	0	0.997468636	1.118260998	0.120792362	nephronophthisis 3 (adolescent)
ARHGEF7	-1	-1	0	-3.141919441	-3.153703784	-0.011784343	Rho guanine nucleotide exchange factor (GEF) 7
	0	1	0	0.445222944	1.264306027	0.819083083	Transcribed locus
	0	1	0	1.183624445	1.461973628	0.278349183	CDNA clone IMAGE:4819084
MAML2	1	1	0	1.308853331	1.999878825	0.691025494	mastermind-like 2 (Drosophila)
C10orf72	0	0	1	-0.323315158	0.770487469	1.093802627	Chromosome 10 open reading frame 72
	0	1	0	0.283776766	1.144825064	0.861048298	Clone IMAGE:609899, mRNA sequence
HOXA3	0	1	0	0.700294762	1.468448123	0.768153361	homeobox A3
	1	1	0	1.23543367	1.275884082	0.040450411	Transcribed locus
	0	1	0	0.93405441	1.361457204	0.427402794	Transcribed locus
TSHZ2	0	1	0	0.890164307	1.145563225	0.255398918	teashirt zinc finger homeobox 2
ARHGAP5	0	1	0	0.640149743	1.405579709	0.765429966	Rho GTPase activating protein 5
	0	-1	0	-0.51195732	-1.405674567	-0.893717247
SESN3	0	1	1	0.385932747	2.252810646	1.866877899	sestrin 3
ZNF225	0	1	0	0.567871827	1.005020953	0.437149126	Zinc finger protein 225
DAZAP2	0	-1	0	-0.329526339	-1.117231419	-0.787705081	DAZ associated protein 2
GAS2L3	0	-1	0	-0.385717819	-1.401706324	-1.015988505	growth arrest-specific 2 like 3
PLA2R1	0	1	0	0.85053285	1.908946089	1.058413239	phospholipase A2 receptor 1, 180kDa
GSTM3	0	1	0	0.546811045	1.71951065	1.172699605	glutathione S-transferase M3 (brain)
	0	-1	0	-0.373523092	-1.057679805	-0.684156713	Full-length cDNA clone CS0DL008YG09 of B cells (Ramos cell line) Cot 25-normalized of Homo sapiens (human)
	0	1	0	0.754379411	1.126631625	0.372252213	Transcribed locus
C9orf64	0	1	0	0.438340358	1.315163807	0.87682345	chromosome 9 open reading frame 64
HMCN1	0	1	0	0.752754356	2.737238091	1.984483735	hemicentin 1
KIAA1377	1	1	0	1.081500718	1.174439307	0.092938589	KIAA1377
	0	1	0	0.747480007	1.049727731	0.302247724	Transcribed locus
PLA2G4F	0	-1	0	-0.10102989	-1.079606084	-0.978576194	Phospholipase A2, group IVF
SLITRK6	0	1	0	1.049922558	2.191589738	1.141667181	SLIT and NTRK-like family, member 6
	0	1	0	0.778592235	1.172024678	0.393432443	CDNA FLJ38419 fis, clone FEBRA2009846
PPAPDC1A	0	1	0	0.860994557	1.58714945	0.726154893	phosphatidic acid phosphatase type 2 domain containing 1A
	0	1	0	0.6021875	1.658686417	1.056498918	Transcribed locus
GCLM	0	-1	0	-0.995214389	-1.007541746	-0.012327357	glutamate-cysteine ligase, modifier subunit
TMEM20	0	-1	0	-0.387168401	-1.28445259	-0.897284189	transmembrane protein 20
C3orf15	0	1	0	0.401255985	1.221495981	0.820239997	chromosome 3 open reading frame 15
GGT6	0	-1	-1	-0.471632038	-1.836930165	-1.365298128	gamma-glutamyltransferase 6 homolog (rat)
LPHN3	1	1	1	1.377291944	2.616293103	1.239001159	latrophilin 3
SP4	0	1	0	0.614936733	1.174726097	0.559789364	Sp4 transcription factor
CDKN2B	0	-1	0	-0.603879725	-2.93568364	-2.331803915	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)
	1	1	0	1.223102218	1.123711512	-0.099390706	CDNA FLJ43467 fis, clone OCBBF2036752
WDR8	0	-1	0	-1.797586655	-2.84927531	-1.051688656	WD repeat domain 8
CSTB	0	-1	-1	-0.543984352	-1.670087455	-1.126103104	cystatin B (stefin B)
	0	1	0	0.599639778	1.171288816	0.571649038	Transcribed locus
	0	1	0	0.741928355	1.187838731	0.445910376	(clone 33) macronuclear mRNA
SPG20	0	1	0	0.834227152	1.064366276	0.230139124	spastic paraplegia 20 (Troyer syndrome)
	0	1	0	1.025616479	2.199005967	1.173389488	Full length insert cDNA YI37C01
	0	1	0	0.627389608	1.346807	0.719417392	MRNA; cDNA DKFZp686N0886 (from clone DKFZp686N0886)
LOC157381	0	-1	0	-0.262935409	-1.198474379	-0.93553897	hypothetical protein LOC157381
CXCL14	0	1	0	0.307820394	1.757847428	1.450027034	chemokine (C-X-C motif) ligand 14
	0	1	1	1.250408765	2.893072478	1.642663713	Transcribed locus
THBD	0	-1	0	-1.457677371	-2.86728312	-1.409605748	thrombomodulin
	0	0	1	-0.42510075	0.999026773	1.424127523	CDNA FLJ37166 fis, clone BRACE2027408
	0	1	0	0.161253484	1.106621527	0.945368044	Transcribed locus
IL22RA2	0	1	0	1.035027465	1.27594128	0.240913814	interleukin 22 receptor, alpha 2
GPR115	0	-1	0	-0.93475458	-2.490163564	-1.555408984	G protein-coupled receptor 115
	0	1	0	1.117062027	1.678112449	0.561050422	Transcribed locus
DPP7	0	-1	0	-0.605060616	-1.274268623	-0.669208007	Dipeptidyl-peptidase 7
TMEM154	0	-1	-1	0.157904468	-1.043959558	-1.201864026	transmembrane protein 154
KCTD6	0	1	0	0.594487436	1.113384292	0.518896856	potassium channel tetramerisation domain containing 6
LOC284023	0	1	1	0.164010136	1.309326802	1.145316666	hypothetical protein LOC284023
	0	1	0	0.703311833	1.037176513	0.33386468	Transcribed locus
DYNLRB2	0	1	0	1.243954031	1.876013103	0.632059072	dynein, light chain, roadblock-type 2
	0	1	0	0.432636133	1.062967646	0.630331513	CDNA clone IMAGE:4791585
	0	-1	0	-0.716550384	-1.099129077	-0.382578692	Transcribed locus, weakly similar to XP_001087732.1  similar to oxidation resistance 1 isoform 5 [Macaca mulatta]
RBMS3	1	1	0	1.24953152	1.243808268	-0.005723252	RNA binding motif, single stranded interacting protein
EFHA2	0	1	0	1.127264607	2.069402782	0.942138175	EF-hand domain family, member A2
FAM83A	-1	-1	0	-1.849076097	-3.122069687	-1.27299359	family with sequence similarity 83, member A
LOC153222	0	1	0	0.682036069	1.23824174	0.556205671	adult retina protein
	0	1	0	0.577930036	1.013445525	0.435515488	MRNA; clone CD 43T7
	0	1	0	0.735088308	1.082530046	0.347441737	MRNA; clone CD 43T7
	0	1	0	0.910851521	1.054088519	0.143236999	Transcribed locus
TMEM136	0	1	0	0.57455167	1.093342382	0.518790712	transmembrane protein 136
DDI2	0	-1	0	-0.898517861	-1.278738046	-0.380220185	DDI1, DNA-damage inducible 1, homolog 2 (S. cerevisiae)
TRERF1	0	1	0	0.518277253	1.329396077	0.811118824	transcriptional regulating factor 1
CYB5B	0	1	0	0.532069231	1.250490921	0.71842169	cytochrome b5 type B (outer mitochondrial membrane)
	0	1	0	0.507348859	1.288763784	0.781414925	Transcribed locus
SGPP2	0	-1	0	-1.168008511	-1.615681517	-0.447673006	sphingosine-1-phosphate phosphotase 2
	0	1	0	0.410069945	1.05499084	0.644920894	CDNA FLJ25559 fis, clone JTH02834
ZNF342	0	-1	0	-1.38389354	-2.110110175	-0.726216636	zinc finger protein 342
	0	1	0	0.661062571	1.742514061	1.08145149	CDNA FLJ37310 fis, clone BRAMY2016706
	0	1	0	0.794012374	1.422056824	0.62804445	Full length insert cDNA clone ZD51F08
PTGS1	0	-1	-1	-1.533138194	-4.141953381	-2.608815187	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
LOC440934	0	1	0	0.766784195	1.410452745	0.64366855	Hypothetical gene supported by BC008048
FAM83A	0	-1	-1	-0.741923827	-1.79175073	-1.049826904	family with sequence similarity 83, member A
	0	-1	0	-0.472559489	-1.207527441	-0.734967951	Transcribed locus
	0	1	0	0.838987095	2.428421348	1.589434253	MRNA; cDNA DKFZp779F2345 (from clone DKFZp779F2345)
DPY19L2	0	1	0	0.717694685	1.227344177	0.509649491	dpy-19-like 2 (C. elegans)
LOC494150	0	-1	0	-0.674545619	-1.528992899	-0.85444728	prohibitin pseudogene
LOC132430	0	1	0	0.982270713	1.844474821	0.862204108	similar to poly(A) binding protein, cytoplasmic 4 (inducible form)
POLI	1	1	0	1.02226727	1.421719737	0.399452468	polymerase (DNA directed) iota
ALDOA	0	-1	0	-1.435817529	-2.384374921	-0.948557392	aldolase A, fructose-bisphosphate
CIAO1	0	-1	0	-0.526758824	-1.130378383	-0.603619559	Cytosolic iron-sulfur protein assembly 1 homolog (S. cerevisiae)
	0	1	0	0.938280485	1.467865663	0.529585178	CDNA clone IMAGE:5311370
	0	-1	0	-1.011582962	-1.240193062	-0.2286101	Transcribed locus
C10orf65	0	1	0	0.368681496	1.392104922	1.023423426	chromosome 10 open reading frame 65
	0	-1	0	-0.438738589	-1.081871574	-0.643132985	Homo sapiens, clone IMAGE:5244869, mRNA
	0	-1	0	-0.465409001	-1.363241107	-0.897832105	CDNA FLJ42086 fis, clone TESOP1000127
NOS1	0	0	1	-0.031579662	1.593644528	1.62522419	Nitric oxide synthase 1 (neuronal)
FLJ41747	0	1	0	0.762629773	1.498939305	0.736309532	hypothetical gene supported by AK123741
ZNF542	1	1	0	1.121139977	1.304284692	0.183144715	zinc finger protein 542
C8orf79	0	1	0	0.769793901	1.424832674	0.655038774	chromosome 8 open reading frame 79
	-1	-1	0	-1.276729776	-1.732665115	-0.455935339
	-1	0	0	-1.023153872	-0.780344168	0.242809705
IGFL1	0	-1	-1	-0.47307477	-1.915559504	-1.442484734	IGF-like family member 1
	0	1	0	0.517826578	1.368631351	0.850804774	CDNA FLJ36491 fis, clone THYMU2018197
	0	1	0	0.789300058	1.329527447	0.540227389	Transcribed locus
	0	-1	0	-0.644617794	-1.321834837	-0.677217043	Transcribed locus
FAM83A	0	-1	0	-0.585402669	-1.222195064	-0.636792395	family with sequence similarity 83, member A
	0	1	0	0.496090094	1.451329815	0.955239722	Transcribed locus
NAP5	1	1	0	1.175925416	1.929588027	0.753662611	Nck-associated protein 5
TRIM7	0	-1	0	-1.129049789	-1.542716739	-0.41366695	tripartite motif-containing 7
	0	1	0	0.760839184	1.306704262	0.545865078	CDNA FLJ41316 fis, clone BRAMY2043314
KLC3	0	-1	0	-1.419996538	-2.609070538	-1.189074	kinesin light chain 3
TPBG	0	1	0	0.574444073	1.293253069	0.718808996	trophoblast glycoprotein
	0	1	0	0.834688187	1.14568642	0.310998233	Transcribed locus
	0	1	0	0.640756342	1.10922133	0.468464989	Transcribed locus
CSNK1A1	0	-1	0	-1.345122332	-1.984210923	-0.639088591	Casein kinase 1, alpha 1
	0	-1	0	-0.20846017	-1.295452824	-1.086992654	Transcribed locus
	-1	-1	0	-1.349010738	-1.330672352	0.018338385	Transcribed locus
	0	-1	0	-0.488133809	-1.421902073	-0.933768264	Clone IMAGE:110436 mRNA sequence
AADACL2	0	-1	-1	-0.340561779	-2.958902636	-2.618340857	arylacetamide deacetylase-like 2
	0	-1	0	-0.468698879	-1.263842202	-0.795143324	Transcribed locus
	0	1	0	0.492599083	1.063688286	0.571089203	Transcribed locus
	0	1	0	0.335927277	1.092717893	0.756790616	Transcribed locus, strongly similar to XP_531081.2  hypothetical protein [Pan troglodytes]
	0	1	0	1.060536894	1.323390928	0.262854034	CDNA FLJ42259 fis, clone TKIDN2011289
LOC344887	0	-1	-1	-0.385080417	-2.166479011	-1.781398594	similar to NmrA-like family domain containing 1
	0	1	0	0.608261028	1.124890105	0.516629078	Transcribed locus
	0	-1	0	-0.743816011	-1.448371104	-0.704555093	Transcribed locus
	0	1	0	1.419714602	2.215531467	0.795816865
LSM11	0	-1	0	-0.910609725	-1.004854213	-0.094244488	LSM11, U7 small nuclear RNA associated
	0	1	1	0.748292731	2.13886217	1.390569439	Transcribed locus
LIN7B	0	0	-1	0.565382174	-0.805619353	-1.371001527	lin-7 homolog B (C. elegans)
RHOV	0	-1	-1	-1.291471361	-3.950681163	-2.659209803	ras homolog gene family, member V
	0	1	0	0.80179907	1.360395414	0.558596344	Transcribed locus
ZNF709	0	1	0	0.735071053	1.226370105	0.491299052	zinc finger protein 709
	0	1	0	0.816046642	1.356055255	0.540008613	Transcribed locus
SPATA6	0	1	0	0.572398418	1.229319538	0.656921121	spermatogenesis associated 6
MGC70870	0	1	0	0.578204756	1.125991816	0.54778706	Hypothetical LOC403340
DLX1	0	0	1	-0.614896515	0.555568426	1.170464941	distal-less homeobox 1
	0	1	0	0.969530059	1.076832993	0.107302935	Transcribed locus
	0	1	0	0.955834903	1.166809327	0.210974424	Transcribed locus
	0	1	0	0.414211549	1.091059181	0.676847632	MRNA; cDNA DKFZp686F1745 (from clone DKFZp686F1745)
LOC283278	0	-1	-1	-0.59855387	-1.887648072	-1.289094202	hypothetical protein LOC283278
	0	1	0	0.998620947	1.196589628	0.197968681	Breast cancer antigen 32004 mRNA, partial sequence
	0	1	0	0.722936423	1.360917644	0.637981221
	1	0	0	1.059657093	0.900672154	-0.158984939	Transcribed locus
ZNF420	0	1	0	0.998376006	1.112329594	0.113953588	zinc finger protein 420
	0	-1	0	-1.566635683	-1.775234818	-0.208599135	Transcribed locus
PAQR5	0	-1	-1	-0.258917922	-2.522961473	-2.264043551	progestin and adipoQ receptor family member V
CIT	0	-1	0	-0.54143191	-1.135504927	-0.594073017	citron (rho-interacting, serine/threonine kinase 21)
	0	1	0	0.869286432	1.528634294	0.659347862	Transcribed locus
RDH12	0	-1	-1	-1.000470481	-4.053816727	-3.053346246	retinol dehydrogenase 12 (all-trans/9-cis/11-cis)
ALS2CL	0	-1	0	-1.289166148	-1.469908209	-0.180742062	ALS2 C-terminal like
	0	1	1	0.656203299	1.844202547	1.187999248	Transcribed locus
	1	1	0	1.499030045	1.386613618	-0.112416427	Transcribed locus
	-1	-1	0	-2.576176692	-2.705698777	-0.129522085	MRNA; cDNA DKFZp686E18224 (from clone DKFZp686E18224)
	0	1	0	0.743268631	1.288302173	0.545033542	Transcribed locus
	0	1	1	0.327859216	1.49893107	1.171071854	Transcribed locus
C20orf80	1	1	0	1.579161675	1.286211882	-0.292949793	Chromosome 20 open reading frame 80
ZNF599	0	1	0	0.70310909	1.241808859	0.538699769	zinc finger protein 599
	0	1	0	1.040465904	1.622570386	0.582104482	Transcribed locus
	0	1	0	0.551653914	1.632930005	1.081276091
	0	1	0	1.077433734	2.003913016	0.926479282
	0	-1	-1	-0.676999841	-1.748383676	-1.071383835
KLRG2	0	-1	0	-0.127076619	-1.163090181	-1.036013562	killer cell lectin-like receptor subfamily G, member 2
ANKRD18A	0	-1	0	-0.974748484	-1.710099125	-0.735350641	ankyrin repeat domain 18A
SLC2A12	0	1	0	0.135445503	1.056840521	0.921395018	solute carrier family 2 (facilitated glucose transporter), member 12
	0	-1	0	-0.411328756	-1.257836745	-0.846507989	Transcribed locus
ASXL1	0	-1	0	-0.439452833	-1.06539602	-0.625943186	additional sex combs like 1 (Drosophila)
KY	0	1	1	0.168678346	2.687643562	2.518965216	kyphoscoliosis peptidase
LOC26010	0	1	0	0.562045746	1.089895618	0.527849872	Viral DNA polymerase-transactivated protein 6
	0	1	0	0.977036343	1.517072976	0.540036633	Transcribed locus
CYP4F22	0	-1	0	-0.191158482	-1.102359686	-0.911201204	cytochrome P450, family 4, subfamily F, polypeptide 22
MGC9913	0	1	0	0.738758192	1.259180648	0.520422456	Hypothetical protein MGC9913
MGC9913	0	1	0	1.003153219	1.43104035	0.42788713	Hypothetical protein MGC9913
LOC440345 /// LOC440354 /// LOC595101 /// LOC641298 /// LOC728423 /// LOC729513 /// LOC730099 /// SMG1	1	0	0	1.170376075	1.000052615	-0.17032346	PI-3-kinase-related kinase SMG-1 /// hypothetical protein LOC440345 /// PI-3-kinase-related kinase SMG-1 pseudogene /// PI-3-kinase-related kinase SMG-1 - like locus /// similar to PI-3-kinase-related kinase SMG-1
	mRNA. // refseq // 0 // chr16:21797838-21822375(-) /// XR_015571 // PREDICTED: Homo sapiens similar to PI-3-kinase-related kinase SMG-1 (LOC729513)	mRNA. // refseq // 0 // chr16:21365576-21390580(-) /// XR_015571 // PREDICTED: Homo sapiens similar to PI-3-kinase-related kinase SMG-1 (LOC729513)	mRNA. // refseq // 0 // chr16:68810955-68837027(-) /// XR_015571 // PREDICTED: Homo sapiens similar to PI-3-kinase-related kinase SMG-1 (LOC729513)	misc RNA. // refseq // 0 // chr16:29300139-29485073(-) /// XR_015786 // PREDICTED: Homo sapiens hypothetical protein LOC440345 (LOC440345)	misc RNA. // refseq // 0 // chr16:30141722-30224777(-) /// XR_015786 // PREDICTED: Homo sapiens hypothetical protein LOC440345 (LOC440345)	misc RNA. // refseq // 0 // chr16:21753411-21841325(-) /// XR_015786 // PREDICTED: Homo sapiens hypothetical protein LOC440345 (LOC440345)
	0	1	0	0.970381269	1.37598624	0.40560497	Full-length cDNA clone CS0DF030YH04 of Fetal brain of Homo sapiens (human)
TMEM112B	0	-1	0	-0.781773367	-1.314989345	-0.533215978	transmembrane protein 112B
GAS2L1	0	-1	0	-0.736384372	-1.273493148	-0.537108776	growth arrest-specific 2 like 1
JAG2	0	0	1	-1.232324973	1.815953705	3.048278678	jagged 2
CTA-126B4.3	0	-1	0	-0.640850516	-1.540148709	-0.899298192	CGI-96 protein
STOML1	0	-1	0	-0.689426569	-1.451837303	-0.762410734	stomatin (EPB72)-like 1
KRIT1	0	-1	0	-0.748789561	-1.149119998	-0.400330438	KRIT1, ankyrin repeat containing
CACNB3	0	-1	0	-0.875901104	-1.501195667	-0.625294563	calcium channel, voltage-dependent, beta 3 subunit
GM2A	0	-1	0	-1.104677663	-1.679444699	-0.574767036	GM2 ganglioside activator
LRMP	0	-1	-1	-0.81868962	-2.937082624	-2.118393004	lymphoid-restricted membrane protein
GCAT	0	-1	0	-0.669452038	-1.023964954	-0.354512916	glycine C-acetyltransferase (2-amino-3-ketobutyrate coenzyme A ligase)
CTNS	0	-1	0	-1.162856731	-1.537420151	-0.374563421	cystinosis, nephropathic
BNIP1	0	-1	0	-0.819452731	-1.217479504	-0.398026773	BCL2/adenovirus E1B 19kDa interacting protein 1
ZNF142	0	-1	0	-0.938939743	-1.202683652	-0.263743909	zinc finger protein 142
PREP	-1	-1	0	-1.276928857	-1.519901189	-0.242972332	prolyl endopeptidase
DMPK	0	-1	0	-0.575949816	-1.303164976	-0.727215161	dystrophia myotonica-protein kinase
FAM3A	0	-1	0	-0.549293315	-1.128825995	-0.57953268	family with sequence similarity 3, member A
ESPL1	-1	-1	0	-1.847542935	-1.886240053	-0.038697118	extra spindle pole bodies homolog 1 (S. cerevisiae)
RGS14	0	-1	0	-0.859640644	-1.927961235	-1.068320591	regulator of G-protein signaling 14
HIP1R /// LOC728014	0	-1	0	-0.580419941	-1.144768771	-0.56434883	huntingtin interacting protein 1 related /// similar to huntingtin interacting protein 1 related
