Agilent Human Microarray Probe Name	Probe Chromosomal Coordinates (hg19)	Gene Symbol	Gene Accession	Gene Name	GO Annotation	DNA-binding	Interpro Domaon	69 Zinc Finger	Sex-bias	Composite array score	Male/Female normalized ratio	Male/Female Fold-change	p-value	Microarray Signal Intensity1 (female)	Miccroarray Signal Intensity2 (male)
A_24_P273857	chr8:106646515-106646574	ZFPM2	NM_012082	Zinc finger protein, multitype 2	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|RNA polymerase II transcription factor activity|TAS|GO:0003702|GOA|10438528//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|transcription corepressor activity|IEA|GO:0003714|GOA|na//molecular function|transcription factor binding|IEA|GO:0008134|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|cardiac muscle tissue development|IEA|GO:0048738|GOA|na//biological process|embryonic organ development|IEA|GO:0048568|GOA|na//biological process|in utero embryonic development|IEA|GO:0001701|GOA|na//biological process|lung development|IEA|GO:0030324|GOA|na//biological process|negative regulation of transcription from RNA polymerase II promoter|IEA|GO:0000122|GOA|na//biological process|positive regulation of transcription from RNA polymerase II promoter|IEA|GO:0045944|GOA|na//biological process|regulation of transcription|IEA|GO:0045449|GOA|na//biological process|regulation of transcription from RNA polymerase II promoter|TAS|GO:0006357|GOA|10438528//biological process|vasculogenesis|IEA|GO:0001570|GOA|na//cellular component|cytoplasm|IEA|GO:0005737|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR007087:Zinc finger, C2H2-type,IPR015880:Zinc finger, C2H2-like,	1	F	15	0.8666	-1.154	5.3266E-07	24.5646	21.1773
A_24_P290527	chrX:24225504-24225563	ZFX	NM_003410	Zinc finger protein, X-linked	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|transcription coactivator activity|TAS|GO:0003713|GOA|2105457//molecular function|transcription regulator activity|IEA|GO:0030528|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|regulation of transcription|IEA|GO:0045449|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|intracellular membrane-bounded organelle|IDA|GO:0043231|GOA|18029348//cellular component|nucleolus|IDA|GO:0005730|GOA|18029348//cellular component|nucleus|IDA|GO:0005634|GOA|18029348	Yes	IPR006794:Zfx / Zfy transcription activation region,IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	F	16	0.5283	-1.8929	0	240.8183	124.6738
A_24_P942743	chrY:2849820-2849879	ZFY	NM_003411	Zinc finger protein, Y-linked	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|transcription regulator activity|IEA|GO:0030528|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|regulation of transcription|IEA|GO:0045449|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR006794:Zfx / Zfy transcription activation region,IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	M	16	58.6265	58.6265	6.7353E-32	11.918	719.5878
A_23_P348227	chr19:58580414-58580473	ZNF135	NM_007134	Zinc finger protein 135	molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|transcription factor activity|NAS|GO:0003700|GOA|7557990//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|regulation of transcription, DNA-dependent|NAS|GO:0006355|GOA|7557990//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleus|NAS|GO:0005634|GOA|7557990	No	IPR001909:Krueppel-associated  box,IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	M	14	1.1784	1.1784	1.9343E-07	52.8068	62.2684
A_23_P139408	chr3:124951184-124951243	ZNF148	NM_021964	Zinc finger protein 148	molecular function|double-stranded DNA binding|IEA|GO:0003690|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|protein binding|IPI|GO:0005515|GOA|12771217//molecular function|sequence-specific DNA binding|IDA|GO:0043565|GOA|12771217//molecular function|specific RNA polymerase II transcription factor activity|TAS|GO:0003704|GOA|9685330//molecular function|transcription factor activity|IEA|GO:0003700|GOA|na//molecular function|transcription repressor activity|IDA|GO:0016564|GOA|12771217//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|cellular defense response|TAS|GO:0006968|GOA|8355710//biological process|gamete generation|IEA|GO:0007276|GOA|na//biological process|negative regulation of gene expression|IDA|GO:0010629|GOA|12771217//biological process|negative regulation of transcription from RNA polymerase II promoter|IEA|GO:0000122|GOA|na//biological process|positive regulation of transcription from RNA polymerase II promoter|IEA|GO:0045944|GOA|na//biological process|regulation of transcription|IEA|GO:0045449|GOA|na//cellular component|Golgi apparatus|IDA|GO:0005794|GOA|18029348//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleolus|IDA|GO:0005730|GOA|18029348//cellular component|nucleus|IDA|GO:0005634|GOA|18029348	Yes	IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	F	16	0.7408	-1.35	6.0057E-08	2105.6094	1547.0422
A_24_P910948	chr17:30707635-30707694	ZNF207	AB209215	Zinc finger protein 207	molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|transcription factor activity|NAS|GO:0003700|GOA|9799612//molecular function|zinc ion binding|NAS|GO:0008270|GOA|9799612//biological process|regulation of transcription, DNA-dependent|NAS|GO:0006355|GOA|9799612//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleolus|IDA|GO:0005730|GOA|18029348//cellular component|nucleus|IDA|GO:0005634|GOA|18029348//cellular component|nucleus|NAS|GO:0005634|GOA|9799612	No	IPR007087:Zinc finger, C2H2-type,IPR015880:Zinc finger, C2H2-like,	1	M	14	1.4796	1.4796	0.000006364	7.8997	11.8907
A_23_P384512	chr10:45498789-45498848	ZNF22	NM_006963	Zinc finger protein 22 (KOX 15)	molecular function|DNA binding|ISS|GO:0003677|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|odontogenesis|NAS|GO:0042476|GOA|14630903//biological process|regulation of transcription|NAS|GO:0045449|GOA|14630903//cellular component|cytoplasm|IDA|GO:0005737|GOA|18029348//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleolus|IDA|GO:0005730|GOA|18029348//cellular component|nucleus|IDA|GO:0005634|GOA|18029348//cellular component|nucleus|ISS|GO:0005634|GOA|na	Yes	IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	F	14	0.8589	-1.1642	0.000019003	1389.0187	1192.311
A_24_P282043	chr19:53301623-53301682	ZNF28	NM_006969	Zinc finger protein 28	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|regulation of transcription, DNA-dependent|IEA|GO:0006355|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR001909:Krueppel-associated  box,IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	M	15	1.2094	1.2094	3.0783E-10	93.8485	113.7076
A_23_P413634	chr19:58637916-58637975	ZNF329	NM_024620	Zinc finger protein 329	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|regulation of transcription|IEA|GO:0045449|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	M	16	1.1661	1.1661	1.7144E-32	394.2665	459.343
A_23_P16354	chr19:37118399-37118458	ZNF382	NM_032825	Zinc finger protein 382	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|transcription repressor activity|IEA|GO:0016564|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|negative regulation of transcription|IEA|GO:0016481|GOA|na//biological process|regulation of transcription, DNA-dependent|IEA|GO:0006355|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR001909:Krueppel-associated  box,IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	M	15	1.3511	1.3511	1.9514E-11	46.4339	63.6371
A_24_P570583	chr19:56889162-56889221	ZNF542	NR_033418	Zinc finger protein 542	molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|nucleic acid binding|IEA|GO:0003676|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	No	IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	M	15	1.2042	1.2042	8.3677E-12	256.4324	307.9608
A_23_P141856	chr19:58774859-58774918	ZNF544	NM_014480	Zinc finger protein 544	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|regulation of transcription, DNA-dependent|IEA|GO:0006355|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleus|IDA|GO:0005634|GOA|18029348	Yes	IPR001909:Krueppel-associated  box,IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	M	16	1.2739	1.2739	1.6705E-23	441.7919	563.4661
A_23_P399146	chr19:58051653-58051712	ZNF549	NM_153263	Zinc finger protein 549	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|regulation of transcription, DNA-dependent|IEA|GO:0006355|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR001909:Krueppel-associated  box,IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	M	15	1.1695	1.1695	3.0799E-22	99.2503	116.152
A_23_P373716	chr19:12428221-12428605	ZNF563	NM_145276	Zinc finger protein 563	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|regulation of transcription, DNA-dependent|IEA|GO:0006355|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR001909:Krueppel-associated  box,IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	M	14	1.2586	1.2586	2.4248E-08	109.0515	138.3364
A_23_P208752	chr19:36936900-36936959	ZNF566	NM_032838	Zinc finger protein 566	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|regulation of transcription, DNA-dependent|IEA|GO:0006355|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR001909:Krueppel-associated  box,IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	M	14	1.2054	1.2054	8.2916E-07	115.3939	139.0888
A_24_P238402	chr1:91406349-91406408	ZNF644	NM_201269	Zinc finger protein 644	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|regulation of transcription|IEA|GO:0045449|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR007087:Zinc finger, C2H2-type,IPR015880:Zinc finger, C2H2-like,	1	F	15	0.7285	-1.3727	1.7607E-10	580.8011	423.4891
A_32_P179686	chr17:47370884-47370943	ZNF652	NM_014897	Zinc finger protein 652	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|protein binding|IPI|GO:0005515|GOA|16966434//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|regulation of transcription|IEA|GO:0045449|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	M	15	1.2592	1.2592	0.0002	239.0354	302.0174
A_23_P147801	chr3:88190798-88190857	ZNF654	NM_018293	Zinc finger protein 654	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|regulation of transcription|IEA|GO:0045449|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR007087:Zinc finger, C2H2-type,IPR015880:Zinc finger, C2H2-like,	1	F	15	0.8568	-1.1672	8.0358E-07	837.5784	713.8495
A_24_P944588	chr19:20115461-20115520	ZNF682	NM_033196	Zinc finger protein 682	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|regulation of transcription, DNA-dependent|IEA|GO:0006355|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR001909:Krueppel-associated  box,IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	M	15	1.3067	1.3067	0.000001172	233.1559	302.6287
A_23_P60101	chr8:144379467-144379526	ZNF696	NM_030895	Zinc finger protein 696	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|regulation of transcription|IEA|GO:0045449|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	F	14	0.8483	-1.1788	1.4458E-15	129.9831	110.2471
A_23_P17739	chr22:20761491-20761550	ZNF74	NR_003253	Zinc finger protein 74	molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//cellular component|intracellular|actin cytoskeleton|IEA|GO:0005622|GOA|na	No	IPR001909:Krueppel-associated  box,IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	F	14	0.8479	-1.1794	1.6309E-14	118.9828	100.9668
A_24_P935276	chr19:52794448-52794507	ZNF766	NM_001010851	Zinc finger protein 766	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|regulation of transcription, DNA-dependent|IEA|GO:0006355|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR001909:Krueppel-associated  box,IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	F	16	0.8092	-1.2358	5.6237E-13	273.2131	220.6775
A_24_P186324	chr15:35275132-35275191	ZNF770	NM_014106	Zinc finger protein 770	molecular function|DNA binding|IEA|GO:0003677|GOA|na//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|zinc ion binding|IEA|GO:0008270|GOA|na//biological process|regulation of transcription|IEA|GO:0045449|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleus|IEA|GO:0005634|GOA|na	Yes	IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	F	14	0.7273	-1.375	0.000084252	36.763	26.5585
A_23_P130466	chr19:58807042-58807101	ZNF8	NM_021089	Zinc finger protein 8	molecular function|DNA binding|NAS|GO:0003677|GOA|2106481//molecular function|metal ion binding|IEA|GO:0046872|GOA|na//molecular function|protein binding|IEA|GO:0005515|GOA|na//molecular function|zinc ion binding|NAS|GO:0008270|GOA|2106481//biological process|BMP signaling pathway|IEA|GO:0030509|GOA|na//biological process|negative regulation of transcription from RNA polymerase II promoter|IEA|GO:0000122|GOA|na//biological process|regulation of transcription, DNA-dependent|NAS|GO:0006355|GOA|na//cellular component|intracellular|IEA|GO:0005622|GOA|na//cellular component|nucleus|NAS|GO:0005634|GOA|na	Yes	IPR001909:Krueppel-associated  box,IPR007087:Zinc finger, C2H2-type,IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding,IPR015880:Zinc finger, C2H2-like,	1	M	16	1.1658	1.1658	1.606E-12	135.9994	158.3489
