Gene ID	Description	Functional class	Comment	SG enrichment (log2-fold)
AAEL013868	hypothetical protein	UNK		0.907221866
AAEL012482	hypothetical protein	UNK		0.90489083
AAEL017376	hypothetical protein	UNK		0.902808474
AAEL010236	hypothetical protein	UNK		0.899462151
AAEL002218	hypothetical protein	UNK		0.898841937
AAEL015092	hypothetical protein	UNK		0.89418905
AAEL008376	hypothetical protein	UNK		0.893817588
AAEL013293	hypothetical protein	UNK		0.893555619
AAEL012598	hypothetical protein	UNK		0.887225924
AAEL004591	hypothetical protein	UNK		0.883131885
AAEL002908	hypothetical protein	UNK		0.881397985
AAEL008785	hypothetical protein	UNK		0.875792796
AAEL012892	hypothetical protein	UNK		0.874878948
AAEL002824	hypothetical protein	UNK		0.873332417
AAEL008024	hypothetical protein	UNK		0.867231929
AAEL005555	hypothetical protein	UNK		0.866593842
AAEL008639	hypothetical protein	UNK		0.865927009
AAEL014565	hypothetical protein	UNK		0.861467118
AAEL001181	hypothetical protein	UNK		0.860712859
AAEL011936	hypothetical protein	UNK		0.860471816
AAEL010325	hypothetical protein	UNK		0.859046729
AAEL011350	hypothetical protein	UNK		0.855811864
AAEL000473	hypothetical protein	UNK		0.855647266
AAEL009971	hypothetical protein	UNK		0.855497876
AAEL003166	hypothetical protein	UNK		0.852490872
AAEL009329	hypothetical protein	UNK		0.850132479
AAEL012301	hypothetical protein	UNK		0.848793557
AAEL009116	hypothetical protein	UNK		0.847893623
AAEL001186	hypothetical protein	UNK		0.846071152
AAEL013050	hypothetical protein	UNK		0.84057945
AAEL006740	hypothetical protein	UNK		0.840246096
AAEL007580	hypothetical protein	UNK		0.839493853
AAEL017278	hypothetical protein	UNK		0.838184888
AAEL017439	hypothetical protein	UNK		0.836459445
AAEL012346	hypothetical protein	UNK		0.834943936
AAEL001539	hypothetical protein	UNK		0.8336962
AAEL012907	hypothetical protein	UNK		0.833450423
AAEL009186	hypothetical protein	UNK		0.833240097
AAEL001786	hypothetical protein	UNK		0.832377528
AAEL014672	hypothetical protein	UNK		0.831345135
AAEL011867	hypothetical protein	UNK		0.827504354
AAEL010268	hypothetical protein	UNK		0.827361941
AAEL003502	hypothetical protein	UNK		0.825362813
AAEL010897	hypothetical protein	UNK		0.819000747
AAEL004491	hypothetical protein	UNK		0.817807972
AAEL011854	hypothetical protein	UNK		0.816817255
AAEL009015	hypothetical protein	UNK		0.816462162
AAEL009091	hypothetical protein	UNK		0.809615216
AAEL008747	hypothetical protein	UNK		0.809590283
AAEL010309	hypothetical protein	UNK		0.808661495
AAEL017183	hypothetical protein	UNK		0.808388314
AAEL010870	hypothetical protein	UNK		0.807360266
AAEL014599	hypothetical protein	UNK		0.80525295
AAEL017122	hypothetical protein	UNK		0.803210693
AAEL014363	hypothetical protein	UNK		0.800628697
AAEL014133	hypothetical protein	UNK		0.799991307
AAEL016963	hypothetical protein	UNK		0.799887029
AAEL006889	hypothetical protein	UNK		0.799027736
AAEL017094	hypothetical protein	UNK		0.797583919
AAEL017212	hypothetical protein	UNK		0.795009297
AAEL012534	hypothetical protein	UNK		0.794679206
AAEL007894	hypothetical protein	UNK		0.792521188
AAEL011366	hypothetical protein	UNK		0.788125883
AAEL012901	hypothetical protein	UNK		0.787269778
AAEL007781	hypothetical protein	UNK		0.781508728
AAEL000366	hypothetical protein	UNK		0.781065925
AAEL017076	hypothetical protein	UNK		0.777113916
AAEL002770	hypothetical protein	UNK		0.775734763
AAEL017380	hypothetical protein	UNK	glycine-rich putative salivary secreted peptide	1.944231087
AAEL003725	predicted protein	UNK		1.221336031
AAEL003358	predicted protein	UNK		1.023332379
AAEL006585	predicted protein	UNK		0.94099915
AAEL004719	predicted protein	UNK		0.830346626
AAEL005212	hypothetical protein	UNK		-4.780404886
AAEL001511	conserved hypothetical protein	UNK		-4.621754646
AAEL017491	hypothetical protein	UNK		-4.516096338
AAEL008444	conserved hypothetical protein	UNK		-4.503551765
AAEL014171	conserved hypothetical protein	UNK		-4.487599963
AAEL003404	hypothetical protein	UNK		-4.456259993
AAEL004826	conserved hypothetical protein	UNK		-4.415896329
AAEL011296	conserved hypothetical protein	UNK		-4.387562273
AAEL005192	hypothetical protein	UNK		-4.384079316
AAEL008182	conserved hypothetical protein	UNK		-4.278339368
AAEL008580	conserved hypothetical protein	UNK		-4.244207609
AAEL011330	conserved hypothetical protein	UNK		-4.112303276
AAEL004976	conserved hypothetical protein	UNK		-3.789040734
AAEL008137	hypothetical protein	UNK		-3.754980623
AAEL002889	hypothetical protein	UNK		-3.714969602
AAEL001922	hypothetical protein	UNK		-3.708648096
AAEL007703	conserved hypothetical protein	UNK		-3.641827749
AAEL013775	conserved hypothetical protein	UNK		-3.636609939
AAEL013885	conserved hypothetical protein	UNK		-3.615971109
AAEL002652	hypothetical protein	UNK		-3.5976563
AAEL013570	hypothetical protein	UNK		-3.594780182
AAEL012018	hypothetical protein	UNK		-3.384890717
AAEL017367	conserved hypothetical protein	UNK		-3.380602507
AAEL013774	conserved hypothetical protein	UNK		-3.260732907
AAEL008750	conserved hypothetical protein	UNK		-3.248604205
AAEL017110	hypothetical protein	UNK		-3.221879434
AAEL010799	conserved hypothetical protein	UNK		-3.216766034
AAEL010180	conserved hypothetical protein	UNK		-3.211984972
AAEL001082	conserved hypothetical protein	UNK		-3.180252608
AAEL009985	conserved hypothetical protein	UNK		-3.180054795
AAEL009519	hypothetical protein	UNK		-3.172838537
AAEL008503	hypothetical protein	UNK		-3.168078253
AAEL005000	conserved hypothetical protein	UNK		-3.106454006
AAEL012453	hypothetical protein	UNK		-3.102191154
AAEL010164	conserved hypothetical protein	UNK		-3.087416575
AAEL010174	conserved hypothetical protein	UNK		-3.086947866
AAEL010240	conserved hypothetical protein	UNK		-3.067917645
AAEL004316	hypothetical protein	UNK		-3.038914847
AAEL008729	hypothetical protein	UNK		-3.021517292
AAEL007584	conserved hypothetical protein	UNK		-2.998936882
AAEL011588	conserved hypothetical protein	UNK		-2.995385015
AAEL008801	conserved hypothetical protein	UNK		-2.980859132
AAEL012876	conserved hypothetical protein	UNK		-2.951412588
AAEL013288	conserved hypothetical protein	UNK		-2.925804374
AAEL007539	hypothetical protein	UNK		-2.893883547
AAEL010161	conserved hypothetical protein	UNK		-2.88934354
AAEL003406	conserved hypothetical protein	UNK		-2.86348919
AAEL008709	hypothetical protein	UNK		-2.83902546
AAEL002507	hypothetical protein	UNK		-2.822798225
AAEL003804	conserved hypothetical protein	UNK		-2.798159349
AAEL005602	conserved hypothetical protein	UNK		-2.797688247
AAEL014126	hypothetical protein	UNK		-2.786912953
AAEL012504	hypothetical protein	UNK		-2.786693626
AAEL003797	hypothetical protein	UNK		-2.777437189
AAEL011532	hypothetical protein	UNK		-2.776634944
AAEL011398	hypothetical protein	UNK		-2.766782465
AAEL012639	hypothetical protein	UNK		-2.729298003
AAEL010186	conserved hypothetical protein	UNK		-2.718405893
AAEL004955	hypothetical protein	UNK		-2.691320539
AAEL011075	hypothetical protein	UNK		-2.685734848
AAEL000949	conserved hypothetical protein	UNK		-2.644106862
AAEL007075	conserved hypothetical protein	UNK		-2.638367084
AAEL003934	conserved hypothetical protein	UNK		-2.629182521
AAEL006053	conserved hypothetical protein	UNK		-2.624123202
AAEL010183	conserved hypothetical protein	UNK		-2.623204975
AAEL002776	conserved hypothetical protein	UNK		-2.615224595
AAEL005224	conserved hypothetical protein	UNK		-2.588392563
AAEL007875	hypothetical protein	UNK		-2.56983849
AAEL011180	conserved hypothetical protein	UNK		-2.552697334
AAEL004387	hypothetical protein	UNK		-2.551288326
AAEL017022	hypothetical protein	UNK		-2.532677096
AAEL003088	hypothetical protein	UNK		-2.528134908
AAEL003648	conserved hypothetical protein	UNK		-2.522826107
AAEL000154	conserved hypothetical protein	UNK		-2.518632061
AAEL017191	hypothetical protein	UNK		-2.518199146
AAEL004318	hypothetical protein	UNK		-2.502305166
AAEL004539	hypothetical protein	UNK		-2.468861539
AAEL010160	conserved hypothetical protein	UNK		-2.466637214
AAEL004957	conserved hypothetical protein	UNK		-2.45602531
AAEL011124	phd finger protein	UNK		-2.451023994
AAEL006243	hypothetical protein	UNK		-2.442691859
AAEL001927	hypothetical protein	UNK		-2.418626669
AAEL006869	hypothetical protein	UNK		-2.393419098
AAEL006000	conserved hypothetical protein	UNK		-2.390553449
AAEL014894	conserved hypothetical protein	UNK		-2.372912464
AAEL004249	conserved hypothetical protein	UNK		-2.368025001
AAEL008443	conserved hypothetical protein	UNK		-2.339548731
AAEL002497	hypothetical protein	UNK		-2.322928345
AAEL011631	hypothetical protein	UNK		-2.314644878
AAEL008775	hypothetical protein	UNK		-2.309897334
AAEL012751	conserved hypothetical protein	UNK		-2.291847084
AAEL008724	conserved hypothetical protein	UNK		-2.282518289
AAEL000401	conserved hypothetical protein	UNK		-2.279400109
AAEL009292	conserved hypothetical protein	UNK		-2.259726484
AAEL005866	conserved hypothetical protein	UNK		-2.253481921
AAEL011862	conserved hypothetical protein	UNK		-2.237497704
AAEL004468	hypothetical protein	UNK		-2.21814049
AAEL017141	hypothetical protein	UNK		-2.215308275
AAEL008843	conserved hypothetical protein	UNK		-2.210843744
AAEL001190	conserved hypothetical protein	UNK		-2.209366711
AAEL000739	hypothetical protein	UNK		-2.197023864
AAEL000445	conserved hypothetical protein	UNK		-2.195018552
AAEL005153	hypothetical protein	UNK		-2.194791789
AAEL000009	hypothetical protein	UNK		-2.193904324
AAEL003681	hypothetical protein	UNK		-2.187094229
AAEL004621	hypothetical protein	UNK		-2.180253689
AAEL007342	conserved hypothetical protein	UNK		-2.175870024
AAEL017351	hypothetical protein	UNK		-2.175170845
AAEL013621	conserved hypothetical protein	UNK		-2.160814033
AAEL005281	hypothetical protein	UNK		-2.151170923
AAEL003067	conserved hypothetical protein	UNK		-2.147751595
AAEL001281	hypothetical protein	UNK		-2.142563648
AAEL017417	hypothetical protein	UNK		-2.140095722
AAEL009582	hypothetical protein	UNK		-2.117977715
AAEL011321	conserved hypothetical protein	UNK		-2.116766397
AAEL009750	hypothetical protein	UNK		-2.115391921
AAEL016979	hypothetical protein	UNK		-2.110525872
AAEL000186	conserved hypothetical protein	UNK		-2.109727832
AAEL017514	hypothetical protein	UNK		-2.10877338
AAEL004136	hypothetical protein	UNK		-2.082830136
AAEL017413	hypothetical protein	UNK		-2.049748398
AAEL015319	hypothetical protein	UNK		-2.049227888
AAEL006556	hypothetical protein	UNK		-2.04811919
AAEL007535	conserved hypothetical protein	UNK		-2.025971202
AAEL001093	phd finger protein	UNK		-2.025670097
AAEL015012	hypothetical protein	UNK		-2.011258001
AAEL012388	predicted protein	UNK		-1.99374835
AAEL003764	hypothetical protein	UNK		-1.984923857
AAEL012181	conserved hypothetical protein	UNK		-1.967867865
AAEL017563	hypothetical protein	UNK		-1.959329987
AAEL000940	conserved hypothetical protein	UNK		-1.942444302
AAEL013607	hypothetical protein	UNK		-1.932990661
AAEL001323	conserved hypothetical protein	UNK		-1.928459572
AAEL009999	conserved hypothetical protein	UNK		-1.92398149
AAEL013660	hypothetical protein	UNK		-1.920608916
AAEL010709	hypothetical protein	UNK		-1.920409261
AAEL001520	conserved hypothetical protein	UNK		-1.916323707
AAEL011740	hypothetical protein	UNK		-1.913225708
AAEL006188	conserved hypothetical protein	UNK		-1.912606764
AAEL002981	conserved hypothetical protein	UNK		-1.910339832
AAEL013300	conserved hypothetical protein	UNK		-1.91020416
AAEL007133	conserved hypothetical protein	UNK		-1.902527391
AAEL011120	hypothetical protein	UNK		-1.900671067
AAEL004123	conserved hypothetical protein	UNK		-1.8937111
AAEL011119	hypothetical protein	UNK		-1.892234899
AAEL009347	hypothetical protein	UNK		-1.879007991
AAEL004484	predicted protein	UNK		-1.863009314
AAEL014054	conserved hypothetical protein	UNK		-1.85908762
AAEL011998	hypothetical protein	UNK		-1.848375357
AAEL003269	conserved hypothetical protein	UNK		-1.808691812
AAEL007414	conserved hypothetical protein	UNK		-1.807605251
AAEL011262	hypothetical protein	UNK		-1.805308232
AAEL000406	conserved hypothetical protein	UNK		-1.784726102
AAEL004286	hypothetical protein	UNK		-1.780700733
AAEL014701	conserved hypothetical protein	UNK		-1.780438596
AAEL000196	conserved hypothetical protein	UNK		-1.778454577
AAEL011956	conserved hypothetical protein	UNK		-1.77625385
AAEL000429	hypothetical protein	UNK		-1.768931473
AAEL002263	conserved hypothetical protein	UNK		-1.768172355
AAEL010282	hypothetical protein	UNK		-1.76245908
AAEL012295	conserved hypothetical protein	UNK		-1.759757241
AAEL008039	conserved hypothetical protein	UNK		-1.759507754
AAEL009776	conserved hypothetical protein	UNK		-1.759492572
AAEL003987	hypothetical protein	UNK		-1.753958355
AAEL006999	hypothetical protein	UNK		-1.753386095
AAEL003137	conserved hypothetical protein	UNK		-1.743819131
AAEL015446	conserved hypothetical protein	UNK		-1.730694033
AAEL006555	hypothetical protein	UNK		-1.72720595
AAEL002105	conserved hypothetical protein	UNK		-1.713835477
AAEL005473	conserved hypothetical protein	UNK		-1.706793565
AAEL010067	conserved hypothetical protein	UNK		-1.70648171
AAEL006768	hypothetical protein	UNK		-1.700952369
AAEL006493	hypothetical protein	UNK	salivary secreted peptide, putative	-1.697836799
AAEL004718	hypothetical protein	UNK		-1.697475875
AAEL008441	hypothetical protein	UNK		-1.696457534
AAEL000100	hypothetical protein	UNK		-1.691613177
AAEL007012	hypothetical protein	UNK		-1.688388192
AAEL011223	hypothetical protein	UNK		-1.687592551
AAEL006235	conserved hypothetical protein	UNK		-1.672956626
AAEL009459	hypothetical protein	UNK		-1.671856877
AAEL008094	hypothetical protein	UNK		-1.669230692
AAEL011301	conserved hypothetical protein	UNK		-1.662906609
AAEL004800	hypothetical protein	UNK		-1.65771416
AAEL004734	conserved hypothetical protein	UNK		-1.646686702
AAEL002157	conserved hypothetical protein	UNK		-1.639447025
AAEL004960	hypothetical protein	UNK		-1.638279968
AAEL004972	hypothetical protein	UNK		-1.635100938
AAEL009270	hypothetical protein	UNK		-1.632940284
AAEL008910	hypothetical protein	UNK		-1.626575457
AAEL001908	hypothetical protein	UNK		-1.625453495
AAEL005110	conserved hypothetical protein	UNK		-1.622166765
AAEL012483	conserved hypothetical protein	UNK		-1.613230957
AAEL009177	conserved hypothetical protein	UNK		-1.612822529
AAEL010416	hypothetical protein	UNK		-1.612548169
AAEL013872	hypothetical protein	UNK		-1.605055567
AAEL004617	conserved hypothetical protein	UNK		-1.600239394
AAEL014934	conserved hypothetical protein	UNK		-1.595368325
AAEL015521	conserved hypothetical protein	UNK		-1.592630266
AAEL004877	conserved hypothetical protein	UNK		-1.587965641
AAEL012992	conserved hypothetical protein	UNK		-1.587315536
AAEL010553	conserved hypothetical protein	UNK		-1.587164658
AAEL003596	hypothetical protein	UNK		-1.582710161
AAEL013725	conserved hypothetical protein	UNK		-1.580993952
AAEL010507	hypothetical protein	UNK		-1.578042846
AAEL007606	hypothetical protein	UNK		-1.577562069
AAEL001763	hypothetical protein	UNK		-1.554802645
AAEL002162	hypothetical protein	UNK		-1.552849018
AAEL010648	hypothetical protein	UNK		-1.548934061
AAEL009277	hypothetical protein	UNK		-1.548631249
AAEL007813	hypothetical protein	UNK		-1.544936022
AAEL002123	conserved hypothetical protein	UNK		-1.543737126
AAEL002719	conserved hypothetical protein	UNK		-1.538800032
AAEL005174	hypothetical protein	UNK		-1.537402117
AAEL017513	conserved hypothetical protein	UNK		-1.533899637
AAEL006996	conserved hypothetical protein	UNK		-1.533525124
AAEL003451	conserved hypothetical protein	UNK		-1.522621487
AAEL004553	conserved hypothetical protein	UNK		-1.518472839
AAEL013264	hypothetical protein	UNK		-1.517394213
AAEL004640	hypothetical protein	UNK		-1.51569403
AAEL003141	hypothetical protein	UNK		-1.514379016
AAEL010489	hypothetical protein	UNK		-1.5142523
AAEL011794	predicted protein	UNK		-1.507233811
AAEL004068	hypothetical protein	UNK		-1.500970093
AAEL010722	hypothetical protein	UNK		-1.498563803
AAEL007671	hypothetical protein	UNK		-1.493503387
AAEL013564	conserved hypothetical protein	UNK		-1.492612597
AAEL002059	hypothetical protein	UNK		-1.492446459
AAEL002843	conserved hypothetical protein	UNK		-1.491128873
AAEL009836	conserved hypothetical protein	UNK		-1.490297734
AAEL007356	conserved hypothetical protein	UNK		-1.489676144
AAEL009274	conserved hypothetical protein	UNK		-1.488090009
AAEL004626	hypothetical protein	UNK		-1.48450617
AAEL003190	hypothetical protein	UNK		-1.479637227
AAEL013202	conserved hypothetical protein	UNK		-1.47959427
AAEL010090	conserved hypothetical protein	UNK		-1.473558618
AAEL004537	hypothetical protein	UNK		-1.471660483
AAEL002560	conserved hypothetical protein	UNK		-1.468800191
AAEL013887	conserved hypothetical protein	UNK		-1.465891351
