Curated Gene Symbol	InsermSymbole	Symbole	Nom	RefSeq
TUBA1A	TUBA3__________-1A-1a	TUBA3	tubulin, alpha 3	NM_006009
TUBA8	TUBA8__________-1A-1a	TUBA8	tubulin, alpha 8	NM_018943
TUBA1B	K-ALPHA-1______-1A-1a	K-ALPHA-1	tubulin, alpha, ubiquitous	NM_006082
TUBB7P	TUBB4Q_________-1A-1a	TUBB4Q	tubulin, beta polypeptide 4, member Q	NM_020040
TUBB4A	TUBB4__________-1A-1a	TUBB4	tubulin, beta, 4	NM_006086
TUBG1	TUBG1__________-1A-1a	TUBG1	tubulin, gamma 1	NM_001070
TBCA	TBCA___________-1A-1a	TBCA	tubulin-specific chaperone a	NM_004607
TBCE	TBCE___________-1A-1a	TBCE	tubulin-specific chaperone e	NM_003193
RNF17	TDRD4__________-1A-1a	TDRD4	tudor domain containing 4	NM_019038
TUFT1	TUFT1__________-1A-1a	TUFT1	tuftelin 1	NM_020127
TFIP11	TFIP11_________-1A-1a	TFIP11	tuftelin interacting protein 11	NM_012143
CD248	TEM1___________-1A-1a	TEM1	tumor endothelial marker 1 precursor	NM_020404
TNS3	TEM6___________-1A-1a	TEM6	tumor endothelial marker 6	NM_022748
TNFSF13B	TNFSF13B_______-1A-1a	TNFSF13B	tumor necrosis factor (ligand) superfamily, member 13b	NM_006573
TNFSF15	TNFSF15________-1A-1a	TNFSF15	tumor necrosis factor (ligand) superfamily, member 15	NM_005118
TNFSF8	TNFSF8_________-1A-1a	TNFSF8	tumor necrosis factor (ligand) superfamily, member 8	NM_001244
TNF	TNF____________-1A-1a	TNF	tumor necrosis factor (TNF superfamily, member 2)	NM_000594
TNFRSF10A	TNFRSF10A______-1A-1a	TNFRSF10A	tumor necrosis factor receptor superfamily, member 10a	NM_003844
TNFRSF10B	TNFRSF10B______-1A-1a	TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b	NM_003842
TNFRSF10C	TNFRSF10C______-1A-1a	TNFRSF10C	tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain	NM_003841
TNFRSF10D	TNFRSF10D______-1A-1a	TNFRSF10D	tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain	NM_003840
TNFRSF11B	TNFRSF11B______-1A-1a	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)	NM_002546
TNFRSF14	TNFRSF14_______-1A-1a	TNFRSF14	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	NM_003820
TNFRSF17	TNFRSF17_______-1A-1a	TNFRSF17	tumor necrosis factor receptor superfamily, member 17	NM_001192
TNFRSF18	TNFRSF18_______-1A-1a	TNFRSF18	tumor necrosis factor receptor superfamily, member 18	NM_004195
RELT	TNFRSF19L______-1A-1a	TNFRSF19L	tumor necrosis factor receptor superfamily, member 19-like	NM_032871
TNFRSF1A	TNFRSF1A_______-1A-1a	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A	NM_001065
TNFRSF1B	TNFRSF1B_______-1A-1a	TNFRSF1B	tumor necrosis factor receptor superfamily, member 1B	NM_001066
TNFRSF21	TNFRSF21_______-1A-1a	TNFRSF21	tumor necrosis factor receptor superfamily, member 21	NM_014452
TNFRSF25	TNFRSF25_______-1A-1a	TNFRSF25	tumor necrosis factor receptor superfamily, member 25	NM_003790
TNFRSF4	TNFRSF4________-1A-1a	TNFRSF4	tumor necrosis factor receptor superfamily, member 4	NM_003327
CD40	TNFRSF5________-1A-1a	TNFRSF5	tumor necrosis factor receptor superfamily, member 5	NM_001250
FAS	TNFRSF6________-1A-1a	TNFRSF6	tumor necrosis factor receptor superfamily, member 6	NM_000043
TNFRSF6B	TNFRSF6B_______-1A-1a	TNFRSF6B	tumor necrosis factor receptor superfamily, member 6b, decoy	NM_003823
CD27	TNFRSF7________-1A-1a	TNFRSF7	tumor necrosis factor receptor superfamily, member 7	NM_001242
TNFRSF8	TNFRSF8________-1A-1a	TNFRSF8	tumor necrosis factor receptor superfamily, member 8	NM_001243
TNFRSF9	TNFRSF9________-1A-1a	TNFRSF9	tumor necrosis factor receptor superfamily, member 9	NM_001561
TNFAIP1	TNFAIP1________-1A-1a	TNFAIP1	tumor necrosis factor, alpha-induced protein 1 (endothelial)	NM_021137
TNFAIP3	TNFAIP3________-1A-1a	TNFAIP3	tumor necrosis factor, alpha-induced protein 3	NM_006290
TPD52L1	TPD52L1________-1A-1a	TPD52L1	tumor protein D52-like 1	NM_003287
TP53	TP53___________-1A-1a	TP53	tumor protein p53 (Li-Fraumeni syndrome)	NM_000546
TP53BP2	TP53BP2________-1A-1a	TP53BP2	tumor protein p53 binding protein, 2	NM_005426
TP53I3	TP53I3_________-1A-1a	TP53I3	tumor protein p53 inducible protein 3	NM_004881
TP73	TP73___________-1A-1a	TP73	tumor protein p73	NM_005427
CDK2AP2	DOC-1R_________-1A-1a	DOC-1R	tumor suppressor deleted in oral cancer-related 1	NM_005851
TSG101	TSG101_________-1A-1a	TSG101	tumor susceptibility gene 101	NM_006292
TTYH1	TTYH1__________-1A-1a	TTYH1	tweety homolog 1 (Drosophila)	NM_020659
TYRO3	TYRO3__________-1A-1a	TYRO3	TYRO3 protein tyrosine kinase	NM_006293
YWHAB	YWHAB__________-1A-1a	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide	NM_003404
YWHAE	YWHAE__________-1A-1a	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	NM_006761
YWHAH	YWHAH__________-1A-1a	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	NM_003405
TIE1	TIE____________-1A-1a	TIE	tyrosine kinase with immunoglobulin and epidermal growth factor homology domains	NM_005424
U2AF2	U2AF65_________-1A-1a	U2AF65	U2 small nuclear ribonucleoprotein auxiliary factor (65kD)	NM_007279
ZRSR1	U2AF1RS1_______-1A-1a	U2AF1RS1	U2 small nuclear ribonucleoprotein auxiliary factor, small subunit 1	NM_005083
U2AF1	U2AF1__________-1A-1a	U2AF1	U2(RNU2) small nuclear RNA auxillary factor 1	NM_006758
UQCR11	UQCR___________-1A-1a	UQCR	ubiquinol-cytochrome c reductase (6.4kD) subunit	NM_006830
UQCRC1	UQCRC1_________-1A-1a	UQCRC1	ubiquinol-cytochrome c reductase core protein I	NM_003365
UQCRFS1	UQCRFS1________-1A-1a	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	NM_006003
UBA52	UBA52__________-1A-1a	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	NM_003333
UBC	UBC____________-1A-1a	UBC	ubiquitin C	NM_021009
UCHL1	UCHL1__________-1A-1a	UCHL1	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)	NM_004181
USP13	USP13__________-1A-1a	USP13	ubiquitin specific protease 13 (isopeptidase T-3)	NM_003940
USP15	USP15__________-1A-1a	USP15	ubiquitin specific protease 15	NM_006313
USP16	USP16__________-1A-1a	USP16	ubiquitin specific protease 16	NM_006447
USP5	USP5___________-1A-1a	USP5	ubiquitin specific protease 5 (isopeptidase T)	NM_003481
USP7	USP7___________-1A-1a	USP7	ubiquitin specific protease 7 (herpes virus-associated)	NM_003470
USP9Y	USP9Y__________-1A-1a	USP9Y	ubiquitin specific protease 9, Y chromosome (fat facets-like Drosophila)	NM_004654
UBA1	UBE1___________-1A-1a	UBE1	ubiquitin-activating enzyme E1 (A1S9T and BN75 temperature sensitivity complementing)	NM_003334
UBE4A	UBE4A__________-1A-1a	UBE4A	ubiquitination factor E4A (UFD2 homolog, yeast)	NM_004788
UBE4B	UBE4B__________-1A-1a	UBE4B	ubiquitination factor E4B (UFD2 homolog, yeast)	NM_006048
UBE2V1	UBE2V1_________-1A-1a	UBE2V1	ubiquitin-conjugating enzyme E2 variant 1	NM_003349
UBE2D2	UBE2D2_________-1A-1a	UBE2D2	ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)	NM_003339
UBE2L6	UBE2L6_________-1A-1a	UBE2L6	ubiquitin-conjugating enzyme E2L 6	NM_004223
UBE2M	UBE2M__________-1A-1a	UBE2M	ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast)	NM_003969
UBL4A	UBL4___________-1A-1a	UBL4	ubiquitin-like 4	NM_014235
UBL5	UBL5___________-1A-1a	UBL5	ubiquitin-like 5	NM_024292
	ROXAN__________-1A-1a	RoXaN	ubiquitous tetratricopeptide containing protein RoXaN	NM_017590
UGT2B4	UGT2B4_________-1A-1a	UGT2B4	UDP glycosyltransferase 2 family, polypeptide B4	NM_021139
B3GALT4	B3GALT4________-1A-1a	B3GALT4	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4	NM_003782
B3GNT6	B3GNT6_________-1A-1a	B3GNT6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	NM_006876
GALNT6	GALNT6_________-1A-1a	GALNT6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6)	NM_007210
MGAT4C	HGNT-IV-H______-1A-1a	HGNT-IV-H	UDP-N-acetylglucosamine:a-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IV-homolog	NM_013244
GNE	GNE____________-1A-1a	GNE	UDP-N-acetylglucosamine-2-epimerase/N-acetylmannosamine kinase	NM_005476
ULBP1	ULBP1__________-1A-1a	ULBP1	UL16 binding protein 1	NM_025218
ULBP3	ULBP3__________-1A-1a	ULBP3	UL16 binding protein 3	NM_024518
PTGES3	TEBP___________-1A-1a	TEBP	unactive progesterone receptor, 23 kD	NM_006601
ULK2	ULK2___________-1A-1a	ULK2	unc-51-like kinase 2 (C. elegans)	NM_014683
	LOC55862_______-1A-1a	LOC55862	uncharacterized hypothalamus protein HCDASE	NM_018479
UCP3	UCP3___________-1A-1a	UCP3	uncoupling protein 3 (mitochondrial, proton carrier)	NM_003356
STRAP	UNRIP__________-1A-1a	UNRIP	unr-interacting protein	NM_007178
URGCP	URG4___________-1A-1a	URG4	up-regulated gene 4	NM_017920
HUWE1	UREB1__________-1A-1a	UREB1	upstream regulatory element binding protein 1	NM_031407
USF2	USF2___________-1A-1a	USF2	upstream transcription factor 2, c-fos interacting	NM_003367
UMPS	UMPS___________-1A-1a	UMPS	uridine monophosphate synthetase (orotate phosphoribosyl transferase and orotidine-5-decarboxylase)	NM_000373
UPK1B	UPK1B__________-1A-1a	UPK1B	uroplakin 1B	NM_006952
UVRAG	UVRAG__________-1A-1a	UVRAG	UV radiation resistance associated gene	NM_003369
ABL2	ABL2___________-1A-1a	ABL2	v-abl Abelson murine leukemia viral oncogene homolog 2 (arg, Abelson-related gene)	NM_005158
VPS28	VPS28__________-1A-1a	VPS28	vacuolar protein sorting 28 (yeast)	NM_016208
AKT2	AKT2___________-1A-1a	AKT2	v-akt murine thymoma viral oncogene homolog 2	NM_001626
AKT3	AKT3___________-1A-1a	AKT3	v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)	NM_005465
VCP	VCP____________-1A-1a	VCP	valosin-containing protein	NM_007126
VAPA	VAPA___________-1A-1a	VAPA	VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa	NM_003574
VAPB	VAPB___________-1A-1a	VAPB	VAMP (vesicle-associated membrane protein)-associated protein B and C	NM_004738
VCAM1	VCAM1__________-1A-1a	VCAM1	vascular cell adhesion molecule 1	NM_001078
VEGFA	VEGF___________-1A-1a	VEGF	vascular endothelial growth factor	NM_003376
VEGFB	VEGFB__________-1A-1a	VEGFB	vascular endothelial growth factor B	NM_003377
VEGFC	VEGFC__________-1A-1a	VEGFC	vascular endothelial growth factor C	NM_005429
VAV3	VAV3___________-1A-1a	VAV3	vav 3 oncogene	NM_006113
ERBB4	ERBB4__________-1A-1a	ERBB4	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)	NM_005235
VLDLR	VLDLR__________-1A-1a	VLDLR	very low density lipoprotein receptor	NM_003383
VAMP3	VAMP3__________-1A-1a	VAMP3	vesicle-associated membrane protein 3 (cellubrevin)	NM_004781
VAMP5	VAMP5__________-1A-1a	VAMP5	vesicle-associated membrane protein 5 (myobrevin)	NM_006634
ETS1	ETS1___________-1A-1a	ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	NM_005238
ETS2	ETS2___________-1A-1a	ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	NM_005239
FOS	FOS____________-1A-1a	FOS	v-fos FBJ murine osteosarcoma viral oncogene homolog	NM_005252
VIM	VIM____________-1A-1a	VIM	vimentin	NM_003380
VCL	VCL____________-1A-1a	VCL	vinculin	NM_003373
VSNL1	VSNL1__________-1A-1a	VSNL1	visinin-like 1	NM_003385
VTN	VTN____________-1A-1a	VTN	vitronectin (serum spreading factor, somatomedin B, complement S-protein)	NM_000638
JUN	JUN____________-1A-1a	JUN	v-jun sarcoma virus 17 oncogene homolog (avian)	NM_002228
MAFB	MAFB___________-1A-1a	MAFB	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)	NM_005461
MAFK	MAFK___________-1A-1a	MAFK	v-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian)	NM_002360
MYC	MYC____________-1A-1a	MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	NM_002467
VDAC1	VDAC1__________-1A-1a	VDAC1	voltage-dependent anion channel 1	NM_003374
VDAC2	VDAC2__________-1A-1a	VDAC2	voltage-dependent anion channel 2	NM_003375
VDAC3	VDAC3__________-1A-1a	VDAC3	voltage-dependent anion channel 3	NM_005662
VBP1	VBP1___________-1A-1a	VBP1	von Hippel-Lindau binding protein 1	NM_003372
VHL	VHL____________-1A-1a	VHL	von Hippel-Lindau syndrome	NM_000551
VWF	VWF____________-1A-1a	VWF	von Willebrand factor	NM_000552
	LOC51231_______-1A-1a	LOC51231	VRK3 for vaccinia related kinase 3	NM_016440
WFIKKN1	WFIKKN_________-1A-1a	WFIKKN	WAP, FS, Ig, KU, and NTR-containing protein	NM_053284
WASF2	WASF2__________-1A-1a	WASF2	WAS protein family, member 2	NM_006990
WDR11	WDR11__________-1A-1a	WDR11	WD repeat domain 11	NM_018117
WDR12	WDR12__________-1A-1a	WDR12	WD repeat domain 12	NM_018256
WDR4	WDR4___________-1A-1a	WDR4	WD repeat domain 4	NM_018669
WBSCR16	WBSCR16________-1A-1a	WBSCR16	Williams-Beuren syndrome chromosome region 16	NM_030798
LAT2	WBSCR5_________-1A-1a	WBSCR5	Williams-Beuren syndrome chromosome region 5	NM_022040
WT1-AS	WIT-1__________-1A-1a	WIT-1	Wilms tumor associated protein	NM_015855
WNT2B	WNT2B__________-1A-1a	WNT2B	wingless-type MMTV integration site family, member 2B	NM_004185
WNT8B	WNT8B__________-1A-1a	WNT8B	wingless-type MMTV integration site family, member 8B	NM_003393
WAS	WAS____________-1A-1a	WAS	Wiskott-Aldrich syndrome (eczema-thrombocytopenia)	NM_000377
WIPF1	WASPIP_________-1A-1a	WASPIP	Wiskott-Aldrich syndrome protein interacting protein	NM_003387
WIF1	WIF1___________-1A-1a	WIF1	WNT inhibitory factor 1	NM_007191
WISP1	WISP1__________-1A-1a	WISP1	WNT1 inducible signaling pathway protein 1	NM_003882
WISP2	WISP2__________-1A-1a	WISP2	WNT1 inducible signaling pathway protein 2	NM_003881
WISP3	WISP3__________-1A-1a	WISP3	WNT1 inducible signaling pathway protein 3	NM_003880
WHSC1	WHSC1__________-1A-1a	WHSC1	Wolf-Hirschhorn syndrome candidate 1	NM_007331
WHSC2	WHSC2__________-1A-1a	WHSC2	Wolf-Hirschhorn syndrome candidate 2	NM_005663
XDH	XDH____________-1A-1a	XDH	xanthene dehydrogenase	NM_000379
XBP1	XBP1___________-1A-1a	XBP1	X-box binding protein 1	NM_005080
REXO4	XPMC2H_________-1A-1a	XPMC2H	Xenopus prevents mitotic catastrophe 2 homolog	NM_020385
XPNPEP1	XPNPEP1________-1A-1a	XPNPEP1	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble	NM_006523
XPNPEP2	XPNPEP2________-1A-1a	XPNPEP2	X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound	NM_003399
B4GALT7	B4GALT7________-1A-1a	B4GALT7	xylosylprotein beta1,4-galactosyltransferase, polypeptide 7 (galactosyltransferase I)	NM_007255
	YEA____________-1A-1a	YEA	YEA4 protein	NM_032826
YAP1	YAP1___________-1A-1a	YAP1	Yes-associated protein 1, 65kDa	NM_006106
YIF1A	YIF1P__________-1A-1a	YIF1P	Yip1p-interacting factor	NM_020470
ZEB2	ZFHX1B_________-1A-1a	ZFHX1B	zinc finger homeobox 1b	NM_014795
ZFHX4	ZFH4___________-1A-1a	ZFH4	zinc finger homeodomain 4	NM_024721
ZNF167	ZFP____________-1A-1a	ZFP	zinc finger protein	NM_018651
ZNF106	ZFP106_________-1A-1a	ZFP106	zinc finger protein 106	NM_022473
ZNF132	ZNF132_________-1A-1a	ZNF132	zinc finger protein 132 (clone pHZ-12)	NM_003433
ZNF134	ZNF134_________-1A-1a	ZNF134	zinc finger protein 134 (clone pHZ-15)	NM_003435
ZNF136	ZNF136_________-1A-1a	ZNF136	zinc finger protein 136 (clone pHZ-20)	NM_003437
ZNF137P	ZNF137_________-1A-1a	ZNF137	zinc finger protein 137 (clone pHZ-30)	NM_003438
ZBTB16	ZNF145_________-1A-1a	ZNF145	zinc finger protein 145 (Kruppel-like, expressed in promyelocytic leukemia)	NM_006006
ZNF157	ZNF157_________-1A-1a	ZNF157	zinc finger protein 157 (HZF22)	NM_003446
ZNF175	ZNF175_________-1A-1a	ZNF175	zinc finger protein 175	NM_007147
ZNF185	ZNF185_________-1A-1a	ZNF185	zinc finger protein 185 (LIM domain)	NM_007150
ZNF189	ZNF189_________-1A-1a	ZNF189	zinc finger protein 189	NM_003452
ZNF205	ZNF205_________-1A-1a	ZNF205	zinc finger protein 205	NM_003456
ZFAND5	ZNF216_________-1A-1a	ZNF216	zinc finger protein 216	NM_006007
ZNF217	ZNF217_________-1A-1a	ZNF217	zinc finger protein 217	NM_006526
ZNF235	ZNF235_________-1A-1a	ZNF235	zinc finger protein 235	NM_004234
ZNF24	ZNF24__________-1A-1a	ZNF24	zinc finger protein 24 (KOX 17)	NM_006965
ZRANB2	ZNF265_________-1A-1a	ZNF265	zinc finger protein 265	NM_005455
ZNF274	ZNF274_________-1A-1a	ZNF274	zinc finger protein 274	NM_016324
ZNF275	ZNF275_________-1A-1a	ZNF275	zinc finger protein 275	NM_020636
ZNF286A	ZNF286_________-1A-1a	ZNF286	zinc finger protein 286	NM_020652
GZF1	ZNF336_________-1A-1a	ZNF336	zinc finger protein 336
ZFP36	ZFP36__________-1A-1a	ZFP36	zinc finger protein 36, C3H type, homolog (mouse)	NM_003407
ZSCAN16	ZNF435_________-1A-1a	ZNF435	zinc finger protein 435	NM_025231
ZNF76	ZNF76__________-1A-1a	ZNF76	zinc finger protein 76 (expressed in testis)	NM_003427
ZNF83	ZNF83__________-1A-1a	ZNF83	zinc finger protein 83 (HPF1)	NM_018300
CNBP	ZNF9___________-1A-1a	ZNF9	zinc finger protein 9 (a cellular retroviral nucleic acid binding protein)	NM_003418
ZFPL1	ZFPL1__________-1A-1a	ZFPL1	zinc finger protein-like 1	NM_006782
ZFYVE20	ZFYVE20________-1A-1a	ZFYVE20	zinc finger, FYVE domain containing 20	NM_022340
ZIM2	ZIM2___________-1A-1a	ZIM2	zinc finger, imprinted 2	NM_015363
ZP2	ZP2____________-1A-1a	ZP2	zona pellucida glycoprotein 2 (sperm receptor)	NM_003460
ZER1	ZYG____________-1A-1a	ZYG	ZYG homolog	NM_006336
SEPT15	SEPT-15________-1A-1a	15-Sep	15 kDa selenoprotein	NM_004261
ADAMTS20	ADAMTS20_______-1A-1a	ADAMTS20	a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 20	NM_025003
ABO	ABO____________-1A-1a	ABO	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase)	NM_020469
ATF7IP2	ATF7IP2________-1A-1a	ATF7IP2	activating transcription factor 7 interacting protein 2	NM_024997
ARFRP1	ARFRP1_________-1A-1a	ARFRP1	ADP-ribosylation factor related protein 1	NM_003224
AHSA1	AHSA1__________-1A-1a	AHSA1	AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)	NM_012111
	ALPHAONEGLOBIN(-1A-1a		alpha one globin (HBA1) mRNA, partial cds.
	ALPHA-1COLLAGEN-1A-1a		alpha-1 collagen type 1 (osteogenesis imperfecta allele) mRNA, 3 end.
	ALPHA-1COLLAGEN-1B-1a		alpha-1 collagen type 1 (osteogenesis imperfecta allele) mRNA, 3 end.
	APR-3__________-1A-1a	3-Apr	apoptosis related protein APR-3	NM_016085
ATPIF1	ATPIF1_________-1A-1a	ATPIF1	ATPase inhibitory factor 1	NM_016311
ATPIF1	ATPIF1_________-1B-1a	ATPIF1	ATPase inhibitory factor 1	NM_016311
ATP2B2	ATP2B2_________-1A-1a	ATP2B2	ATPase, Ca++ transporting, plasma membrane 2	NM_001683
ABCG4	ABCG4__________-1A-1a	ABCG4	ATP-binding cassette, sub-family G (WHITE), member 4	NM_022169
	CALCIUMCHANNELA-1A-1a		calcium channel alpha12.2 subunit (CACNA1B) gene
	CALCIUMCHANNELB-1A-1a		calcium channel beta 2b subunit variant (CACNB2b) mRNA, complete cds, alternatively spliced.
CTF1	CTF1___________-1A-1a	CTF1	cardiotrophin1	NM_001330
CTNNAL1	CTNNAL1________-1A-1a	CTNNAL1	catenin (cadherin-associated protein), alpha-like 1	NM_003798
CD99	CD99___________-1A-1a	CD99	CD99 antigen	NM_002414
	CERCAM_________-1A-1a	CerCAM	cerebral cell adhesion molecule	NM_016174
CHD1L	CHD1L__________-1A-1a	CHD1L	chromodomain helicase DNA binding protein 1-like	NM_024568
RBM26	C13ORF10_______-1A-1a	C13orf10	chromosome 13 open reading frame 10	NM_022118
TMCO3	C13ORF11_______-1A-1a	C13orf11	chromosome 13 open reading frame 11	NM_017905
DIO3OS	C14ORF134______-1A-1a	C14orf134	chromosome 14 open reading frame 134	NM_022345
LTBP2	C14ORF141______-1A-1a	C14orf141	chromosome 14 open reading frame 141	NM_032035
NREP	C5ORF13________-1A-1a	C5orf13	chromosome 5 open reading frame 13	NM_004772
PRICKLE4	C6ORF49________-1A-1a	C6orf49	chromosome 6 open reading frame 49	NM_013397
C6orf62	C6ORF62________-1A-1a	C6orf62	chromosome 6 open reading frame 62	NM_030939
	CLONE017D02MY02-1A-1a		clone 017d02 My029 protein mRNA, complete cds.
	CLONE17DIACYLGL-1A-1a		clone 17 diacylglycerol kinase alpha (DAGK1) mRNA, complete cds.
	CLONE82T-CELLRE-1A-1a		clone 82 T-cell receptor beta chain (TCRBV10S1P) mRNA, partial cds.
	CLONEB320UT-CEL-1A-1a		clone B320U T-cell receptor beta chain (TCRBV20S1) mRNA, partial cds.
	CLONEHQ0117PRO0-1A-1a		clone HQ0117 PRO0117 mRNA, complete cds.
	CLONEHUTA50-VHI-1A-1a		clone HuTA50-VH immunoglobulin heavy chain variable region mRNA, partial cds.
	CLONEIGA5135IMM-1A-1a		clone IgA5135 immunoglobulin A heavy chain mRNA, partial cds.
	CLONEIGA5487IMM-1A-1a		clone IgA5487 immunoglobulin A heavy chain mRNA, partial cds.
	CLONEMGC13522IM-1A-1a		clone MGC:13522 IMAGE:4291498, mRNA, complete cds.
	CLONEMGC15133IM-1A-1a		clone MGC:15133 IMAGE:4098463, mRNA, complete cds.
	COL4A5=TYPEIVCO-1A-1a		COL4A5=type IV collagen 5a chain {7 bp deletion, alternatively spliced, exon 10} .
C1GALT1C1	C1GALT2________-1A-1a	C1GALT2	core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 2	NM_152692
CRELD1	CRELD1_________-1A-1a	CRELD1	cysteine-rich with EGF-like domains 1	NM_015513
CYCS	CYCS___________-1A-1a	CYCS	cytochrome c, somatic	NM_018947
	DC49MRNA,COMPLE-1A-1a		DC49 mRNA, complete cds.
DSC1	DSC1___________-1A-1a	DSC1	desmocollin 1	NM_024421
	DNASEQCHROM1333-1A-1a		DNA sequence from clone RP4-614C15 on chromosome 20q13.2-13.33
