ID	Name	Symbol	Accession	UniGene	Gene	Ensembl	aveA	P400vsEGFP.M	P400vsEGFP.AdjP	P400vsEGFP.FDR	P400vsEGFP.B	Description	Coordinates	A	D	C	B
A_52_P608255	proviral integration site 2	Pim2	NM_138606	Mm.347478	18715	ENSMUST00000033495	9.33	0.544	1	0.002	0.67	Mus musculus proviral integration site 2 (Pim2), transcript variant 1, mRNA [NM_138606]	chrX:6315702-6315761	0.503	-0.69	0.572	-0.411
A_51_P149422	guanine nucleotide binding protein 13, gamma	Gng13	NM_022422	Mm.171123	64337	ENSMUST00000026836	9.277	0.543	1	0.002	0.614	Mus musculus guanine nucleotide binding protein 13, gamma (Gng13), mRNA [NM_022422]	chr17:23902206-23902265	0.579	-0.657	0.375	-0.562
A_51_P503696	DNA segment, Chr 4, ERATO Doi 22, expressed	D4Ertd22e	NM_174996	Mm.332006	213491	ENSMUST00000094549	11.843	0.543	1	0.003	0.104	Mus musculus DNA segment, Chr 4, ERATO Doi 22, expressed (D4Ertd22e), transcript variant 2, mRNA [NM_174996]	chr4:140493895-140493836	0.751	-0.481	0.495	-0.445
A_51_P151493	BarH-like homeobox 1	Barx1	NM_007526	Mm.42241	12022	ENSMUST00000021813	6.194	0.542	1	0.002	0.814	Mus musculus BarH-like homeobox 1 (Barx1), mRNA [NM_007526]	chr13:48148874-48148933	0.542	-0.393	0.572	-0.66
A_51_P213532	protein phosphatase 3, catalytic subunit, alpha isoform	Ppp3ca	NM_008913	Mm.331389	19055	ENSMUST00000070198	11.218	0.542	1	0.003	0.288	Mus musculus protein phosphatase 3, catalytic subunit, alpha isoform (Ppp3ca), mRNA [NM_008913]	chr3:136729760-136729820	0.458	-0.547	0.436	-0.728
A_52_P1064707			TC1447482		NA		8.486	0.541	1	0.001	1.801		chr6:54861523-54861582	0.533	-0.636	0.514	-0.481
A_51_P403564	LIM homeobox protein 5	Lhx5	NM_008499	Mm.5151	16873	ENSMUST00000031591	6.549	0.541	1	0.001	1.399	Mus musculus LIM homeobox protein 5 (Lhx5), mRNA [NM_008499]	chr5:119675121-119675180	0.46	-0.609	0.474	-0.62
A_52_P303904	caspase recruitment domain family, member 6	Card6	XM_139295	Mm.31252	239319	ENSMUST00000055038	7.94	0.541	1	0.002	1.265	PREDICTED: Mus musculus caspase recruitment domain family, member 6 (Card6), mRNA [XM_139295]	chr15:4922536-4922477	0.526	-0.624	0.418	-0.595
A_51_P463552	WD repeat domain 78	Wdr78	NM_146254	Mm.374877	242584	ENSMUST00000036557	8.202	0.541	1	0.002	0.373	Mus musculus WD repeat domain 78 (Wdr78), mRNA [NM_146254]	chr4:102414609-102414550	0.612	-0.529	0.657	-0.366
A_52_P617838	RIKEN cDNA A930012O16 gene	A930012O16Rik	NM_175463	Mm.347582	227923	ENSMUST00000067049	6.853	0.541	1	0.003	0.1	Mus musculus RIKEN cDNA A930012O16 gene (A930012O16Rik), mRNA [NM_175463]	chr2:57237142-57237083	0.386	-0.712	0.584	-0.483
A_51_P108645	intersectin 1 (SH3 domain protein 1A)	Itsn1	NM_010587	Mm.40546	16443	ENSMUST00000023678	7.684	0.54	1	0.002	0.919	Mus musculus intersectin 1 (SH3 domain protein 1A) (Itsn1), mRNA [NM_010587]	chr16:91959684-91962225	0.407	-0.56	0.53	-0.664
A_51_P398723	FMS-like tyrosine kinase 1	Flt1	NM_010228	Mm.389712	14254	ENSMUST00000031653	7.02	0.54	1	0.002	0.741	Mus musculus FMS-like tyrosine kinase 1 (Flt1), mRNA [NM_010228]	chr5:146456678-146456619	0.384	-0.589	0.539	-0.647
A_51_P333594			A_51_P333594		NA		12.04	0.539	1	0.001	2.068			0.473	-0.598	0.531	-0.553
A_51_P292855	synaptosomal-associated protein	Snap29	NM_023348	Mm.271992	67474	ENSMUST00000023449	9.138	0.539	1	0.001	1.822	Mus musculus synaptosomal-associated protein (Snap29), mRNA [NM_023348]	chr16:16976801-16976860	0.491	-0.562	0.619	-0.482
A_51_P450682	RIKEN cDNA 1700055M20 gene	1700055M20Rik	NM_199455	Mm.385340	73407	ENSMUST00000034247	7.368	0.539	1	0.002	1.111	Mus musculus RIKEN cDNA 1700055M20 gene (1700055M20Rik), transcript variant 1, mRNA [NM_199455]	chr8:93909956-93910236	0.656	-0.513	0.563	-0.424
A_52_P389274	Sfi1 homolog, spindle assembly associated (yeast)	Sfi1	AK019095	Mm.320785	78887		7.989	0.538	1	0.001	1.669	Mus musculus adult male tongue cDNA, RIKEN full-length enriched library, clone:2310047I15 product:hypothetical protein, full insert sequence. [AK019095]	chr11:3084706-3084647	0.455	-0.624	0.512	-0.56
A_51_P490678	tripartite motif containing 68	Trim68	NM_198012	Mm.39043	101700	ENSMUST00000082175	9.711	0.536	1	0.001	1.918	Mus musculus tripartite motif containing 68 (Trim68), mRNA [NM_198012]	chr7:98727657-98727598	0.522	-0.479	0.526	-0.617
A_52_P59579	testis enhanced gene transcript	Tegt	NM_026669	Mm.16769	110213		12.125	0.536	1	0.003	0.008	Mus musculus testis enhanced gene transcript (Tegt), mRNA [NM_026669]	chr15:99394634-99394693	0.531	-0.348	0.685	-0.58
A_52_P61735	filamin C, gamma (actin binding protein 280)	Flnc	BC060276	Mm.39046	68794	ENSMUST00000101617	9.476	0.535	1	0.001	2.197	Mus musculus filamin C, gamma (actin binding protein 280), mRNA (cDNA clone IMAGE:6824907), partial cds. [BC060276]	chr6:29393779-29393838	0.487	-0.583	0.523	-0.547
A_52_P352541			AK132930	Mm.405076	NA		6.971	0.533	1	0.001	1.513	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930521G09 product:similar to Zinc finger protein (Fragment) [Homo sapiens], full insert sequence. [AK132930]	chr13:20870387-20870328	0.427	-0.53	0.594	-0.583
A_51_P323642	vomeronasal 1 receptor, B3	V1rb3	NM_053226	Mm.377147	113853	ENSMUST00000076086	7.409	0.533	1	0.002	0.47	Mus musculus vomeronasal 1 receptor, B3 (V1rb3), mRNA [NM_053226]	chr6:90298647-90298588	0.405	-0.467	0.676	-0.581
A_51_P413147	kallikrein 1-related peptidase b3	Klk1b3	NM_008693	Mm.142722	18050	ENSMUST00000085450	8.457	0.533	1	0.003	0.05	Mus musculus kallikrein 1-related peptidase b3 (Klk1b3), mRNA [NM_008693]	chr7:40375530-40375588	0.582	-0.41	0.706	-0.435
A_52_P430710	TBC1 domain family, member 5	Tbc1d5	NM_028162	Mm.120650	72238	ENSMUST00000095246	9.15	0.532	1	0.002	0.448	Mus musculus TBC1 domain family, member 5 (Tbc1d5), mRNA [NM_028162]	chr17:48881262-48881203	0.528	-0.467	0.704	-0.431
A_51_P126327	OTU domain containing 7A	Otud7a	NM_130880	Mm.156872	170711	ENSMUST00000058476	7.539	0.531	1	0.001	2.16	Mus musculus OTU domain containing 7 (Otud7), mRNA [NM_130880]	chr7:59508759-59508818	0.474	-0.555	0.535	-0.561
A_52_P477286	RAB8B, member RAS oncogene family	Rab8b	NM_173413	Mm.260376	235442	ENSMUST00000041139	7.21	0.531	1	0.002	0.521	Mus musculus RAB8B, member RAS oncogene family (Rab8b), mRNA [NM_173413]	chr9:66878857-66878798	0.537	-0.442	0.695	-0.45
A_51_P502787	GLIS family zinc finger 1	Glis1	NM_147221	Mm.331757	230587	ENSMUST00000046005	7.069	0.53	1	0.001	1.788	Mus musculus GLIS family zinc finger 1 (Glis1), mRNA [NM_147221]	chr4:107011376-107011435	0.506	-0.536	0.466	-0.611
A_51_P170758	glutamate-rich WD repeat containing 1	Grwd1	NM_153419	Mm.274847	101612	ENSMUST00000066438	11.924	0.53	1	0.002	0.332	Mus musculus glutamate-rich WD repeat containing 1 (Grwd1), mRNA [NM_153419]	chr7:42001701-42001642	0.348	-0.599	0.552	-0.62
A_51_P120097	protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), beta isoform	Ppp2r1b	NM_001034085	Mm.7726	73699	ENSMUST00000034560	6.739	0.529	1	0.002	0.959	Mus musculus protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), beta isoform (Ppp2r1b), transcript variant 1, mRNA [NM_001034085]	chr9:50870293-50871290	0.651	-0.561	0.423	-0.483
A_52_P883300	RIKEN cDNA E130202H07 gene	E130202H07Rik	AK053684	Mm.187909	328443		11.021	0.529	1	0.002	0.595	Mus musculus 0 day neonate eyeball cDNA, RIKEN full-length enriched library, clone:E130202H07 product:unclassifiable, full insert sequence. [AK053684]	chr14:71211006-71211065	0.588	-0.654	0.471	-0.402
A_51_P288558	WD repeat domain 16	Wdr16	NM_027963	Mm.292233	71860	ENSMUST00000021287	7.567	0.529	1	0.003	0.311	Mus musculus WD repeat domain 16 (Wdr16), mRNA [NM_027963]	chr11:68006594-68006535	0.573	-0.669	0.373	-0.501
A_52_P68755	LIM domain only 7	Lmo7	DV040849	Mm.393651	380928	ENSMUST00000040513	9.987	0.528	1	0.001	1.712	CG02_13_B03.x1 FH CG02 Mus musculus cDNA clone CG02_13_B03 similar to LIM domain only 7, mRNA sequence [DV040849]	chr14:96350609-96350668	0.435	-0.543	0.579	-0.556
A_52_P21986	RIKEN cDNA 2900024C23 gene	2900024C23Rik	NM_026062	Mm.277897	67266	ENSMUST00000031198	8.386	0.528	1	0.002	1.045	Mus musculus RIKEN cDNA 2900024C23 gene (2900024C23Rik), mRNA [NM_026062]	chr5:107086890-107086831	0.533	-0.583	0.394	-0.604
A_52_P114829	crystallin, gamma C	Crygc	NM_007775	Mm.425031	12966	ENSMUST00000027089	6.895	0.528	1	0.002	0.812	Mus musculus crystallin, gamma C (Crygc), mRNA [NM_007775]	chr1:65324206-65324147	0.568	-0.415	0.653	-0.477
A_51_P127215	sestrin 3	Sesn3	BC003348	Mm.325126	75747		10.098	0.528	1	0.003	0.207	Mus musculus sestrin 3, mRNA (cDNA clone IMAGE:3481673). [BC003348]	chr9:14170138-14170197	0.572	-0.573	0.629	-0.339
A_51_P433388	RIKEN cDNA 1700019A02 gene	1700019A02Rik	AK006101	Mm.307084	69397	ENSMUST00000072235	7.42	0.527	1	0.001	1.615	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700019A02 product:hypothetical Glutamic acid-rich region containing protein, full insert sequence. [AK006101]	chr1:53392292-53392233	0.532	-0.5	0.617	-0.457
A_52_P154877	fibroblast growth factor 13	Fgf13	NM_010200	Mm.7995	14168	ENSMUST00000033473	7.251	0.527	1	0.002	0.989	Mus musculus fibroblast growth factor 13 (Fgf13), mRNA [NM_010200]	chrX:54543355-54543296	0.535	-0.649	0.51	-0.415
A_52_P381553	RIKEN cDNA 1500005I02 gene	1500005I02Rik	NM_028055	Mm.38347	72014	ENSMUST00000000206	7.148	0.527	1	0.002	0.619	Mus musculus RIKEN cDNA 1500005I02 gene (1500005I02Rik), mRNA [NM_028055]	chr11:114900512-114900453	0.555	-0.366	0.625	-0.563
A_52_P678096	testes-specific protease 50	Tsp50	NM_146227	Mm.102265	235631	ENSMUST00000051097	7.834	0.527	1	0.002	0.518	Mus musculus testes-specific protease 50 (Tsp50), mRNA [NM_146227]	chr9:110560095-110560154	0.41	-0.446	0.638	-0.614
A_51_P117618	ethylmalonic encephalopathy 1	Ethe1	NM_023154	Mm.29553	66071	ENSMUST00000077191	9.935	0.526	1	0.001	2.271	Mus musculus ethylmalonic encephalopathy 1 (Ethe1), mRNA [NM_023154]	chr7:21396413-21396472	0.503	-0.527	0.56	-0.514
A_52_P542958	mitochondrial ribosomal protein S26	Mrps26	NM_207207	Mm.30057	99045	ENSMUST00000046149	12.602	0.526	1	0.001	1.793	Mus musculus mitochondrial ribosomal protein S26 (Mrps26), mRNA [NM_207207]	chr2:130305939-130305998	0.543	-0.44	0.564	-0.556
A_51_P201338	metastasis suppressor 1	Mtss1	NM_144800	Mm.215481	211401	ENSMUST00000080371	10.477	0.526	1	0.001	1.532	Mus musculus metastasis suppressor 1 (Mtss1), mRNA [NM_144800]	chr15:59010275-59010216	0.518	-0.63	0.476	-0.481
A_51_P312268	RIKEN cDNA 1810062O18 gene	1810062O18Rik	AK007938	Mm.385812	75602		6.53	0.526	1	0.001	1.342	Mus musculus 10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810062O18 product:hypothetical protein, full insert sequence. [AK007938]	chr14:18227120-18227179	0.471	-0.634	0.538	-0.459
A_51_P224980	cDNA sequence BC027231	BC027231	NM_145972	Mm.310573	212547	ENSMUST00000048788	8.327	0.526	1	0.002	1.256	Mus musculus cDNA sequence BC027231 (BC027231), mRNA [NM_145972]	chr16:44514008-44514067	0.612	-0.537	0.546	-0.41
A_52_P82765			ENSMUST00000065861	Mm.430438	NA	ENSMUST00000065861	8.906	0.526	1	0.002	1.243	GB|M60359.1|AAA03650.1 testosterone 16a-hydroxylase type c [NP065022]	chr7:22724390-22724449	0.585	-0.412	0.594	-0.512
A_51_P231920	lectin, mannose-binding 2-like	Lman2l	NM_001013374	Mm.287854	214895	ENSMUST00000001171	8.873	0.526	1	0.002	0.868	Mus musculus lectin, mannose-binding 2-like (Lman2l), mRNA [NM_001013374]	chr1:36664873-36664814	0.611	-0.38	0.549	-0.565
A_51_P175674	RIKEN cDNA 4930433N12 gene	4930433N12Rik	NM_053265	Mm.422774	114673		6.892	0.525	1	0.001	1.45	Mus musculus RIKEN cDNA 4930433N12 gene (4930433N12Rik), mRNA [NM_053265]	chr9:3104155-3102591	0.526	-0.542	0.606	-0.426
A_52_P508391	dickkopf homolog 1 (Xenopus laevis)	Dkk1	NM_010051	Mm.214717	13380	ENSMUST00000025803	6.342	0.525	1	0.002	0.419	Mus musculus dickkopf homolog 1 (Xenopus laevis) (Dkk1), mRNA [NM_010051]	chr19:30245250-30245191	0.504	-0.62	0.365	-0.609
A_51_P138879	zinc finger, CCCH-type with G patch domain	Zgpat	NM_144894	Mm.272712	229007	ENSMUST00000029105	10.142	0.524	1	0.001	1.981	Mus musculus zinc finger, CCCH-type with G patch domain (Zgpat), mRNA [NM_144894]	chr2:181881384-181881443	0.578	-0.538	0.469	-0.512
A_51_P511142	ATP-binding cassette, sub-family A (ABC1), member 14	Abca14	NM_026458	Mm.158178	67928	ENSMUST00000084640	6.429	0.524	1	0.002	1.056	Mus musculus ATP-binding cassette, sub-family A (ABC1), member 14 (Abca14), mRNA [NM_026458]	chr7:116241038-116241097	0.398	-0.594	0.59	-0.514
A_52_P315155	Eph receptor B2	Ephb2	NM_010142	Mm.250981	13844	ENSMUST00000059287	9.214	0.523	1	0.002	0.917	Mus musculus Eph receptor B2 (Ephb2), mRNA [NM_010142]	chr4:136033183-136033124	0.38	-0.553	0.562	-0.596
A_52_P8903	RIKEN cDNA D230037D09 gene	D230037D09Rik	NM_177140	Mm.86546	320351	ENSMUST00000057416	10.477	0.523	1	0.002	0.643	Mus musculus RIKEN cDNA D230037D09 gene (D230037D09Rik), mRNA [NM_177140]	chr12:100240217-100240276	0.507	-0.395	0.659	-0.529
A_52_P142091	RIKEN cDNA 4930503E14 gene	4930503E14Rik	NM_029131	Mm.425904	74954	ENSMUST00000100688	6.29	0.522	1	0.002	0.923	Mus musculus RIKEN cDNA 4930503E14 gene (4930503E14Rik), mRNA [NM_029131]	chr14:046855576-046855634	0.475	-0.661	0.446	-0.504
A_51_P299155	RIKEN cDNA 6720456B07 gene	6720456B07Rik	NM_133937	Mm.28077	101314	ENSMUST00000035725	11.732	0.521	1	0.001	2.124	Mus musculus RIKEN cDNA 6720456B07 gene (6720456B07Rik), mRNA [NM_133937]	chr6:113777746-113777805	0.478	-0.557	0.519	-0.531
A_51_P483301	peroxiredoxin 6, related sequence 1	Prdx6-rs1	NM_177256	Mm.60992	320769	ENSMUST00000057072	11.251	0.519	1	0.001	1.444	Mus musculus peroxiredoxin 6, related sequence 1 (Prdx6-rs1), mRNA [NM_177256]	chr2:80137313-80137372	0.49	-0.441	0.608	-0.536
A_51_P241705	protein tyrosine phosphatase, non-receptor type 1	Ptpn1	NM_011201	Mm.277916	19246	ENSMUST00000029053	13.087	0.519	1	0.003	0.136	Mus musculus protein tyrosine phosphatase, non-receptor type 1 (Ptpn1), mRNA [NM_011201]	chr2:167769450-167769509	0.353	-0.65	0.495	-0.576
A_51_P502888	nuclear receptor coactivator 1	Ncoa1	NM_010881	Mm.301039	17977	ENSMUST00000085814	11.261	0.518	1	0.002	1.12	Mus musculus nuclear receptor coactivator 1 (Ncoa1), mRNA [NM_010881]	chr12:4175962-4175903	0.598	-0.568	0.504	-0.404
A_52_P259425	RIKEN cDNA 2600011C06 gene	2600011C06Rik	BC010792	Mm.46005	67039		6.435	0.518	1	0.002	0.396	Mus musculus RIKEN cDNA 2600011C06 gene, mRNA (cDNA clone IMAGE:4218967), complete cds. [BC010792]	chr12:81657510-81657569	0.481	-0.679	0.509	-0.403
A_52_P737521	similar to transcription elongation factor B polypeptide 3C	LOC629689	XM_894604		629689		6.775	0.518	1	0.003	0.311	PREDICTED: Mus musculus similar to transcription elongation factor B polypeptide 3C (LOC629689), mRNA [XM_894604]	chr10:52346424-52346483	0.432	-0.566	0.665	-0.41
A_51_P464761	SH2 domain containing 3C	Sh2d3c	NM_013781	Mm.9593	27387	ENSMUST00000074248	7.791	0.517	1	0.001	2.134	Mus musculus SH2 domain containing 3C (Sh2d3c), mRNA [NM_013781]	chr2:32761933-32761992	0.517	-0.492	0.554	-0.503
A_51_P244492	neuroblastoma, suppression of tumorigenicity 1	Nbl1	NM_008675	Mm.9404	17965	ENSMUST00000042844	8.313	0.517	1	0.001	1.627	Mus musculus neuroblastoma, suppression of tumorigenicity 1 (Nbl1), mRNA [NM_008675]	chr4:138460808-138460749	0.519	-0.516	0.591	-0.442
A_52_P671529	RIKEN cDNA B930008K04 gene	B930008K04Rik	NM_175446	Mm.336238	215693	ENSMUST00000085263	6.521	0.517	1	0.003	0.306	Mus musculus RIKEN cDNA B930008K04 gene (B930008K04Rik), mRNA [NM_175446]	chrX:129692582-129692523	0.484	-0.693	0.424	-0.469
A_52_P344290	coagulation factor II (thrombin) receptor	F2r	NM_010169	Mm.24816	14062	ENSMUST00000059193	11.799	0.515	1	0.003	0.222	Mus musculus coagulation factor II (thrombin) receptor (F2r), mRNA [NM_010169]	chr13:92671027-92670968	0.496	-0.692	0.452	-0.421
A_51_P429517	ADP-ribosylation factor-like 8B	Arl8b	NM_026011	Mm.271178	67166	ENSMUST00000032196	9.97	0.514	1	0.003	0.326	Mus musculus ADP-ribosylation factor-like 8B (Arl8b), mRNA [NM_026011]	chr6:108915711-108915767	0.391	-0.573	0.647	-0.446
A_52_P533750	zinc finger protein 622	Zfp622	NM_144523	Mm.29145	52521	ENSMUST00000061875	12.882	0.514	1	0.003	0.041	Mus musculus zinc finger protein 622 (Zfp622), mRNA [NM_144523]	chr15:26099176-26099235	0.336	-0.559	0.641	-0.521
A_52_P657360	troponin I, skeletal, slow 1	Tnni1	NM_021467	Mm.44379	21952	ENSMUST00000027674	6.927	0.514	1	0.003	0.037	Mus musculus troponin I, skeletal, slow 1 (Tnni1), mRNA [NM_021467]	chr1:135694939-135695814	0.527	-0.353	0.508	-0.668
A_51_P219231	extracellular matrix protein 2, female organ and adipocyte specific	Ecm2	AK163501	Mm.386931	407800		6.044	0.513	1	0.002	0.338	Mus musculus adult male corpora quadrigemina cDNA, RIKEN full-length enriched library, clone:B230312F04 product:hypothetical protein, full insert sequence. [AK163501]	chr13:49003532-49003591	0.518	-0.607	0.348	-0.58
A_52_P679105	protease, serine, 23	Prss23	NM_029614	Mm.250438	76453	ENSMUST00000070669	8.732	0.512	1	0.001	1.968	Mus musculus protease, serine, 23 (Prss23), mRNA [NM_029614]	chr7:85446268-85446209	0.526	-0.538	0.527	-0.458
A_51_P339713	mitochondrial ribosomal protein S26	Mrps26	NM_207207	Mm.30057	99045	ENSMUST00000046149	12.11	0.512	1	0.002	0.616	Mus musculus mitochondrial ribosomal protein S26 (Mrps26), mRNA [NM_207207]	chr2:130305271-130305836	0.603	-0.43	0.602	-0.415
A_52_P69325	transcription factor B2, mitochondrial	Tfb2m	NM_008249	Mm.293529	15278	ENSMUST00000027769	9.513	0.512	1	0.003	0.211	Mus musculus transcription factor B2, mitochondrial (Tfb2m), mRNA [NM_008249]	chr1:179509357-179509298	0.367	-0.481	0.656	-0.542
A_52_P467488	solute carrier family 35, member D3	Slc35d3	NM_029529	Mm.74324	76157	ENSMUST00000059805	6.507	0.512	1	0.003	0.182	Mus musculus solute carrier family 35, member D3 (Slc35d3), mRNA [NM_029529]	chr10:19572768-19572709	0.334	-0.608	0.541	-0.563
A_51_P104128	ornithine decarboxylase antizyme	Oaz1	AK003452	Mm.683	18245		14.675	0.511	1	0.001	1.393	Mus musculus 18-day embryo whole body cDNA, RIKEN full-length enriched library, clone:1110005A09 product:ornithine decarboxylase antizyme, full insert sequence. [AK003452]	chr10:80618459-80618518	0.506	-0.45	0.609	-0.481
A_52_P1108460			AK084568		NA		6.018	0.511	1	0.002	0.772	Mus musculus 13 days embryo heart cDNA, RIKEN full-length enriched library, clone:D330016C02 product:unclassifiable, full insert sequence. [AK084568]	chrY_random:10301728-10301787	0.378	-0.61	0.538	-0.518
A_52_P479262	procollagen, type VI, alpha 3	Col6a3	XM_897036	Mm.7562	12835	ENSMUST00000097653	6.14	0.51	1	0.002	0.768	PREDICTED: Mus musculus procollagen, type VI, alpha 3, transcript variant 2 (Col6a3), mRNA [XM_897036]	chr1:90671157-90671098	0.405	-0.635	0.477	-0.524
A_51_P494822	stromal antigen 3	Stag3	NM_016964	Mm.285609	50878		12.612	0.51	1	0.002	0.722	Mus musculus stromal antigen 3 (Stag3), mRNA [NM_016964]	chr5:137257699-137257758	0.511	-0.409	0.476	-0.642
A_51_P224164	solute carrier family 26, member 4	Slc26a4	NM_011867	Mm.100187	23985		6.592	0.509	1	0.002	1.046	Mus musculus solute carrier family 26, member 4 (Slc26a4), mRNA [NM_011867]	chr12:29359708-29359649	0.628	-0.452	0.449	-0.506
A_51_P257282	RIKEN cDNA 4921517B04 gene	4921517B04Rik	AK083236	Mm.187793	70892	ENSMUST00000037942	6.397	0.509	1	0.002	0.758	Mus musculus adult male hippocampus cDNA, RIKEN full-length enriched library, clone:C630030B20 product:hypothetical protein, full insert sequence [AK083236]	chr3:146880379-146880438	0.393	-0.598	0.468	-0.577
A_51_P339744	RIKEN cDNA 3010003L21 gene	3010003L21Rik	BC106181	Mm.391545	109163	ENSMUST00000047953	8.415	0.509	1	0.002	0.615	Mus musculus RIKEN cDNA 3010003L21 gene, mRNA (cDNA clone IMAGE:6334265), complete cds. [BC106181]	chr6:149025284-149025343	0.634	-0.53	0.387	-0.486
A_52_P35448	RIKEN cDNA D330017J20 gene	D330017J20Rik	NM_177204	Mm.56097	320609	ENSMUST00000046028	6.226	0.509	1	0.002	0.458	Mus musculus RIKEN cDNA D330017J20 gene (D330017J20Rik), transcript variant 1, mRNA [NM_177204]	chr6:29888954-29889013	0.37	-0.564	0.621	-0.48
A_51_P396852	glutathione S-transferase omega 2	Gsto2	NM_026619	Mm.63791	68214	ENSMUST00000026052	7.558	0.508	1	0.001	1.485	Mus musculus glutathione S-transferase omega 2 (Gsto2), mRNA [NM_026619]	chr19:47786597-47786656	0.524	-0.482	0.44	-0.587
A_51_P346862	intraflagellar transport 20 homolog (Chlamydomonas)	Ift20	NM_018854	Mm.358671	55978	ENSMUST00000050366	12.246	0.508	1	0.002	1.115	Mus musculus intraflagellar transport 20 homolog (Chlamydomonas) (Ift20), mRNA [NM_018854]	chr11:78622563-78622984	0.627	-0.462	0.483	-0.459
A_52_P112704	RIKEN cDNA 1810048P08 gene	1810048P08Rik	NM_133717	Mm.37380	69834	ENSMUST00000078647	7.152	0.508	1	0.002	0.826	Mus musculus RIKEN cDNA 1810048P08 gene (1810048P08Rik), transcript variant 2, mRNA [NM_133717]	chr6:87867524-87867465	0.621	-0.395	0.516	-0.497
A_51_P334490	RIKEN cDNA 6430548M08 gene	6430548M08Rik	NM_172286	Mm.101958	234797	ENSMUST00000034281	6.612	0.508	1	0.003	0.102	Mus musculus RIKEN cDNA 6430548M08 gene (6430548M08Rik), mRNA [NM_172286]	chr8:118797028-118797087	0.656	-0.378	0.442	-0.555
A_51_P225134	myosin, heavy polypeptide 2, skeletal muscle, adult	Myh2	NM_001039545	Mm.425679	17882	ENSMUST00000018641	6.237	0.507	1	0.002	1.021	Mus musculus myosin, heavy polypeptide 2, skeletal muscle, adult (Myh2), mRNA [NM_001039545]	chr11:67278974-67279033	0.511	-0.592	0.392	-0.535
