UNIQID	Gene Symbol	Chromosome Map	Gene Description
201951_at	ALCAM	chr3q13	Activated leukocyte cell adhesion molecule
206770_s_at	SLC35A3	chr1p21	solute carrier family 35 (UDP-N-acetylglucosamine
212623_at	KIAA0033	chr11p15	KIAA0033 protein
222209_s_at	FLJ22104	chr11q14	hypothetical protein FLJ22104
218025_s_at	PECI	chr6p24	peroxisomal D3D2-enoyl-CoA isomerase
221024_s_at	SLC2A10	chr20q13	solute carrier family 2 (facilitated glucose trans
218237_s_at	SLC38A1	chr12q13	solute carrier family 38 member 1
221927_s_at	WBSCR21	chr7q11	Williams Beuren syndrome chromosome region 21
209343_at	EFHD1	chr2q37	EF hand domain containing 1
219053_s_at	FLJ20847	chr11q12	Hypothetical protein FLJ20847
201095_at	DAP	chr5p15	death-associated protein
209425_at	AMACR	chr5p13	alpha-methylacyl-CoA racemase
213341_at	FEM1C	chr5q22	fem-1 homolog c (C.elegans)
220690_s_at	DKFZp566O084	chr17p12	DKFZP566O084 protein
202539_s_at	HMGCR	chr5q13	3-hydroxy-3-methylglutaryl-Coenzyme A reductase
208881_x_at	IDI1	chr10p15	isopentenyl-diphosphate delta isomerase
201193_at	IDH1	chr2q33	isocitrate dehydrogenase 1 (NADP+) soluble
211070_x_at	DBI	chr2q12	diazepam binding inhibitor (GABA receptor modulato
209146_at	SC4MOL	chr4q32	sterol-C4-methyl oxidase-like
221750_at	HMGCS1	chr5p14	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (
209522_s_at	CRAT	chr9q34	carnitine acetyltransferase
202742_s_at	PRKACB	chr1p36	protein kinase cAMP-dependent catalytic beta
203824_at	TM4SF3	chr12q14	transmembrane 4 superfamily member 3
217562_at	DBCCR1L	chr1q31	DBCCR1-like
203060_s_at	PAPSS2	chr10q23	3-phosphoadenosine 5-phosphosulfate synthase 2
203180_at	ALDH1A3	chr15q26	aldehyde dehydrogenase 1 family member A3
205073_at	CYP2J2	chr1p31	cytochrome P450 family 2 subfamily J polypeptid
206199_at	CEACAM7	chr19q13	carcinoembryonic antigen-related cell adhesion mol
209616_s_at	CES1	chr16q13	carboxylesterase 1 (monocyte/macrophage serine est
203740_at	MPHOSPH6	chr16q23	M-phase phosphoprotein 6
206827_s_at	TRPV6	chr7q33	transient receptor potential cation channel subfa
201900_s_at	AKR1A1	chr1p33	aldo-keto reductase family 1 member A1 (aldehyde
202861_at	PER1	chr17p13	period homolog 1 (Drosophila)
214269_at	FLJ22269	chr4p16	hypothetical protein FLJ22269
201525_at	APOD	chr3q26	apolipoprotein D
204607_at	HMGCS2	chr1p13	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 (
205776_at	FMO5	chr1q21	flavin containing monooxygenase 5
206509_at	PIP	chr7q34	prolactin-induced protein
221583_s_at	KCNMA1	chr10q22	potassium large conductance calcium-activated chan
202275_at	G6PD	chrxq28	glucose-6-phosphate dehydrogenase
221669_s_at	ACAD8	chr11q25	acyl-Coenzyme A dehydrogenase family member 8
204573_at	CROT	chr7q21	carnitine O-octanoyltransferase
209917_s_at	TP53AP1	chr7q21	TP53 activated protein 1
203021_at	SLPI	chr20q12	secretory leukocyte protease inhibitor (antileukop
209799_at	PRKAA1	chr5p12	protein kinase AMP-activated alpha 1 catalytic s
204818_at	HSD17B2	chr16q24	hydroxysteroid (17-beta) dehydrogenase 2
206561_s_at	AKR1B10	chr7q33	aldo-keto reductase family 1 member B10 (aldose r
219529_at	CLIC3	chr9q34	chloride intracellular channel 3
219962_at	ACE2	chrxp22	angiotensin I converting enzyme (peptidyl-dipeptid
204388_s_at	MAOA	chrxp11	monoamine oxidase A
205567_at	CHST1	chr11p11	carbohydrate (keratan sulfate Gal-6) sulfotransfer
215465_at	ABCA12	chr2q34	ATP-binding cassette sub-family A (ABC1) member
205698_s_at	MAP2K6	chr17q24	mitogen-activated protein kinase kinase 6
202605_at	GUSB	chr7q21	glucuronidase beta
211689_s_at	TMPRSS2	chr21q22	transmembrane protease serine 2
205261_at	PGC	chr6p21	progastricsin (pepsinogen C)
220759_at	FAM12B	chr14q11	family with sequence similarity 12 member B (epid
205883_at	ZBTB16	chr11q23	zinc finger and BTB domain containing 16
206143_at	SLC26A3	chr7q31	solute carrier family 26 member 3
206068_s_at	ACADL	chr2q34	acyl-Coenzyme A dehydrogenase long chain
205311_at	DDC	chr7p11	dopa decarboxylase (aromatic L-amino acid decarbox
205826_at	MYOM2	chr8p23	myomesin (M-protein) 2 165kDa
204560_at	FKBP5	chr6p21	FK506 binding protein 5
207804_s_at	FCN2	chr9q34	ficolin (collagen/fibrinogen domain containing lec
206024_at	HPD	chr12q24	4-hydroxyphenylpyruvate dioxygenase
207102_at	AKR1D1	chr7q32	aldo-keto reductase family 1 member D1 (delta 39906
215665_at	HSD3B2	chr1p13	hydroxy-delta-5-steroid dehydrogenase 3 beta- and
219747_at	FLJ23191	chr4q27	hypothetical protein FLJ23191
45288_at	ABHD6	chr3p14	abhydrolase domain containing 6
211470_s_at	SULT1C1	chr2q11	sulfotransferase family cytosolic 1C member 1
214087_s_at	MYBPC1	chr12q23	myosin binding protein C slow type
206714_at	ALOX15B	chr17p13	arachidonate 15-lipoxygenase second type
214243_s_at		chr22q13	kraken-like
211682_x_at	UGT2B28	chr4q13	UDP glycosyltransferase 2 family polypeptide B28
211416_x_at	GGTLA4	chr20p11	gamma-glutamyltransferase-like activity 4
211417_x_at	GGT1	chr22q11	gamma-glutamyltransferase 1
215603_x_at	GGTL4	chr22q11	gamma-glutamyltransferase-like 4
214598_at	CLDN8	chr21q22	claudin 8
218552_at	FLJ10948	chr1p32	hypothetical protein FLJ10948
218776_s_at	FLJ23375	chr15q15	hypothetical protein FLJ23375
214765_s_at	ASAHL	chr4q21	N-acylsphingosine amidohydrolase (acid ceramidase)
205221_at	HGD	chr3q21	homogentisate 12-dioxygenase (homogentisate oxida
221122_at	HRASLS2	chr11q12	HRAS-like suppressor 2
210328_at	GNMT	chr6p12	glycine N-methyltransferase
220622_at	FLJ23259	chr3q26	hypothetical protein FLJ23259
214451_at	TFAP2B	chr6p21	transcription factor AP-2 beta (activating enhance
217528_at	CLCA2	chr1p31	chloride channel calcium activated family member
209306_s_at	SWAP70	chr11p15	SWAP-70 protein
219104_at	RNF141	chr11p15	ring finger protein 141
219266_at	ZNF350	chr19q13	zinc finger protein 350
219616_at	FLJ21963	chr12q21	FLJ21963 protein
219551_at	EAF2	chr3q13	ELL associated factor 2
211423_s_at	SC5DL	chr11q23	sterol-C5-desaturase (ERG3 delta-5-desaturase homo
218434_s_at	AACS	chr12q24	acetoacetyl-CoA synthetase
207761_s_at	DKFZP586A0522	chr12q13	DKFZP586A0522 protein
209309_at	AZGP1	chr7q22	alpha-2-glycoprotein 1 zinc
212202_s_at	DKFZP564G2022	chr15q15	DKFZP564G2022 protein
210950_s_at	FDFT1	chr8p23	farnesyl-diphosphate farnesyltransferase 1
212096_s_at	MTUS1	chr8p22	mitochondrial tumor suppressor 1
218254_s_at	SARA2	chr5q31	SAR1a gene homolog 2 (S. cerevisiae)
218375_at	NUDT9	chr4q22	nudix (nucleoside diphosphate linked moiety X)-typ
215856_at	CD33L3	chr18q12	CD33 antigen-like 3
216917_s_at	SYCP1	chr1p13	synaptonemal complex protein 1
219587_at	TTC12	chr11q23	tetratricopeptide repeat domain 12
214274_s_at	ACAA1	chr3p23	acetyl-Coenzyme A acyltransferase 1 (peroxisomal 3
215726_s_at	CYB5	chr18q23	cytochrome b-5
218205_s_at	MKNK2	chr19p13	MAP kinase interacting serine/threonine kinase 2
218174_s_at	C10orf57	chr10q22	chromosome 10 open reading frame 57
218124_at	FLJ20296	chr2p11	all-trans-1314-dihydroretinol saturase
209368_at	EPHX2	chr8p21	epoxide hydrolase 2 cytoplasmic
210830_s_at	PON2	chr7q21	paraoxonase 2
221042_s_at	CLMN	chr14q32	calmin (calponin-like transmembrane)
208924_at	RNF11	chr1pter	ring finger protein 11
208892_s_at	DUSP6	chr12q22	dual specificity phosphatase 6
204348_s_at	AK3	chr1p31	adenylate kinase 3
207543_s_at	P4HA1	chr10q21	procollagen-proline 2-oxoglutarate 4-dioxygenase
205020_s_at	ARL4A	chr7p21	ADP-ribosylation factor-like 4A
205632_s_at	PIP5K1B	chr9q13	phosphatidylinositol-4-phosphate 5-kinase type I
205896_at	SLC22A4	chr5q23	solute carrier family 22 (organic cation transport
207981_s_at	ESRRG	chr1q41	estrogen-related receptor gamma
208498_s_at	AMY2A	chr1p21	amylase alpha 2A; pancreatic
207802_at	CRISP3	chr6p12	cysteine-rich secretory protein 3
221218_s_at	TPK1	chr7q34	thiamin pyrophosphokinase 1
218273_s_at	PPM2C	chr8q22	protein phosphatase 2C magnesium-dependent catal
215506_s_at	ARHI	chr1p31	ras homolog gene family member I
220646_s_at	KLRF1	chr12p12	killer cell lectin-like receptor subfamily F memb
209505_at	NR2F1	chr5q14	Nuclear receptor subfamily 2 group F member 1
204364_s_at	C2orf23	chr2p11	chromosome 2 open reading frame 23
213227_at	PGRMC2	chr4q26	progesterone receptor membrane component 2
210130_s_at	TM7SF2	chr11q13	transmembrane 7 superfamily member 2
221833_at	LONP	chr16q12	Peroxisomal lon protease
207163_s_at	AKT1	chr14q32	v-akt murine thymoma viral oncogene homolog 1
221563_at	DUSP10	chr1q41	dual specificity phosphatase 10
216202_s_at	SPTLC2	chr14q24	serine palmitoyltransferase long chain base subun
220293_at	C14orf161	chr14q32	chromosome 14 open reading frame 161
219038_at	ZCWCC2	chrxq22	zinc finger CW-type with coiled-coil domain 2
210007_s_at	GPD2	chr2q24	glycerol-3-phosphate dehydrogenase 2 (mitochondria
205084_at	BCAP29	chr7q22	B-cell receptor-associated protein 29
201862_s_at	LRRFIP1	chr2q37	leucine rich repeat (in FLII) interacting protein
209712_at	SLC35D1	chr1p32	solute carrier family 35 (UDP-glucuronic acid/UDP-
213012_at	NEDD4	chr15q	neural precursor cell expressed developmentally d
221044_s_at	TRIM6-TRIM34	chr11p15	tripartite motif-containing 6 and tripartite motif
205968_at	KCNS3	chr2p24	potassium voltage-gated channel delayed-rectifier
217889_s_at	CYBRD1	chr2q31	cytochrome b reductase 1
221636_s_at	FLJ20605	chr1q41	hypothetical protein FLJ20605
218930_s_at	FLJ11273	chr7p21	hypothetical protein FLJ11273
218967_s_at	PTER	chr10p12	phosphotriesterase related
210859_x_at	CLN3	chr16p12	ceroid-lipofuscinosis neuronal 3 juvenile (Batte
219405_at	RNF137	chr11p15	ring finger protein 137
221958_s_at	FLJ23091	chr1p31	putative NFkB activating protein 373
209707_at	PIGK	chr1p31	phosphatidylinositol glycan class K
218924_s_at	CTBS	chr1p22	chitobiase di-N-acetyl-
217127_at	CTH	chr1p31	cystathionase (cystathionine gamma-lyase)
202068_s_at	LDLR	chr19p13	low density lipoprotein receptor (familial hyperch
210993_s_at	SMAD1	chr4q31	SMAD mothers against DPP homolog 1 (Drosophila)
218795_at	ACP6	chr1q21	acid phosphatase 6 lysophosphatidic
221606_s_at	NSBP1	chrxq13	nucleosomal binding protein 1
208663_s_at	TTC3	chr21q22	tetratricopeptide repeat domain 3
218123_at	C21orf59	chr21q22	chromosome 21 open reading frame 59
210653_s_at	BCKDHB	chr6q13	branched chain keto acid dehydrogenase E1 beta po
205780_at	BIK	chr22q13	BCL2-interacting killer (apoptosis-inducing)
216251_s_at	KIAA0153	chr22q13	KIAA0153 protein
214463_x_at	HIST1H4J	chr6p22	histone 1 H4j
210674_s_at	PCDHA1	chr5q31	protocadherin alpha 1
217814_at	GK001	chr17q23	GK001 protein
214657_s_at	TncRNA	chr11q13	Trophoblast-derived noncoding RNA
203304_at	BAMBI	chr10p12	BMP and activin membrane-bound inhibitor homolog (
209230_s_at	P8	chr16p11	p8 protein (candidate of metastasis 1)
204545_at	PEX6	chr6p21	peroxisomal biogenesis factor 6
213288_at	OACT2	chr2p25	O-acyltransferase (membrane bound) domain containi
212599_at	AUTS2	chr7q11	autism susceptibility candidate 2
203699_s_at	DIO2	chr14q24	deiodinase iodothyronine type II
205828_at	MMP3	chr11q22	matrix metalloproteinase 3 (stromelysin 1 progela
217771_at	GOLPH2	chr9q21	golgi phosphoprotein 2
204079_at	TPST2	chr22q12	tyrosylprotein sulfotransferase 2
215536_at	HLA-DQB2	chr6p21	major histocompatibility complex class II DQ bet
202893_at	UNC13B	chr9p12	unc-13 homolog B (C. elegans)
204424_s_at	LMO3	chr12p12	LIM domain only 3 (rhombotin-like 2)
91816_f_at	RKHD1	chr19p13	ring finger and KH domain containing 1
210896_s_at	ASPH	chr8q12	aspartate beta-hydroxylase
211783_s_at	MTA1	chr14q32	metastasis associated 1
203367_at	DUSP14	chr17q12	dual specificity phosphatase 14
212544_at	TRIP3	chr17q12	thyroid hormone receptor interactor 3
214358_at	ACACA	chr17q21	acetyl-Coenzyme A carboxylase alpha
201818_at	FLJ12443	chr5p15	hypothetical protein FLJ12443
200029_at	RPL19	chr17q11	ribosomal protein L19
200888_s_at	RPL23	chr17q	ribosomal protein L23
201400_at	PSMB3	chr17q12	proteasome (prosome macropain) subunit beta type
214239_x_at	RNF110	chr17q12	ring finger protein 110
200618_at	LASP1	chr17q11	LIM and SH3 protein 1
208161_s_at	ABCC3	chr17q22	ATP-binding cassette sub-family C (CFTR/MRP) mem
205979_at	SCGB2A1	chr11q13	secretoglobin family 2A member 1
206799_at	SCGB1D2	chr11q13	secretoglobin family 1D member 2
218002_s_at	CXCL14	chr5q31	chemokine (C-X-C motif) ligand 14
206793_at	PNMT	chr17q21	phenylethanolamine N-methyltransferase
203497_at	PPARBP	chr17q12	PPAR binding protein
213557_at	CRK7	chr17q12	CDC2-related protein kinase 7
55616_at	PERLD1	chr17q12	per1-like domain containing 1
210761_s_at	GRB7	chr17q12	growth factor receptor-bound protein 7
216836_s_at	ERBB2	chr17q21	v-erb-b2 erythroblastic leukemia viral oncogene ho
219233_s_at	GSDML	chr17q21	gasdermin-like
209757_s_at	MYCN	chr2p24	v-myc myelocytomatosis viral related oncogene neu
218857_s_at	ASRGL1	chr11q12	asparaginase like 1
209591_s_at	BMP7	chr20q13	bone morphogenetic protein 7 (osteogenic protein 1
222377_at	TBX10	chr11q13	T-box 10
221646_s_at	ZDHHC11	chr5p15	zinc finger DHHC domain containing 11
219155_at	PITPNC1	chr17q24	phosphatidylinositol transfer protein cytoplasmic
212841_s_at	PPFIBP2	chr11p15	PTPRF interacting protein binding protein 2 (lipr
39763_at	HPX	chr11p15	hemopexin
220486_x_at	FLJ22679	chrxq22	hypothetical protein FLJ22679
209785_s_at	PLA2G4C	chr19q13	phospholipase A2 group IVC (cytosolic calcium-in
209278_s_at	TFPI2	chr7q22	tissue factor pathway inhibitor 2
209728_at	HLA-DRB4	chr6p21	major histocompatibility complex class II DR bet
206204_at	GRB14	chr2q22	growth factor receptor-bound protein 14
205829_at	HSD17B1	chr17q11	hydroxysteroid (17-beta) dehydrogenase 1
214624_at	UPK1A	chr19q13	uroplakin 1A
219759_at	LRAP	chr16	leukocyte-derived arginine aminopeptidase
203549_s_at	LPL	chr8p22	lipoprotein lipase
201348_at	GPX3	chr5q23	glutathione peroxidase 3 (plasma)
205382_s_at	DF	chr19p13	D component of complement (adipsin)
201540_at	FHL1	chrxq26	four and a half LIM domains 1
204894_s_at	AOC3	chr17q21	amine oxidase copper containing 3 (vascular adhes
203980_at	FABP4	chr8q21	fatty acid binding protein 4 adipocyte
207175_at	ACDC	chr3q27	adipocyte C1Q and collagen domain containing
205913_at	PLIN	chr15q26	perilipin
209613_s_at	ADH1B	chr4q21	alcohol dehydrogenase IB (class I) beta polypepti
209763_at	CHRDL1	chrxq23	chordin-like 1
219064_at	ITIH5	chr10p14	inter-alpha (globulin) inhibitor H5
209555_s_at	CD36	chr7q11	CD36 antigen (collagen type I receptor thrombospo
213524_s_at	G0S2	chr1q32	putative lymphocyte G0/G1 switch gene
218087_s_at	SORBS1	chr10q23	sorbin and SH3 domain containing 1
207695_s_at	IGSF1	chrxq25	immunoglobulin superfamily member 1
210467_x_at	MAGEA12	chrxq28	melanoma antigen family A 12
209942_x_at	MAGEA3	chrxq28	melanoma antigen family A 3
214612_x_at	MAGEA6	chrxq28	melanoma antigen family A 6
206070_s_at	EPHA3	chr3p11	EPH receptor A3
207400_at	NPY5R	chr4q31	neuropeptide Y receptor Y5
214603_at	MAGEA2B	chrxq28	melanoma antigen family A 2B
220445_s_at	CSAG2	chrxq28	CSAG family member 2
218513_at	FLJ11184	chr4q32	hypothetical protein FLJ11184
219078_at	GPATC2	chr1q41	G patch domain containing 2
220016_at	MGC5395	chr11q12	hypothetical protein MGC5395
209116_x_at	HBB	chr11p15	hemoglobin beta
211745_x_at	HBA1	chr16p13	hemoglobin alpha 1
214414_x_at	HBA2	chr16p13	hemoglobin alpha 2
206108_s_at	SFRS6	chr20q12	splicing factor arginine/serine-rich 6
200884_at	CKB	chr14q32	creatine kinase brain
206918_s_at	CPNE1	chr20q11	copine I
209035_at	MDK	chr11p11	midkine (neurite growth-promoting factor 2)
206595_at	CST6	chr11q13	cystatin E/M
205364_at	ACOX2	chr3p14	acyl-Coenzyme A oxidase 2 branched chain
209365_s_at	ECM1	chr1q21	extracellular matrix protein 1
204540_at	EEF1A2	chr20q13	eukaryotic translation elongation factor 1 alpha 2
206343_s_at	NRG1	chr8p21	neuregulin 1
207874_s_at	CFHL4	chr1q32	complement factor H-related 4
217520_x_at	LOC283683	chr15q11	hypothetical protein LOC283683
222240_s_at	ISYNA1	chr19p13	myo-inositol 1-phosphate synthase A1
46665_at	SEMA4C	chr2q11	sema domain immunoglobulin domain (Ig) transmemb
211727_s_at	COX11	chr17q22	COX11 homolog cytochrome c oxidase assembly prote
218676_s_at	PCTP	chr17q21	phosphatidylcholine transfer protein
201839_s_at	TACSTD1	chr2p21	tumor-associated calcium signal transducer 1
205741_s_at	DTNA	chr18q12	dystrobrevin alpha
201867_s_at	TBL1X	chrxp22	transducin (beta)-like 1X-linked
204454_at	LDOC1	chrxq27	leucine zipper down-regulated in cancer 1
208002_s_at	BACH	chr1p36	brain acyl-CoA hydrolase
206261_at	ZNF239	chr10q11	zinc finger protein 239
203215_s_at	MYO6	chr6q13	myosin VI
205078_at	PIGF	chr2p21	phosphatidylinositol glycan class F
202003_s_at	ACAA2	chr18q21	acetyl-Coenzyme A acyltransferase 2 (mitochondrial
202969_at	DYRK2	chr12q15	Dual-specificity tyrosine-(Y)-phosphorylation regu
203414_at	MMD	chr17q	monocyte to macrophage differentiation-associated
219090_at	SLC24A3	chr20p13	solute carrier family 24 (sodium/potassium/calcium
221019_s_at	COLEC12	chr18pter	collectin sub-family member 12
200687_s_at	SF3B3	chr16q22	splicing factor 3b subunit 3 130kDa
205229_s_at	COCH	chr14q12	coagulation factor C homolog cochlin (Limulus pol
201582_at	SEC23B	chr20p11	Sec23 homolog B (S. cerevisiae)
219913_s_at	CRNKL1	chr20p11	Crn crooked neck-like 1 (Drosophila)
206100_at	CPM	chr12q14	carboxypeptidase M
201946_s_at	CCT2	chr12q15	chaperonin containing TCP1 subunit 2 (beta)
218911_at	YEATS4	chr12q13	YEATS domain containing 4
208839_s_at	TIP120A	chr12q14	TBP-interacting protein
218988_at	SLC35E3	chr12q15	solute carrier family 35 member E3
220397_at	MDM1	chr12q15	nuclear protein double minute 1
218768_at	NUP107	chr12q15	nucleoporin 107kDa
215716_s_at	ATP2B1	chr12q21	ATPase Ca++ transporting plasma membrane 1
219499_at	SEC61A2	chr10p14	Sec61 alpha 2 subunit (S. cerevisiae)
213510_x_at	LOC220594	chr17p11	TL132 protein
219109_at	PF20	chr2q34	PF20
204148_s_at	ZP_3	chr7q11	zona pellucida glycoprotein 3 (sperm receptor)
210910_s_at	POMZP3	chr7q11	POM (POM121 homolog rat) and ZP3 fusion
203423_at	RBP1	chr3q23	retinol binding protein 1 cellular
204086_at	PRAME	chr22q11	preferentially expressed antigen in melanoma
202967_at	GSTA4	chr6p12	glutathione S-transferase A4
205356_at	USP13	chr3q26	ubiquitin specific protease 13 (isopeptidase T-3)
213248_at	LOC221362	chr6p12	hypothetical protein LOC221362
204105_s_at	NRCAM	chr7q31	neuronal cell adhesion molecule
201843_s_at	EFEMP1	chr2p16	EGF-containing fibulin-like extracellular matrix p
210762_s_at	DLC1	chr8p22	deleted in liver cancer 1
213492_at	COL2A1	chr12q13	collagen type II alpha 1 (primary osteoarthritis
200962_at	RPL31	chr2q11	ribosomal protein L31
220770_s_at	LOC63920	chr5q33	transposon-derived Buster3 transposase-like
209737_at	AIP1	chr7q21	atrophin-1 interacting protein 1
205352_at	SERPINI1	chr3q26	serine (or cysteine) proteinase inhibitor clade I
207938_at	PI15	chr8q21	protease inhibitor 15
206325_at	SERPINA6	chr14q32	serine (or cysteine) proteinase inhibitor clade A
219642_s_at	PEX5L	chr3q26	peroxisomal biogenesis factor 5-like
203335_at	PHYH	chr10pter	phytanoyl-CoA hydroxylase (Refsum disease)
219298_at	ECHDC3	chr10p14	enoyl Coenzyme A hydratase domain containing 3
218720_x_at	SEZ6L2	chr16p11	seizure related 6 homolog (mouse)-like 2
201714_at	TUBG1	chr17q21	tubulin gamma 1
208776_at	PSMD11	chr17q11	proteasome (prosome macropain) 26S subunit non-A
207012_at	MMP16	chr8q21	matrix metalloproteinase 16 (membrane-inserted)
206916_x_at	TAT	chr16q22	tyrosine aminotransferase
219737_s_at	PCDH9	chr13q14	protocadherin 9
219702_at	PLAC1	chrxq26	placenta-specific 1
220936_s_at	H2AFJ	chr12p12	H2A histone family member J
219255_x_at	IL17RB	chr3p21	interleukin 17 receptor B
204836_at	GLDC	chr9p22	glycine dehydrogenase (decarboxylating; glycine de
210253_at	HTATIP2	chr11p15	HIV-1 Tat interactive protein 2 30kDa
220038_at	SGKL	chr8q12	serum/glucocorticoid regulated kinase-like
213906_at	MYBL1	chr8q22	V-myb myeloblastosis viral oncogene homolog (avian
219312_s_at	ZBTB10	chr8q13	zinc finger and BTB domain containing 10
214934_at	ATP9B	chr18q23	ATPase Class II type 9B
219389_at	FLJ10052	chr1q41	hypothetical protein FLJ10052
219274_at	TM4SF12	chr7q31	transmembrane 4 superfamily member 12
206777_s_at	CRYBB2	chr22q11	crystallin beta B2
206457_s_at	DIO1	chr1p33	deiodinase iodothyronine type I
203545_at	ALG8	chr11q14	asparagine-linked glycosylation 8 homolog (yeast
212836_at	POLD3	chr11q14	polymerase (DNA-directed) delta 3 accessory subu
205013_s_at	ADORA2A	chr22q11	adenosine A2a receptor
212480_at	KIAA0376	chr22q11	KIAA0376 protein
204593_s_at	FLJ20232	chr22q13	hypothetical protein FLJ20232
