Probe Set ID	Cluster Figure 1	Gene Symbol	Gene Name	RefSeq Transcript ID	Chrom . Loc.
209408_at	Proliferation	KIF2C	kinesin family member 2C	NM_006845	1p34.1
202870_s_at	Proliferation	CDC20	CDC20 cell division cycle 20 homolog (S. cerevisiae)	NM_001255	1p34.1
203554_x_at	Proliferation	PTTG1	pituitary tumor-transforming 1	NM_004219	5q35.1
223381_at	Proliferation	CDCA1	cell division cycle associated 1	NM_031423 /// NM_145697	1q23.3
204033_at	Proliferation	TRIP13	thyroid hormone receptor interactor 13	NM_004237	5p15.33
229538_s_at	Proliferation	IQGAP3	IQ motif containing GTPase activating protein 3	NM_178229	1q22
202094_at	Proliferation	BIRC5	baculoviral IAP repeat-containing 5 (survivin)	NM_001012270 /// NM_001012271 /// NM_001168	17q25
226320_at	Proliferation	THOC4	THO complex 4	NM_005782	17q25.3
226319_s_at	Proliferation	THOC4	THO complex 4	NM_005782	17q25.3
211762_s_at	Proliferation	KPNA2	karyopherin alpha 2 (RAG cohort 1, importin alpha 1) /// karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	NM_002266	17q23.1-q23.3
201088_at	Proliferation	KPNA2	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	NM_002266	17q23.1-q23.3
201664_at	Proliferation	SMC4L1	SMC4 structural maintenance of chromosomes 4-like 1 (yeast)	NM_001002799 /// NM_001002800 /// NM_005496	3q26.1
201663_s_at	Proliferation	SMC4L1	SMC4 structural maintenance of chromosomes 4-like 1 (yeast)	NM_001002799 /// NM_001002800 /// NM_005496	3q26.1
202633_at	Proliferation	TOPBP1	topoisomerase (DNA) II binding protein 1	NM_007027	3q22.1
204767_s_at	Proliferation	FEN1	flap structure-specific endonuclease 1	NM_004111	11q12
223229_at	Proliferation	UBE2T	ubiquitin-conjugating enzyme E2T (putative)	NM_014176	1q32.1
203145_at	Proliferation	SPAG5	sperm associated antigen 5	NM_006461	17q11.2
202503_s_at	Proliferation	KIAA0101	KIAA0101	NM_014736	15q22.31
201710_at	Proliferation	MYBL2	v-myb myeloblastosis viral oncogene homolog (avian)-like 2	NM_002466	20q13.1
228281_at	Proliferation	FLJ25416	hypothetical protein FLJ25416	NM_145018	11q14.1
236957_at	Proliferation	CDCA2	cell division cycle associated 2	NM_152562	8p21.2
226661_at	Proliferation	CDCA2	cell division cycle associated 2	NM_152562	8p21.2
204744_s_at	Proliferation	IARS	isoleucine-tRNA synthetase	NM_002161 /// NM_013417	9q21
213088_s_at	Proliferation	DNAJC9	DnaJ (Hsp40) homolog, subfamily C, member 9	NM_015190	10q22.2
222396_at	Proliferation	HN1	hematological and neurological expressed 1	NM_001002032 /// NM_001002033 /// NM_016185	17q25.1
217755_at	Proliferation	HN1	hematological and neurological expressed 1	NM_001002032 /// NM_001002033 /// NM_016185	17q25.1
222036_s_at	Proliferation	MCM4	MCM4 minichromosome maintenance deficient 4 (S. cerevisiae)	NM_005914 /// NM_182746	8q11.2
212141_at	Proliferation	MCM4	MCM4 minichromosome maintenance deficient 4 (S. cerevisiae)	NM_005914 /// NM_182746	8q11.2
210543_s_at	Proliferation	PRKDC	protein kinase, DNA-activated, catalytic polypeptide	NM_006904	8q11
208694_at	Proliferation	PRKDC	protein kinase, DNA-activated, catalytic polypeptide	NM_006904	8q11
209096_at	Proliferation	UBE2V2	ubiquitin-conjugating enzyme E2 variant 2	NM_003350	8q11.21
222976_s_at	Proliferation	TPM3	tropomyosin 3	NM_152263 /// NM_153649	1q21.2
208644_at	Proliferation	PARP1	poly (ADP-ribose) polymerase family, member 1	NM_001618	1q41-q42
204510_at	Proliferation	CDC7	CDC7 cell division cycle 7 (S. cerevisiae)	NM_003503	1p22
205034_at	Proliferation	CCNE2	cyclin E2	NM_004702 /// NM_057735 /// NM_057749	8q22.1
205436_s_at	Proliferation	H2AFX	H2A histone family, member X	NM_002105	11q23.2-q23.3
202487_s_at	Proliferation	H2AFV	H2A histone family, member V	NM_012412 /// NM_138635 /// NM_201436 /// NM_201516 /// NM_201517	7p13
201075_s_at	Proliferation	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	NM_003074	3p23-p21
201074_at	Proliferation	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	NM_003074	3p23-p21
203103_s_at	Proliferation	PRPF19	PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae)	NM_014502	11q12.2
214877_at	Proliferation	CDKAL1	CDK5 regulatory subunit associated protein 1-like 1	NM_017774	6p22.3
200045_at	Proliferation	ABCF1	ATP-binding cassette, sub-family F (GCN20), member 1 /// ATP-binding cassette, sub-family F (GCN20), member 1	NM_001090	6p21.33
201189_s_at	Proliferation	ITPR3	inositol 1,4,5-triphosphate receptor, type 3	NM_002224	6p21
201188_s_at	Proliferation	ITPR3	inositol 1,4,5-triphosphate receptor, type 3	NM_002224	6p21
201770_at	Proliferation	SNRPA	small nuclear ribonucleoprotein polypeptide A	NM_004596	19q13.1
209675_s_at	Proliferation	HNRPUL1	heterogeneous nuclear ribonucleoprotein U-like 1	NM_007040 /// NM_144732 /// NM_144733 /// NM_144734	19q13.2
208713_at	Proliferation	HNRPUL1	heterogeneous nuclear ribonucleoprotein U-like 1	NM_007040 /// NM_144732 /// NM_144733 /// NM_144734	19q13.2
202326_at	Proliferation	BAT8	HLA-B associated transcript 8	NM_006709 /// NM_025256	6p21.31
201255_x_at	Proliferation	BAT3	HLA-B associated transcript 3	NM_004639 /// NM_080702 /// NM_080703	6p21.3
213318_s_at	Proliferation	BAT3	HLA-B associated transcript 3	NM_004639 /// NM_080702 /// NM_080703	6p21.3
210208_x_at	Proliferation	BAT3	HLA-B associated transcript 3	NM_004639 /// NM_080702 /// NM_080703	6p21.3
201390_s_at	Proliferation	CSNK2B	casein kinase 2, beta polypeptide	NM_001320	6p21-p12|6p21.3
212081_x_at	Proliferation	BAT2	HLA-B associated transcript 2	NM_004638 /// NM_080686	6p21.3
208686_s_at	Proliferation	BRD2	bromodomain containing 2	NM_005104	6p21.3
214383_x_at	Proliferation	KLHDC3	kelch domain containing 3	NM_057161	6p21.1
208784_s_at	Proliferation	KLHDC3	kelch domain containing 3	NM_057161	6p21.1
206074_s_at	Proliferation	HMGA1	high mobility group AT-hook 1	NM_002131 /// NM_145899 /// NM_145901 /// NM_145902 /// NM_145903 /// NM_145904 /// NM_145905	6p21
213378_s_at	Proliferation	DDX11	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae)	NM_004399 /// NM_030653 /// NM_030655	12p11
208159_x_at	Proliferation	DDX11	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae)	NM_004399 /// NM_030653 /// NM_030655	12p11
208149_x_at	Proliferation	DDX11	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae) /// DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae)	NM_004399 /// NM_030653 /// NM_030655	12p11
225703_at	Proliferation	KIAA1545	KIAA1545 protein	XM_495939	12q24.33
208598_s_at	Proliferation	HUWE1	HECT, UBA and WWE domain containing 1	NM_031407	Xp11.22
218105_s_at	Proliferation	MRPL4	mitochondrial ribosomal protein L4	NM_015956 /// NM_146387 /// NM_146388
217804_s_at	Proliferation	ILF3	interleukin enhancer binding factor 3, 90kDa	NM_004516 /// NM_012218 /// NM_153464	19p13.2
201046_s_at	Proliferation	RAD23A	RAD23 homolog A (S. cerevisiae)	NM_005053	19p13.2
203022_at	Proliferation	RNASEH2A	ribonuclease H2, large subunit	NM_006397	19p13.13
216602_s_at	Proliferation	FARSLA	phenylalanine-tRNA synthetase-like, alpha subunit	NM_004461	19p13.2
201039_s_at	Proliferation	RAD23A	RAD23 homolog A (S. cerevisiae)	NM_005053	19p13.2
212512_s_at	Proliferation	CARM1	coactivator-associated arginine methyltransferase 1	NM_199141	19p13.2
213720_s_at	Proliferation	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	NM_003072	19p13.2
208794_s_at	Proliferation	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	NM_003072	19p13.2
215714_s_at	Proliferation	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	NM_003072	19p13.2
214728_x_at	Proliferation	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	NM_003072	19p13.2
212520_s_at	Proliferation	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	NM_003072	19p13.2
217805_at	Proliferation	ILF3	interleukin enhancer binding factor 3, 90kDa	NM_004516 /// NM_012218 /// NM_153464	19p13.2
211375_s_at	Proliferation	ILF3	interleukin enhancer binding factor 3, 90kDa	NM_004516 /// NM_012218 /// NM_153464	19p13.2
200957_s_at	Proliferation	SSRP1	structure specific recognition protein 1	NM_003146	11q12
200956_s_at	Proliferation	SSRP1	structure specific recognition protein 1	NM_003146	11q12
210983_s_at	Proliferation	MCM7	MCM7 minichromosome maintenance deficient 7 (S. cerevisiae)	NM_005916 /// NM_182776	7q21.3-q22.1
208795_s_at	Proliferation	MCM7	MCM7 minichromosome maintenance deficient 7 (S. cerevisiae)	NM_005916 /// NM_182776	7q21.3-q22.1
204372_s_at	Proliferation	KHSRP	KH-type splicing regulatory protein (FUSE binding protein 2)	NM_003685	19p13.3
202230_s_at	Proliferation	CHERP	calcium homeostasis endoplasmic reticulum protein	NM_006387	19p13.1
201584_s_at	Proliferation	DDX39	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39	NM_005804 /// NM_138998	19p13.12
217884_at	Proliferation	FLJ10774	N-acetyltransferase-like protein	NM_024662	11p13
200913_at	Proliferation	PPM1G	protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform	NM_002707 /// NM_177983	2p23.3
202715_at	Proliferation	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	NM_004341	2p22-p21
212429_s_at	Proliferation	GTF3C2	general transcription factor IIIC, polypeptide 2, beta 110kDa	NM_001521	2p23.3
204366_s_at	Proliferation	GTF3C2	general transcription factor IIIC, polypeptide 2, beta 110kDa	NM_001521	2p23.3
209025_s_at	Proliferation	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein	NM_006372	6q14-q15
204580_at	Proliferation	MMP12	matrix metalloproteinase 12 (macrophage elastase)	NM_002426	11q22.3
208744_x_at	Proliferation	HSPH1	heat shock 105kDa/110kDa protein 1	NM_006644	13q12.3
206976_s_at	Proliferation	HSPH1	heat shock 105kDa/110kDa protein 1	NM_006644	13q12.3
217769_s_at	Proliferation	C13orf12	chromosome 13 open reading frame 12	NM_015932	13q12.3
224985_at	Proliferation	UNR	Upstream of NRAS	NM_001007553 /// NM_007158	1p22
208374_s_at	Proliferation	CAPZA1	capping protein (actin filament) muscle Z-line, alpha 1	NM_006135	1p13.2
218826_at	Proliferation	SLC35F2	solute carrier family 35, member F2	NM_017515	11q22.3
203936_s_at	Proliferation	MMP9	matrix metalloproteinase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)	NM_004994	20q11.2-q13.1
226517_at	Proliferation	BCAT1	branched chain aminotransferase 1, cytosolic	NM_005504	12pter-q12
225285_at	Proliferation	BCAT1	branched chain aminotransferase 1, cytosolic	NM_005504	12pter-q12
214452_at	Proliferation	BCAT1	branched chain aminotransferase 1, cytosolic	NM_005504	12pter-q12
204475_at	Proliferation	MMP1	matrix metalloproteinase 1 (interstitial collagenase)	NM_002421	11q22.3
202052_s_at	Proliferation	RAI14	retinoic acid induced 14	NM_015577	5p13.3-p13.2
208691_at	Proliferation	TFRC	transferrin receptor (p90, CD71) /// transferrin receptor (p90, CD71)	NM_003234	3q29
207332_s_at	Proliferation	TFRC	transferrin receptor (p90, CD71)	NM_003234	3q29
212959_s_at	Proliferation	MGC4170	MGC4170 protein	NM_024312	12q23.3
204009_s_at	Proliferation	KRAS	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	NM_004985 /// NM_033360	12p12.1
203105_s_at	Proliferation	DNM1L	dynamin 1-like	NM_005690 /// NM_012062 /// NM_012063	12p11.21
226422_at	Proliferation	PTX1	PTX1 protein	NM_016570	12p11.22
218135_at	Proliferation	PTX1	PTX1 protein	NM_016570	12p11.22
212918_at	Proliferation	RECQL	RecQ protein-like (DNA helicase Q1-like)	NM_002907 /// NM_032941	12p12
212917_x_at	Proliferation	RECQL	RecQ protein-like (DNA helicase Q1-like)	NM_002907 /// NM_032941	12p12
1556283_s_at	Proliferation	FGFR1OP2	FGFR1 oncogene partner 2	NM_015633	12p11.23
203196_at	Proliferation	ABCC4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	NM_005845	13q32
213532_at	Proliferation	ADAM17	a disintegrin and metalloproteinase domain 17 (tumor necrosis factor, alpha, converting enzyme)	NM_003183 /// NM_021832	2p25
219065_s_at	Proliferation	C2orf4	chromosome 2 open reading frame 4	NM_015955	2p22-p21
211971_s_at	Proliferation	LRPPRC	leucine-rich PPR-motif containing	NM_133259	2p21
211615_s_at	Proliferation	LRPPRC	leucine-rich PPR-motif containing /// leucine-rich PPR-motif containing	NM_133259	2p21
225082_at	Proliferation	CPSF3	cleavage and polyadenylation specific factor 3, 73kDa	NM_016207	2p25.1
200693_at	Proliferation	YWHAQ /// MIB1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide /// mindbomb homolog 1 (Drosophila)	NM_006826 /// NM_020774	2p25.1 /// 18q11.2
213699_s_at	Proliferation	YWHAQ /// MIB1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide /// mindbomb homolog 1 (Drosophila)	NM_006826 /// NM_020774	2p25.1 /// 18q11.2
212426_s_at	Proliferation	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide	NM_006826	2p25.1
212333_at	Proliferation	DKFZP564F0522	DKFZP564F0522 protein	NM_015475	2p22.3
203560_at	Proliferation	GGH	gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)	NM_003878	8q12.3
201980_s_at	Proliferation	RSU1	Ras suppressor protein 1	NM_012425 /// NM_152724	10p13
201894_s_at	Proliferation	SSR1	signal sequence receptor, alpha (translocon-associated protein alpha)	NM_003144	6p24.3
200891_s_at	Proliferation	SSR1	signal sequence receptor, alpha (translocon-associated protein alpha)	NM_003144	6p24.3
200890_s_at	Proliferation	SSR1	signal sequence receptor, alpha (translocon-associated protein alpha)	NM_003144	6p24.3
200889_s_at	Proliferation	SSR1	signal sequence receptor, alpha (translocon-associated protein alpha)	NM_003144	6p24.3
202397_at	Proliferation	NUTF2	nuclear transport factor 2	NM_005796	16q22.1
234976_x_at	Proliferation	SLC4A5	Solute carrier family 4, sodium bicarbonate cotransporter, member 5	NM_021196 /// NM_033323 /// NM_133478 /// NM_133479	2p13
201761_at	Proliferation	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	NM_006636	2p13.1
227627_at	8q12-24	SGKL	serum/glucocorticoid regulated kinase-like	NM_013257 /// NM_170709	8q12.3-8q13.1
220038_at	8q12-24	SGKL	serum/glucocorticoid regulated kinase-like	NM_013257 /// NM_170709	8q12.3-8q13.1
212449_s_at	8q12-24	LYPLA1	lysophospholipase I	NM_006330	8q11.23
203007_x_at	8q12-24	LYPLA1	lysophospholipase I	NM_006330	8q11.23
217850_at	8q12-24	GNL3	guanine nucleotide binding protein-like 3 (nucleolar)	NM_014366 /// NM_206825 /// NM_206826	3p21.1
218027_at	8q12-24	MRPL15	mitochondrial ribosomal protein L15	NM_014175	8q11.2-q13
216241_s_at	8q12-24	TCEA1	transcription elongation factor A (SII), 1	NM_006756 /// NM_201437	8q11.2
225547_at	8q12-24		U87HG mRNA, complete sequence
212251_at	8q12-24	LYRIC	LYRIC/3D3	NM_178812	8q22.1
227277_at	8q12-24	LYRIC	LYRIC/3D3	NM_178812	8q22.1
1559822_s_at	8q12-24		CDNA FLJ33330 fis, clone BRACE2000441
212248_at	8q12-24	LYRIC	LYRIC/3D3	NM_178812	8q22.1
227523_s_at	8q12-24	PHF20L1	PHD finger protein 20-like 1	NM_016018 /// NM_024878 /// NM_032205 /// NM_198513	8q24.22
221749_at	8q12-24	YTHDF3	YTH domain family, member 3	NM_152758	8q12.3
212867_at	8q12-24	NCOA2	Nuclear receptor coactivator 2 /// Nuclear receptor coactivator 2	NM_006540	8q13.3
201398_s_at	8q12-24	TRAM1	translocation associated membrane protein 1	NM_014294	8q13.3
219402_s_at	8q12-24	DERL1	Der1-like domain family, member 1	NM_024295	8q24.13
222543_at	8q12-24
218172_s_at	8q12-24	DERL1	Der1-like domain family, member 1	NM_024295	8q24.13
241370_at	8q12-24	LOC286052	hypothetical protein LOC286052		8q24.13
241342_at	8q12-24	LOC157378	hypothetical protein BC017881	NM_194291	8q24.13
210117_at	8q12-24	SPAG1	sperm associated antigen 1	NM_003114 /// NM_172218	8q22.2
201690_s_at	8q12-24	TPD52	tumor protein D52	NM_005079	8q21
201689_s_at	8q12-24	TPD52	tumor protein D52	NM_005079	8q21
201688_s_at	8q12-24	TPD52	tumor protein D52	NM_005079	8q21
236655_at	8q12-24	TPD52	Tumor protein D52	NM_005079	8q21
201691_s_at	8q12-24	TPD52	tumor protein D52	NM_005079	8q21
204226_at	8q12-24	STAU2	staufen, RNA binding protein, homolog 2 (Drosophila)	NM_014393	8q13-q21.1
222699_s_at	8q12-24	PLEKHF2	pleckstrin homology domain containing, family F (with FYVE domain) member 2	NM_024613	8q22.1
218640_s_at	8q12-24	PLEKHF2	pleckstrin homology domain containing, family F (with FYVE domain) member 2	NM_024613	8q22.1
221918_at	8q12-24	PCTK2	PCTAIRE protein kinase 2	NM_002595	12q23.1
202907_s_at	8q12-24	NBS1	Nijmegen breakage syndrome 1 (nibrin)	NM_002485	8q21
202635_s_at	8q12-24	POLR2K	polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa	NM_005034	8q22.2
202119_s_at	8q12-24	CPNE3	copine III	NM_003909	8q21.3
224743_at	8q12-24	IMPA3	myo-inositol monophosphatase A3	NM_017813	8q12.1
208732_at	8q12-24	RAB2	RAB2, member RAS oncogene family	NM_002865	8q12.1
208731_at	8q12-24	RAB2	RAB2, member RAS oncogene family	NM_002865	8q12.1
224744_at	8q12-24	IMPA3	myo-inositol monophosphatase A3	NM_017813	8q12.1
222550_at	8q12-24	ARMC1	armadillo repeat containing 1	NM_018120	8q13.1
218185_s_at	8q12-24	ARMC1	armadillo repeat containing 1	NM_018120	8q13.1
201652_at	8q12-24	COPS5	COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)	NM_006837	8q13.2
203208_s_at	8q12-24	CHPPR	likely ortholog of chicken chondrocyte protein with a poly-proline region	NM_014637	8q13.1
203207_s_at	8q12-24	CHPPR	likely ortholog of chicken chondrocyte protein with a poly-proline region	NM_014637	8q13.1
218549_s_at	8q12-24	CGI-90	CGI-90 protein	NM_016033	8q21.3
208884_s_at	8q12-24	EDD	E3 identified by differential display	NM_015902	8q22
208882_s_at	8q12-24	EDD	E3 identified by differential display	NM_015902	8q22
221020_s_at	8q12-24	MFTC	mitochondrial folate transporter/carrier /// mitochondrial folate transporter/carrier	NM_030780	8q22.3
212250_at	8q12-24	LYRIC	LYRIC/3D3	NM_178812	8q22.1
201985_at	8q12-24	KIAA0196	KIAA0196 gene product	NM_014846	8p22
209523_at	8q12-24	TAF2	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa	NM_003184	8q24.12
226294_x_at	8q12-24	FLJ23790	hypothetical protein FLJ23790	NM_144963	8q24.13
227836_at	8q12-24	MGC14595	Hypothetical protein MGC14595	NM_032334	8q24.11
200608_s_at	8q12-24	RAD21	RAD21 homolog (S. pombe)	NM_006265	8q24
208697_s_at	8q12-24	EIF3S6	eukaryotic translation initiation factor 3, subunit 6 48kDa	NM_001568	8q22-q23
203584_at	8q12-24	KIAA0103	KIAA0103	NM_014673	8q23.1
202874_s_at	8q12-24	ATP6V1C1	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C, isoform 1	NM_001007254 /// NM_001695	8q22.3
222992_s_at	8q12-24	NDUFB9	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa	NM_005005	8q13.3
223231_at	8q12-24	TATDN1	TatD DNase domain containing 1	NM_032026	8q24.13
218482_at	8q12-24	e(y)2	e(y)2 protein	NM_020189	8q23.1
218049_s_at	8q12-24	MRPL13	mitochondrial ribosomal protein L13	NM_014078	8q22.1-q22.3
225676_s_at	8q12-24	Gm83	gene model 83	NM_015420	8q22.3
225439_at	8q12-24	NUDCD1	NudC domain containing 1	NM_032869	8q23
226463_at	8q12-24	ATP6V1C1	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C, isoform 1	NM_001007254 /// NM_001695	8q22.3
219363_s_at	8q12-24	CGI-12	CGI-12 protein	NM_015942	8q22.1
218905_at	8q12-24	FLJ20530	hypothetical protein FLJ20530	NM_017864	8q22.1
235509_at	8q12-24	MGC40214	hypothetical protein MGC40214	NM_152416	8q22.1
223110_at	8q12-24	DKFZP434I116	DKFZP434I116 protein	NM_015496 /// NM_183009	8q22.1
203449_s_at	8q12-24	TERF1	telomeric repeat binding factor (NIMA-interacting) 1	NM_003218 /// NM_017489	8q13
203448_s_at	8q12-24	TERF1	telomeric repeat binding factor (NIMA-interacting) 1	NM_003218 /// NM_017489	8q13
202956_at	8q12-24	ARFGEF1	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)	NM_006421	8q13
216266_s_at	8q12-24	ARFGEF1	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)	NM_006421	8q13
202955_s_at	8q12-24	ARFGEF1	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)	NM_006421	8q13
204068_at	8q12-24	STK3	serine/threonine kinase 3 (STE20 homolog, yeast)	NM_006281	8q22.2
212150_at	8q12-24	KIAA0143	KIAA0143 protein	NM_015137	8q24.22
212149_at	8q12-24	KIAA0143	KIAA0143 protein	NM_015137	8q24.22
