Probe Set	Identifier	LocusLink	Name	GeneOntology.txt	ProteinDomain.txt	Cytoband	Description
219256_s_at	NM_018986	54436	hypothetical protein		|18|	|4|4p|4p16|	gb:NM_018986.1 /DEF=Homo sapiens hypothetical protein (FLJ20356), mRNA. /FEA=mRNA /GEN=FLJ20356 /PROD=hypothetical protein /DB_XREF=gi:9506676 /UG=Hs.61053 hypothetical protein /FL=gb:NM_018986.1
219257_s_at	NM_021972	8877	sphingosine kinase 1	|7165|7154|6644|6643|6629|8152|8151|	|781|	|17|17q|17q25|	gb:NM_021972.1 /DEF=Homo sapiens sphingosine kinase 1 (SPHK1), mRNA. /FEA=mRNA /GEN=SPHK1 /PROD=sphingosine kinase 1 /DB_XREF=gi:11464966 /UG=Hs.68061 sphingosine kinase 1 /FL=gb:NM_021972.1 gb:AF238083.1 gb:AF200328.1
219259_at	NM_022367	64218	hypothetical protein FLJ12287 similar to semaphorins		|1403|	|1|	gb:NM_022367.1 /DEF=Homo sapiens hypothetical protein FLJ12287 similar to semaphorins (FLJ12287), mRNA.  /FEA=mRNA /GEN=FLJ12287 /PROD=hypothetical protein FLJ12287 similar tosemaphorins /DB_XREF=gi:11641290 /UG=Hs.7634 hypothetical protein FLJ12287 simi
219282_s_at	NM_015930						gb:NM_015930.1 /DEF=Homo sapiens vanilloid receptor-like protein 1 (VRL-1), mRNA. /FEA=mRNA /GEN=VRL-1 /PROD=vanilloid receptor-like protein 1 /DB_XREF=gi:7706764 /UG=Hs.279746 vanilloid receptor-like protein 1 /FL=gb:AF129112.1 gb:NM_015930.1
219315_s_at	NM_024600	79652	hypothetical protein FLJ20898			|16|16p|16p13|	gb:NM_024600.1 /DEF=Homo sapiens hypothetical protein FLJ20898 (FLJ20898), mRNA. /FEA=mRNA /GEN=FLJ20898 /PROD=hypothetical protein FLJ20898 /DB_XREF=gi:13375800 /UG=Hs.25549 hypothetical protein FLJ20898 /FL=gb:NM_024600.1
219335_at	NM_022838	64860	hypothetical protein FLJ12969			|X|Xq|Xq22|	gb:NM_022838.1 /DEF=Homo sapiens hypothetical protein FLJ12969 (FLJ12969), mRNA. /FEA=mRNA /GEN=FLJ12969 /PROD=hypothetical protein FLJ12969 /DB_XREF=gi:12383085 /UG=Hs.119699 hypothetical protein FLJ12969 /FL=gb:NM_022838.1
219386_s_at	NM_020125	56833	BCM-like membrane protein precursor			|1|1q|1q23|	gb:NM_020125.1 /DEF=Homo sapiens BCM-like membrane protein precursor (SBBI42), mRNA. /FEA=mRNA /GEN=SBBI42 /PROD=BCM-like membrane protein precursor /DB_XREF=gi:9910341 /UG=Hs.20450 BCM-like membrane protein precursor /FL=gb:AF144235.1 gb:NM_014036.1 gb:
219387_at	NM_017571	55580	hypothetical protein			|2|2p|2p23|	gb:NM_017571.1 /DEF=Homo sapiens hypothetical protein (LOC55580), mRNA. /FEA=mRNA /GEN=LOC55580 /PROD=hypothetical protein /DB_XREF=gi:8923837 /UG=Hs.254122 hypothetical protein /FL=gb:NM_017571.1
219395_at	NM_024939	80004	hypothetical protein FLJ21918		|76|	|16|16q|16q22|	gb:NM_024939.1 /DEF=Homo sapiens hypothetical protein FLJ21918 (FLJ21918), mRNA. /FEA=mRNA /GEN=FLJ21918 /PROD=hypothetical protein FLJ21918 /DB_XREF=gi:13435148 /UG=Hs.282093 hypothetical protein FLJ21918 /FL=gb:NM_024939.1
219412_at	NM_022337	23682	RAB38, member RAS oncogene family		|71|25|	|11|11q|	gb:NM_022337.1 /DEF=Homo sapiens RAB38, member RAS oncogene family (RAB38), mRNA. /FEA=mRNA /GEN=RAB38 /PROD=RAB38, member RAS oncogene family /DB_XREF=gi:11641236 /UG=Hs.108923 RAB38, member RAS oncogene family /FL=gb:AF235022.1 gb:NM_022337.1
219428_s_at	BF057649	11264	24 kDa intrinsic membrane protein	|5624|267|5623|5778|5777|5737|5622|16020|16021|		|20|20q|20q11|	Consensus includes gb:BF057649 /FEA=EST /DB_XREF=gi:10811545 /DB_XREF=est:7k51d07.x1 /CLONE=IMAGE:3479076 /UG=Hs.241205 24 kDa intrinsic membrane protein /FL=gb:AL136648.1 gb:AF072864.1 gb:NM_007238.1
219455_at	NM_024788	79846	hypothetical protein FLJ21062			|7|7q|7q21|	gb:NM_024788.1 /DEF=Homo sapiens hypothetical protein FLJ21062 (FLJ21062), mRNA. /FEA=mRNA /GEN=FLJ21062 /PROD=hypothetical protein FLJ21062 /DB_XREF=gi:13376153 /UG=Hs.151258 hypothetical protein FLJ21062 /FL=gb:NM_024788.1
219457_s_at	NM_024832	79890	hypothetical protein FLJ22439		|2204|	|14|14q|14q32|	gb:NM_024832.1 /DEF=Homo sapiens hypothetical protein FLJ22439 (FLJ22439), mRNA. /FEA=mRNA /GEN=FLJ22439 /PROD=hypothetical protein FLJ22439 /DB_XREF=gi:13376237 /UG=Hs.180040 hypothetical protein FLJ22439 /FL=gb:NM_024832.1
219460_s_at	NM_017849	55654	hypothetical protein FLJ20507			|2|	gb:NM_017849.1 /DEF=Homo sapiens hypothetical protein FLJ20507 (FLJ20507), mRNA. /FEA=mRNA /GEN=FLJ20507 /PROD=hypothetical protein FLJ20507 /DB_XREF=gi:8923465 /UG=Hs.202955 hypothetical protein FLJ20507 /FL=gb:NM_017849.1
219461_at	AJ236915	56924	p21(CDKN1A)-activated kinase 6		|69|786|	|15|15q|	Consensus includes gb:AJ236915.1 /DEF=Homo sapiens mRNA for pak5 protein. /FEA=mRNA /GEN=pak5 /PROD=pak5 protein /DB_XREF=gi:11691854 /UG=Hs.21420 p21-activated protein kinase 6 /FL=gb:AF276893.1 gb:NM_020168.1
219476_at	NM_024115	79098	hypothetical protein MGC4309			|1|1q|1q32|	gb:NM_024115.1 /DEF=Homo sapiens hypothetical protein MGC4309 (MGC4309), mRNA. /FEA=mRNA /GEN=MGC4309 /PROD=hypothetical protein MGC4309 /DB_XREF=gi:13129133 /UG=Hs.32417 hypothetical protein MGC4309 /FL=gb:BC002325.1 gb:BC001943.1 gb:NM_024115.1
219496_at	NM_023016	65124	hypothetical protein FLJ21870			|20|	gb:NM_023016.1 /DEF=Homo sapiens hypothetical protein FLJ21870 (FLJ21870), mRNA. /FEA=mRNA /GEN=FLJ21870 /PROD=hypothetical protein FLJ21870 /DB_XREF=gi:12711681 /UG=Hs.130815 hypothetical protein FLJ21870 /FL=gb:NM_023016.1
219506_at	NM_024579	79630	hypothetical protein FLJ23221			|1|1q|1q21|	gb:NM_024579.1 /DEF=Homo sapiens hypothetical protein FLJ23221 (FLJ23221), mRNA. /FEA=mRNA /GEN=FLJ23221 /PROD=hypothetical protein FLJ23221 /DB_XREF=gi:13375757 /UG=Hs.18397 hypothetical protein FLJ23221 /FL=gb:NM_024579.1
219514_at	NM_012098	23452	angiopoietin-like 2	|5102|4871|5615|5576|7275|	|147|	|9|9q|	gb:NM_012098.1 /DEF=Homo sapiens angiopoietin-like 2 (ANGPTL2), mRNA. /FEA=mRNA /GEN=ANGPTL2 /PROD=angiopoietin-like 2 precursor /DB_XREF=gi:6912235 /UG=Hs.271877 angiopoietin-like 2 /FL=gb:AF125175.1 gb:NM_012098.1
219520_s_at	NM_018458	55841	uncharacterized bone marrow protein BM042			|X|Xp|Xp22|	gb:NM_018458.1 /DEF=Homo sapiens uncharacterized bone marrow protein BM042 (BM042), mRNA.  /FEA=mRNA /GEN=BM042 /PROD=uncharacterized bone marrow protein BM042 /DB_XREF=gi:8922101 /UG=Hs.324136 uncharacterized bone marrow protein BM042 /FL=gb:AF217518.1
219556_at	NM_025108	80178	hypothetical protein FLJ13909			|16|16p|16p13|	gb:NM_025108.1 /DEF=Homo sapiens hypothetical protein FLJ13909 (FLJ13909), mRNA. /FEA=mRNA /GEN=FLJ13909 /PROD=hypothetical protein FLJ13909 /DB_XREF=gi:13376678 /UG=Hs.288672 hypothetical protein FLJ13909 /FL=gb:NM_025108.1
219562_at	NM_014353	25837	RAB26, member RAS oncogene family		|71|25|	|16|16p|16p13|	gb:NM_014353.1 /DEF=Homo sapiens RAB26, member RAS oncogene family (RAB26), mRNA. /FEA=mRNA /GEN=RAB26 /PROD=RAB26, member RAS oncogene family /DB_XREF=gi:7657491 /UG=Hs.3797 RAB26, member RAS oncogene family /FL=gb:AB027137.1 gb:NM_014353.1
219563_at	NM_024633	79686	hypothetical protein FLJ21276			|14|14q|14q32|	gb:NM_024633.1 /DEF=Homo sapiens hypothetical protein FLJ21276 (FLJ21276), mRNA. /FEA=mRNA /GEN=FLJ21276 /PROD=hypothetical protein FLJ21276 /DB_XREF=gi:13375863 /UG=Hs.41502 hypothetical protein FLJ21276 /FL=gb:NM_024633.1
219568_x_at	NM_018419	54345	SRY (sex determining region Y)-box 18	|3700|3677|3676|6355|6350|6139|8152|8151|	|505|	|20|20q|20q13|	gb:NM_018419.1 /DEF=Homo sapiens SRY (sex determining region Y)-box 18 (SOX18), mRNA. /FEA=mRNA /GEN=SOX18 /PROD=SRY (sex determining region Y)-box 18 /DB_XREF=gi:8924247 /UG=Hs.8619 SRY (sex determining region Y)-box 18 /FL=gb:AF270652.1 gb:AB033888.1 g
219597_s_at	NM_017434	53905	dual oxidase 1		|175|1794|	|15|15q|15q15|	gb:NM_017434.1 /DEF=Homo sapiens dual oxidase 1 (DUOX1), mRNA. /FEA=mRNA /GEN=DUOX1 /PROD=dual oxidase 1 /DB_XREF=gi:8393276 /UG=Hs.272813 dual oxidase 1 /FL=gb:AF213465.1 gb:NM_017434.1
219647_at	NM_022135	64091	popeye protein 2			|3|3p|3p14|	gb:NM_022135.1 /DEF=Homo sapiens popeye protein 2 (POP2), mRNA. /FEA=mRNA /GEN=POP2 /PROD=popeye protein 2 /DB_XREF=gi:11545868 /UG=Hs.77208 popeye protein 2 /FL=gb:AF204173.1 gb:NM_022135.1
219656_at	NM_016580	51294	protocadherin 12	|5194|5886|5622|5623|16020|8038|8037|7154|5887|16021|	|28|	|5|5q|	gb:NM_016580.1 /DEF=Homo sapiens protocadherin 12 (PCDH12), mRNA. /FEA=mRNA /GEN=PCDH12 /PROD=protocadherin 12 /DB_XREF=gi:7706112 /UG=Hs.115897 protocadherin 12 /FL=gb:AF231025.1 gb:AB026893.1 gb:NM_016580.1 gb:AF240635.1
219675_s_at	NM_025076	80146	hypothetical protein FLJ23591		|2719|1370|1073|	|2|2q|2q12|	gb:NM_025076.1 /DEF=Homo sapiens hypothetical protein FLJ23591 (FLJ23591), mRNA. /FEA=mRNA /GEN=FLJ23591 /PROD=hypothetical protein FLJ23591 /DB_XREF=gi:13376625 /UG=Hs.288158 hypothetical protein FLJ23591 /FL=gb:NM_025076.1
219686_at	NM_018401	55351	gene for serine/threonine protein kinase	|4672|16301|3824|16773|16772|16740|	|69|	|4|4p|4p16|	gb:NM_018401.1 /DEF=Homo sapiens gene for serinethreonine protein kinase (HSA250839), mRNA.  /FEA=mRNA /GEN=HSA250839 /PROD=gene for serinethreonine protein kinase /DB_XREF=gi:8923753 /UG=Hs.58241 gene for serinethreonine protein kinase /FL=gb:NM_018401.
219752_at	NM_004658	8437	RAS protein activator like 1 (GAP1 like)	|7165|7154|5096|8047|30234|5083|5057|4871|5543|8289|5488|	|779|168|169|616|	|12|12q|12q23|	gb:NM_004658.1 /DEF=Homo sapiens RAS protein activator like 1 (GAP1 like) (RASAL1), mRNA.  /FEA=mRNA /GEN=RASAL1 /PROD=RAS protein activator like 1 /DB_XREF=gi:4759025 /UG=Hs.198312 RAS protein activator like 1 (GAP1 like) /FL=gb:AF086713.1 gb:NM_004658.
219769_at	NM_020238	3619	inner centromere protein antigens (135kD, 155kD)			|11|11q|11q12|	gb:NM_020238.1 /DEF=Homo sapiens inner centromere protein antigens (135kD, 155kD) (INCENP), mRNA.  /FEA=mRNA /GEN=INCENP /PROD=inner centromere protein antigens (135kD,155kD) /DB_XREF=gi:9910375 /UG=Hs.44836 inner centromere protein antigens (135kD, 155k
219773_at	NM_016931	50507	NADPH oxidase 4	|6091|8152|8151|166|5488|5489|	|175|1794|	|11|11q|11q14|	gb:NM_016931.1 /DEF=Homo sapiens NADPH oxidase 4 (NOX4), mRNA. /FEA=mRNA /GEN=NOX4 /PROD=NADPH oxidase 4 /DB_XREF=gi:8393842 /UG=Hs.93847 NADPH oxidase 4 /FL=gb:AF254621.1 gb:AB041035.1 gb:NM_016931.1 gb:AF261943.1
219777_at	NM_024711	79765	hypothetical protein FLJ22690			|7|7q|7q36|	gb:NM_024711.1 /DEF=Homo sapiens hypothetical protein FLJ22690 (FLJ22690), mRNA. /FEA=mRNA /GEN=FLJ22690 /PROD=hypothetical protein FLJ22690 /DB_XREF=gi:13376008 /UG=Hs.105468 hypothetical protein FLJ22690 /FL=gb:NM_024711.1
219782_s_at	NM_016643	51333	mesenchymal stem cell protein DSC43				gb:NM_016643.1 /DEF=Homo sapiens mesenchymal stem cell protein DSC43 (LOC51333), mRNA. /FEA=mRNA /GEN=LOC51333 /PROD=mesenchymal stem cell protein DSC43 /DB_XREF=gi:7706191 /UG=Hs.116056 mesenchymal stem cell protein DSC43 /FL=gb:AF242768.1 gb:NM_016643.
219790_s_at	NM_000908	4883	natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C)	|4872|4871|7498|7397|7345|7275|	|1094|	|5|5p|5p14|	gb:NM_000908.1 /DEF=Homo sapiens natriuretic peptide receptor Cguanylate cyclase C (atrionatriuretic peptide receptor C) (NPR3), mRNA.  /FEA=mRNA /GEN=NPR3 /PROD=natriuretic peptide receptor Cguanylate cyclaseC (atrionatriuretic peptide receptor C) /DB_X
219850_s_at	NM_012153	26298	ets homologous factor	|3677|3676|8283|8151|7275|	|178|2198|	|11|11p|	gb:NM_012153.1 /DEF=Homo sapiens Ets homologous factor (EHF), mRNA. /FEA=mRNA /GEN=EHF /PROD=ets homologous factor /DB_XREF=gi:6912349 /UG=Hs.182339 ets homologous factor /FL=gb:AF203977.1 gb:AF124439.1 gb:AF170583.1 gb:NM_012153.1 gb:AF212848.1
219880_at	NM_022907	64942	hypothetical protein FLJ23053			|5|5q|5q35|	gb:NM_022907.1 /DEF=Homo sapiens hypothetical protein FLJ23053 (FLJ23053), mRNA. /FEA=mRNA /GEN=FLJ23053 /PROD=hypothetical protein FLJ23053 /DB_XREF=gi:12597650 /UG=Hs.94037 hypothetical protein FLJ23053 /FL=gb:NM_022907.1
219911_s_at	NM_016354	28231	solute carrier family 21 (organic anion transporter), member 12		|3137|	|1|1q|	gb:NM_016354.1 /DEF=Homo sapiens solute carrier family 21 (organic anion transporter), member 12 (SLC21A12), mRNA.  /FEA=mRNA /GEN=SLC21A12 /PROD=organic anion transporter OATP-E /DB_XREF=gi:7706516 /UG=Hs.235782 solute carrier family 21 (organic anion t
219916_s_at	NM_025236	80352	HZFw1 protein		|622|97|	|6|6p|6p21|	gb:NM_025236.1 /DEF=Homo sapiens HZFw1 protein (HZFW1), mRNA. /FEA=mRNA /GEN=HZFW1 /PROD=HZFw1 protein /DB_XREF=gi:13376843 /UG=Hs.270549 HZFw1 protein /FL=gb:AF238315.1 gb:NM_025236.1
219919_s_at	NM_018276	54961	hypothetical protein FLJ20515		|782|102|	|11|11q|11q12|	gb:NM_018276.1 /DEF=Homo sapiens hypothetical protein FLJ10928 (FLJ10928), mRNA. /FEA=mRNA /GEN=FLJ10928 /PROD=hypothetical protein FLJ10928 /DB_XREF=gi:8922776 /UG=Hs.279808 hypothetical protein FLJ10928 /FL=gb:NM_018276.1
219930_at	NM_007250	11279	Kruppel-like factor 8		|96|	|X|Xp|Xp11|	gb:NM_007250.1 /DEF=Homo sapiens Kruppel-like factor 8 (KLF8), mRNA. /FEA=mRNA /GEN=KLF8 /PROD=Kruppel-like factor 8 /DB_XREF=gi:6005979 /UG=Hs.320861 Kruppel-like factor 8 /FL=gb:U28282.1 gb:NM_007250.1
219936_s_at	NM_023915	53836	G protein-coupled receptor 87		|1|	|3|3q|	gb:NM_023915.1 /DEF=Homo sapiens G protein-coupled receptor 87 (GPR87), mRNA. /FEA=mRNA /GEN=GPR87 /PROD=G protein-coupled receptor 87 /DB_XREF=gi:13236505 /UG=Hs.58561 G protein-coupled receptor 87 /FL=gb:AF237763.1 gb:NM_023915.1
219969_at	NM_018360	55787	hypothetical protein FLJ11209			|X|Xp|Xp22|	gb:NM_018360.1 /DEF=Homo sapiens hypothetical protein FLJ11209 (FLJ11209), mRNA. /FEA=mRNA /GEN=FLJ11209 /PROD=hypothetical protein FLJ11209 /DB_XREF=gi:8922939 /UG=Hs.201624 hypothetical protein FLJ11209 /FL=gb:NM_018360.1
219988_s_at	NM_018150	55182	hypothetical protein FLJ10597			|1|1p|1p34|	gb:NM_018150.1 /DEF=Homo sapiens hypothetical protein FLJ10597 (FLJ10597), mRNA. /FEA=mRNA /GEN=FLJ10597 /PROD=hypothetical protein FLJ10597 /DB_XREF=gi:8922541 /UG=Hs.90375 hypothetical protein FLJ10597 /FL=gb:NM_018150.1
219989_s_at	NM_020140	56899	putative 47 kDa protein		|640|536|	|12|12q|12q23|	gb:NM_020140.1 /DEF=Homo sapiens putative 47 kDa protein (LOC56899), mRNA. /FEA=mRNA /GEN=LOC56899 /PROD=putative 47 kDa protein /DB_XREF=gi:10047133 /UG=Hs.92927 putative 47 kDa protein /FL=gb:NM_020140.1 gb:AF164792.1
219998_at	NM_014181	29094	HSPC159 protein		|337|	|2|2p|2p13|	gb:NM_014181.1 /DEF=Homo sapiens HSPC159 protein (HSPC159), mRNA. /FEA=mRNA /GEN=HSPC159 /PROD=HSPC159 protein /DB_XREF=gi:7661817 /UG=Hs.114771 HSPC159 protein /FL=gb:AF161508.1 gb:NM_014181.1
220026_at	NM_012128	22802	chloride channel, calcium activated, family member 4	|15268|15267|5215|5887|5886|5622|5623|16020|16021|	|92|	|1|1p|1p31|	gb:NM_012128.2 /DEF=Homo sapiens chloride channel, calcium activated, family member 4 (CLCA4), mRNA.  /FEA=mRNA /GEN=CLCA4 /PROD=calcium activated chloride channel 4 /DB_XREF=gi:12025666 /UG=Hs.227059 chloride channel, calcium activated, family member 4
220027_s_at	NM_017805	54922	hypothetical protein FLJ20401		|1843|	|19|19q|19q13|	gb:NM_017805.1 /DEF=Homo sapiens hypothetical protein FLJ20401 (FLJ20401), mRNA. /FEA=mRNA /GEN=FLJ20401 /PROD=hypothetical protein FLJ20401 /DB_XREF=gi:8923375 /UG=Hs.233955 hypothetical protein FLJ20401 /FL=gb:NM_017805.1
220055_at	NM_020653	57336	zinc finger protein 287		|96|2023|1352|	|17|17p|17p11|	gb:NM_020653.1 /DEF=Homo sapiens zinc finger protein ZNF287 (ZNF287), mRNA. /FEA=mRNA /GEN=ZNF287 /PROD=zinc finger protein ZNF287 /DB_XREF=gi:10190687 /UG=Hs.99724 zinc finger protein ZNF287 /FL=gb:NM_020653.1 gb:AF217227.1
220056_at	NM_021258	58985	interleukin 22 receptor		|1108|	|1|1p|1p36|	gb:NM_021258.1 /DEF=Homo sapiens interleukin 22 receptor (IL22R), mRNA. /FEA=mRNA /GEN=IL22R /PROD=interleukin 22 receptor /DB_XREF=gi:10864066 /UG=Hs.110915 interleukin 22 receptor /FL=gb:AF286095.1 gb:NM_021258.1
220066_at	NM_022162	64127	caspase recruitment domain family, member 15			|16|16q|	gb:NM_022162.1 /DEF=Homo sapiens NOD2 protein (NOD2), mRNA. /FEA=mRNA /GEN=NOD2 /PROD=NOD2 protein /DB_XREF=gi:11545911 /UG=Hs.135201 NOD2 protein /FL=gb:AF178930.1 gb:NM_022162.1
220073_s_at	NM_018173	55200	hypothetical protein FLJ10665		|169|621|	|12|12p|12p13|	gb:NM_018173.1 /DEF=Homo sapiens hypothetical protein FLJ10665 (FLJ10665), mRNA. /FEA=mRNA /GEN=FLJ10665 /PROD=hypothetical protein FLJ10665 /DB_XREF=gi:8922580 /UG=Hs.163953 hypothetical protein FLJ10665 /FL=gb:NM_018173.1
220090_at	NM_016190	49860	chromosome 1 open reading frame 10		|1023|	|1|1q|	gb:NM_016190.1 /DEF=Homo sapiens chromosome 1 open reading frame 10 (C1ORF10), mRNA. /FEA=mRNA /GEN=C1ORF10 /PROD=tumor-related protein /DB_XREF=gi:7706634 /UG=Hs.242057 chromosome 1 open reading frame 10 /FL=gb:AF077831.1 gb:NM_016190.1
220128_s_at	NM_024759	79815	hypothetical protein FLJ13955			|8|8q|8q22|	gb:NM_024759.1 /DEF=Homo sapiens hypothetical protein FLJ13955 (FLJ13955), mRNA. /FEA=mRNA /GEN=FLJ13955 /PROD=hypothetical protein FLJ13955 /DB_XREF=gi:13376096 /UG=Hs.127331 hypothetical protein FLJ13955 /FL=gb:NM_024759.1
220133_at	NM_017855	54959	hypothetical protein FLJ20513			|4|4q|4q13|	gb:NM_017855.1 /DEF=Homo sapiens hypothetical protein FLJ20513 (FLJ20513), mRNA. /FEA=mRNA /GEN=FLJ20513 /PROD=hypothetical protein FLJ20513 /DB_XREF=gi:8923478 /UG=Hs.143811 hypothetical protein FLJ20513 /FL=gb:NM_017855.1
220134_x_at	NM_018166	55194	hypothetical protein FLJ10647			|1|1p|1p34|	gb:NM_018166.1 /DEF=Homo sapiens hypothetical protein FLJ10647 (FLJ10647), mRNA. /FEA=mRNA /GEN=FLJ10647 /PROD=hypothetical protein FLJ10647 /DB_XREF=gi:8922566 /UG=Hs.144391 hypothetical protein FLJ10647 /FL=gb:NM_018166.1
220138_at	NM_004821	9421	heart and neural crest derivatives expressed 1	|7507|7498|7397|7345|7275|3700|3677|3676|6350|6139|8152|8151|	|10|	|5|5q|	gb:NM_004821.1 /DEF=Homo sapiens heart and neural crest derivatives expressed 1 (HAND1), mRNA.  /FEA=mRNA /GEN=HAND1 /PROD=basic helix-loop-helix transcription factorHAND1 /DB_XREF=gi:4758505 /UG=Hs.152531 heart and neural crest derivatives expressed 1 /
220149_at	NM_024861	79919	hypothetical protein FLJ22671				gb:NM_024861.1 /DEF=Homo sapiens hypothetical protein FLJ22671 (FLJ22671), mRNA. /FEA=mRNA /GEN=FLJ22671 /PROD=hypothetical protein FLJ22671 /DB_XREF=gi:13376289 /UG=Hs.193745 hypothetical protein FLJ22671 /FL=gb:NM_024861.1
220174_at	NM_025061	80131	hypothetical protein FLJ23420			|19|19p|19p13|	gb:NM_025061.1 /DEF=Homo sapiens hypothetical protein FLJ23420 (FLJ23420), mRNA. /FEA=mRNA /GEN=FLJ23420 /PROD=hypothetical protein FLJ23420 /DB_XREF=gi:13376596 /UG=Hs.287740 hypothetical protein FLJ23420 /FL=gb:NM_025061.1
220230_s_at	NM_016229	51700	cytochrome b5 reductase b5R.2		|970|175|	|6|	gb:NM_016229.1 /DEF=Homo sapiens cytochrome b5 reductase b5R.2 (LOC51700), mRNA. /FEA=mRNA /GEN=LOC51700 /PROD=cytochrome b5 reductase b5R.2 /DB_XREF=gi:7706442 /UG=Hs.22142 cytochrome b5 reductase b5R.2 /FL=gb:AF169802.1 gb:NM_016229.1
220232_at	NM_024906	79966	hypothetical protein FLJ21032		|1069|	|4|4q|4q21|	gb:NM_024906.1 /DEF=Homo sapiens hypothetical protein FLJ21032 (FLJ21032), mRNA. /FEA=mRNA /GEN=FLJ21032 /PROD=hypothetical protein FLJ21032 /DB_XREF=gi:13376362 /UG=Hs.247474 hypothetical protein FLJ21032 /FL=gb:NM_024906.1
220266_s_at	NM_004235	9314	Kruppel-like factor 4 (gut)	|3700|3677|3676|7498|7397|7345|7275|8285|8283|8151|	|96|	|9|9q|	gb:NM_004235.1 /DEF=Homo sapiens Kruppel-like factor 4 (gut) (KLF4), mRNA. /FEA=mRNA /GEN=KLF4 /PROD=Kruppel-like factor 4 (gut) /DB_XREF=gi:4758321 /UG=Hs.7934 Kruppel-like factor 4 (gut) /FL=gb:U70663.1 gb:AF022184.1 gb:NM_004235.1 gb:AF105036.1
220280_s_at	NM_016552	51281	testis specific ankyrin-like protein 1		|23|1753|	|2|2q|2q37|	gb:NM_016552.1 /DEF=Homo sapiens testis specific ankyrin-like protein 1 (LOC51281), mRNA.  /FEA=mRNA /GEN=LOC51281 /PROD=testis specific ankyrin-like protein 1 /DB_XREF=gi:7706086 /UG=Hs.122275 testis specific ankyrin-like protein 1 /FL=gb:AB034636.1 gb:
220289_s_at	NM_017977	55057	hypothetical protein FLJ10040			|1|1p|1p35|	gb:NM_017977.1 /DEF=Homo sapiens hypothetical protein FLJ10040 (FLJ10040), mRNA. /FEA=mRNA /GEN=FLJ10040 /PROD=hypothetical protein FLJ10040 /DB_XREF=gi:8922199 /UG=Hs.128738 hypothetical protein FLJ10040 /FL=gb:NM_017977.1
220291_at	NM_017711	54857	hypothetical protein FLJ20207			|X|Xp|Xp21|	gb:NM_017711.1 /DEF=Homo sapiens hypothetical protein FLJ20207 (FLJ20207), mRNA. /FEA=mRNA /GEN=FLJ20207 /PROD=hypothetical protein FLJ20207 /DB_XREF=gi:8923195 /UG=Hs.129014 hypothetical protein FLJ20207 /FL=gb:AB048363.1 gb:NM_017711.1
220318_at	NM_017957	55040	epsin 3		|1417|	|17|17q|17q21|	gb:NM_017957.1 /DEF=Homo sapiens epsin 3 (FLJ20778), mRNA. /FEA=mRNA /GEN=FLJ20778 /PROD=epsin 3 /DB_XREF=gi:8923677 /UG=Hs.199480 epsin 3 /FL=gb:AF324241.1 gb:NM_017957.1
220331_at	NM_006668	10858	cytochrome P450, subfamily 46 (cholesterol 24-hydroxylase)	|7399|7398|7397|7345|7275|8395|4497|3824|5783|5737|5622|5623|6706|9056|8152|8151|8202|6629|	|67|	|14|14q|14q32|	gb:NM_006668.1 /DEF=Homo sapiens cytochrome P450, subfamily 46 (cholesterol 24-hydroxylase) (CYP46), mRNA.  /FEA=mRNA /GEN=CYP46 /PROD=cytochrome P450, subfamily 46 (cholesterol24-hydroxylase) /DB_XREF=gi:5729795 /UG=Hs.25121 cytochrome P450, subfamily 4
220381_at	NM_030672	79822	hypothetical protein FLJ10312		|620|	|18|18p|18p11|	gb:NM_030672.1 /DEF=Homo sapiens hypothetical protein FLJ10312 (FLJ10312), mRNA. /FEA=mRNA /GEN=FLJ10312 /PROD=hypothetical protein FLJ10312 /DB_XREF=gi:13491175 /UG=Hs.132560 hypothetical protein FLJ10312 /FL=gb:NM_030672.1
220382_s_at	NM_030672	79822	hypothetical protein FLJ10312		|620|	|18|18p|18p11|	gb:NM_030672.1 /DEF=Homo sapiens hypothetical protein FLJ10312 (FLJ10312), mRNA. /FEA=mRNA /GEN=FLJ10312 /PROD=hypothetical protein FLJ10312 /DB_XREF=gi:13491175 /UG=Hs.132560 hypothetical protein FLJ10312 /FL=gb:NM_030672.1
220431_at	NM_014058	28983	DESC1 protein		|1390|89|	|4|4q|4q13|	gb:NM_014058.1 /DEF=Homo sapiens DESC1 protein (DESC1), mRNA. /FEA=mRNA /GEN=DESC1 /PROD=DESC1 protein /DB_XREF=gi:7661557 /UG=Hs.201877 DESC1 protein /FL=gb:AF064819.1 gb:NM_014058.1
220465_at	NM_024988	80054	hypothetical protein FLJ12355			|19|19q|19q13|	gb:NM_024988.1 /DEF=Homo sapiens hypothetical protein FLJ12355 (FLJ12355), mRNA. /FEA=mRNA /GEN=FLJ12355 /PROD=hypothetical protein FLJ12355 /DB_XREF=gi:13376491 /UG=Hs.287521 hypothetical protein FLJ12355 /FL=gb:NM_024988.1
220510_at	NM_020407	57127	Rhesus blood group, B glycoprotein		|909|	|1|1q|1q21|	gb:NM_020407.1 /DEF=Homo sapiens Rh type B glycoprotein (RHBG), mRNA. /FEA=mRNA /GEN=RHBG /PROD=Rh type B glycoprotein /DB_XREF=gi:9966890 /UG=Hs.131835 Rh type B glycoprotein /FL=gb:AF193807.1 gb:NM_020407.1
