Cluster	GeneID	Symbol	Description	Probeset(s)	GO Name
3.cluster-5-GO	ENSMUSG00000057829	Ftl1	ferritin light chain 1	99872_s_at	iron ion homeostasis
3.cluster-5-GO	ENSMUSG00000032496	Ltf	lactotransferrin	101115_at	iron ion homeostasis
3.cluster-5-GO	ENSMUSG00000038393	Txnip	thioredoxin interacting protein	160547_s_at	response to oxidative stress
3.cluster-5-GO	ENSMUSG00000018585	Atox1	ATX1 (antioxidant protein 1) homolog 1 (yeast)	101984_at	response to oxidative stress
3.cluster-5-GO	ENSMUSG00000065948	Gpx4	glutathione peroxidase 4	94897_at	response to oxidative stress
3.cluster-5-GO	ENSMUSG00000058230	Grlf1	glucocorticoid receptor DNA binding factor 1	96208_at	primary neural tube formation
3.cluster-5-GO	ENSMUSG00000056201	Cfl1	cofilin 1, non-muscle	99119_at	primary neural tube formation
3.cluster-5-GO	ENSMUSG00000030403	Vasp	vasodilator-stimulated phosphoprotein	101982_at	primary neural tube formation
3.cluster-5-GO	ENSMUSG00000042541	Shfm1	split hand/foot malformation (ectrodactyly) type 1	95456_r_at	cytosol
3.cluster-5-GO	ENSMUSG00000027566	Psma7	proteasome (prosome, macropain) subunit, alpha type 7	93988_at	cytosol
3.cluster-5-GO	ENSMUSG00000017221	Psmd3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	92769_at	cytosol
3.cluster-5-GO	ENSMUSG00000026701	Prdx6	peroxiredoxin 6	100622_at	cytosol
3.cluster-5-GO	ENSMUSG00000003873	Bax	Bcl2-associated X protein	93536_at	cytosol
3.cluster-5-GO	ENSMUSG00000028932	Psmc2	proteasome (prosome, macropain) 26S subunit, ATPase 2	95448_at	cytosol
3.cluster-5-GO	ENSMUSG00000002102	Psmc3	proteasome (prosome, macropain) 26S subunit, ATPase 3	93735_f_at|93734_i_at	cytosol
3.cluster-5-GO	ENSMUSG00000037960	1110007C09Rik	Bcl10-interacting CARD protein (BinCARD).	160835_i_at	cytosol
3.cluster-5-GO	ENSMUSG00000007564	Ppp2r1a	protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), alpha isoform	92573_at	cytosol
3.cluster-5-GO	ENSMUSG00000065948	Gpx4	glutathione peroxidase 4	94897_at	cytosol
3.cluster-5-GO	ENSMUSG00000021178	Psmc1	protease (prosome, macropain) 26S subunit, ATPase 1	160152_at	cytosol
3.cluster-5-GO	ENSMUSG00000021288	Kns2	kinesin 2	97984_i_at	cytosol
3.cluster-5-GO	ENSMUSG00000017428	Psmd11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	160305_at	cytosol
3.cluster-5-GO	ENSMUSG00000004040	Stat3	signal transducer and activator of transcription 3	99100_at|99099_at	transcription factor binding
3.cluster-5-GO	ENSMUSG00000022105	Rb1	retinoblastoma 1	97948_at	transcription factor binding
3.cluster-5-GO	ENSMUSG00000061933	Q6LDU4_MOUSE	SAA4 gene encoding serum amyloid A, exons 3 and 4. (Fragment).	103465_f_at	lipid transporter activity
3.cluster-5-GO	ENSMUSG00000057465	Saa2	serum amyloid A 2	103465_f_at	lipid transporter activity
3.cluster-5-GO	ENSMUSG00000032602	Slc25a20	solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20	95695_at	lipid transporter activity
3.cluster-5-GO	ENSMUSG00000029465	Arpc3	actin related protein 2/3 complex, subunit 3	95434_at	lamellipodium
3.cluster-5-GO	ENSMUSG00000020476	Dbnl	drebrin-like	95529_at	lamellipodium
3.cluster-5-GO	ENSMUSG00000034101	Ctnnd1	catenin (cadherin associated protein), delta 1	98151_s_at	lamellipodium
3.cluster-5-GO	ENSMUSG00000030403	Vasp	vasodilator-stimulated phosphoprotein	101982_at	lamellipodium
3.cluster-5-GO	ENSMUSG00000031078	Cttn	cortactin	94055_at|94054_at	lamellipodium
3.cluster-5-GO	ENSMUSG00000007564	Ppp2r1a	protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), alpha isoform	92573_at	negative regulation of enzyme activity
3.cluster-5-GO	ENSMUSG00000022105	Rb1	retinoblastoma 1	97948_at	negative regulation of enzyme activity
3.cluster-5-GO	ENSMUSG00000023067	Cdkn1a	cyclin-dependent kinase inhibitor 1A (P21)	98067_at|94881_at	negative regulation of enzyme activity
3.cluster-5-GO	ENSMUSG00000002289	Angptl4	angiopoietin-like 4	102114_f_at|96119_s_at	negative regulation of enzyme activity
3.cluster-5-GO	ENSMUSG00000033629	Ptplad1	protein tyrosine phosphatase-like A domain containing 1	93747_at	I-kappaB kinase/NF-kappaB cascade
3.cluster-5-GO	ENSMUSG00000055401	Fbxo6b	F-box only protein 6b	95014_at	protein catabolism
3.cluster-5-GO	ENSMUSG00000021178	Psmc1	protease (prosome, macropain) 26S subunit, ATPase 1	160152_at	protein catabolism
3.cluster-5-GO	ENSMUSG00000028932	Psmc2	proteasome (prosome, macropain) 26S subunit, ATPase 2	95448_at	protein catabolism
3.cluster-5-GO	ENSMUSG00000002102	Psmc3	proteasome (prosome, macropain) 26S subunit, ATPase 3	93735_f_at|93734_i_at	protein catabolism
3.cluster-5-GO	ENSMUSG00000004040	Stat3	signal transducer and activator of transcription 3	99100_at|99099_at	JAK-STAT cascade
3.cluster-5-GO	ENSMUSG00000053113	Socs3	suppressor of cytokine signaling 3	92232_at	JAK-STAT cascade
3.cluster-5-GO	ENSMUSG00000003617	Cp	ceruloplasmin	92851_at	copper ion homeostasis
3.cluster-5-GO	ENSMUSG00000031996	Aplp2	amyloid beta (A4) precursor-like protein 2	93498_s_at	copper ion homeostasis
3.cluster-5-GO	ENSMUSG00000018585	Atox1	ATX1 (antioxidant protein 1) homolog 1 (yeast)	101984_at	copper ion homeostasis
3.cluster-5-GO	ENSMUSG00000020936	Nmt1	N-myristoyltransferase 1	102047_at	acyltransferase activity
3.cluster-5-GO	ENSMUSG00000001211	Agpat3	1-acylglycerol-3-phosphate O-acyltransferase 3	160807_at	acyltransferase activity
3.cluster-5-GO	ENSMUSG00000024900	Cpt1a	carnitine palmitoyltransferase 1a, liver	93320_at	acyltransferase activity
3.cluster-5-GO	ENSMUSG00000025786	Zdhhc3	zinc finger, DHHC domain containing 3	97857_at	cysteine-type endopeptidase activity
3.cluster-5-GO	ENSMUSG00000042506	Usp22	ubiquitin specific peptidase 22	97960_at	cysteine-type endopeptidase activity
3.cluster-5-GO	ENSMUSG00000027248	Pdia3	protein disulfide isomerase associated 3	101060_at	cysteine-type endopeptidase activity
3.cluster-5-GO	ENSMUSG00000018707	Dync1h1	dynein cytoplasmic 1 heavy chain 1	97333_at	cysteine-type endopeptidase activity
3.cluster-5-GO	ENSMUSG00000032376	Usp3	ubiquitin specific peptidase 3	99086_g_at	cysteine-type endopeptidase activity
3.cluster-5-GO	ENSMUSG00000056201	Cfl1	cofilin 1, non-muscle	99119_at	actin filament organization
3.cluster-5-GO	ENSMUSG00000037902	Sirpa	signal-regulatory protein alpha	95803_at	actin filament organization
3.cluster-5-GO	ENSMUSG00000003617	Cp	ceruloplasmin	92851_at	di-\, tri-valent inorganic cation transporter activity
3.cluster-5-GO	ENSMUSG00000018585	Atox1	ATX1 (antioxidant protein 1) homolog 1 (yeast)	101984_at	di-\, tri-valent inorganic cation transporter activity
3.cluster-5-GO	ENSMUSG00000030287	Itpr2	inositol 1,4,5-triphosphate receptor 2	101441_i_at	di-\, tri-valent inorganic cation transporter activity
3.cluster-5-GO	ENSMUSG00000020777	Acox1	acyl-Coenzyme A oxidase 1, palmitoyl	101515_at	fatty acid beta-oxidation
3.cluster-5-GO	ENSMUSG00000024900	Cpt1a	carnitine palmitoyltransferase 1a, liver	93320_at	fatty acid beta-oxidation
3.cluster-5-GO	ENSMUSG00000053898	Ech1	enoyl coenzyme A hydratase 1, peroxisomal	93754_at	fatty acid beta-oxidation
3.cluster-5-GO	ENSMUSG00000019969	Psen1	presenilin 1	102201_s_at	protein processing
3.cluster-5-GO	ENSMUSG00000042541	Shfm1	split hand/foot malformation (ectrodactyly) type 1	95456_r_at	proteasome complex (sensu Eukaryota)
3.cluster-5-GO	ENSMUSG00000027566	Psma7	proteasome (prosome, macropain) subunit, alpha type 7	93988_at	proteasome complex (sensu Eukaryota)
3.cluster-5-GO	ENSMUSG00000017221	Psmd3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	92769_at	proteasome complex (sensu Eukaryota)
3.cluster-5-GO	ENSMUSG00000028932	Psmc2	proteasome (prosome, macropain) 26S subunit, ATPase 2	95448_at	proteasome complex (sensu Eukaryota)
3.cluster-5-GO	ENSMUSG00000002102	Psmc3	proteasome (prosome, macropain) 26S subunit, ATPase 3	93735_f_at|93734_i_at	proteasome complex (sensu Eukaryota)
3.cluster-5-GO	ENSMUSG00000021178	Psmc1	protease (prosome, macropain) 26S subunit, ATPase 1	160152_at	proteasome complex (sensu Eukaryota)
3.cluster-5-GO	ENSMUSG00000017428	Psmd11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	160305_at	proteasome complex (sensu Eukaryota)
3.cluster-5-GO	ENSMUSG00000038034	Igsf8	immunoglobulin superfamily, member 8	160820_at	fertilization (sensu Metazoa)
3.cluster-5-GO	ENSMUSG00000022037	Clu	clusterin	95286_at	fertilization (sensu Metazoa)
3.cluster-5-GO	ENSMUSG00000022620	Arsa	arylsulfatase A	100931_at	fertilization (sensu Metazoa)
3.cluster-5-GenMAPP	ENSMUSG00000024927	Rela	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	97813_at	Mm_TNF-alpha-NF-kB_NetPath_9
3.cluster-5-GenMAPP	ENSMUSG00000003316	Glg1	golgi apparatus protein 1	100457_at	Mm_TNF-alpha-NF-kB_NetPath_9
3.cluster-5-GenMAPP	ENSMUSG00000017221	Psmd3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	92769_at	Mm_TNF-alpha-NF-kB_NetPath_9
3.cluster-5-GenMAPP	ENSMUSG00000028932	Psmc2	proteasome (prosome, macropain) 26S subunit, ATPase 2	95448_at	Mm_TNF-alpha-NF-kB_NetPath_9
3.cluster-5-GenMAPP	ENSMUSG00000002102	Psmc3	proteasome (prosome, macropain) 26S subunit, ATPase 3	93735_f_at|93734_i_at	Mm_TNF-alpha-NF-kB_NetPath_9
3.cluster-5-GenMAPP	ENSMUSG00000046707	Csnk2a2	casein kinase II, alpha 2, polypeptide	94482_at	Mm_TNF-alpha-NF-kB_NetPath_9
3.cluster-5-GenMAPP	ENSMUSG00000021178	Psmc1	protease (prosome, macropain) 26S subunit, ATPase 1	160152_at	Mm_TNF-alpha-NF-kB_NetPath_9
3.cluster-5-GenMAPP	ENSMUSG00000024750	Za20d2	zinc finger, A20 domain containing 2	160321_at	Mm_TNF-alpha-NF-kB_NetPath_9
3.cluster-5-GenMAPP	ENSMUSG00000023944	Hsp90ab1	heat shock protein 90kDa alpha (cytosolic), class B member 1	95359_at	Mm_TNF-alpha-NF-kB_NetPath_9
3.cluster-5-GenMAPP	ENSMUSG00000004040	Stat3	signal transducer and activator of transcription 3	99100_at|99099_at	Mm_IL-6_NetPath_18
3.cluster-5-GenMAPP	ENSMUSG00000053113	Socs3	suppressor of cytokine signaling 3	92232_at	Mm_IL-6_NetPath_18
3.cluster-5-GenMAPP	ENSMUSG00000007564	Ppp2r1a	protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), alpha isoform	92573_at	Mm_IL-6_NetPath_18
3.cluster-5-GenMAPP	ENSMUSG00000022105	Rb1	retinoblastoma 1	97948_at	Mm_IL-6_NetPath_18
3.cluster-5-GenMAPP	ENSMUSG00000016528	Mapkapk2	MAP kinase-activated protein kinase 2	160353_i_at	Mm_IL-6_NetPath_18
3.cluster-5-GenMAPP	ENSMUSG00000024927	Rela	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	97813_at	Mm_IL-4_NetPath_16
3.cluster-5-GenMAPP	ENSMUSG00000053113	Socs3	suppressor of cytokine signaling 3	92232_at	Mm_IL-4_NetPath_16
3.cluster-5-GenMAPP	ENSMUSG00000002147	Stat6	signal transducer and activator of transcription 6	94331_at	Mm_IL-4_NetPath_16
3.cluster-5-GenMAPP	ENSMUSG00000030170	Wnt5b	wingless-related MMTV integration site 5B	103513_at	Mm_Adipogenesis
3.cluster-5-GenMAPP	ENSMUSG00000028063	Lmna	lamin A	98059_s_at	Mm_Adipogenesis
3.cluster-5-GenMAPP	ENSMUSG00000004040	Stat3	signal transducer and activator of transcription 3	99100_at|99099_at	Mm_Adipogenesis
3.cluster-5-GenMAPP	ENSMUSG00000053113	Socs3	suppressor of cytokine signaling 3	92232_at	Mm_Adipogenesis
3.cluster-5-GenMAPP	ENSMUSG00000015619	Gata3	GATA binding protein 3	100924_at	Mm_Adipogenesis
3.cluster-5-GenMAPP	ENSMUSG00000025408	Ddit3	DNA-damage inducible transcript 3	101429_at	Mm_Adipogenesis
3.cluster-5-GenMAPP	ENSMUSG00000005148	Klf5	Kruppel-like factor 5	97937_at	Mm_Adipogenesis
3.cluster-5-GenMAPP	ENSMUSG00000022105	Rb1	retinoblastoma 1	97948_at	Mm_Adipogenesis
3.cluster-5-GenMAPP	ENSMUSG00000002147	Stat6	signal transducer and activator of transcription 6	94331_at	Mm_Adipogenesis
3.cluster-5-GenMAPP	ENSMUSG00000016528	Mapkapk2	MAP kinase-activated protein kinase 2	160353_i_at	Mm_MAPK_signaling_pathway_KEGG
3.cluster-5-GenMAPP	ENSMUSG00000051439	Cd14	CD14 antigen	98088_at	Mm_MAPK_signaling_pathway_KEGG
3.cluster-5-GenMAPP	ENSMUSG00000021253	Tgfb3	transforming growth factor, beta 3	102751_at	Mm_MAPK_signaling_pathway_KEGG
3.cluster-5-GenMAPP	ENSMUSG00000025408	Ddit3	DNA-damage inducible transcript 3	101429_at	Mm_MAPK_signaling_pathway_KEGG
3.cluster-5-GenMAPP	ENSMUSG00000042688	Mapk6	mitogen-activated protein kinase 6	103416_at	Mm_MAPK_signaling_pathway_KEGG
3.cluster-5-GenMAPP	ENSMUSG00000015656	Hspa8	heat shock protein 8	96564_at	Mm_MAPK_signaling_pathway_KEGG
3.cluster-5-GenMAPP	ENSMUSG00000059436	Max	Max protein	99095_at	Mm_MAPK_signaling_pathway_KEGG
3.cluster-5-GenMAPP	ENSMUSG00000031278	Acsl4	acyl-CoA synthetase long-chain family member 4	104017_at|102381_at	Mm_Fatty_Acid_Beta_Oxidation_Meta_BiGCaT
3.cluster-5-GenMAPP	ENSMUSG00000032602	Slc25a20	solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20	95695_at	Mm_Fatty_Acid_Beta_Oxidation_Meta_BiGCaT
3.cluster-5-GenMAPP	ENSMUSG00000024900	Cpt1a	carnitine palmitoyltransferase 1a, liver	93320_at	Mm_Fatty_Acid_Beta_Oxidation_Meta_BiGCaT
3.cluster-5-GenMAPP	ENSMUSG00000026003	Acadl	acetyl-Coenzyme A dehydrogenase, long-chain	95425_at	Mm_Fatty_Acid_Beta_Oxidation_Meta_BiGCaT
3.cluster-5-GenMAPP	ENSMUSG00000004040	Stat3	signal transducer and activator of transcription 3	99100_at|99099_at	Mm_IL-9_NetPath_20
3.cluster-5-GenMAPP	ENSMUSG00000053113	Socs3	suppressor of cytokine signaling 3	92232_at	Mm_IL-9_NetPath_20
3.cluster-5-GenMAPP	ENSMUSG00000031278	Acsl4	acyl-CoA synthetase long-chain family member 4	104017_at|102381_at	Mm_Fatty_Acid_Beta_Oxidation_1_BiGCaT
3.cluster-5-GenMAPP	ENSMUSG00000032602	Slc25a20	solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20	95695_at	Mm_Fatty_Acid_Beta_Oxidation_1_BiGCaT
3.cluster-5-GenMAPP	ENSMUSG00000024900	Cpt1a	carnitine palmitoyltransferase 1a, liver	93320_at	Mm_Fatty_Acid_Beta_Oxidation_1_BiGCaT
3.cluster-5-GenMAPP	ENSMUSG00000026003	Acadl	acetyl-Coenzyme A dehydrogenase, long-chain	95425_at	Mm_Fatty_Acid_Beta_Oxidation_1_BiGCaT
3.cluster-5-GenMAPP	ENSMUSG00000027566	Psma7	proteasome (prosome, macropain) subunit, alpha type 7	93988_at	Mm_Proteasome_Degradation
3.cluster-5-GenMAPP	ENSMUSG00000017221	Psmd3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	92769_at	Mm_Proteasome_Degradation
3.cluster-5-GenMAPP	ENSMUSG00000028932	Psmc2	proteasome (prosome, macropain) 26S subunit, ATPase 2	95448_at	Mm_Proteasome_Degradation
3.cluster-5-GenMAPP	ENSMUSG00000002102	Psmc3	proteasome (prosome, macropain) 26S subunit, ATPase 3	93735_f_at|93734_i_at	Mm_Proteasome_Degradation
3.cluster-5-GenMAPP	ENSMUSG00000021178	Psmc1	protease (prosome, macropain) 26S subunit, ATPase 1	160152_at	Mm_Proteasome_Degradation
3.cluster-5-GenMAPP	ENSMUSG00000049932	H2afx	H2A histone family, member X	93019_at	Mm_Proteasome_Degradation
3.cluster-5-GenMAPP	ENSMUSG00000017428	Psmd11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	160305_at	Mm_Proteasome_Degradation
3.cluster-5-GenMAPP	ENSMUSG00000031278	Acsl4	acyl-CoA synthetase long-chain family member 4	104017_at|102381_at	Mm_Mitochondrial_fatty_acid_betaoxidation
3.cluster-5-GenMAPP	ENSMUSG00000032602	Slc25a20	solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20	95695_at	Mm_Mitochondrial_fatty_acid_betaoxidation
3.cluster-5-GenMAPP	ENSMUSG00000024900	Cpt1a	carnitine palmitoyltransferase 1a, liver	93320_at	Mm_Mitochondrial_fatty_acid_betaoxidation
3.cluster-5-GenMAPP	ENSMUSG00000026003	Acadl	acetyl-Coenzyme A dehydrogenase, long-chain	95425_at	Mm_Mitochondrial_fatty_acid_betaoxidation
3.cluster-5-Panther	ENSMUSG00000022105	Rb1	retinoblastoma 1	97948_at	p53 pathway feedback loops 2
3.cluster-5-Panther	ENSMUSG00000023067	Cdkn1a	cyclin-dependent kinase inhibitor 1A (P21)	98067_at|94881_at	p53 pathway feedback loops 2
3.cluster-5-Panther	ENSMUSG00000020326	Ccng1	cyclin G1	160127_at	p53 pathway feedback loops 2
3.cluster-5-Panther	ENSMUSG00000015619	Gata3	GATA binding protein 3	100924_at	Hematopoiesis
3.cluster-5-Panther	ENSMUSG00000004040	Stat3	signal transducer and activator of transcription 3	99100_at|99099_at	Hematopoiesis
3.cluster-5-Panther	ENSMUSG00000029832	Nfe2l3	nuclear factor, erythroid derived 2, like 3	99527_at	Hematopoiesis
3.cluster-5-Panther	ENSMUSG00000003873	Bax	Bcl2-associated X protein	93536_at	Hematopoiesis
3.cluster-5-Panther	ENSMUSG00000002147	Stat6	signal transducer and activator of transcription 6	94331_at	Hematopoiesis
3.cluster-5-Panther	ENSMUSG00000024927	Rela	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	97813_at	Cell cycle control
3.cluster-5-Panther	ENSMUSG00000003873	Bax	Bcl2-associated X protein	93536_at	Cell cycle control
3.cluster-5-Panther	ENSMUSG00000026965	Anapc2	anaphase promoting complex subunit 2	95128_at	Cell cycle control
3.cluster-5-Panther	ENSMUSG00000023067	Cdkn1a	cyclin-dependent kinase inhibitor 1A (P21)	98067_at|94881_at	Cell cycle control
3.cluster-5-Panther	ENSMUSG00000063015	Ccni	cyclin I	94820_r_at|94819_f_at	Cell cycle control
3.cluster-5-Panther	ENSMUSG00000022105	Rb1	retinoblastoma 1	97948_at	Cell cycle control
3.cluster-5-Panther	ENSMUSG00000029050	Ski	Sloan-Kettering viral oncogene homolog	104576_at	Cell cycle control
3.cluster-5-Panther	ENSMUSG00000020326	Ccng1	cyclin G1	160127_at	Cell cycle control
3.cluster-5-Panther	ENSMUSG00000037035	Inhbb	inhibin beta-B	160828_at	TGF-beta signaling pathway
3.cluster-5-Panther	ENSMUSG00000039910	Cited2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	101973_at	TGF-beta signaling pathway
3.cluster-5-Panther	ENSMUSG00000029050	Ski	Sloan-Kettering viral oncogene homolog	104576_at	TGF-beta signaling pathway
3.cluster-5-Panther	ENSMUSG00000021253	Tgfb3	transforming growth factor, beta 3	102751_at	TGF-beta signaling pathway
3.cluster-5-Panther	ENSMUSG00000017221	Psmd3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	92769_at	Proteolysis 2
3.cluster-5-Panther	ENSMUSG00000028932	Psmc2	proteasome (prosome, macropain) 26S subunit, ATPase 2	95448_at	Proteolysis 2
3.cluster-5-Panther	ENSMUSG00000002102	Psmc3	proteasome (prosome, macropain) 26S subunit, ATPase 3	93735_f_at|93734_i_at	Proteolysis 2
3.cluster-5-Panther	ENSMUSG00000042506	Usp22	ubiquitin specific peptidase 22	97960_at	Proteolysis 2
3.cluster-5-Panther	ENSMUSG00000021178	Psmc1	protease (prosome, macropain) 26S subunit, ATPase 1	160152_at	Proteolysis 2
3.cluster-5-Panther	ENSMUSG00000020455	Trim11	tripartite motif protein 11	94021_at	Proteolysis 2
3.cluster-5-Panther	ENSMUSG00000017428	Psmd11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	160305_at	Proteolysis 2
3.cluster-5-Panther	ENSMUSG00000019969	Psen1	presenilin 1	102201_s_at	Proteolysis 2
3.cluster-5-Panther	ENSMUSG00000017760	Ppgb	protective protein for beta-galactosidase	101055_at	Proteolysis 2
3.cluster-5-Panther	ENSMUSG00000016528	Mapkapk2	MAP kinase-activated protein kinase 2	160353_i_at	Oxidative stress response
3.cluster-5-Panther	ENSMUSG00000059436	Max	Max protein	99095_at	Oxidative stress response
3.cluster-5-Panther	ENSMUSG00000004040	Stat3	signal transducer and activator of transcription 3	99100_at|99099_at	Interleukin signaling pathway
3.cluster-5-Panther	ENSMUSG00000023067	Cdkn1a	cyclin-dependent kinase inhibitor 1A (P21)	98067_at|94881_at	Interleukin signaling pathway
3.cluster-5-Panther	ENSMUSG00000016528	Mapkapk2	MAP kinase-activated protein kinase 2	160353_i_at	Interleukin signaling pathway
3.cluster-5-Panther	ENSMUSG00000002147	Stat6	signal transducer and activator of transcription 6	94331_at	Interleukin signaling pathway
3.cluster-5-Panther	ENSMUSG00000041378	Cldn5	claudin 5	104516_at	Cell structure and motility
3.cluster-5-Panther	ENSMUSG00000029465	Arpc3	actin related protein 2/3 complex, subunit 3	95434_at	Cell structure and motility
3.cluster-5-Panther	ENSMUSG00000018707	Dync1h1	dynein cytoplasmic 1 heavy chain 1	97333_at	Cell structure and motility
3.cluster-5-Panther	ENSMUSG00000046707	Csnk2a2	casein kinase II, alpha 2, polypeptide	94482_at	Cell structure and motility
3.cluster-5-Panther	ENSMUSG00000066720	Cldn9	claudin 9	94493_at	Cell structure and motility
3.cluster-5-Panther	ENSMUSG00000041598	Cdc42ep4	CDC42 effector protein (Rho GTPase binding) 4	94036_at	Cell structure and motility
3.cluster-5-Panther	ENSMUSG00000030161	Gabarapl1	gamma-aminobutyric acid (GABA(A)) receptor-associated protein-like 1	93011_at	Cell structure and motility
3.cluster-5-Panther	ENSMUSG00000023022	Lima1	LIM domain and actin binding 1	94561_at	Cell structure and motility
