rank	accession	p-value	gene description
634	200840_at	0.042	gb:NM_005548.1 /DEF=Homo sapiens lysyl-tRNA synthetase (KARS), mRNA. /FEA=mRNA /GEN=KARS /PROD=lysyl-tRNA synthetase /DB_XREF=gi:5031814 /UG=Hs.3100 lysyl-tRNA synthetase /FL=gb:BC004132.1 gb:D32053.1 gb:NM_005548.1
635	208093_s_at	0.042	gb:NM_030808.1 /DEF=Homo sapiens LIS1-interacting protein NUDEL; endooligopeptidase A (NUDEL), mRNA.  /FEA=mRNA /GEN=NUDEL /PROD=LIS1-interacting protein NUDEL;endooligopeptidase A /DB_XREF=gi:13540599 /FL=gb:NM_030808.1
636	217121_at	0.042	Consensus includes gb:AF082559.1 /DEF=Homo sapiens truncated TRF1-interacting ankyrin-related ADP-ribose polymerase TT9 mRNA, alternatively spliced, partial cds.  /FEA=mRNA /PROD=truncated TRF1-interacting ankyrin-relatedADP-ribose polymerase TT9 /DB_XREF=gi:3929224 /UG=Hs.131814 tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase
637	206551_x_at	0.042	gb:NM_017644.1 /DEF=Homo sapiens hypothetical protein FLJ20059 (FLJ20059), mRNA. /FEA=mRNA /GEN=FLJ20059 /PROD=hypothetical protein FLJ20059 /DB_XREF=gi:8923060 /UG=Hs.246875 hypothetical protein FLJ20059 /FL=gb:NM_017644.1
638	202991_at	0.043	gb:NM_006804.1 /DEF=Homo sapiens steroidogenic acute regulatory protein related (MLN64), mRNA.  /FEA=mRNA /GEN=MLN64 /PROD=steroidogenic acute regulatory protein related /DB_XREF=gi:5803089 /UG=Hs.77628 steroidogenic acute regulatory protein related /FL=gb:D38255.1 gb:NM_006804.1
639	209713_s_at	0.043	gb:AB044343.1 /DEF=Homo sapiens hUGTrel7 mRNA for UDP-glucuronic acid, complete cds. /FEA=mRNA /GEN=hUGTrel7 /PROD=UDP-glucuronic acid /DB_XREF=gi:11463948 /UG=Hs.82635 KIAA0260 protein /FL=gb:AB044343.1
640	209970_x_at	0.043	gb:M87507.1 /DEF=Homo sapien interleukin-1 beta convertase (IL1BCE) mRNA, complete cds.  /FEA=mRNA /GEN=IL1BCE /PROD=interleukin 1-beta convertase /DB_XREF=gi:435598 /UG=Hs.2490 caspase 1, apoptosis-related cysteine protease (interleukin 1, beta, convertase) /FL=gb:M87507.1
641	206366_x_at	0.043	gb:U23772.1 /DEF=Human lymphotactin precursor mRNA, complete cds. /FEA=mRNA /PROD=lymphotactin precursor /DB_XREF=gi:902001 /UG=Hs.3195 small inducible cytokine subfamily C, member 1 (lymphotactin) /FL=gb:NM_002995.1 gb:U23772.1 gb:D43768.1
642	217722_s_at	0.043	gb:NM_016645.1 /DEF=Homo sapiens mesenchymal stem cell protein DSC92 (LOC51335), mRNA. /FEA=mRNA /GEN=LOC51335 /PROD=mesenchymal stem cell protein DSC92 /DB_XREF=gi:7706195 /UG=Hs.323467 mesenchymal stem cell protein DSC92 /FL=gb:AB029315.1 gb:AF242770.1 gb:NM_016645.1
643	201272_at	0.043	gb:NM_001628.1 /DEF=Homo sapiens aldo-keto reductase family 1, member B1 (aldose reductase) (AKR1B1), mRNA.  /FEA=mRNA /GEN=AKR1B1 /PROD=aldo-keto reductase family 1, member B1 (aldosereductase) /DB_XREF=gi:4502048 /UG=Hs.75313 aldo-keto reductase family 1, member B1 (aldose reductase) /FL=gb:BC000260.1 gb:BC005387.1 gb:J04795.1 gb:J05017.1 gb:J05474.1 gb:M34720.1 gb:NM_001628.1
644	209670_at	0.043	gb:M12959.1 /DEF=Human T-cell receptor active alpha-chain mRNA from JM cell line, complete cds.  /FEA=mRNA /GEN=TCRA /DB_XREF=gi:338734 /UG=Hs.74647 Human T-cell receptor active alpha-chain mRNA from JM cell line, complete cds /FL=gb:M12959.1 gb:M12423.1
645	218334_at	0.043	gb:NM_025075.1 /DEF=Homo sapiens hypothetical protein FLJ23445 (FLJ23445), mRNA. /FEA=mRNA /GEN=FLJ23445 /PROD=hypothetical protein FLJ23445 /DB_XREF=gi:13376622 /UG=Hs.288151 hypothetical protein FLJ23445 /FL=gb:NM_025075.1
646	205734_s_at	0.043	Consensus includes gb:AI990465 /FEA=EST /DB_XREF=gi:5837346 /DB_XREF=est:wt74h04.x1 /CLONE=IMAGE:2513239 /UG=Hs.38070 lymphoid nuclear protein related to AF4 /FL=gb:U34360.1 gb:NM_002285.1
647	43427_at	0.043	Cluster Incl. AI970898:wr21c03.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-2488324 /clone_end=3  /gb=AI970898 /gi=5767724 /ug=Hs.234898 /len=382
648	218714_at	0.043	gb:NM_024031.1 /DEF=Homo sapiens hypothetical protein MGC3121 (MGC3121), mRNA. /FEA=mRNA /GEN=MGC3121 /PROD=hypothetical protein MGC3121 /DB_XREF=gi:13128979 /UG=Hs.293629 hypothetical protein MGC3121 /FL=gb:BC000119.1 gb:NM_024031.1
649	204998_s_at	0.044	gb:NM_012068.2 /DEF=Homo sapiens activating transcription factor 5 (ATF5), mRNA. /FEA=mRNA /GEN=ATF5 /PROD=activating transcription factor 5 /DB_XREF=gi:12597624 /UG=Hs.9754 activating transcription factor 5 /FL=gb:AF305687.1 gb:AB021663.2 gb:NM_012068.2 gb:BC005174.1
650	216351_x_at	0.044	Consensus includes gb:AF248483.1 /DEF=Homo sapiens deleted in azoospermia 4 (DAZ4) mRNA, partial cds. /FEA=mRNA /GEN=DAZ4 /PROD=deleted in azoospermia 4 /DB_XREF=gi:9651960 /UG=Hs.283814 deleted in azoospermia 4
651	51158_at	0.044	Cluster Incl. AI801973:tx29d05.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-2270985 /clone_end=3  /gb=AI801973 /gi=5367445 /ug=Hs.27373 /len=532
652	210683_at	0.044	gb:AL161995.1 /DEF=Homo sapiens mRNA; cDNA DKFZp762B0211 (from clone DKFZp762B0211); complete cds.  /FEA=mRNA /GEN=DKFZp762B0211 /PROD=hypothetical protein /DB_XREF=gi:7328129 /UG=Hs.234775 neurturin /FL=gb:U78110.1 gb:NM_004558.1 gb:AL161995.1
653	219169_s_at	0.044	gb:NM_016020.1 /DEF=Homo sapiens CGI-75 protein (LOC51106), mRNA. /FEA=mRNA /GEN=LOC51106 /PROD=CGI-75 protein /DB_XREF=gi:7705784 /UG=Hs.279908 CGI-75 protein /FL=gb:AF151833.1 gb:NM_016020.1
654	208685_x_at	0.044	Consensus includes gb:AA902767 /FEA=EST /DB_XREF=gi:3037890 /DB_XREF=est:ok72a04.s1 /CLONE=IMAGE:1519470 /UG=Hs.75243 bromodomain-containing 2 /FL=gb:NM_005104.2 gb:M80613.1 gb:D42040.1
655	210346_s_at	0.044	gb:AF212224.1 /DEF=Homo sapiens CLK4 mRNA, complete cds. /FEA=mRNA /PROD=CLK4 /DB_XREF=gi:9437514 /UG=Hs.295231 Homo sapiens CLK4 mRNA, complete cds /FL=gb:AF212224.1
656	219250_s_at	0.044	gb:NM_013281.1 /DEF=Homo sapiens fibronectin leucine rich transmembrane protein 3 (FLRT3), mRNA.  /FEA=mRNA /GEN=FLRT3 /PROD=fibronectin leucine rich transmembrane protein3 /DB_XREF=gi:7019382 /UG=Hs.41296 fibronectin leucine rich transmembrane protein 3 /FL=gb:AF169677.1 gb:NM_013281.1
657	210496_at	0.044	gb:AF210651.1 /DEF=Homo sapiens NAG18 (NAG18) mRNA, complete cds. /FEA=mRNA /GEN=NAG18 /PROD=NAG18 /DB_XREF=gi:9802008 /UG=Hs.288736 NAG18 protein /FL=gb:AF210651.1
658	201403_s_at	0.044	gb:NM_004528.1 /DEF=Homo sapiens microsomal glutathione S-transferase 3 (MGST3), mRNA. /FEA=mRNA /GEN=MGST3 /PROD=microsomal glutathione S-transferase 3 /DB_XREF=gi:4758713 /UG=Hs.111811 microsomal glutathione S-transferase 3 /FL=gb:BC000505.1 gb:BC003034.1 gb:AF026977.1 gb:NM_004528.1
659	205240_at	0.044	gb:NM_013296.1 /DEF=Homo sapiens LGN protein (HSU54999), mRNA. /FEA=mRNA /GEN=HSU54999 /PROD=LGN protein /DB_XREF=gi:9558734 /UG=Hs.278338 LGN protein /FL=gb:U54999.1 gb:NM_013296.1
660	221021_s_at	0.044	gb:NM_030877.1 /DEF=Homo sapiens similar to Bos taurus P14 protein (P14L), mRNA. /FEA=mRNA /GEN=P14L /PROD=similar to Bos taurus P14 protein /DB_XREF=gi:13549248 /FL=gb:NM_030877.1
661	214898_x_at	0.044	Consensus includes gb:AB038783.1 /DEF=Homo sapiens MUC3B mRNA for intestinal mucin, partial cds. /FEA=mRNA /GEN=MUC3B /PROD=intestinal mucin /DB_XREF=gi:9929917 /UG=Hs.129782 mucin 3A, intestinal
662	201482_at	0.044	gb:NM_002826.2 /DEF=Homo sapiens quiescin Q6 (QSCN6), mRNA. /FEA=mRNA /GEN=QSCN6 /PROD=quiescin Q6 /DB_XREF=gi:13325074 /UG=Hs.77266 quiescin Q6 /FL=gb:L42379.1 gb:U97276.2 gb:NM_002826.2
663	205772_s_at	0.044	gb:NM_004842.1 /DEF=Homo sapiens A kinase (PRKA) anchor protein 7 (AKAP7), mRNA. /FEA=mRNA /GEN=AKAP7 /PROD=A kinase (PRKA) anchor protein 7 /DB_XREF=gi:4757737 /UG=Hs.12835 A kinase (PRKA) anchor protein 7 /FL=gb:AF047715.1 gb:NM_004842.1
664	200859_x_at	0.045	gb:NM_001456.1 /DEF=Homo sapiens filamin A, alpha (actin-binding protein-280) (FLNA), mRNA.  /FEA=mRNA /GEN=FLNA /PROD=filamin 1 (actin-binding protein-280) /DB_XREF=gi:4503744 /UG=Hs.195464 filamin A, alpha (actin-binding protein-280) /FL=gb:NM_001456.1
665	201198_s_at	0.045	Consensus includes gb:AI860431 /FEA=EST /DB_XREF=gi:5514047 /DB_XREF=est:wl13h07.x1 /CLONE=IMAGE:2424829 /UG=Hs.3887 proteasome (prosome, macropain) 26S subunit, non-ATPase, 1 /FL=gb:D44466.1 gb:NM_002807.1
666	200006_at	0.045	gb:NM_007262.1 /DEF=Homo sapiens RNA-binding protein regulatory subunit (DJ-1), mRNA. /FEA=mRNA /GEN=DJ-1 /PROD=RNA-binding protein regulatory subunit /DB_XREF=gi:6005748 /UG=Hs.10958 RNA-binding protein regulatory subunit /FL=gb:AF021819.1 gb:NM_007262.1 gb:D61380.1
667	213188_s_at	0.045	Consensus includes gb:AI823896 /FEA=EST /DB_XREF=gi:5444567 /DB_XREF=est:wj28e09.x1 /CLONE=IMAGE:2404168 /UG=Hs.23294 ESTs, Weakly similar to T15138 hypothetical protein T28F2.4 - Caenorhabditis elegans C.elegans
668	216090_x_at	0.045	Consensus includes gb:AL078636.1 /DEF=Homo sapiens mRNA full length insert cDNA clone EUROIMAGE 117929. /FEA=mRNA /DB_XREF=gi:5051866 /UG=Hs.227171 Homo sapiens mRNA full length insert cDNA clone EUROIMAGE 117929
669	209648_x_at	0.045	gb:AL136896.1 /DEF=Homo sapiens mRNA; cDNA DKFZp434C198 (from clone DKFZp434C198); complete cds.  /FEA=mRNA /GEN=DKFZp434C198 /PROD=hypothetical protein /DB_XREF=gi:6807674 /UG=Hs.169836 KIAA0671 gene product /FL=gb:AB014571.1 gb:AL136896.1
670	211623_s_at	0.045	gb:M30448.1 /DEF=Human casein kinase II beta subunit mRNA, complete cds. /FEA=mRNA /GEN=CSNK2B /DB_XREF=gi:181154 /FL=gb:M30448.1
671	205548_s_at	0.045	gb:NM_006806.1 /DEF=Homo sapiens BTG family, member 3 (BTG3), mRNA. /FEA=mRNA /GEN=BTG3 /PROD=BTG family, member 3 /DB_XREF=gi:5802989 /UG=Hs.77311 BTG family, member 3 /FL=gb:D64110.1 gb:NM_006806.1
672	211459_at	0.045	gb:AF234262.1 /DEF=Homo sapiens IL-1beta-regulated neutrophil survival protein mRNA, complete cds.  /FEA=mRNA /PROD=IL-1beta-regulated neutrophil survival protein /DB_XREF=gi:13182974 /UG=Hs.326778 Homo sapiens IL-1beta-regulated neutrophil survival protein mRNA, complete cds /FL=gb:AF234262.1
673	214579_at	0.045	Consensus includes gb:NM_020448.1 /DEF=Homo sapiens hypothetical protein dJ462O23.2 (DJ462O23.2), mRNA. /FEA=CDS /GEN=DJ462O23.2 /PROD=hypothetical protein dJ462O23.2 /DB_XREF=gi:10092686 /UG=Hs.13804 hypothetical protein dJ462O23.2 /FL=gb:NM_020448.1
674	216748_at	0.045	Consensus includes gb:AK024890.1 /DEF=Homo sapiens cDNA: FLJ21237 fis, clone COL01114. /FEA=mRNA /DB_XREF=gi:10437303 /UG=Hs.306720 Homo sapiens cDNA: FLJ21237 fis, clone COL01114
675	216470_x_at	0.046	Consensus includes gb:AF009664 /DEF=Homo sapiens T cell receptor beta locus, 3 trypsinogen repeats /FEA=CDS_1 /DB_XREF=gi:2275594 /UG=Hs.303157 T cell receptor beta locus
676	200676_s_at	0.046	gb:NM_003347.1 /DEF=Homo sapiens ubiquitin-conjugating enzyme E2L 3 (UBE2L3), mRNA. /FEA=mRNA /GEN=UBE2L3 /PROD=ubiquitin-conjugating enzyme E2L 3 /DB_XREF=gi:4507788 /UG=Hs.108104 ubiquitin-conjugating enzyme E2L 3 /FL=gb:NM_003347.1
677	208581_x_at	0.046	gb:NM_005952.1 /DEF=Homo sapiens metallothionein 1X (MT1X), mRNA. /FEA=CDS /GEN=MT1X /PROD=metallothionein 1X /DB_XREF=gi:10835231 /UG=Hs.278462 metallothionein 1X /FL=gb:NM_005952.1
678	213241_at	0.046	Consensus includes gb:AF035307.1 /DEF=Homo sapiens clone 23785 mRNA sequence. /FEA=mRNA /DB_XREF=gi:2661068 /UG=Hs.184697 Homo sapiens clone 23785 mRNA sequence
679	217853_at	0.046	gb:NM_022748.1 /DEF=Homo sapiens hypothetical protein FLJ13732 similar to tensin (FLJ13732), mRNA.  /FEA=mRNA /GEN=FLJ13732 /PROD=hypothetical protein FLJ13732 similar to tensin /DB_XREF=gi:12232408 /UG=Hs.12210 hypothetical protein FLJ13732 similar to tensin /FL=gb:NM_022748.1
680	203815_at	0.046	gb:NM_000853.1 /DEF=Homo sapiens glutathione S-transferase theta 1 (GSTT1), mRNA. /FEA=mRNA /GEN=GSTT1 /PROD=glutathione S-transferase theta 1 /DB_XREF=gi:4504184 /UG=Hs.77490 glutathione S-transferase theta 1 /FL=gb:NM_000853.1
681	202479_s_at	0.047	gb:BC002637.1 /DEF=Homo sapiens, GS3955 protein, clone MGC:3860, mRNA, complete cds. /FEA=mRNA /PROD=GS3955 protein /DB_XREF=gi:12803604 /UG=Hs.155418 GS3955 protein /FL=gb:NM_021643.1 gb:BC002637.1 gb:D87119.1
682	210204_s_at	0.047	gb:U71268.1 /DEF=Human potential transcriptional repressor NOT4Hp (NOT4H) mRNA, complete cds.  /FEA=mRNA /GEN=NOT4H /PROD=potential transcriptional repressor NOT4Hp /DB_XREF=gi:4097899 /UG=Hs.20423 CCR4-NOT transcription complex, subunit 4 /FL=gb:U71268.1
683	212762_s_at	0.047	Consensus includes gb:AI375916 /FEA=EST /DB_XREF=gi:4175906 /DB_XREF=est:tc14c12.x1 /CLONE=IMAGE:2063830 /UG=Hs.173638 transcription factor 7-like 2 (T-cell specific, HMG-box)
684	AFFX-HSAC07/X00351_5_at	0.047	X00351 Human mRNA for beta-actin (_5, _M, _3 represent transcript regions 5 prime, Middle, and 3 prime respectively)
685	203612_at	0.047	gb:NM_004053.1 /DEF=Homo sapiens bystin-like (BYSL), mRNA. /FEA=mRNA /GEN=BYSL /PROD=bystin /DB_XREF=gi:4757881 /UG=Hs.106880 bystin-like /FL=gb:L36720.1 gb:NM_004053.1
686	212307_s_at	0.047	Consensus includes gb:BF001665 /FEA=EST /DB_XREF=gi:10701940 /DB_XREF=est:7g91d11.x1 /CLONE=IMAGE:3313845 /UG=Hs.100293 O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
687	201315_x_at	0.047	gb:NM_006435.1 /DEF=Homo sapiens interferon induced transmembrane protein 2 (1-8D) (IFITM2), mRNA.  /FEA=mRNA /GEN=IFITM2 /PROD=interferon induced transmembrane protein 2(1-8D) /DB_XREF=gi:10835237 /UG=Hs.174195 interferon induced transmembrane protein 2 (1-8D) /FL=gb:NM_006435.1
688	205622_at	0.047	gb:NM_003080.1 /DEF=Homo sapiens sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase) (SMPD2), mRNA.  /FEA=mRNA /GEN=SMPD2 /PROD=sphingomyelin phosphodiesterase 2, neutralmembrane (neutral sphingomyelinase) /DB_XREF=gi:4507094 /UG=Hs.55235 sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase) /FL=gb:BC000038.1 gb:NM_003080.1
689	206937_at	0.047	gb:NM_003126.1 /DEF=Homo sapiens spectrin, alpha, erythrocytic 1 (elliptocytosis 2) (SPTA1), mRNA.  /FEA=mRNA /GEN=SPTA1 /PROD=spectrin, alpha, erythrocytic 1 (elliptocytosis2) /DB_XREF=gi:4507188 /UG=Hs.1985 spectrin, alpha, erythrocytic 1 (elliptocytosis 2) /FL=gb:M61877.1 gb:NM_003126.1
690	214106_s_at	0.047	Consensus includes gb:AI762113 /FEA=EST /DB_XREF=gi:5177780 /DB_XREF=est:wi53h03.x1 /CLONE=IMAGE:2394005 /UG=Hs.6487 Xq28, 2000bp sequence contg. ORF
691	201296_s_at	0.047	gb:NM_015626.1 /DEF=Homo sapiens DKFZP564A122 protein (DKFZP564A122), mRNA. /FEA=mRNA /GEN=DKFZP564A122 /PROD=DKFZP564A122 protein /DB_XREF=gi:7661595 /UG=Hs.187991 DKFZP564A122 protein /FL=gb:AF106684.1 gb:NM_015626.1
692	219442_at	0.047	gb:NM_024048.1 /DEF=Homo sapiens hypothetical protein MGC3020 (MGC3020), mRNA. /FEA=mRNA /GEN=MGC3020 /PROD=hypothetical protein MGC3020 /DB_XREF=gi:13129011 /UG=Hs.69428 hypothetical protein MGC3020 /FL=gb:BC000552.1 gb:NM_024048.1
693	200806_s_at	0.047	Consensus includes gb:BE256479 /FEA=EST /DB_XREF=gi:9126938 /DB_XREF=est:601111293F1 /CLONE=IMAGE:3352031 /UG=Hs.79037 heat shock 60kD protein 1 (chaperonin) /FL=gb:BC002676.1 gb:BC003030.1 gb:M34664.1 gb:M22382.1 gb:NM_002156.1
694	211341_at	0.047	gb:L20433.1 /DEF=Human octamer binding transcription factor 1 (OTF1) mRNA, complete cds.  /FEA=mRNA /GEN=OTF1 /PROD=octamer binding transcription factor 1 /DB_XREF=gi:418015 /UG=Hs.211588 POU domain, class 4, transcription factor 1 /FL=gb:L20433.1
695	203273_s_at	0.048	gb:NM_007275.1 /DEF=Homo sapiens lung cancer candidate (FUS1), mRNA. /FEA=mRNA /GEN=FUS1 /PROD=lung cancer candidate /DB_XREF=gi:6005759 /UG=Hs.8186 lung cancer candidate /FL=gb:AF055479.1 gb:NM_007275.1
696	209384_at	0.048	Consensus includes gb:AA176833 /FEA=EST /DB_XREF=gi:1757965 /DB_XREF=est:zp34f11.s1 /CLONE=IMAGE:611373 /UG=Hs.301959 proline synthetase co-transcribed (bacterial homolog) /FL=gb:AL136616.1
697	210239_at	0.048	gb:U90304.1 /DEF=Human iroquois-class homeodomain protein IRX-2a mRNA, complete cds. /FEA=mRNA /PROD=iroquois-class homeodomain protein IRX-2a /DB_XREF=gi:1899219 /UG=Hs.25351 iroquois homeobox protein 5 /FL=gb:U90304.1 gb:NM_005853.1
698	214847_s_at	0.048	Consensus includes gb:BG111168 /FEA=EST /DB_XREF=gi:12604674 /DB_XREF=est:602281582F1 /CLONE=IMAGE:4369100 /UG=Hs.288316 chromosome 6 open reading frame 9
699	216080_s_at	0.048	Consensus includes gb:AC004770 /DEF=Homo sapiens chromosome 11, BAC CIT-HSP-311e8 (BC269730) containing the hFEN1 gene /FEA=CDS_3 /DB_XREF=gi:3212836 /UG=Hs.21765 fatty acid desaturase 3
700	210210_at	0.048	gb:AF181660.1 /DEF=Homo sapiens immunoglobulin superfamily member WM78 mRNA, complete cds.  /FEA=mRNA /PROD=immunoglobulin superfamily member WM78 /DB_XREF=gi:6006818 /UG=Hs.287832 myelin protein zero-like 1 /FL=gb:AF181660.1
701	218724_s_at	0.048	gb:NM_021809.1 /DEF=Homo sapiens TGF(beta)-induced transcription factor 2 (TGIF2), mRNA.  /FEA=mRNA /GEN=TGIF2 /PROD=TGF(beta)-induced transcription factor 2 /DB_XREF=gi:11141880 /UG=Hs.94785 TGF(beta)-induced transcription factor 2 /FL=gb:AB042646.1 gb:NM_021809.1
702	202391_at	0.048	gb:NM_006317.1 /DEF=Homo sapiens brain acid-soluble protein 1 (BASP1), mRNA. /FEA=mRNA /GEN=BASP1 /PROD=brain acid-soluble protein 1 /DB_XREF=gi:5453749 /UG=Hs.79516 brain abundant, membrane attached signal protein 1 /FL=gb:BC000518.1 gb:AF039656.1 gb:NM_006317.1
703	203758_at	0.048	Consensus includes gb:AV729484 /FEA=EST /DB_XREF=gi:10838905 /DB_XREF=est:AV729484 /CLONE=HTCAVA12 /UG=Hs.75262 cathepsin O /FL=gb:NM_001334.1
704	207791_s_at	0.048	gb:NM_004161.1 /DEF=Homo sapiens RAB1, member RAS oncogene family (RAB1), mRNA. /FEA=mRNA /GEN=RAB1 /PROD=RAB1, member RAS oncogene family /DB_XREF=gi:4758987 /UG=Hs.3642 RAB1, member RAS oncogene family /FL=gb:NM_004161.1 gb:M28209.1
705	210658_s_at	0.048	gb:BC000284.1 /DEF=Homo sapiens, KIAA1080 protein; Golgi-associated, gamma-adaptin ear containing, ARF-binding protein 2, clone MGC:1002, mRNA, complete cds.  /FEA=mRNA /PROD=KIAA1080 protein; Golgi-associated,gamma-adaptin ear containing, ARF-binding protein 2 /DB_XREF=gi:12653040 /UG=Hs.155546 KIAA1080 protein; Golgi-associated, gamma-adaptin ear containing, ARF-binding protein 2 /FL=gb:BC000284.1
706	203136_at	0.048	gb:NM_006423.1 /DEF=Homo sapiens Rab acceptor 1 (prenylated) (RABAC1), mRNA. /FEA=mRNA /GEN=RABAC1 /PROD=Rab acceptor 1 (prenylated) /DB_XREF=gi:5453959 /UG=Hs.11417 Rab acceptor 1 (prenylated) /FL=gb:NM_006423.1 gb:AF112202.1
707	204225_at	0.048	gb:NM_006037.2 /DEF=Homo sapiens histone deacetylase 4 (HDAC4), mRNA. /FEA=mRNA /GEN=HDAC4 /PROD=histone deacetylase 4 /DB_XREF=gi:13259519 /UG=Hs.91400 histone deacetylase 4 /FL=gb:NM_006037.2 gb:AF132607.1
708	205780_at	0.048	gb:NM_001197.2 /DEF=Homo sapiens BCL2-interacting killer (apoptosis-inducing) (BIK), mRNA.  /FEA=mRNA /GEN=BIK /PROD=BCL2-interacting killer /DB_XREF=gi:7262371 /UG=Hs.155419 BCL2-interacting killer (apoptosis-inducing) /FL=gb:U49730.1 gb:U34584.1 gb:BC001599.1 gb:NM_001197.2
709	200705_s_at	0.049	gb:NM_001959.1 /DEF=Homo sapiens eukaryotic translation elongation factor 1 beta 2 (EEF1B2), mRNA.  /FEA=mRNA /GEN=EEF1B2 /PROD=eukaryotic translation elongation factor 1 beta2 /DB_XREF=gi:4503476 /UG=Hs.275959 eukaryotic translation elongation factor 1 beta 2 /FL=gb:BC004931.1 gb:NM_001959.1
710	209794_at	0.049	gb:AB007871.1 /DEF=Homo sapiens KIAA0411 mRNA, complete cds. /FEA=mRNA /GEN=KIAA0411 /DB_XREF=gi:2887442 /UG=Hs.7977 KIAA0411 gene product /FL=gb:AB007871.1
711	201162_at	0.049	gb:NM_001553.1 /DEF=Homo sapiens insulin-like growth factor binding protein 7 (IGFBP7), mRNA.  /FEA=mRNA /GEN=IGFBP7 /PROD=insulin-like growth factor binding protein 7 /DB_XREF=gi:4504618 /UG=Hs.119206 insulin-like growth factor binding protein 7 /FL=gb:L19182.1 gb:NM_001553.1
712	47560_at	0.049	Cluster Incl. AI525402:PT1.1_07_C06.r Homo sapiens cDNA, 5  end /clone_end=5  /gb=AI525402 /gi=4439537 /ug=Hs.94229 /len=653
713	218415_at	0.049	gb:NM_018668.1 /DEF=Homo sapiens vacuolar protein sorting 33B (yeast homolog) (VPS33B), mRNA.  /FEA=mRNA /GEN=VPS33B /PROD=vacuolar protein sorting 33B (yeast homolog) /DB_XREF=gi:9945311 /UG=Hs.26510 vacuolar protein sorting 33B (yeast homolog) /FL=gb:AF308803.1 gb:AF201694.1 gb:NM_018668.1
714	209325_s_at	0.049	gb:U94829.1 /DEF=Human retinally abundant regulator of G-protein signaling hRGS-r (hRGS-r) mRNA, complete cds.  /FEA=mRNA /GEN=hRGS-r /PROD=retinally abundant regulator of G-proteinsignaling hRGS-r /DB_XREF=gi:2605639 /UG=Hs.183601 regulator of G-protein signalling 16 /FL=gb:U70426.1 gb:U94829.1 gb:NM_002928.1
715	209941_at	0.049	gb:U50062.1 /DEF=Homo sapiens RIP protein kinase mRNA, complete cds. /FEA=mRNA /PROD=RIP protein kinase /DB_XREF=gi:3426026 /UG=Hs.296327 receptor (TNFRSF)-interacting serine-threonine kinase 1 /FL=gb:U50062.1 gb:NM_003804.1
716	201647_s_at	0.049	gb:NM_005506.1 /DEF=Homo sapiens CD36 antigen (collagen type I receptor, thrombospondin receptor)-like 2 (lysosomal integral membrane protein II) (CD36L2), mRNA.  /FEA=mRNA /GEN=CD36L2 /PROD=CD36 antigen (collagen type I receptor,thrombospondin receptor)-like 2 (lysosomal integralmembrane protein II) /DB_XREF=gi:5031630 /UG=Hs.323567 CD36 antigen (collagen type I receptor, thrombospondin receptor)-like 2 (lysosomal integral membrane protein II) /FL=gb:D12676.1 gb:NM_005506.1
717	201326_at	0.049	Consensus includes gb:BE737030 /FEA=EST /DB_XREF=gi:10151022 /DB_XREF=est:601304610F1 /CLONE=IMAGE:3639098 /UG=Hs.82916 chaperonin containing TCP1, subunit 6A (zeta 1) /FL=gb:M94083.1 gb:NM_001762.1 gb:L27706.1
718	202723_s_at	0.049	Consensus includes gb:AW117498 /FEA=EST /DB_XREF=gi:6086082 /DB_XREF=est:xd92e10.x1 /CLONE=IMAGE:2605098 /UG=Hs.170133 forkhead box O1A (rhabdomyosarcoma) /FL=gb:AF032885.1 gb:U02310.1 gb:NM_002015.2
719	209065_at	0.049	gb:BC005230.1 /DEF=Homo sapiens, ubiquinol-cytochrome c reductase binding protein, clone MGC:12253, mRNA, complete cds.  /FEA=mRNA /PROD=ubiquinol-cytochrome c reductase bindingprotein /DB_XREF=gi:13528857 /UG=Hs.131255 ubiquinol-cytochrome c reductase binding protein /FL=gb:BC005230.1 gb:M26700.1
720	52164_at	0.05	Cluster Incl. AA065185:zm50e09.s1 Homo sapiens cDNA, 3  end /clone=IMAGE-529096 /clone_end=3  /gb=AA065185 /gi=1559080 /ug=Hs.47008 /len=605
721	201065_s_at	0.05	gb:NM_001518.1 /DEF=Homo sapiens general transcription factor II, i (GTF2I), mRNA. /FEA=mRNA /GEN=GTF2I /PROD=general transcription factor II, i /DB_XREF=gi:4504202 /UG=Hs.278589 general transcription factor II, i /FL=gb:U77948.1 gb:AF015553.1 gb:AF038969.1 gb:NM_001518.1
722	201738_at	0.05	gb:NM_005875.1 /DEF=Homo sapiens translation factor sui1 homolog (GC20), mRNA. /FEA=mRNA /GEN=GC20 /PROD=translation factor sui1 homolog /DB_XREF=gi:5031710 /UG=Hs.21756 translation factor sui1 homolog /FL=gb:AF064607.1 gb:AF077052.1 gb:NM_005875.1 gb:AF263452.1
