Fisher score	Gene symbol	Gene name	Reporter	Accession number
-1.380056138	QP-C	Low molecular mass ubiquinone-binding protein (9.5kD)	H200000818	NM_014402
-1.380973021	LRPPRC	Leucine-rich PPR-motif containing	H200008596	BC010282
-1.383168714	COP1	Constitutive photomorphogenic protein	H200011393	NM_022457
-1.384114146	TRIM14	Tripartite motif-containing 14	H200008369	NM_014788
-1.384827542	ATP8B1	ATPase, Class I, type 8B, member 1	H200011073	AK058035
-1.386183076	CNDP2	CNDP dipeptidase 2 (metallopeptidase M20 family)	H200016977	AK024471
-1.386551236	SRP72	Signal recognition particle 72kDa	H200015604	NM_006947
-1.387933227	DHX40	DEAH (Asp-Glu-Ala-His) box polypeptide 40	H200003921	NM_024612
-1.388693309	ARPC2	Actin related protein 2/3 complex, subunit 2, 34kDa	H200007046	NM_005731
-1.388776435	SMC4L1	SMC4 structural maintenance of chromosomes 4-like 1 (yeast)	H200005003	AL136877
-1.388786282	PLCXD1	Phosphatidylinositol-specific phospholipase C, X domain containing 1	H200003545	NM_018390
-1.393327959	LANCL1	LanC lantibiotic synthetase component C-like 1 (bacterial)	H200002261	NM_006055
-1.393410002	ACTB	Actin, beta	H200021335	NM_001101
-1.393786355	E2IG2	E2IG2 protein	H200002738	NM_016565
-1.393978765	CLASP2	Cytoplasmic linker associated protein 2	H200011581	AB014527
-1.394245496	GK001	GK001 protein	H200001620	NM_020198
-1.395747537	MCM4	MCM4 minichromosome maintenance deficient 4 (S. cerevisiae)	H200013972	X74794
-1.396260786	LENG4	Leukocyte receptor cluster (LRC) member 4	H200006549	NM_024298
-1.396946661	FLJ22875	Hypothetical protein FLJ22875	H200011739	NM_032231
-1.3973155	ALDH9A1	Aldehyde dehydrogenase 9 family, member A1	H200000635	NM_000696
-1.398648865	NUTF2	Nuclear transport factor 2	H200013789	NM_005796
-1.399031273	PTOP	POT1 and TIN2 organizing protein	H200006475	NM_022914
-1.399052898	VBP1	Von Hippel-Lindau binding protein 1	H200014807	NM_003372
-1.399209096	FTHFSDC1	Formyltetrahydrofolate synthetase domain containing 1	H200004673	AL117452
-1.399551721	DYT1	Dystonia 1, torsion (autosomal dominant; torsin A)	H200002809	NM_000113
-1.399832229	U5-116KD	U5 snRNP-specific protein, 116 kD	H200013793	NM_004247
-1.400205676	SET	SET translocation (myeloid leukemia-associated)	H200013498	NM_003011
-1.400477288	ADM2	Adrenomedullin 2	H200005770	BC012864
-1.400664099	WDR23	WD repeat domain 23	H200008727	NM_025230
-1.401193152	HSPE1	Heat shock 10kDa protein 1 (chaperonin 10)	H200000309	NM_002157
-1.402621577	MGC2963	Hypothetical protein MGC2963	H200003974	NM_031298
-1.403338039	HSA272196	Hypothetical protein, clone 2746033	H200001612	AJ272196
-1.406057074	JTV1	JTV1 gene	H200010050	NM_006303
-1.407991343	FLJ20989	Hypothetical protein FLJ20989	H200007843	NM_023080
-1.409310609	VG5Q	Angiogenic factor VG5Q	H200008757	NM_018046
-1.409800671	COQ3	Coenzyme Q3 homolog, methyltransferase (yeast)	H200009884	AK056955
-1.410045858	SLC4A1AP	Solute carrier family 4 (anion exchanger), member 1, adaptor protein	H200018200	NM_018158
-1.410263581	RBM14	R binding motif protein 14	H200001978	NM_006328
-1.410408762	EMILIN2	Elastin microfibril interfacer 2	H200016697	NM_032048
-1.410421655	HKE2	HLA class II region expressed gene KE2	H200015002	NM_014260
-1.410741974	TP53RK	TP53 regulating kinase	H200017627	BC010637
-1.411222524	DJA1	DnaJ (Hsp40) homolog, subfamily A, member 1	H200000026	NM_001539
-1.411837974	HSCARG	HSCARG protein	H200009429	NM_020677
-1.414023423	DDX23	DEAD (Asp-Glu-Ala-Asp) box polypeptide 23	H200007754	NM_004818
-1.414226171	RNF4	Ring finger protein 4	H200005612	NM_002938
-1.414540937	HCA66	Hepatocellular carcinoma-associated antigen 66	H200004021	NM_018428
-1.416188956	C9orf40	Chromosome 9 open reading frame 40	H200016540	NM_017998
-1.420346674	DDT	D-dopachrome tautomerase	H200008397	NM_001355
-1.420373573	ACAT2	Acetyl-Coenzyme A acetyltransferase 2 (acetoacetyl Coenzyme A thiolase)	H200017303	NM_005891
-1.421288307	GLB1	Galactosidase, beta 1	H200006649	NM_000404
-1.42157208	CGI-48	CGI-48 protein	H200001169	NM_016001
-1.421804829	TIMM10	Translocase of inner mitochondrial membrane 10 homolog (yeast)	H300003340	NM_012456
-1.422812168	CGI-12	CGI-12 protein	H200004790	NM_015942
-1.422875074	FLJ10307	Hypothetical protein FLJ10307	H200005142	AK054909
-1.422986028	ACBD6	Acyl-Coenzyme A binding domain containing 6	H200005510	NM_032360
-1.424917996	SIAT6	Sialyltransferase 6 (N-acetyllacosaminide alpha 2,3-sialyltransferase)	H200004900	AY051143
-1.426861638	DAZAP1	DAZ associated protein 1	H200005579	NM_018959
-1.427089873	DCLRE1A	D cross-link repair 1A (PSO2 homolog, S. cerevisiae)	H200000405	D42045
-1.427229952	NIPSP3B	Nipsnap homolog 3B (C. elegans)	H300006554	NM_018376
-1.427572762	EAP30	EAP30 subunit of ELL complex	H200021315	BC008976
-1.427897452	RBBP7	Retinoblastoma binding protein 7	H200004079	NM_002893
-1.428368957	MGC11308	Hypothetical protein MGC11308	H200002804	NM_032889
-1.43016824	ZNF37A	Zinc finger protein 37a (KOX 21)	H200010164	BC015858
-1.431356294	Cab45	Calcium binding protein Cab45 precursor	H200004599	NM_016176
-1.431895684	VAT1	Vesicle amine transport protein 1 homolog (T californica)	H200007255	BC015041
-1.431933048	SPC12	Signal peptidase 12kDa	H200001973	NM_014041
-1.433145788	MTCH2	Mitochondrial carrier homolog 2 (C. elegans)	H200017454	NM_014342
-1.43498069	C2orf7	Chromosome 2 open reading frame 7	H200005422	NM_032319
-1.436773577	UBE2V2	Ubiquitin-conjugating enzyme E2 variant 2	H200006659	NM_003350
-1.437314833	MKNK1	MAP kinase interacting serine/threonine kinase 1	H200001078	NM_003684
-1.437539801	SIAHBP1	Fuse-binding protein-interacting repressor	H200005957	NM_014281
-1.437604164	KUB3	Ku70-binding protein 3	H200005417	AF078164
-1.4377175	BRI3BP	BRI3 binding protein	H300006029	NM_080626
-1.439193143	DUSP12	Dual specificity phosphatase 12	H200004683	NM_007240
-1.439878117	GALK1	Galactokinase 1	H200010540	NM_000154
-1.440697821	TSGA14	Testis specific, 14	H200003726	NM_018718
-1.441529001	DKFZp564J1	DKFZp564J157 protein	H200005506	NM_018457
-1.441922196	MAK3	Mak3 homolog (S. cerevisiae)	H200009413	NM_025146
-1.44400744	AUH	AU R binding protein/enoyl-Coenzyme A hydratase	H200006860	NM_001698
-1.444059404	VTI1B	Vesicle transport through interaction with t-SREs homolog 1B (yeast)	H200007793	NM_006370
-1.444719635	RFT1	Putative endoplasmic reticulum multispan transmembrane protein	H200019611	NM_052859
-1.447338753	KCNH2	Potassium voltage-gated channel, subfamily H (eag-related), member 2	H200014391	NM_000238
-1.447906502	C14orf2	Chromosome 14 open reading frame 2	H200011624	NM_004894
-1.448366877	DHX30	DEAH (Asp-Glu-Ala-His) box polypeptide 30	H200019049	NM_014966
-1.450444402	RPL8	Ribosomal protein L8	H200008326	NM_033301
-1.45164763	SNRPD3	Small nuclear ribonucleoprotein D3 polypeptide 18kDa	H200000411	NM_004175
-1.451648307	FLJ21103	Hypothetical protein FLJ21103	H200002100	NM_024556
-1.451929799	PSMA2	Proteasome (prosome, macropain) subunit, alpha type, 2	H200008526	NM_002787
-1.453766842	ELOVL5	ELOVL family member 5, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)	H200016204	AL136939
-1.454241833	MAGEH1	Melanoma antigen, family H, 1	H200017501	NM_014061
-1.454737612	TXNL1	Thioredoxin-like 1	H200002764	NM_004786
-1.455324387	RARS	Arginyl-tR synthetase	H200008470	NM_002887
-1.455668265	RABL3	RAB, member of RAS oncogene family-like 3	H200013007	AK025772
-1.457159369	CMAS	Cytidine monophosphate N-acetylneuraminic acid synthetase	H200002143	NM_018686
-1.457989685	TOMM34	Translocase of outer mitochondrial membrane 34	H200006345	NM_006809
-1.458960307	TMSB10	Thymosin, beta 10	H200006277	NM_021103
-1.45987312	BACH	Brain acyl-CoA hydrolase	H200001668	NM_007274
-1.460807751	UBADC1	Ubiquitin associated domain containing 1	H200001745	NM_016172
-1.462100454	CHCHD4	Coiled-coil-helix-coiled-coil-helix domain containing 4	H200020442	AK056271
-1.462832396	MSX1	Msh homeo box homolog 1 (Drosophila)	H200000387	NM_002448
-1.463219057	TOP2B	Topoisomerase (D) II beta 180kDa	H200006043	NM_001068
-1.463808325	CAPZA1	Capping protein (actin filament) muscle Z-line, alpha 1	H200014266	NM_006135
-1.464340544	CHCHD2	Coiled-coil-helix-coiled-coil-helix domain containing 2	H200008473	NM_016139
-1.465092386	MIF	Macrophage migration inhibitory factor (glycosylation-inhibiting factor)	H200005865	NM_002415
-1.465686985	MRPS27	Mitochondrial ribosomal protein S27	H200012396	NM_015084
-1.467704068	SEC61A1	Sec61 alpha 1 subunit (S. cerevisiae)	H200018204	NM_013336
-1.468956572	HBB	Hemoglobin, beta	H200014062	NM_000518
-1.469552083	ARPC1A	Actin related protein 2/3 complex, subunit 1A, 41kDa	H200010429	NM_006409
-1.469664066	SLC27A2	Solute carrier family 27 (fatty acid transporter), member 2	H200002026	NM_003645
-1.473367342	NKIRAS2	NFKB inhibitor interacting Ras-like 2	H200003215	NM_017595
-1.473734591	CGI-01	CGI-01 protein	H200002827	NM_015935
-1.475157	RAB9A	RAB9A, member RAS oncogene family	H200019301	BC017265
-1.475855309	DSTN	Destrin (actin depolymerizing factor)	H200006926	NM_006870
-1.475898967	C5orf13	Chromosome 5 open reading frame 13	H200013366	NM_004772
-1.4760589	GALNT1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (Galc-T1)	H200006737	NM_020474
-1.477203186	PXMP3	Peroxisomal membrane protein 3, 35kDa (Zellweger syndrome)	H200008449	NM_000318
-1.477345887	FLJ22386	Leucine zipper domain protein	H200003192	AK054707
-1.478547737	CAB39	Calcium binding protein 39	H200001220	NM_016289
-1.480746872	NDRG1	N-myc downstream regulated gene 1	H200006197	NM_006096
-1.483559351	TP53BP1	Tumor protein p53 binding protein, 1	H200007926	NM_005657
-1.48394129	PDCD5	Programmed cell death 5	H200007687	NM_004708
-1.484093978	APPBP1	Amyloid beta precursor protein binding protein 1, 59kDa	H200005461	NM_003905
-1.484298225	FLJ11200	Hypothetical protein FLJ11200	H200011514	NM_018359
-1.487411883	TMEM4	Transmembrane protein 4	H200001682	NM_014255
-1.488503971	CML66	Chronic myelogenous leukemia tumor antigen 66	H200014720	AF283301
-1.488922898	ZPBP	Zona pellucida binding protein	H200011004	NM_007009
-1.490627157	MGC5391	Hypothetical protein MGC5391	H200011132	NM_032740
-1.493738858	ACLY	ATP citrate lyase	H200008204	NM_001096
-1.494339462	C6orf65	Chromosome 6 open reading frame 65	H200018828	AK054724
-1.495482723	ARD1	ARD1 homolog, N-acetyltransferase (S. cerevisiae)	H200019344	NM_003491
-1.498543442	LOC90701	Similar to signal peptidase complex (18kD)	H200005653	NM_033280
-1.498582409	C11orf17	Chromosome 11 open reading frame 17	H200012940	NM_020642
-1.498838458	NXT2	Nuclear transport factor 2-like export factor 2	H200003473	AK023289
-1.500305265	RDBP	RD R binding protein	H200011420	NM_002904
-1.50286729	GADD45GIP1	Growth arrest and D-damage-inducible, gamma interacting protein 1	H200007007	BC004944
-1.503179516	COPS5	COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)	H200014827	NM_006837
-1.503291932	MAPRE1	Microtubule-associated protein, RP/EB family, member 1	H200015498	NM_012325
-1.50362103	UBA2	SUMO-1 activating enzyme subunit 2	H200000909	NM_005499
-1.504415121	MRPL15	Mitochondrial ribosomal protein L15	H200002720	NM_014175
-1.504715569	SRP9	Signal recognition particle 9kDa	H200006241	NM_003133
-1.505559764	CGI-49	CGI-49 protein	H200015614	NM_016002
-1.506561753	TTL	Tubulin tyrosine ligase	H200001158	AK026673
-1.50942174	GTF3A	General transcription factor IIIA	H200006009	NM_002097
-1.513061864	ZNF207	Zinc finger protein 207	H200005470	NM_003457
-1.516340679	RANBP1	RAN binding protein 1	H200003441	NM_002882
-1.516599462	PTBP1	Polypyrimidine tract binding protein 1	H200008050	NM_002819
-1.517226299	MSH2	MutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)	H200006584	NM_000251
-1.517980188	OSTF1	Osteoclast stimulating factor 1	H200010713	NM_012383
-1.518319743	EDIL3	EGF-like repeats and discoidin I-like domains 3	H200002368	AF143876
-1.518481389	HTR1E	5-hydroxytryptamine (serotonin) receptor 1E	H200000424	NM_000865
-1.519065615	METAP1	Methionyl aminopeptidase 1	H200006871	D42084
-1.521773796	RPN2	Ribophorin II	H200006179	NM_002951
-1.522538438	CENPE	Centromere protein E, 312kDa	H200006136	NM_001813
-1.523088449	LOC152217	Hypothetical protein BC007882	H200012155	BC000257
-1.528308577	DAAM1	Dishevelled associated activator of morphogenesis 1	H200009067	AK023892
-1.529018423	MYCBP	C-myc binding protein	H200006493	NM_012333
-1.531817078	AVEN	Apoptosis, caspase activation inhibitor	H200005509	NM_020371
-1.533061678	SFPQ	Splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	H200008448	NM_005066
-1.533694047	TRRAP	Transformation/transcription domain-associated protein	H200014970	NM_003496
-1.534961814	PDHA1	Pyruvate dehydrogenase (lipoamide) alpha 1	H200000268	NM_000284
-1.534999663	CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	H200006318	NM_005195
-1.535458787	UQCRC1	Ubiquinol-cytochrome c reductase core protein I	H200012194	NM_003365
-1.540230808	GLUL	Glutamate-ammonia ligase (glutamine synthase)	H200007913	AL161952
-1.542542135	C14orf130	Chromosome 14 open reading frame 130	H200001322	NM_018108
-1.542587084	MGC11271	Hypothetical protein MGC11271	H200013390	NM_024323
-1.544429431	MRPL18	Mitochondrial ribosomal protein L18	H200003231	NM_014161
-1.5452415	ING1L	Inhibitor of growth family, member 1-like	H200011497	NM_001564
-1.549140608	DNCL1	Dynein, cytoplasmic, light polypeptide 1	H200000999	NM_003746
-1.550061998	NME4	Non-metastatic cells 4, protein expressed in	H200001752	NM_005009
-1.553103148	PMPCA	Peptidase (mitochondrial processing) alpha	H200006082	D50913
-1.554595203	RFC4	Replication factor C (activator 1) 4, 37kDa	H200004293	NM_002916
-1.556154923	NGLY1	N-glycanase 1	H200005525	NM_018297
-1.556653013	DSE1L2	Deoxyribonuclease I-like 2	H200011246	NM_001374
-1.557001638	SLC35B4	Solute carrier family 35, member B4	H200009532	AK056475
-1.557225283	ITGB4BP	Integrin beta 4 binding protein	H200001014	NM_002212
-1.558096416	NT5C	5, 3-nucleotidase, cytosolic	H200005632	NM_014595
-1.560015608	ICAM3	Intercellular adhesion molecule 3	H200018812	AL137656
-1.561330557	RPA2	Replication protein A2, 32kDa	H200006696	NM_002946
-1.561535998	ZDHHC16	Zinc finger, DHHC domain containing 16	H200006309	NM_032327
-1.563638472	THOC4	THO complex 4	H200015756	AF047002
-1.56457282	CDKN2C	Cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)	H200000936	NM_001262
-1.564806499	SKB1	SKB1 homolog (S. pombe)	H200002205	NM_006109
-1.565407179	NRBF2	Nuclear receptor binding factor 2	H200003739	NM_030759
-1.56668699	OXCT1	3-oxoacid CoA transferase 1	H200008277	NM_000436
-1.566701459	APBA2	Amyloid beta (A4) precursor protein-binding, family A, member 2 (X11-like)	H200003645	NM_005503
-1.566876725	MRPL33	Mitochondrial ribosomal protein L33	H200002381	NM_004891
-1.567471544	HNRPF	Heterogeneous nuclear ribonucleoprotein F	H200000208	NM_004966
-1.568155576	MRPL3	Mitochondrial ribosomal protein L3	H200006621	NM_007208
-1.568738576	CDCA4	Cell division cycle associated 4	H200004256	NM_017955
-1.569651304	ALS2CR2	Amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 2	H200001101	NM_018571
-1.571846144	PLAU	Plasminogen activator, urokinase	H200006377	NM_002658
-1.572850923	NUP37	Nucleoporin 37kDa	H200001004	NM_024057
-1.574227654	PROSC	Proline synthetase co-transcribed homolog (bacterial)	H200017988	BC012334
-1.576379706	NDUFS6	DH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (DH-coenzyme Q reductase)	H200004952	NM_004553
-1.578959159	PHKA1	Phosphorylase kinase, alpha 1 (muscle)	H200000609	NM_002637
-1.579189933	LOC145957	Neuregulin 4	H200015632	BC017568
-1.579988132	MRPL39	Mitochondrial ribosomal protein L39	H200007714	NM_017446
-1.580244053	COX6B1	Cytochrome c oxidase subunit Vib polypeptide 1 (ubiquitous)	H200008193	NM_001863
-1.581209084	MGC14560	Protein x 0004	H300007931	NM_016301
-1.58152823	NUP62	Nucleoporin 62kDa	H200001847	NM_016553
-1.584544374	DKFZP566E1	Small fragment nuclease	H200001449	NM_015523
-1.584869636	FLJ10871	Hypothetical protein FLJ10871	H200002490	NM_018250
-1.585758961	DKFZP434J1	WIPI49-like protein 2	H200015347	NM_015610
-1.5878764	AKR1C1	Aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase)	H200018207	NM_001353
-1.588737467	DKFZp566C0	Putative MAPK activating protein PM20,PM21	H200015363	AL050028
-1.592985775	CLECSF14	C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 14 (macrophage-derived)	H200005078	NM_006344
-1.593216519	LOC51255	Hypothetical protein LOC51255	H200001976	NM_016494
-1.594053694	FLJ30596	Hypothetical protein FLJ30596	H200006863	AK057950
-1.595044995	TPARL	TPA regulated locus	H200015568	NM_018475
-1.595048795	DRD1	Dopamine receptor D1	H200000650	NM_000794
-1.596529843	AKIP	Aurora-A kinase interacting protein	H200006267	NM_017900
-1.596564439	GCSH	Glycine cleavage system protein H (aminomethyl carrier)	H200006428	NM_004483
-1.596869234	STAG3	Stromal antigen 3	H200019063	NM_024070
-1.596963094	BFAR	Bifunctional apoptosis regulator	H200007757	NM_016561
-1.597019426	SLC25A26	Solute carrier family 25, member 26	H300001655	NM_173471
-1.599114914	COX5A	Cytochrome c oxidase subunit Va	H200008497	NM_004255
-1.599764401	CAC2D3	Calcium channel, voltage-dependent, alpha 2/delta 3 subunit	H200019894	NM_018398
-1.601995028	SELS	Selenoprotein S	H200004145	NM_018445
-1.602260054	FKSG14	Leucine zipper protein FKSG14	H200014524	NM_022145
-1.603413388	CTSZ	Cathepsin Z	H200016325	NM_001336
-1.607734392	MRPS18A	Mitochondrial ribosomal protein S18A	H300001897	NM_018135
-1.608566206	NDUFV3	DH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa	H200021023	NM_021075
-1.609280244	GRHPR	Glyoxylate reductase/hydroxypyruvate reductase	H200014107	AK024386
-1.610721353	TXNDC9	Thioredoxin domain containing 9	H200013915	NM_005783
-1.612724321	DKFZp586C1	Hypothetical protein DKFZp586C1924	H200011570	NM_032273
-1.612996977	PSMD13	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 13	H200017437	NM_002817
-1.614818648	PTTG3	Pituitary tumor-transforming 3	H300002397	NM_021000
-1.615394262	IVNS1ABP	Influenza virus NS1A binding protein	H200014756	AF205218
-1.616760639	RHEBL1	Ras homolog enriched in brain like 1	H300008246	NM_144593
-1.61800254	NDUFB9	DH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa	H200002522	NM_005005
-1.618985298	PSARL	Presenilin associated, rhomboid-like	H200002227	NM_018622
-1.618995695	MGC15668	Hypothetical protein MGC15668	H200007546	NM_032756
-1.623075844	MED8	Mediator of R polymerase II transcription, subunit 8 homolog (yeast)	H200017947	NM_052877
-1.623282904	OPCML	Opioid binding protein/cell adhesion molecule-like	H200011014	NM_002545
-1.624193518	NFE2	Nuclear factor (erythroid-derived 2), 45kDa	H200006160	NM_006163
-1.624483411	ITGB2	Integrin, beta 2 (antigen CD18 (p95), lymphocyte function-associated antigen 1; macrophage antigen 1 (mac-1) beta subunit)	H200007080	NM_000211
-1.62746253	FYB	FYN binding protein (FYB-120/130)	H200004262	AF116653
-1.630894477	OACT2	O-acyltransferase (membrane bound) domain containing 2	H200021320	BC016005
-1.631620467	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	H200001781	NM_003601
-1.631913983	BASP1	Brain abundant, membrane attached signal protein 1	H200006704	NM_006317
