Unigene	Gene name	Description	Map	Avg tumor/avg mucosa
Hs.344165	UBE2H	ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast) (UBE2H), transcript variant 2, mRNA.	7q32	2.720689655
Hs.524630	UBE2N	ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)	12q22	1.883190883
Hs.396393	UBE2S	ubiquitin-conjugating enzyme E2S (UBE2S), mRNA.	19q13.43	3.130841121
Hs.374067	UBE3B	ubiquitin protein ligase E3B (UBE3B), transcript variant 3, mRNA.	12q24.11	1.812757202
Hs.118351	UBE3C	Ubiquitin protein ligase E3C	7q36.3	0.606518283
Hs.3459	UBPH	similar to ubiquitin binding protein (UBPH), mRNA.	16p12	1.709459459
Hs.9589	UBQLN1	ubiquilin 1 (UBQLN1), transcript variant 1, mRNA.	9q22	1.691176471
Hs.283739	UBQLN4	ubiquilin 4 (UBQLN4), mRNA.	1q21	1.555963303
Hs.89781	UBTF	upstream binding transcription factor, RNA polymerase I (UBTF), mRNA.	17q21.3	1.630901288
Hs.350806	UBXD2	UBX domain containing 2 (UBXD2), mRNA.	2q21.3	2.231143552
Hs.9597	UCK1	uridine-cytidine kinase 1 (UCK1), mRNA.	9q34.13	1.473007712
Hs.504998	UCKL1	uridine-cytidine kinase 1-like 1 (UCKL1), mRNA.	20q13.33	1.76481149
Hs.80658	UCP2	uncoupling protein 2 (mitochondrial, proton carrier) (UCP2), nuclear gene encoding mitochondrial protein, mRNA.	11q13	1.706008584
Hs.284292	UCRC	ubiquinol-cytochrome c reductase complex (7.2 kD), transcript variant 1	22cen-q12.3	0.38424177
Hs.28309	UGDH	UDP-glucose dehydrogenase (UGDH), mRNA.	4p15.1	0.325709058
Hs.516217	UGP2	UDP-glucose pyrophosphorylase 2 (UGP2), transcript variant 2, mRNA.	2p14-p13	0.475474684
Hs.326556	ULBP3	UL16 binding protein 3 (ULBP3), mRNA.	6q25	1.523012552
Hs.47061	ULK1	unc-51-like kinase 1 (C. elegans) (ULK1), mRNA.	12q24.3	1.447565543
Hs.168762	ULK2	Unc-51-like kinase 2 (C. elegans)	17p11.2	2.09263658
Hs.168762	ULK2	unc-51-like kinase 2 (C. elegans) (ULK2), mRNA.	17p11.2	0.319375444
Hs.522997	UNC5B	unc-5 homolog B (C. elegans) (UNC5B), mRNA.	10q22.1	0.452435312
Hs.191334	UNG	uracil-DNA glycosylase (UNG), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.	12q23-q24.1	0.264793784
Hs.3041	UNG2	uracil-DNA glycosylase 2 (UNG2), mRNA.	5p15.2-p13.1	3.982698962
Hs.462080	UNQ5783	DTFT5783	17p13.2	0.549202128
Hs.551601	UNQ830	ASCL830	2q37.1	1.533791523
Hs.370689	UPF2	UPF2 regulator of nonsense transcripts homolog (yeast), transcript variant 2	10p14-p13	1.536649215
Hs.128427	UPP2	uridine phosphorylase 2 (UPP2), mRNA.	2q24.1	0.688888889
Hs.454534	USF2	upstream transcription factor 2, c-fos interacting, transcript variant 2	19q13	1.777120316
Hs.502072	USH1C	Usher syndrome 1C (autosomal recessive, severe) (USH1C), mRNA.	11p15.1-p14	1.887445887
Hs.136778	USP10	ubiquitin specific protease 10 (USP10), mRNA.	16q24.1	2.195945946
Hs.3759	USP5	ubiquitin specific protease 5 (isopeptidase T) (USP5), mRNA.	12p13	1.909722222
Hs.386939	USP7	ubiquitin specific protease 7 (herpes virus-associated) (USP7), mRNA.	16p13.3	1.71024735
Hs.522616	UTX	ubiquitously transcribed tetratricopeptide repeat, X chromosome	Xp11.2	1.994434137
Hs.369921	VAV2	Vav 2 oncogene	9q34.1	1.600334448
Hs.292689	VDP	vesicle docking protein p115 (VDP), mRNA.	4q21.1	1.634146341
Hs.73793	VEGF	Vascular endothelial growth factor	6p12	1.940384615
Hs.78781	VEGFB	vascular endothelial growth factor B (VEGFB), mRNA.	11q13	1.820855615
	VENTX2P1	VENT-like homeobox 2 pseudogene 1 (VENTX2P1) on chromosome X.	Xp21.3	0.594495413
Hs.103665	VILL	villin-like (VILL), mRNA.	3p21.3	2.12565445
Hs.324844	VKORC1	vitamin K epoxide reductase complex, subunit 1, transcript variant 1	16p11.2	2.526595745
Hs.427232	VKORC1L1	Vitamin K epoxide reductase complex, subunit 1-like 1	7q11.21	1.557017544
Hs.435611	VMD2L1	vitelliform macular dystrophy 2-like 1 (VMD2L1), mRNA.	19p13.13	0.56929873
Hs.444569	VMP1	likely ortholog of rat vacuole membrane protein 1 (VMP1), mRNA.	17q23.2	2.614886731
Hs.511668	VPS13C	vacuolar protein sorting 13C (yeast) (VPS13C), mRNA.	15q22.2	1.838926174
Hs.454528	VPS35	vacuolar protein sorting 35 (yeast) (VPS35), mRNA.	16q12	1.930672269
Hs.422662	VRK1	vaccinia related kinase 1 (VRK1), mRNA.	14q32	2.208737864
Hs.469244	WASF2	WAS protein family, member 2 (WASF2), mRNA.	1p36.11-p34.3	1.659817352
Hs.524281	WBP11	WW domain binding protein 11 (WBP11), mRNA.	12p12.3	1.846938776
Hs.520943	WBSCR1	Williams-Beuren syndrome chromosome region 1, transcript variant 2	7q11.23	1.990415335
Hs.488591	WBSCR17	Williams-Beuren syndrome chromosome region 17 (WBSCR17), mRNA.	7q11.23	0.633454106
Hs.488157	WBSCR19	Williams Beuren syndrome chromosome region 19 (WBSCR19), mRNA.	7p13	1.658396947
Hs.549260	WBSCR20B	Williams-Beuren Syndrome critical region protein 20 copy B	7q11.23	1.932330827
Hs.413036	WBSCR22	Williams Beuren syndrome chromosome region 22	7	0.653310105
Hs.533237	WDR36	WD repeat domain 36	5q22.1	1.798245614
Hs.314338	WDR9	WD repeat domain 9 (WDR9), transcript variant 2, mRNA.	21q22.2	0.664536741
Hs.32099	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1	8p11.2	0.538770591
Hs.21771	WHSC2	Wolf-Hirschhorn syndrome candidate 2 (WHSC2), mRNA.	4p16.3	1.430016863
Hs.386299	WIG1	p53 target zinc finger protein (WIG1), transcript variant 2, mRNA.	3q26.3-q27	1.948837209
Hs.92423	WNK3	WNK lysine deficient protein kinase 3 (WNK3), transcript variant 1, mRNA.	Xp11.23-p11.21	0.649777283
Hs.91985	WNT10B	wingless-type MMTV integration site family, member 10B	12q13	0.589409056
Hs.445884	WNT3	wingless-type MMTV integration site family, member 3 (WNT3), mRNA.	17q21	0.626849894
Hs.236828	WRNIP1	Werner helicase interacting protein 1	6p25.2	1.559485531
	X102	Small evolutionarily conserved RNA, resembling C/D box small nucleolar		1.992337165
Hs.438409	XPMC2H	XPMC2 prevents mitotic catastrophe 2 homolog (Xenopus laevis)	9q34.2	1.98540146
Hs.507452	XPO4	exportin 4 (XPO4), mRNA.	13q11	2.535714286
Hs.129727	XRCC2	X-ray repair complementing defective repair in Chinese hamster cells 2	7q36.1	1.88209607
Hs.549075	XRCC3	X-ray repair complementing defective repair in Chinese hamster cells 3	14q32.3	2.149812734
Hs.255932	XRN2	5-3 exoribonuclease 2 (XRN2), mRNA.	20p11.2-p11.1	1.966145833
Hs.237971	XTP3TPA	XTP3-transactivated protein A (XTP3TPA), mRNA.	16p11.2	1.757861635
Hs.503692	YAP1	Yes-associated protein 1, 65kDa (YAP1), mRNA.	11q13	2.278037383
Hs.478459	YEATS2	YEATS domain containing 2 (YEATS2), mRNA.	3q27.1	2.538720539
Hs.446445	YIF1	Yip1 interacting factor homolog (S. cerevisiae) (YIF1), mRNA.	11q13	1.681208054
Hs.520794	YKT6	SNARE protein Ykt6 (YKT6), mRNA.	7p15.1	1.908088235
Hs.513851	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide (YWHAE), mRNA.	17p13.3	1.70995671
Hs.226755	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide (YWHAH), mRNA.	22q12.3	1.811816193
Hs.465623	ZBTB7	zinc finger and BTB domain containing 7 (ZBTB7), mRNA.	19p13.3	1.569165787
Hs.136398	ZCCHC6	Zinc finger, CCHC domain containing 6	9q21	3.429906542
Hs.133122	ZDHHC12	zinc finger, DHHC domain containing 12 (ZDHHC12), mRNA.	9q34.11	1.717672414
Hs.196990	ZDHHC6	zinc finger, DHHC domain containing 6 (ZDHHC6), mRNA.	10q25.2	2.261611374
Hs.335787	ZFP42	zinc finger protein 42 (ZFP42), mRNA.	4q35.2	1.857651246
Hs.431471	ZNF12	zinc finger protein 12 (KOX 3) (ZNF12), mRNA.	7p22-p21	1.91436865
Hs.156169	ZNF132	Zinc finger protein 132 (clone pHZ-12)	19q13.4	0.403933434
Hs.466261	ZNF14	zinc finger protein 14 (KOX 6) (ZNF14), mRNA.	19p13.3-p13.2	1.682926829
Hs.301819	ZNF146	zinc finger protein 146 (ZNF146), mRNA.	19q13.1	1.932400932
Hs.380334	ZNF148	zinc finger protein 148 (pHZ-52) (ZNF148), mRNA.	3q21	1.660493827
Hs.370473	ZNF18	Zinc finger protein 18 (KOX 11)	17p11.2	1.735218509
Hs.500775	ZNF207	zinc finger protein 207 (ZNF207), mRNA.	17q11.2	2.081395349
Hs.194718	ZNF265	zinc finger protein 265 (ZNF265), transcript variant 1, mRNA.	1p31	0.582590816
Hs.490508	ZNF282	zinc finger protein 282 (ZNF282), mRNA.	7q35-q36	1.84629981
Hs.99724	ZNF287	zinc finger protein 287 (ZNF287), mRNA.	17p11.2	1.740291262
Hs.485892	ZNF292	Zinc finger protein 292	6q15	0.476043277
Hs.435302	ZNF3	zinc finger protein 3 (A8-51) (ZNF3), mRNA.	7q22.1	1.651006711
Hs.442705	ZNF31	zinc finger protein 31 (KOX 29) (ZNF31), mRNA.	1p34.3	0.685882353
Hs.144949	ZNF313	zinc finger protein 313 (ZNF313), mRNA.	20q13.13	1.875
Hs.546418	ZNF339	Zinc finger protein 339	20pter-q11.23	2.757009346
Hs.516846	ZNF343	zinc finger protein 343 (ZNF343), mRNA.	20p13	2.369193154
Hs.536490	ZNF407	Zinc finger protein 407	18q23	0.53436019
Hs.496074	ZNF41	zinc finger protein 41 (ZNF41), transcript variant 1, mRNA.	Xp11.23	1.511508951
Hs.399810	ZNF42	Zinc finger protein 42 (myeloid-specific retinoic acid-responsive)	19q13.2-q13.4	1.661431065
Hs.444992	ZNF420	zinc finger protein 420 (ZNF420), mRNA.	19q13.12	0.690462911
Hs.293798	ZNF436	Zinc finger protein 436	1p36	1.658823529
Hs.27788	ZNF488	zinc finger protein 488 (ZNF488), mRNA.	10q11.22	0.484118852
Hs.422113	ZNF511	zinc finger protein 511 (ZNF511), mRNA.	10q26.3	2.392018779
Hs.467358	ZNF549	zinc finger protein 549 (ZNF549), mRNA.	19q13.43	1.951282051
Hs.287433	ZNF556	zinc finger protein 556 (ZNF556), mRNA.	19p13.3	2.07751938
Hs.390568	ZNF585A	zinc finger protein 585A (ZNF585A), transcript variant 2, mRNA.	19q13.12	0.550983082
Hs.50216	ZNF588	Zinc finger protein 588	7q11.2	3.716049383
Hs.477273	ZNF593	zinc finger protein 593 (ZNF593), mRNA.	1p36.11	2.091690544
Hs.343828	ZNF598	zinc finger protein 598 (ZNF598), mRNA.	16p13.3	2.898148148
Hs.343828	ZNF598	Zinc finger protein 598	16p13.3	3.037267081
Hs.334518	ZNF607	zinc finger protein 607 (ZNF607), mRNA.	19q13.1	2
Hs.518249	ZNF9	zinc finger protein 9 (a cellular retroviral nucleic acid binding protein)	3q21	1.811965812
Hs.211079	ZNHIT1	zinc finger, HIT domain containing 1 (ZNHIT1), mRNA.	7q22.1	1.979942693
Hs.134473	ZNRF3	Zinc and ring finger 3	22q12.1	2.653354633
Hs.73982	ZP2	zona pellucida glycoprotein 2 (sperm receptor) (ZP2), mRNA.	16p12	1.751824818
Hs.490415	ZYX	zyxin (ZYX), transcript variant 1, mRNA.	7q32	2.089939024
Hs.135805	ZZANK1	zinc finger, ZZ type with ankyrin repeat domain 1 (ZZANK1), mRNA.	1p36.33	1.757929883
