Pathway name	Pathway Code	Genbank ID	Gene Title	Gene Symbol	5 h CS vs Air                         FC + SEM	8 d CS vs Air            FC + SEM	8 d Air vs 5 h Air            FC + SEM	1.5 mo CS vs Air                         FC + SEM	1.5 mos Air vs 5 h Air            FC + SEM	6 mos CS vs Air                                  FC + SEM	6 mos Air vs 5 h Air  FC + SEM
Others	21	BC011482	membrane bound C2 domain containing protein	Mbc2	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK007371	methyl-CpG binding domain protein 1	Mbd1	6.7 ± 0.5	N.C.	N.C.	1.6 ± 0.4	N.C.	N.C.	N.C.
Others	21	AV298746	methyl-CpG binding domain protein 5	Mbd5	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK002809	membrane-bound transcription factor peptidase, site 1	Mbtps1	N.C.	2.1 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AW212577	mitochondrial carrier triple repeat 1	Mcart1	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB447978	minichromosome maintenance deficient 4 homolog (S. cerevisiae)	Mcm4	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_029365	mediator of RNA polymerase II transcription, subunit 25 homolog (yeast)	Med25	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK011080	mediator of RNA polymerase II transcription, subunit 8 homolog (yeast)	Med8	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_027334	methyltransferase like 7A /// UbiE-YGHL1 fusion protein /// UbiE-YGHL1 fusion protein	Mettl7a /// Ubie /// LOC554292	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC027106	hypothetical LOC494468	MGC38735	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC010841	hypothetical protein MGC6357	MGC6357	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK011357	timeless interacting protein		1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_020568	plasma membrane associated protein, S3-12		N.C.	N.C.	N.C.	N.C.	N.C.	1.9 ± 0.4	N.C.
Others	21	AV296359	c6.1a protein		2.1 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_021565	midnolin	Midn	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AA709668	Membrane associated DNA binding protein	Mnab	2.0 ± 0.4	N.C.	N.C.	N.C.	N.C.	1.6 ± 0.4	N.C.
Others	21	AK011833	menage a trois 1	Mnat1	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AW258373	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)	Mpp5	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.	N.C.	N.C.
Others	21	BC021752	mitochondrial ribosomal protein S18B	Mrps18b	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK016000	mitochondrial carrier homolog 2 (C. elegans)	Mtch2	2.1 ± 0.5	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BG076333	methylenetetrahydrofolate dehydrogenase (NAD± dependent), methenyltetrahydrofolate cyclohydrolase	Mthfd2	2.4 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_013605	mucin 1, transmembrane	Muc1	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BG868949	Max dimerization protein 4, mRNA (cDNA clone MGC:19425 IMAGE:3490469)	Mxd4	N.C.	1.8 ± 0.4	N.C.	1.5 ± 0.4	N.C.	N.C.	N.C.
Others	21	D31824	Max interacting protein 1	Mxi1	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.	N.C.	N.C.
Others	21	BM225168	MYST histone acetyltransferase 2	Myst2	1.5 ± 0.4	N.C.	N.C.	N.C.	-1.2	N.C.	N.C.
Others	21	BC021631	N-acetyl galactosaminidase, alpha	Naga	N.C.	2.1 + 0.5	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BF118393	nucleolin	Ncl	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC025863	nebulette	Nebl	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_010890	neural precursor cell expressed, developmentally down-regulted gene 4	Nedd4	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB663717	neural precursor cell expressed, developmentally down-regulated gene 4-like	Nedd4l	2.0 ± 0.4	N.C.	-1.5	N.C.	-1.3	N.C.	N.C.
Others	21	NM_008688	nuclear factor I/C	Nfic	N.C.	2.0 + 0.5	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_011482	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)	Nhp2l1	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB416480	nidogen 1	Nid1	2.6 ± 0.4	N.C.	-1.3	N.C.	1.8 + 0.4	N.C.	N.C.
Others	21	NM_133787	NMD3 homolog (S. cerevisiae)	Nmd3	2.0 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AV297071	novel nuclear protein 1	Nnp1	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB729616	nucleolar protein 5	Nol5	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC024944	nucleolar protein family A, member 2	Nola2	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM213850	nucleolar and coiled-body phosphoprotein 1	Nolc1	N.C.	4.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_008714	Notch gene homolog 1 (Drosophila)	Notch1	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_010929	Notch gene homolog 4 (Drosophila)	Notch4	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_033525	nephronectin	Npnt	N.C.	2.0 + 0.5	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_008728	natriuretic peptide receptor 3	Npr3	3.4 ± 0.4	N.C.	N.C.	2.7 ± 0.3	N.C.	2.3 ± 0.4	N.C.
Others	21	AI152800	neuronal pentraxin 1	Nptx1	N.C.	2.1 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	W13191	nuclear receptor subfamily 1, group D, member 1	Nr1d1	N.C.	14.6 + 0.5	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_011584	nuclear receptor subfamily 1, group D, member 2	Nr1d2	N.C.	8.8 + 0.5	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_010444	nuclear receptor subfamily 4, group A, member 1	Nr4a1	3.1 ± 0.4	N.C.	N.C.	N.C.	2.0 + 0.5	N.C.	N.C.
Others	21	BB752129	neuropilin 2	Nrp2	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC006028	5-nucleotidase, cytosolic II	Nt5c2	2.4 ± 0.4	N.C.	N.C.	N.C.	1.6 + 0.4	N.C.	N.C.
Others	21	BC011230	5-nucleotidase domain containing 2	Nt5dc2	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AV273591	5 nucleotidase, ecto	Nt5e	N.C.	2.1 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_013745	nuclear fragile X mental retardation protein interacting protein	Nufip1	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_016714	nucleoporin 50	Nup50	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_053074	nucleoporin 62	Nup62	N.C.	1.6 + 0.5	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB473634	nucleoporin 98	Nup98	1.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_019738	nuclear protein 1	Nupr1	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC025120	5-oxoprolinase (ATP-hydrolysing)	Oplah	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_019716	origin recognition complex, subunit 6-like (S. cerevisiae)	Orc6l	1.6 ± 0.3	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK020001	purinergic receptor P2Y, G-protein coupled 10	P2ry10	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK005009	poly A binding protein, cytoplasmic 1	Pabpc1	1.9 ± 0.4	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.
Others	21	BF780807	3-phosphoadenosine 5-phosphosulfate synthase 2	Papss2	N.C.	1.8 ± 0.4	N.C.	2.1 ± 0.4	N.C.	N.C.	N.C.
Others	21	BC022922	progestin and adipoQ receptor family member VII	Paqr7	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_023876	paired box gene 6	Pax6	2.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AW556977	poly(rC) binding protein 2	Pcbp2	2.0 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AA389937	Protein-L-isoaspartate (D-aspartate) O-methyltransferase 1	Pcmt1	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK011810	pyruvate dehydrogenase (lipoamide) beta	Pdhb	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM238649	Pyruvate dehydrogenase complex, component X	Pdhx	2.1 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BF319868	protein disulfide isomerase associated 3	Pdia3	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC027196	pyruvate dehydrogenase kinase, isoenzyme 1	Pdk1	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_013743	pyruvate dehydrogenase kinase, isoenzyme 4	Pdk4	3.5 ± 0.6	N.C.	N.C.	N.C.	N.C.	2.6 ± 0.5	N.C.
Others	21	AV376136	PDZ domain containing 2	Pdzd2	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AF022992	period homolog 1 (Drosophila)	Per1	2.3 ± 0.4	2.9 ± 0.4	-4.1	1.6 ± 0.4	-1.5	N.C.	N.C.
Others	21	BB021263	Period homolog 3 (Drosophila)	Per3	N.C.	3.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_011068	peroxisomal biogenesis factor 11a	Pex11a	1.8 ± 0.4	N.C.	N.C.	1.6 ± 0.4	N.C.	1.5 ± 0.4	N.C.
Others	21	BC010822	peroxisome biogenesis factor 16	Pex16	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_133232	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	Pfkfb3	N.C.	2.4 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE914497	phosphofructokinase, liver, B-type	Pfkl	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_018870	phosphoglycerate mutase 2	Pgam2	N.C.	N.C.	N.C.	N.C.	N.C.	1.6 ± 0.4	N.C.
Others	21	BB183423	phosphoglucomutase 2-like 1	Pgm2l1	N.C.	N.C.	N.C.	1.5 ± 0.4	N.C.	N.C.	N.C.
Others	21	BG075614	phosphoglucomutase 3	Pgm3	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AW990650	Polyhomeotic-like 2 (Drosophila)	Phc2	4.5 ± 0.8	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BI663145	PHD finger protein 15	Phf15	N.C.	1.8 ± 0.4	N.C.	1.8 ± 0.3	N.C.	N.C.	N.C.
Others	21	NM_009344	pleckstrin homology-like domain, family A, member 1	Phlda1	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AI323550	proviral integration site 1	Pim1	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE986504	pleckstrin homology domain containing, family F (with FYVE domain) member 2	Plekhf2	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC020025	pleckstrin homology domain containing, family H (with MyTH4 domain) member 3	Plekhh3	N.C.	4.5 + 0.5	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_133244	pleckstrin homology domain containing, family K member 1	Plekhk1	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB085537	plexin A2	Plxna2	2.4 ± 0.4	1.5 ± 0.4	N.C.	1.6 ± 0.4	N.C.	N.C.	N.C.
Others	21	NM_021451	phorbol-12-myristate-13-acetate-induced protein 1	Pmaip1	2.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC006809	phosphomannomutase 1	Pmm1	2.7 ± 0.4	1.7 ± 0.4	N.C.	1.5 ± 0.4	N.C.	1.5 ± 0.4	N.C.
Others	21	AF290209	podocalyxin-like	Podxl	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	C80273	nuclear pore membrane protein 121	Pom121	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_025390	processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)	Pop4	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BI110565	periostin, osteoblast specific factor	Postn	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC014688	peter pan homolog (Drosophila)	Ppan	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_008906	protective protein for beta-galactosidase	Ppgb	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM226301	PR domain containing 2, with ZNF domain	Prdm2	2.0 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM937050	preimplantation protein 3	Prei3	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_054077	proline arginine-rich end leucine-rich repeat	Prelp	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE630020	prion protein	Prnp	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB460975	PRP39 pre-mRNA processing factor 39 homolog (yeast)	Prpf39	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_138659	pre-mRNA processing factor 8	Prpf8	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BG072867	periaxin	Prx	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM195033	Polypyrimidine tract binding protein 2	Ptbp2	3.0 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AF129509	protein tyrosine phosphatase, receptor type, R	Ptprr	N.C.	N.C.	N.C.	2.3 ± 0.4	N.C.	N.C.	N.C.
Others	21	NM_008986	polymerase I and transcript release factor	Ptrf	N.C.	2.1 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB837171	pumilio 1 (Drosophila)	Pum1	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM220305	purine rich element binding protein B	Purb	1.5 ± 0.4	N.C.	-2.6	N.C.	-1.8	N.C.	N.C.
Others	21	AK010185	peroxidasin homolog (Drosophila)	Pxdn	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB270586	glutaminyl-tRNA synthetase	Qars	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK005169	quaking	Qk	2.1 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_021888	queuine tRNA-ribosyltransferase 1	Qtrt1	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BQ266518	RAB11 family interacting protein 3 (class II)	Rab11fip3	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_030690	retinoic acid induced 14	Rai14	2.0 ± 0.4	N.C.	N.C.	N.C.	1.6 + 0.4	N.C.	N.C.
Others	21	BB208180	RAN binding protein 2	Ranbp2	2.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_019930	RAN binding protein 9	Ranbp9	2.3 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM230524	Rap guanine nucleotide exchange factor (GEF) 5	Rapgef5	N.C.	1.8 + 0.5	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB022577	retinoblastoma binding protein 7	Rbbp7	N.C.	N.C.	-1.3	1.5 ± 0.4	N.C.	N.C.	N.C.
Others	21	BG277926	RNA binding motif protein 9	Rbm9	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AF148511	RNA binding protein gene with multiple splicing	Rbpms	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK015126	retinal degeneration B2 homolog (Drosophila)	Rdgb2	7.9 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_016678	reversion-inducing-cysteine-rich protein with kazal motifs	Reck	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AW556696	arginine glutamic acid dipeptide (RE) repeats	Rere	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_020509	resistin like alpha	Retnla	N.C.	N.C.	N.C.	1.5 ± 0.4	-1.2	2.7 ± 0.4	-1.4
Others	21	NM_019570	REV1-like (S. cerevisiae)	Rev1l	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK017523	ring finger protein 167	Rnf167	N.C.	1.5 + 0.3	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB238427	ring finger protein 26 /// similar to ring finger protein 26 /// similar to ring finger protein 26	Rnf26 /// LOC668155 /// LOC669536	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK006888	ring finger protein 38	Rnf38	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AF305730	ring finger protein 41	Rnf41	N.C.	2.3 + 0.6	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB203348	RNA-binding region (RNP1, RRM) containing 2	Rnpc2	2.1 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AW552536	RNA, U22 small nucleolar	Rnu22	2.1 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB519382	ROD1 regulator of differentiation 1 (S. pombe)	Rod1	1.6 ± 0.4	N.C.	N.C.	N.C.	1.5 + 0.4	N.C.	N.C.
Others	21	BE335227	RAR-related orphan receptor alpha, mRNA (cDNA clone MGC:5892 IMAGE:3592667)	Rora	N.C.	N.C.	-1.4	1.9 ± 0.3	-1.3	N.C.	N.C.
Others	21	BM114165	ribosomal protein L5 /// similar to 60S ribosomal protein L5	Rpl5 /// LOC277881	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BG071958	ribosomal protein L7-like 1	Rpl7l1	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_019642	ribophorin II	Rpn2	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE989104	RNA polymerase II transcriptional coactivator	Rpo2tc1	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AA030209	ribosomal protein S17	Rps17	1.8 ± 0.4	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.
Others	21	BG070206	ribosomal protein S20	Rps20	2.3 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_021511	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)	Rrs1	1.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BF021045	radical S-adenosyl methionine and flavodoxin domains 1	Rsafd1	N.C.	1.6 + 0.5	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BM239987	ribosomal L1 domain containing 1	Rsl1d1	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC016519	RNA terminal phosphate cyclase domain 1	Rtcd1	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AB046114	reticulon 3	Rtn3	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC024790	RUN and SH3 domain containing 2	Rusc2	N.C.	2.7 ± 0.5	-3.4	1.8 ± 0.4	N.C.	N.C.	N.C.
Others	21	NM_011315	serum amyloid A 3	Saa3	4.3 ± 0.5	N.C.	N.C.	N.C.	N.C.	3.4 ± 0.5	N.C.
Others	21	NM_022886	sciellin	Scel	N.C.	N.C.	-1.2	1.5 ± 0.4	N.C.	N.C.	N.C.
Others	21	NM_054037	secretoglobin, family 3A, member 1	Scgb3a1	N.C.	N.C.	N.C.	1.7 ± 0.4	-1.2	1.5 ± 0.4	N.C.
Others	21	BB274851	SCY1-like 3 (S. cerevisiae)	Scyl3	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AV005520	SEC15-like 1 (S. cerevisiae)	Sec15l1	1.7 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE947982	SEC24 related gene family, member B (S. cerevisiae)	Sec24b	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC003707	Sec61 alpha 1 subunit (S. cerevisiae)	Sec61a1	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	C76103	SEC63-like (S. cerevisiae)	Sec63	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BF457860	SEC6-like 1 (S. cerevisiae)	Sec6l1	1.5 ± 0.3	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK005023	Sel1 (suppressor of lin-12) 1 homolog (C. elegans)	Sel1h	N.C.	2.3 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BQ032843	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C	Sema4c	2.0 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BQ176610	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	Sema5a	N.C.	3.5 ± 0.8	-8.9	1.7 ± 0.4	-2	N.C.	N.C.
Others	21	AA144045	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A	Sema7a	2.0 ± 0.4	1.9 ± 0.4	N.C.	1.5 ± 0.4	N.C.	1.6 ± 0.4	N.C.
Others	21	BB293127	selenophosphate synthetase 1	Sephs1	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_012032	serine incorporator 3	Serinc3	N.C.	2.0 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BQ175260	serine incorporator 5	Serinc5	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BF022081	splicing factor 3b, subunit 2	Sf3b2	N.C.	2.1 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK017529	splicing factor 3b, subunit 3	Sf3b3	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BG229318	splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila)	Sfrs10	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK002411	splicing factor, arginine/serine-rich 11	Sfrs11	2.1 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AK011528	splicing factor, arginine/serine-rich 2 (SC-35)	Sfrs2	1.5 ± 0.4	N.C.	N.C.	N.C.	1.6 + 0.4	N.C.	N.C.
Others	21	AK012092	splicing factor, arginine/serine-rich 2, interacting protein	Sfrs2ip	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AW212917	splicing factor, arginine/serine-rich 5 (SRp40, HRS)	Sfrs5	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AW539046	splicing factor, arginine/serine-rich 6	Sfrs6	2.3 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BE825013	splicing factor, arginine/serine-rich 7	Sfrs7	3.8 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB278628	splicing factor, arginine/serine-rich 8	Sfrs8	1.7 ± 0.4	N.C.	N.C.	N.C.	1.6 + 0.4	N.C.	N.C.
Others	21	AK014381	sarcoglycan, beta (dystrophin-associated glycoprotein)	Sgcb	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BC017611	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta	Sgtb	1.9 ± 0.4	N.C.	N.C.	1.6 ± 0.4	N.C.	N.C.	N.C.
Others	21	BB807595	sirtuin 2 (silent mating type information regulation 2, homolog) 2 (S. cerevisiae)	Sirt2	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BB314393	Sirtuin 7 (silent mating type information regulation 2, homolog) 7 (S. cerevisiae)	Sirt7	3.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AI893638	sine oculis-related homeobox 4 homolog (Drosophila)	Six4	N.C.	N.C.	-1.3	1.5 ± 0.4	-1.2	N.C.	N.C.
Others	21	BM570006	slit homolog 3 (Drosophila)	Slit3	N.C.	3.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	AV281575	SMC6 structural maintenance of chromosomes 6-like 1 (yeast)	Smc6l1	1.5 ± 0.3	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	BG071121	survival motor neuron domain containing 1	Smndc1	1.6 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Others	21	NM_025357	small muscle protein, X-linked	Smpx	N.C.	N.C.	N.C.	N.C.	N.C.	1.9 ± 0.5	N.C.
Others	21	AK011140	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	Smu1	1.5 ± 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
