#Clone ID	Gene Symbol	Unigene ID	Genomic Data	Expression Data (Ratio huT78/PanT)	log2(Genomic Data)	log2(Expression Data)
hAD1273	PTPRS	Hs.159534	1.303	0.95	0.382	-0.073
hAA2225	GTF2F1	Hs.68257	1.187	2.438	0.247	1.285
hAB6885	TUBB5	Hs.110837	1.364	3.727	0.448	1.898
hAB6790	TUBB2	Hs.251653	1.431	14.709	0.517	3.879
hAC8121	TUBB2	Hs.251653	1.469	14.346	0.555	3.843
hAB7201	TNFSF9	Hs.1524	1.123	1.309	0.167	0.388
hAC8384	TNFSF7	Hs.99899	1.291	2.873	0.368	1.523
hAB0572	LOC56927	Hs.167641	1.05	1.385	0.07	0.47
hAA8932	MTHFD2	Hs.355859	1.696	3.316	0.762	1.729
hAA6115	RFX2	Hs.100007	1.601	1.019	0.679	0.027
hAC0051	RANBP3	Hs.176657	1.286	2.022	0.363	1.016
hAC1262	RANBP3	Hs.176657	1.571	1.116	0.652	0.159
hAD1225	STXBP2	Hs.90535	1.663	2.148	0.734	1.103
hAA1043	RAB11B	Hs.239018	1.435	1.52	0.521	0.604
hAA3154	FLJ20079	Hs.165948	1.397	0.486	0.482	-1.042
hAB0721	UBL5	Hs.109701	1.321	5.035	0.402	2.332
hAE0282	EDG5	Hs.202672	1.332	1.171	0.414	0.227
hAA8285	-	Hs.168383	1.552	3.308	0.634	1.726
hAC8608	ICAM4	Hs.108287	1.277	0.615	0.353	-0.702
hAC8311	ICAM5	Hs.151250	0.564		-0.826
hAA0354	ICAM5	Hs.151250		0.787		-0.345
hAA0298	ICAM3	Hs.99995	1.469	2.81	0.555	1.491
hAA0150	TYK2	Hs.75516	1.385	1.306	0.47	0.385
hAB7014	CDC37	Hs.160958	1.566	4.501	0.647	2.17
hAB6923	KIAA0132	Hs.57729
hAB1973	-	Hs.302161	1.323	0.204	0.404	-2.295
hAA0815	CDKN2D	Hs.29656	1.186		0.246
hAA1712	ILF3	Hs.256583	0.928	2.186	-0.108	1.129
hAA7332	ILF3	Hs.256583	1.138	1.83	0.187	0.872
hAA1601	LDLR	Hs.213289	1.026	2.24	0.037	1.163
hAE0016	RAB3D	Hs.8036	1.384		0.469
hAA1147	EPOR	Hs.89548	1.516	1.28	0.6	0.356
hAA1489	PRKCSH	Hs.1432	1.368	3.993	0.452	1.998
hAA1338	ACP5	Hs.1211	1.077	1.095	0.107	0.131
hAC7721	JUNB	Hs.198951	0.94	1.665	-0.089	0.735
hAA5026	JUNB	Hs.198951	1.145	1.344	0.195	0.427
hAA0292	JUNB	Hs.198951	1.178	1.296	0.236	0.374
hAA2129	PRDX2	Hs.146354	1.256	3.801	0.329	1.926
hAC8390	DNASE2	Hs.118243	1.514	1.114	0.598	0.156
hAB7065	RAD23A	Hs.180455		1.421		0.507
hAC8593	FLJ20244	Hs.158947		0.763		-0.39
hAC8742	WSX-1	Hs.132781	1.444	0.788	0.53	-0.343
hAA0162	PRKACA	Hs.77271	1.133	0.892	0.18	-0.165
hAA2976	FLJ10604	Hs.26516	1.498	3.441	0.583	1.783
hAC1101	PRKCL1	Hs.2499	1.308	3.075	0.387	1.62
hAA7733	C19orf3	Hs.6454	1.168	1.031	0.224	0.044
hAA9308	DNAJB1	Hs.82646	1.071	1.133	0.099	0.181
hAA2281	DNAJB1	Hs.82646	1.157	1.025	0.21	0.036
hAA5355	NDUFB7	Hs.661	1.845	2.416	0.884	1.272
hAD3407	EMR2	Hs.137354	1.099	0.682	0.136	-0.552
hAD6271	CYP4F8	Hs.268554	0.875	1.078	-0.193	0.109
hAC9876	CYP4F3	Hs.106242	1.209	0.369	0.274	-1.438
hAC8577	CYP4F2	Hs.101	1.145	1.253	0.195	0.325
hAA1465	MEL	Hs.5947	1.188	0.977	0.249	-0.033
hAD1190	MEL	Hs.5947		1.81		0.856
hAC2872	AP47	Hs.3832	0.956	3.209	-0.065	1.682
hAD5667	EPS15R	Hs.147176	1.314	0.969	0.394	-0.046
hAE0324	CRSP7	Hs.241381	1.252	3.304	0.324	1.724
hAA5742	MGC2747	Hs.250723	1.496	0.833	0.581	-0.264
hAA8379	MYO9B	Hs.159629	1.326	0.859	0.407	-0.219
hAD1067	NR2F6	Hs.239752	1.032	1.261	0.045	0.335
hAA8485	BST2	Hs.118110	0.95	1.647	-0.074	0.72
hAA6868	-	Hs.100043	1.517	1.782	0.601	0.833
hAC4580	PIK3R2	Hs.211586	1.179	0.843	0.238	-0.247
hAA8996	IFI30	Hs.14623	1.208	8.959	0.273	3.163
hAB0273	RAB3A	Hs.27744	1.356	1.1	0.439	0.137
hAA5003	RAB3A	Hs.27744	1.447	1.443	0.533	0.529
hAA1613	JUND	Hs.2780	0.867	3.326	-0.206	1.734
hAA5021	JUND	Hs.2780	1.062		0.087
hAB4187	LSM4	Hs.76719	1.221	1.806	0.288	0.852
hAA5358	ISYNA1	Hs.33713	1.441	1.27	0.527	0.345
hAD1800	ELL	Hs.5881	1.577	1.162	0.657	0.217
hAA0796	FKBP8	Hs.173464	1.251	2.254	0.323	1.172
hAB6795	UBA52	Hs.5308	1.075	2.022	0.104	1.016
hAC3949	CRLF1	Hs.114948	1.331	1.34	0.413	0.422
hAA8150	RENT1	Hs.12719	1.102	2.538	0.14	1.344
hAB4765	LOC51079	Hs.279574	0.58	3.614	-0.786	1.854
hAB6998	ZNF43	Hs.74107	1.318	0	0.398
hAB7917	POP4	Hs.82238	1.39	1.398	0.475	0.484
hAE0593	DKFZP762D096	Hs.54320	1.145	1.383	0.195	0.468
hAA9054	CCNE1	Hs.9700		3.584		1.841
hAA3914	RMP	Hs.7943	1.493	0.731	0.578	-0.452
hAB6212	RMP	Hs.7943		0.529		-0.919
hAA8418	KIAA0390	Hs.108884	1.335	0.339	0.417	-1.562
hAC7805	PDCD5	Hs.166468	0.996	4.965	-0.006	2.312
hAA2441	PDCD5	Hs.166468	1.022	7.878	0.031	2.978
hAD1287	SLC7A9	Hs.145550	1.446	0	0.532
hAB2432	SLC7A10	Hs.58679	1.339	0.516	0.421	-0.955
hAA9107	CEBPG	Hs.2227	1.182	2.041	0.241	1.029
hAC5674	CEBPG	Hs.2227	1.274	1.168	0.349	0.224
hAA7606	MGC2628	Hs.171637	1.184	0.355	0.244	-1.493
hAA3384	DKFZP434D1335	Hs.8258	1.414	0.457	0.5	-1.131
hAA1777	KIAA0355	Hs.186840		0.627		-0.673
hAB0824	UBA2	Hs.4311	1.026	1.874	0.037	0.906
hAA5543	MAG	Hs.1780	1.375	2.645	0.459	1.403
hAE0872	-	Hs.36992	4.848	3.213	2.277	1.684
hAD1637	UPK1A	Hs.159309	1.379	0.747	0.464	-0.42
hAB6813	ETV2	Hs.194061		0
hAB4955	COX6B	Hs.174031		5.656		2.5
hAA8433	KIAA0304	Hs.92236	1.333	1.515	0.415	0.599
hAB5283	FLJ22573	Hs.62406	1.73	0.986	0.791	-0.021
hAA8641	F25965	Hs.42514	1.385		0.47
hAA1631	MCL1	Hs.86386	1.252	2.247	0.324	1.168
hAC1164	DAP10	Hs.117339	1.344		0.427
hAA9273	TYROBP	Hs.9963	1.532	0.544	0.615	-0.879
hAA9269	DKFZP586N1922	Hs.7357	1.425	1.084	0.511	0.116
hAB4209	RPS3	Hs.350209	1.414	2.095	0.5	1.067
hAC8127	COX7A1	Hs.114346	1.341	1.949	0.423	0.963
hAA6250	FLJ14779	Hs.243662	1.543	0.309	0.626	-1.695
hAD1639	ZNF345	Hs.169319	1.298	0.324	0.376	-1.627
hAA2199	ZNF146	Hs.301819		1.123		0.167
hAC5412	-	Hs.145362	1.39	2.32	0.475	1.214
hAD6254	KCNK6	Hs.240395	1.25	0.826	0.322	-0.275
hAD9998	MAP4K1	Hs.86575	1.654	2.818	0.726	1.495
hAE0144	M9	Hs.283781	1.515	4.073	0.599	2.026
hAA2977	ACTN4	Hs.182485	1.227	2.806	0.295	1.489
chAA7396	ACTN4	Hs.182485	1.233	5.342	0.302	2.417
hAC4142	ACTN4	Hs.182485	1.456	0.957	0.542	-0.064
hAA8511	LGALS4	Hs.5302	1.23	3.475	0.299	1.797
hAA8361	ECH1	Hs.196176	1.635	2.053	0.709	1.038
hAB9628	SIRT2	Hs.355954	1.424	1.344	0.51	0.427
hAB6940	NFKBIB	Hs.9731	1.5	0.537	0.585	-0.896
hAA0866	MRPS12	Hs.9964	1.754	1.992	0.811	0.994
hAB7936	FLJ10211	Hs.127240	1.52	1.022	0.604	0.031
hAA7706	F23149_1	Hs.152894	0.961	2.258	-0.057	1.175
hAA1344	-	Hs.343586	1.507	0.569	0.592	-0.813
hAC4471	SUPT5H	Hs.70186	1.379	2.008	0.464	1.006
hAA0688	SUPT5H	Hs.70186	1.56	1.515	0.642	0.599
hAC6177	DYRK1B	Hs.130988	1.598	1.73	0.676	0.791
hAA0260	MAP3K10	Hs.30223	1.456	1.533	0.542	0.616
hAA0021	AKT2	Hs.326445	1.309	2.192	0.388	1.132
hAB8446	SEI1	Hs.44281	1.585	1.178	0.664	0.237
hAB7009	BLVRB	Hs.76289	1.332	1.776	0.414	0.829
hAA6119	-	Hs.26506		2.502		1.323
hAA0867	LTBP4	Hs.85087	1.433	1.261	0.519	0.335
hAD1885	SNRPA	Hs.173255	1.194	2.734	0.256	1.451
hAE0211	MIA	Hs.279651	1.277	0.862	0.353	-0.214
hAA1196	CYP2A7	Hs.250615	1.631	2.66	0.706	1.412
hAE0309	CYP2A7	Hs.250615	1.778	3.718	0.83	1.895
hAC8740	CYP2B7	Hs.330780	1.387	0	0.472
hAA2298	CYP2B6	Hs.1360	1.389	2.013	0.474	1.01
hAC6772	AXL	Hs.83341	1.292	0.771	0.37	-0.375
hAA9179	AXL	Hs.83341	1.44	1.669	0.526	0.739
hAA0067	TGFB1	Hs.1103	1.421	0.805	0.507	-0.314
hAA9120	BCKDHA	Hs.78950	1.563	1.283	0.644	0.36
hAD1272	CEACAM4	Hs.12	1.389	1.269	0.474	0.344
hAB1017	CEACAM7	Hs.74466	1.567	1.002	0.648	0.003
hAA9109	CEACAM5	Hs.220529	1.557	1.042	0.639	0.059
hAA0222	CEACAM6	Hs.73848	1.49	1.624	0.575	0.699
chAB4169	RPS19	Hs.298262	1.58	2.281	0.66	1.19
hAA1897	ARHGEF1	Hs.252280	1.433	1.393	0.519	0.478
hAE0073	RABAC1	Hs.11417	1.47	1.67	0.556	0.739
hAB7007	ATP1A3	Hs.274371	1.053	3.515	0.075	1.813
hAB8802	POU2F2	Hs.1101	1.448	0.68	0.534	-0.557
hAB6944	POU2F2	Hs.1101	1.76	1.601	0.816	0.679
hAD9922	GSK3A	Hs.118890	1.418	2.365	0.504	1.242
hAA8518	ERF	Hs.333069	1.347	0.808	0.43	-0.308
hAA0460	PAFAH1B3	Hs.6793	1.026	1.218	0.037	0.284
hAA2933	LIPE	Hs.95351	1.367	0.887	0.451	-0.173
hAA1277	CEACAM1	Hs.50964		0.887		-0.173
hAD9984	CEACAM8	Hs.41	1.556	0.76	0.638	-0.395
hAA2690	PSG9	Hs.352054	1.216	0.931	0.282	-0.102
hAA2283	XRCC1	Hs.98493	1.458	2.352	0.544	1.234
hAA0182	PLAUR	Hs.179657		0.675		-0.567
hAE0876	-	Hs.274445	2.308	1.017	1.207	0.025
hAD6251	ZFP93	Hs.298089		0.369		-1.438
hAE0300	CBLC	Hs.156637		2.057		1.041
hAA6228	D19S1177E	Hs.30928	0.993	4.062	-0.01	2.022
hAA1294	APOE	Hs.169401	1.579	1.161	0.659	0.215
hAB6783	APOC1	Hs.268571		0.858		-0.22
hAB7251	RELB	Hs.858	0.96	1.201	-0.059	0.264
hAA9336	ERCC2	Hs.99987	1.024	1.536	0.034	0.619
hAB7019	ERCC1	Hs.59544	1.179	1.834	0.238	0.875
hAA2020	FOSB	Hs.75678	1.31	3.03	0.39	1.599
hAA2584	EMAP-2	Hs.24178	1.379	1.922	0.464	0.942
hAA5238	NOVA2	Hs.33021		0.77		-0.377
hAA8333	PPP5C	Hs.75180	1.381	5.935	0.466	2.569
hAB4215	-	Hs.75180	1.507	4.641	0.592	2.214
hAC8597	PTGIR	Hs.393	0.871		-0.199
hAD1903	BBC3	Hs.87246	1.353	0.855	0.436	-0.225
hAB7132	MEIS3	Hs.349772	1.256	0.429	0.329	-1.22
hAC6438	KPTN	Hs.25441	1.165	0.88	0.22	-0.184
hAD9937	-	Hs.249186	1.537	1.928	0.62	0.947
hAE0195	-	Hs.249186	1.669	0.725	0.739	-0.465
hAD9938	-	Hs.249186		0.276		-1.855
hAA1593	LIG1	Hs.1770	1.272	0.817	0.347	-0.292
hAA1165	KDELR1	Hs.78040	1.281	1.534	0.357	0.617
chAB7408	RPL18	Hs.343354	1.497	1.325	0.582	0.406
hAB6806	TULP2	Hs.104636	1.423	1.505	0.509	0.59
hAA1556	NUCB1	Hs.172609	1.109	2.64	0.149	1.401
hAC8772	LHB	Hs.154704	1.578	1.188	0.658	0.249
hAB7081	CGB5	Hs.172944	1.222	1.265	0.289	0.34
hAB3574	PPFIA3	Hs.109299	1.308		0.387
hAA7027	NTT5	Hs.59260	1.143	1.028	0.193	0.04
hAD1359	FLT3LG	Hs.428	1.374	0.438	0.458	-1.191
hAA8618	FCGRT	Hs.111903		0.448		-1.159
hAA1927	PTOV1	Hs.19555		2.413		1.271
hAC6523	-	Hs.94814	1.187	0.971	0.247	-0.042
hAA5560	MGC2865	Hs.94814	1.342	2.248	0.424	1.168
hAA4793	ATF5	Hs.9754	1.191	1.051	0.252	0.071
hAC0339	ATF5	Hs.9754	1.474	6.382	0.56	2.674
hAE0334	SCGF	Hs.105927	1.576	2.327	0.656	1.218
hAE0333	SCGF	Hs.105927	1.734	2.357	0.794	1.237
hAB0188	SIGLEC7	Hs.355493	1.303	1.116	0.382	0.158
hAC8388	CD33	Hs.83731	1.357	1.026	0.44	0.037
hAA1076	NKG7	Hs.10306	1.406	3.399	0.492	1.765
hAA0206	PPP2R1A	Hs.173902	0.947	3.155	-0.079	1.658
hAC6747	TFPT	Hs.233765		1.433		0.519
hAE0850	-	Hs.77062		2.777		1.473
hAB6977	TNNT1	Hs.73980	1.345		0.428
hAE0356	PTPRH	Hs.179770	1.335	1.26	0.417	0.334
hAC8777	IL11	Hs.1721	1.431	0.523	0.517	-0.935
hAA0339	E2-EPF	Hs.174070	1.52	9.998	0.604	3.322
hAB0423	STK13	Hs.98338		1.971		0.979
hAC8275	ZNF274	Hs.83761	0.744	0.297	-0.427	-1.75
chAA0120	RPS5	Hs.76194	1.376	1.143	0.46	0.193
hAB4577	EZFIT	Hs.301431	1.183	2.663	0.242	1.413
hAC6357	CSNK2A1	Hs.155140		1.678		0.747
hAA8534	PTPNS1	Hs.156114	1.635	0.868	0.709	-0.205
hAA0154	PTPRA	Hs.26045	1.279	0.251	0.355	-1.997
hAE0250	AVP	Hs.89648		1.274		0.349
hAA9078	CENPB	Hs.85004	1.703	1.169	0.768	0.226
hAA2135	CDC25B	Hs.153752	1.933	1.908	0.951	0.932
hAA1588	CDC25B	Hs.153752	2.31	1.614	1.208	0.69
hAC0991	RASSF2	Hs.80905	1.25	0.981	0.322	-0.028
hAA1497	PCNA	Hs.78996	1.694	8.187	0.76	3.033
hAA9072	CHGB	Hs.2281		0.855		-0.226
hAE0167	BMP2	Hs.73853	2.694		1.43
hAA8617	JAG1	Hs.91143	1.89	0.953	0.918	-0.069
hAC6784	FLJ22324	Hs.44296	1.543	2.292	0.626	1.197
hAC9349	ADF	Hs.82306	1.43	0.475	0.516	-1.075
hAC5721	CRN	Hs.268281	1.458	1.034	0.544	0.048
hAA0056	THBD	Hs.2030	1.655	0.572	0.727	-0.806
hAA0189	PCK1	Hs.1872	1.482	0.824	0.568	-0.279
hAD9934	VSX1	Hs.274264	1.67	1.682	0.74	0.75
hAA0313	ID1	Hs.75424	3.825	1.64	1.935	0.714
hAC8139	BCL2L1	Hs.305890	6.941	11.508	2.795	3.525
hAA2120	HCK	Hs.89555	1.298	0.895	0.376	-0.16
hAB7163	PLAGL2	Hs.154104	1.084	1.308	0.116	0.387
hAC8395	PLAGL2	Hs.154104	1.258		0.331
hAA0561	KIAA0180	Hs.178292	1.361	1.134	0.445	0.182
hAA7216	MAPRE1	Hs.234279	1.235	1.217	0.305	0.283
hAB1174	CBFA2T2	Hs.153934	1.336	0.575	0.418	-0.799
hAB4964	E2F1	Hs.96055		1.232		0.301
hAB7166	EIF2S2	Hs.12163		2.639		1.4
hAA1440	AHCY	Hs.172673	1.25	7.337	0.322	2.875
hAB6742	AIB3	Hs.159613	1.325	1.065	0.406	0.091
hAC8108	AIB3	Hs.159613	1.49	1.174	0.575	0.231
hAA5709	LOC55902	Hs.14779	1.554	0.684	0.636	-0.548
hAA2080	PROCR	Hs.82353	1.387	1.668	0.472	0.738
hAB9123	MMP24	Hs.3743	1.516	2.503	0.6	1.324
hAC8115	ITGB4BP	Hs.5215	1.52	4.977	0.604	2.315
hAC8252	GDF5	Hs.1573	1.376	0.596	0.46	-0.746
hAC5758	-	Hs.11565	1.213	3.076	0.279	1.621
hAA2638	DKFZP564N1363	Hs.11314	0.99	1.149	-0.014	0.2
hAD1747	GHRH	Hs.37023	1.36	0.734	0.444	-0.446
hAD1601	SRC	Hs.198298	1.28	0.929	0.356	-0.107
hAD1829	BLCAP	Hs.5300	1.361	0.655	0.445	-0.611
hAA9509	KRML	Hs.169487		4.687		2.229
hAA2285	TOP1	Hs.317	1.177	1.186	0.235	0.246
hAA8731	PTPRT	Hs.225952	1.239		0.309
hAA1359	MYBL2	Hs.179718	1.385	4.32	0.47	2.111
hAB8595	HSPC207	Hs.75798	1.443	1.164	0.529	0.219
hAA0411	TDE1	Hs.272168	1.633	0.607	0.708	-0.721
hAB7374	ADA	Hs.1217	1.391	1.286	0.476	0.363
hAC8233	WISP2	Hs.194679	1.619	1.593	0.695	0.672
hAA0361	STK4	Hs.35140	1.533	0.596	0.616	-0.747
hAA1407	SDC4	Hs.252189	1.591	3.188	0.67	1.673
hAB6569	HSMNP1	Hs.179666		0.425		-1.234
hAC1155		Hs.302810	1.538	1.238	0.621	0.308
hAA4816		Hs.302810	1.672	1.226	0.742	0.294
hAA0655	UBE2C	Hs.93002	1.232	9.072	0.301	3.181
hAB6837	PPGB	Hs.118126	0.852	1.407	-0.231	0.493
hAC7728	MMP9	Hs.151738	1.323	11.726	0.404	3.552
hAA0253	MMP9	Hs.151738	1.52	4.737	0.604	2.244
hAC9687	TNFRSF5	Hs.25648		0.345		-1.535
hAD1573	PRKCBP1	Hs.75871	1.208	0.867	0.273	-0.205
hAA1698	PRKCBP1	Hs.75871	1.561	0.555	0.642	-0.851
hAA7838	BIG2	Hs.118249	1.315	0.54	0.395	-0.888
hAB8724	BIG2	Hs.118249		0.49		-1.03
hAC1224	BIG2	Hs.118249		0.546		-0.872
hAA0684	CSE1L	Hs.90073	1.038	2.057	0.054	1.04
hAC0071	STAU	Hs.6113	1.658	3.296	0.729	1.721
hAD9962	PTGIS	Hs.302085	1.242	1.335	0.313	0.416
hAB9889	B4GALT5	Hs.107526		5.19		2.376
hAB0678	ZNF313	Hs.10590	1.205	2.877	0.269	1.525
hAA6759	SNAI1	Hs.48029	1.702	0.833	0.767	-0.263
hAC7753	-	Hs.155894	1.683	2.006	0.751	1.005
hAC8975	FLJ10734	Hs.146332	1.386	0.735	0.471	-0.444
hAB0312	-	Hs.89663	1.113	0.459	0.154	-1.124
hAA0871	STK15	Hs.250822	1.363	4.88	0.447	2.287
hAE0283	STK15	Hs.250822	1.457		0.543
hAA0350	TFAP2C	Hs.61796	1.549	0.477	0.631	-1.067
hAA6177	BMP7	Hs.170195	0.854	0.299	-0.228	-1.739
hAA9121	BMP7	Hs.170195	1.089	0.393	0.123	-1.347
hAB2453	GNAS1	Hs.273385	1.589	0.679	0.668	-0.559
hAC7760	GNAS1	Hs.273385	1.764	2.059	0.819	1.042
hAA1155	EDN3	Hs.1408	1.073	0.514	0.102	-0.96
hAC8657	CDH4	Hs.89484	1.341	0.652	0.423	-0.618
hAC4893	DKFZP434C0935	Hs.340636	1.43	1.364	0.516	0.448
hAC5375	OSBPL2	Hs.15519	1.259	1.075	0.332	0.104
chAD1735	RPS21	Hs.1948	1.472	3.137	0.558	1.65
hAC4976	OGFR	Hs.67896	1.308	0.755	0.387	-0.406
hAC5396	TCFL5	Hs.30696	1.537	0.853	0.62	-0.229
hAA6993	DATF1	Hs.155313	1.12	1.964	0.163	0.974
hAA0879	KCNQ2	Hs.4975	1.47	1.188	0.556	0.248
hAC8136	PTK6	Hs.51133	1.175	1.528	0.233	0.612
hAC9377		Hs.254837	1.475	1.317	0.561	0.398
hAA3563	TPD52L2	Hs.154718	1.347	2.363	0.43	1.241
hAC7875	TPD52L2	Hs.154718	1.634	3.408	0.708	1.769
chAA0450	TCEA2	Hs.80598	1.219	1.111	0.286	0.152
hAA6063	SAMSN1	Hs.24633		0.283		-1.819
hAB5625	USP25	Hs.186961		0.412		-1.28
hAA0451	BTG3	Hs.77311		1.965		0.975
hAB6958	NCAM2	Hs.177691	1.068	0.929	0.095	-0.106
hAA5419	APP	Hs.177486	1.275	1.417	0.35	0.503
hAB1716	C21orf6	Hs.34136	1.223		0.29
hAA8478	CCT8	Hs.15071	1.224	1.044	0.292	0.062
hAB5289	USP16	Hs.99819		0.287		-1.803
hAA1412	SOD1	Hs.75428	1.218	8.469	0.285	3.082
hAA8354	PRKCBP2	Hs.176977	0.946	0.849	-0.08	-0.237
hAC8535	PRKCBP2	Hs.176977	1.095		0.131
hAB4969	PRKCBP2	Hs.176977		0.614		-0.704
hAE0023	IFNAR2	Hs.86958	0.992	0.809	-0.012	-0.306
hAB0145	IL10RB	Hs.173936	1.371	0.641	0.455	-0.641
hAC7840	IL10RB	Hs.173936	1.424	0.803	0.51	-0.317
hAA2295	IL10RB	Hs.173936	1.439	1.274	0.525	0.349
hAA8302	IFNAR1	Hs.1513	1.624	0.577	0.7	-0.794
hAA1921	IFNGR2	Hs.177559		0.64		-0.644
hAA1432	SON	Hs.92909	1.036	0.395	0.051	-1.339
hAA1474	RUNX1	Hs.129914		0.439		-1.188
hAA2340	CBR1	Hs.88778	1.497	1.258	0.582	0.331
chAA0689	CHAF1B	Hs.75238	1.337	0.732	0.419	-0.45
hAE0065	ERG	Hs.45514	1.698	0.706	0.764	-0.502
hAA0020	ETS2	Hs.85146	1.343	1.385	0.425	0.47
hAA1561	MX2	Hs.926		0.383		-1.384
hAA1562	MX1	Hs.76391	1.546	0.578	0.629	-0.791
hAB7348	ABCG1	Hs.10237	1.353	1.406	0.436	0.491
hAE0314	TFF1	Hs.350470		3.506		1.81
hAC4242	UBASH3A	Hs.183924	1.206		0.27
hAC6389	SLC37A1	Hs.301871	1.398	0	0.483
hAC8428	PKNOX1	Hs.158225	1.075	0.978	0.104	-0.032
hAA8502	PKNOX1	Hs.158225	1.117	0.872	0.16	-0.197
hAA1431	U2AF1	Hs.59271	1.365	2.252	0.449	1.171
hAB6086	HSF2BP	Hs.97624		0.464		-1.108
hAC2911	-	Hs.173138	1.578	1.677	0.658	0.746
hAB7094	PFKL	Hs.155455	1.191	2.039	0.252	1.028
hAD1288	PFKL	Hs.155455	1.427	2.325	0.513	1.217
hAA7653	UBE2G2	Hs.192853	1.398	1.451	0.483	0.537
hAA8885	PTTG1IP	Hs.111126	1.259		0.332
hAD9986	ITGB2	Hs.83968	1.288	1.873	0.365	0.905
hAA1213	COL18A1	Hs.78409	1.367	1.079	0.451	0.11
hAB6887	PCNT2	Hs.15896		0.756		-0.403
hAC6625	HRMT1L1	Hs.235887	1.148	0.152	0.199	-2.717
hAE0234	TUBA8	Hs.137400	0.927	6.095	-0.109	2.608
hAE0343	TUBA8	Hs.137400	1.692	0	0.759
hAB9979	USP18	Hs.38260	1.077	0.975	0.107	-0.036
hAE0075	PIG6	Hs.343874	1.839	0.917	0.879	-0.126
hAA8546	SLC25A1	Hs.111024	1.002	1.301	0.003	0.38
hAA5290	HIRA	Hs.172350	1.214	1.856	0.28	0.893
hAA1394	HIRA	Hs.172350	1.705	1.982	0.77	0.987
hAB7154	CDC45L	Hs.114311	1.069	1.927	0.096	0.946
hAA0146	RANBP1	Hs.24763	1.278	5.287	0.354	2.402
hAA6227	NOGOR	Hs.30868	1.438	1.005	0.524	0.007
hAA1033	DGCR6L	Hs.347285	1.169	1.677	0.225	0.746
hAA8203	PIK4CA	Hs.334874	1.199	0.987	0.262	-0.018
hAE0279	CRKL	Hs.37078	1.334	1.078	0.416	0.108
chAD1551	PPIL2	Hs.93523		0.739		-0.436
hAA1070	MAPK1	Hs.324473	1.29	1.046	0.367	0.064
hAD1144	TOP3B	Hs.194685	1.294	0.845	0.372	-0.243
hAE0000	-	Hs.181125	1.238	0.773	0.308	-0.371
hAA8967	GNAZ	Hs.92002		1.235		0.304
hAA4372	RAB36	Hs.38772	1.507		0.592
hAA1275	BCR	Hs.234799	1.161	1.151	0.215	0.202
hAC8086	MMP11	Hs.155324	1.328	2.589	0.409	1.372
hAB7177	MMP11	Hs.155324		0.616		-0.7
hAA2003	SMARCB1	Hs.159971	1.075	1.695	0.104	0.761
hAC4492	SMARCB1	Hs.159971	1.385	4.615	0.47	2.206
hAC3473	SMARCB1	Hs.159971	1.468	2.493	0.554	1.318
hAB8828	SMARCB1	Hs.159971		0.571		-0.81
hAB7197	GGT1	Hs.284380	1.784	2.762	0.835	1.466
hAA1323	ADRBK1	Hs.83636	1.381	3.285	0.466	1.716
hAA5190	TIP39	Hs.20225	1.314	1.654	0.394	0.726
hAA6113	TPST2	Hs.26350	1.547	0.953	0.629	-0.069
hAA8059	XBP1	Hs.149923	1.152	1.317	0.204	0.397
hAA7697	XBP1	Hs.149923	1.435	0.775	0.521	-0.368
hAA1143	EWSR1	Hs.129953	0.758	2.22	-0.4	1.151
hAB6705	EWSR1	Hs.129953		1.294		0.372
hAD1706	RRP22	Hs.73088	1.525	1.079	0.609	0.109
hAA8218	NF2	Hs.902		0.771		-0.375
hAA7070	HSPC051	Hs.284292	1.152	0.578	0.204	-0.791
hAA0277	LIF	Hs.2250	1.508	1.309	0.593	0.388
hAA0984	SF3A1	Hs.334691	1.36	1.882	0.444	0.912
hAB6780	CST	Hs.17958	1.22	1.242	0.287	0.312
hAA0857	PES1	Hs.13501	1.38	4.254	0.465	2.089
hAC5075	FLJ20618	Hs.52184		0.731		-0.452
hAA0035	YWHAH	Hs.349530	1.228	4.036	0.296	2.013
hAE0048	FBXO7	Hs.5912	1.224	2.763	0.292	1.466
hAA8085	TIMP3	Hs.245188		0.531		-0.913
hAC7866	TIMP3	Hs.245188		1.307		0.386
hAA2121	HMOX1	Hs.202833	1.629	1.544	0.704	0.627
hAB3593	MCM5	Hs.77171	0.892	1.356	-0.165	0.439
hAB7252	MCM5	Hs.77171	1.472	5.705	0.558	2.512
hAC5616	APOL3	Hs.241535	1.37	3.183	0.454	1.67
hAC1102	TXN2	Hs.211929	1.588	4.469	0.667	2.16
hAA1521	PVALB	Hs.295449	1.422	1.739	0.508	0.798
hAE0085	CSF2RB	Hs.285401	1.272	1.821	0.347	0.865
hAA1617	IL2RB	Hs.75596		0.864		-0.21
hAA8131	-	Hs.148101	1.366		0.45
hAA1904	H1F0	Hs.226117	1.237	2.143	0.307	1.099
hAA2284	POLR2F	Hs.46405	1.101	7.798	0.139	2.963
hAD9981	PRKCABP	Hs.180871	1.498	1.372	0.583	0.456
hAC5319	PLA2G6	Hs.120360	1.406	0.865	0.492	-0.209
hAB0080	MAFF	Hs.51305	1.195	1.567	0.257	0.648
hAA6717	GTPBP1	Hs.283677	1.757	0.906	0.813	-0.142
hAA5030	PDGFB	Hs.1976	1.179	1.013	0.238	0.019
hAA1507	PDGFB	Hs.1976	1.435	1.696	0.521	0.762
