Up/down	Gene symbol	Gene name	Reporter	Accession number	Fisher score
Up	LMNB1	Lamin B1	H200010335	NM_005573	0.130498786
Up	PRB4	Proline-rich protein BstNI subfamily 4	H200011275	NM_002723	0.130457568
Up	TCEB1	Transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)	H200014311	AK057889	0.130259423
Up	ATXN10	Ataxin 10	H200002290	NM_013236	0.130006283
Down	PRKG1	Protein kinase, cGMP-dependent, type I	H200000658	NM_006258	-0.129671645
Up	DAZAP2	DAZ associated protein 2	H200006096	NM_014764	0.129663975
Down	CDK5RAP3	CDK5 regulatory subunit associated protein 3	H200002883	NM_025197	-0.129445216
Up	NYREN18	NEDD8 ultimate buster-1	H200017488	AF300717	0.129356703
Down	FKBP9L	FK506 binding protein 9-like	H200018145	BC011872	-0.129133215
Up	LSM8	LSM8 homolog, U6 small nuclear R associated (S. cerevisiae)	H200015779	NM_016200	0.12893544
Down	LRP1	Low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor)	H200010306	NM_002332	-0.128266858
Down	RPS27A	Ribosomal protein S27a	H200000770	NM_002954	-0.127995193
Down	DEDD2	Death effector domain containing 2	H200009549	BC013372	-0.127586901
Up	AES	Amino-terminal enhancer of split	H200000067	NM_001130	0.126496738
Down	PCSK4	Proprotein convertase subtilisin/kexin type 4	H200004809	AK057235	-0.126299406
Up	FADS2	Fatty acid desaturase 2	H200014307	NM_004265	0.125863088
Up	VAMP4	Vesicle-associated membrane protein 4	H200001274	AK056124	0.125620535
Down	TBL1X	Transducin (beta)-like 1X-linked	H200006300	NM_005647	-0.125558268
Down	SDCCAG10	Serologically defined colon cancer antigen 10	H200003295	NM_005869	-0.125418542
Down	ADAMTS1	A disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 1	H200001623	NM_006988	-0.125368562
Down	CGI-30	CGI-30 protein	H200020429	NM_015958	-0.125199365
Up	FLJ20259	FLJ20259 protein	H200001860	NM_017730	0.124943908
Up	FRS3	Fibroblast growth factor receptor substrate 3	H200014609	NM_006653	0.12483826
Up	PC4	Activated R polymerase II transcription cofactor 4	H200020445	NM_006713	0.124362824
Up	UROS	Uroporphyrinogen III synthase (congenital erythropoietic porphyria)	H200006142	NM_000375	0.124217453
Up	CD69	CD69 antigen (p60, early T-cell activation antigen)	H200006938	NM_001781	0.123862489
Down	DPEP2	Dipeptidase 2	H200011966	NM_022355	-0.123366921
Up	BTG3	BTG family, member 3	H300020562	NM_006806	0.123269864
Up	LAP1B	Lamina-associated polypeptide 1B	H200015497	AK023204	0.123209287
Up	GRB2	Growth factor receptor-bound protein 2	H200009680	NM_002086	0.122849557
Down	MUT	Methylmalonyl Coenzyme A mutase	H200014047	NM_000255	-0.122760405
Down	VAMP5	Vesicle-associated membrane protein 5 (myobrevin)	H200005984	NM_006634	-0.122563392
Up	MtFMT	Methionyl-tR formyltransferase, mitochondrial	H200005115	AK055688	0.122190213
Up	TRA1	Tumor rejection antigen (gp96) 1	H200006968	NM_003299	0.121849572
Up	PTPRF	Protein tyrosine phosphatase, receptor type, F	H200006033	NM_002840	0.121741647
Down	HCK	Hemopoietic cell kinase	H200010349	NM_002110	-0.120697016
Up	IRF7	Interferon regulatory factor 7	H200007660	NM_004031	0.120661847
Down	FLJ14346	Hypothetical protein FLJ14346	H200020413	BC014255	-0.120007263
Down	C20orf14	Chromosome 20 open reading frame 14	H200004082	NM_012469	-0.119939578
Up	INCENP	Inner centromere protein antigens 135/155kDa	H200004731	NM_020238	0.119916321
Up	CGI-100	CGI-100 protein	H200020397	BC016556	0.118933823
Up	S100A11	S100 calcium binding protein A11 (calgizzarin)	H200016404	NM_005620	0.11765591
Up	TRAPPC6B	Trafficking protein particle complex 6B	H200002252	AK056690	0.117594809
Down	POLR2C	Polymerase (R) II (D directed) polypeptide C, 33kDa	H200006693	NM_032940	-0.117418104
Up	SLC2A6	Solute carrier family 2 (facilitated glucose transporter), member 6	H200015812	NM_017585	0.116236381
Up	C10orf57	Chromosome 10 open reading frame 57	H200009354	NM_025125	0.115390516
Up	DKFZP564K1	DKFZP564K1964 protein	H200000789	NM_015544	0.115178716
Down	LYL1	Lymphoblastic leukemia derived sequence 1	H200004771	NM_005583	-0.115111817
Up	YPEL4	Yippee-like 4 (Drosophila)	H200013197	AK054967	0.114883597
Down	ACADS	Acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain	H200020380	NM_000017	-0.114835209
Down	LMAN1	Lectin, mannose-binding, 1	H200001110	AK025773	-0.114674514
Up	TARDBP	TAR D binding protein	H200014596	NM_007375	0.114588651
Down	DAPK3	Death-associated protein kinase 3	H200003544	NM_001348	-0.114327786
Up	CLPTM1	Cleft lip and palate associated transmembrane protein 1	H200011462	NM_001294	0.114305043
Up	ARSB	Arylsulfatase B	H200000323	NM_000046	0.114061121
Up	PTBP1	Polypyrimidine tract binding protein 1	H200008050	NM_002819	0.113762401
Down	LOC91137	Hypothetical protein BC017169	H200006157	BC017169	-0.113642771
Down	DRD4	Dopamine receptor D4	H200011020	NM_000797	-0.113448204
Down	CTHRC1	Collagen triple helix repeat containing 1	H200017786	BC014245	-0.11322315
Up	BEX1	Brain expressed, X-linked 1	H200019509	NM_018476	0.112575326
Up	SLC37A3	Solute carrier family 37 (glycerol-3-phosphate transporter), member 3	H200003080	NM_032295	0.112270528
Down	LOC130617	Hypothetical protein BC018415	H200009632	BC018415	-0.112183091
Up	PLS1	Plastin 1 (I isoform)	H200000116	NM_002670	0.111957416
Down	G6PD	Glucose-6-phosphate dehydrogenase	H200006741	NM_000402	-0.111873921
Down	RYK	RYK receptor-like tyrosine kinase	H200006672	NM_002958	-0.111797771
Down	MGC33887	Hypothetical protein MGC33887	H300022254	NM_145036	-0.111493527
Down	LAPTM4A	Lysosomal-associated protein transmembrane 4 alpha	H200011778	NM_014713	-0.110708055
Down	TIGD5	Tigger transposable element derived 5	H200005747	NM_032862	-0.110680032
Up	TGFBR1	Transforming growth factor, beta receptor I (activin A receptor type II-like kinase, 53kDa)	H200003807	AK002171	0.110406533
Down	BTAF1	BTAF1 R polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)	H200008485	AJ001017	-0.108826458
Down	PRDM11	PR domain containing 11	H200017706	NM_020229	-0.108817244
Down	APRT	Adenine phosphoribosyltransferase	H200003880	NM_000485	-0.108658858
Up	RGS1	Regulator of G-protein signalling 1	H200006048	NM_002922	0.108652563
Down	RPL30	Ribosomal protein L30	H300020619	NM_000989	-0.108581104
Down	MGC8721	Hypothetical protein MGC8721	H200017554	NM_016127	-0.108493684
Down	USP33	Ubiquitin specific protease 33	H200008159	AB029020	-0.107872776
Up	AKAP7	A kinase (PRKA) anchor protein 7	H200002192	NM_004842	0.10731995
Up	NOTCH2	Notch homolog 2 (Drosophila)	H200001600	NM_024408	0.107138008
Down	TINP1	TGF beta-inducible nuclear protein 1	H200001609	NM_014886	-0.107038483
Up	NMB	Neuromedin B	H200007018	NM_021077	0.107006562
Down	FLJ20156	Hypothetical protein FLJ20156	H200002167	NM_017691	-0.10698317
Down	HRMT1L1	HMT1 hnRNP methyltransferase-like 1 (S. cerevisiae)	H200015553	NM_001535	-0.106744889
Up	TIPARP	TCDD-inducible poly(ADP-ribose) polymerase	H200002187	AL080156	0.106633727
Down	HCMOGT-1	Sperm antigen HCMOGT-1	H200002437	AB041533	-0.106502554
Down	HDAC4	Histone deacetylase 4	H200010488	NM_006037	-0.106066789
Down	ZFYVE20	Zinc finger, FYVE domain containing 20	H200008101	AK054598	-0.106016496
Up	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	H200014071	NM_005174	0.105214101
Down	MGC11324	Hypothetical protein MGC11324	H200010948	NM_032717	-0.104706499
Up	DKFZP564D0	Hypothetical protein DKFZp564D0478	H200020765	AK056682	0.104673182
Up	GPR18	G protein-coupled receptor 18	H200010274	NM_005292	0.104650408
Down	FNTA	Farnesyltransferase, CAAX box, alpha	H200020470	NM_002027	-0.104428014
Up	RPS5	Ribosomal protein S5	H200006262	NM_001009	0.104007033
Up	FLJ10349	Hypothetical protein FLJ10349	H200002815	NM_018066	0.103760482
Up	FLJ32421	Hypothetical protein FLJ32421	H200001187	AK025140	0.103651378
Up	COMTD1	Catechol-O-methyltransferase domain containing 1	H300007107	NM_144589	0.103633091
Up	JMJD2A	Jumonji domain containing 2A	H200014127	NM_014663	0.103042202
Down	FKBP10	FK506 binding protein 10, 65 kDa	H200000850	NM_021939	-0.10296301
Up	ZNF473	Zinc finger protein 473	H200005356	AB032967	0.102658984
Up	PCNP	PEST-containing nuclear protein	H200017794	NM_020357	0.10242705
Up	ZCCHC9	Zinc finger, CCHC domain containing 9	H200002489	NM_032280	0.102366927
Down	PCSK6	Proprotein convertase subtilisin/kexin type 6	H200007939	NM_002570	-0.102141304
Down	LOC129531	Hypothetical protein BC018453	H200021296	AL161992	-0.102093582
Down	PARP4	Poly (ADP-ribose) polymerase family, member 4	H200006367	NM_006437	-0.102040501
Up	CHCHD2	Coiled-coil-helix-coiled-coil-helix domain containing 2	H200008473	NM_016139	0.10171249
Down	CDH17	Cadherin 17, LI cadherin (liver-intestine)	H200010323	NM_004063	-0.10155071
Up	DKFZp762C1	Hypothetical protein DKFZp762C1112	H200010285	BC017409	0.101494992
Down	PPM1H	Protein phosphatase 1H (PP2C domain containing)	H200003081	AB032983	-0.101015508
Down	C12orf2	Chromosome 12 open reading frame 2	H200004730	AK021604	-0.101006878
Down	ODAG	Ocular development-associated gene	H200002979	AK026142	-0.100898782
Down	MGC52000	CXYorf1-related protein	H200020431	BC015400	-0.100612286
Up	RPL31	Ribosomal protein L31	H200014243	NM_000993	0.100222792
Down	SLC29A3	Solute carrier family 29 (nucleoside transporters), member 3	H200012858	NM_018344	-0.099965584
Up	SFPQ	Splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	H200008448	NM_005066	0.099752238
Down	KIAA1007	KIAA1007 protein	H200017568	AB023224	-0.099703002
Down	SSB3	SPRY domain-containing SOCS box protein SSB-3	H300018135	NM_080861	-0.099499752
Down	R3HDM	R3H domain (binds single-stranded nucleic acids) containing	H200016624	NM_015361	-0.099233843
Up	GCH1	GTP cyclohydrolase 1 (dopa-responsive dystonia)	H200010199	NM_000161	0.098337046
Down	CLDN15	Claudin 15	H200004444	NM_014343	-0.097581987
Down	C6orf108	Chromosome 6 open reading frame 108	H200011665	NM_006443	-0.097414535
Down	COX5A	Cytochrome c oxidase subunit Va	H200008497	NM_004255	-0.096891953
Up	BLOC1S2	Biogenesis of lysosome-related organelles complex-1, subunit 2	H200004282	AK054697	0.096689344
Up	C10orf32	Chromosome 10 open reading frame 32	H200004265	BC015994	0.096425182
Down	SART1	Squamous cell carcinoma antigen recognised by T cells	H200009242	NM_005146	-0.096198343
Up	ALG8	Asparagine-linked glycosylation 8 homolog (yeast, alpha-1,3-glucosyltransferase)	H200014061	NM_024079	0.095864394
Down	SPOCK	Sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican)	H200010560	NM_004598	-0.095511296
Down	GABARAPL2	GABA(A) receptor-associated protein-like 2	H200001245	NM_007285	-0.095466539
Up	MAPK6	Mitogen-activated protein kinase 6	H200016772	NM_002748	0.095418415
Up	BIRC2	Baculoviral IAP repeat-containing 2	H200009490	NM_001166	0.094974478
Down	TAX1BP1	Tax1 (human T-cell leukemia virus type I) binding protein 1	H200001057	NM_006024	-0.09449738
Up	ABHD8	Abhydrolase domain containing 8	H200018947	NM_024527	0.093789562
Down	KIAA0683	KIAA0683 gene product	H200015345	NM_016111	-0.093561379
Up	PLSCR1	Phospholipid scramblase 1	H200014801	NM_021105	0.093518178
Up	PNMA6A	Paraneoplastic antigen like 6A	H200002036	NM_032882	0.092907142
Down	DTR	Diphtheria toxin receptor (heparin-binding epidermal growth factor-like growth factor)	H200000207	NM_001945	-0.092883137
Down	THEM2	Thioesterase superfamily member 2	H200001815	NM_018473	-0.092531495
Up	C6orf65	Chromosome 6 open reading frame 65	H200018828	AK054724	0.092200283
Down	ITGB7	Integrin, beta 7	H200000455	NM_000889	-0.091768013
Down	TSPYL1	TSPY-like 1	H200017290	AL136629	-0.090286594
Down	SELS	Selenoprotein S	H200004145	NM_018445	-0.090083725
Up	FGF13	Fibroblast growth factor 13	H200001250	NM_033642	0.090080676
Down	KDELR3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	H200016239	NM_006855	-0.089522051
Down	FLJ14213	Hypothetical protein FLJ14213	H200008672	NM_024841	-0.089468504
Down	POLE4	Polymerase (D-directed), epsilon 4 (p12 subunit)	H200002859	NM_019896	-0.08936899
Down	ANXA7	Annexin A7	H200006539	NM_004034	-0.089250804
Down	EP300	E1A binding protein p300	H200003499	NM_001429	-0.088095509
Down	PCDHB12	Protocadherin beta 12	H200017693	NM_018932	-0.087844732
Up	LOC55831	30 kDa protein	H200017787	NM_018447	0.087364512
Up	MGC22793	Hypothetical protein MGC22793	H300005475	NM_145030	0.087332783
Down	RFXANK	Regulatory factor X-associated ankyrin-containing protein	H200009817	NM_003721	-0.087129379
Up	C17orf25	Chromosome 17 open reading frame 25	H200017425	NM_016080	0.086776096
Up	MORF4L2	Mortality factor 4 like 2	H200008161	NM_012286	0.086686387
Up	RPL34	Ribosomal protein L34	H200016271	NM_033625	0.086636298
Down	STAG3	Stromal antigen 3	H200019063	NM_024070	-0.086143436
Down	BNIP2	BCL2/adenovirus E1B 19kDa interacting protein 2	H200014098	NM_004330	-0.086041052
Down	CXXC5	CXXC finger 5	H200002443	BC006428	-0.086031145
Down	EHHADH	Enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase	H200000401	NM_001966	-0.085833019
Down	NCOA4	Nuclear receptor coactivator 4	H200011015	NM_005437	-0.085406898
Up	RAB20	RAB20, member RAS oncogene family	H200008380	NM_017817	0.085030185
Down	ADSSL1	Adenylosuccinate synthase like 1	H200020530	AK054648	-0.084934643
Up	DKFZp761D2	Hypothetical protein DKFZp761D221	H200002944	NM_032291	0.084057834
Down	C20orf18	Chromosome 20 open reading frame 18	H200015861	NM_031229	-0.083794296
Down	STATIP1	Signal transducer and activator of transcription 3 interacting protein 1	H200001679	NM_018255	-0.083616277
Down	SERTAD1	SERTA domain containing 1	H200004691	NM_013376	-0.082871905
Down	ATP5J	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6	H200005878	NM_001685	-0.082606845
Up	RHBDF1	Rhomboid family 1 (Drosophila)	H200020763	AK056708	0.081978776
Up	DDX20	DEAD (Asp-Glu-Ala-Asp) box polypeptide 20	H200005571	NM_007204	0.081582966
Down	MFN1	Mitofusin 1	H200014775	NM_033540	-0.081519449
Up	C14orf35	Chromosome 14 open reading frame 35	H200008821	AK024885	0.081485455
Down	MCP	Membrane cofactor protein (CD46, trophoblast-lymphocyte cross-reactive antigen)	H200007041	X59405	-0.081108178
Up	XRN2	5-3 exoribonuclease 2	H200016651	NM_012255	0.080747519
Up	ITGB1BP1	Integrin beta 1 binding protein 1	H200008126	NM_004763	0.080601303
Down	FGF8	Fibroblast growth factor 8 (androgen-induced)	H200005264	NM_033163	-0.080505022
Down	KIAA0831	KIAA0831	H200011216	NM_014924	-0.079940335
Up	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1	H200006203	NM_004315	0.079625667
Down	C22orf3	Chromosome 22 open reading frame 3	H200011467	NM_012265	-0.079606397
Up	MST1	Macrophage stimulating 1 (hepatocyte growth factor-like)	H200020407	NM_020998	0.079352463
Up	BBX	Bobby sox homolog (Drosophila)	H200004301	AL136769	0.078726623
Down	C22orf4	Chromosome 22 open reading frame 4	H200002863	AK000851	-0.078600076
Up	TIEG2	TGFB inducible early growth response 2	H200002085	NM_003597	0.078302984
Up	CLIC1	Chloride intracellular channel 1	H200005929	NM_001288	0.078238731
Down	PIGN	Phosphatidylinositol glycan, class N	H200011595	NM_012327	-0.078097146
Down	RASGEF1B	RasGEF domain family, member 1B	H200018770	AB014771	-0.077233356
Down	PCDHB2	Protocadherin beta 2	H200016569	NM_018936	-0.077088618
Down	MOV10	Mov10, Moloney leukemia virus 10, homolog (mouse)	H200020227	AK000821	-0.076701118
Down	SLC39A8	Solute carrier family 39 (zinc transporter), member 8	H200008754	NM_022154	-0.076206962
Down	HSF2	Heat shock transcription factor 2	H200007295	NM_004506	-0.075965674
Down	HSD17B12	Hydroxysteroid (17-beta) dehydrogenase 12	H200017457	NM_016142	-0.075941554
Up	ARS	ARS component B	H200011248	NM_020427	0.075855279
Up	TRIM8	Tripartite motif-containing 8	H200005111	NM_030912	0.075670613
Up	LOC376693	Hypothetical gene supported by AK055590	H200020854	AK055590	0.075552272
Down	SLC37A4	Solute carrier family 37 (glycerol-6-phosphate transporter), member 4	H300021956	NM_001467	-0.075442973
Up	ARL5	ADP-ribosylation factor-like 5	H200007156	AK054652	0.075399238
Up	GLO1	Glyoxalase I	H200006030	NM_006708	0.075336413
Up	FBXL19	F-box and leucine-rich repeat protein 19	H200013806	AL137589	0.075308985
Down	PARVB	Parvin, beta	H200001691	NM_013327	-0.075289775
Up	LOC91661	Hypothetical protein BC001610	H300006812	NM_138372	0.075193668
Down	SERPINB1	Serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 1	H200008677	NM_030666	-0.075052203
Up	H2AFJ	H2A histone family, member J	H200004338	NM_018267	0.074719659
Down	NET1	Neuroepithelial cell transforming gene 1	H200003485	BC010285	-0.074698179
Up	FLJ11004	Hypothetical protein FLJ11004	H200012542	NM_018296	0.074637584
Up	ATP6V1G1	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G isoform 1	H200010428	NM_004888	0.074497031
Down	WRB	Tryptophan rich basic protein	H200014808	NM_004627	-0.074154475
Down	KUB3	Ku70-binding protein 3	H200005417	AF078164	-0.073969999
Down	ZNF539	Zinc finger protein 539	H200010198	NM_004876	-0.073116775
Up	FDX1	Ferredoxin 1	H200000187	BC010284	0.072894611
Up	RHOT1	Ras homolog gene family, member T1	H200002359	NM_018307	0.072791981
Up	CNOT4	CCR4-NOT transcription complex, subunit 4	H200002902	NM_013316	0.072518892
Up	GARS	Glycyl-tR synthetase	H200006058	NM_002047	0.072043314
Down	MRPS35	Mitochondrial ribosomal protein S35	H200001933	NM_021821	-0.071931665
Down	SEC23IP	SEC23 interacting protein	H200009901	AK001135	-0.071529052
Up	C14orf78	Chromosome 14 open reading frame 78	H200005247	BC011859	0.071240433
Up	TP73	Tumor protein p73	H200015904	NM_005427	0.070887717
Up	ACSL5	Acyl-CoA synthetase long-chain family member 5	H200002021	NM_016234	0.070516721
Up	ZA20D2	Zinc finger, A20 domain containing 2	H200000830	NM_006007	0.070412786
Down	TPST1	Tyrosylprotein sulfotransferase 1	H200002641	NM_003596	-0.069787294
Up	RORA	RAR-related orphan receptor A	H200000545	NM_002943	0.069777309
Up	EIF2B2	Eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa	H200007890	NM_014239	0.068732568
Down	TBC1D3	TBC1 domain family, member 3	H200011404	NM_032258	-0.06872449
Up	CRSP6	Cofactor required for Sp1 transcriptional activation, subunit 6, 77kDa	H200003175	NM_004268	0.068662469
Down	FLJ11286	Hypothetical protein FLJ11286	H200002077	NM_018381	-0.068629849
Down	PPID	Peptidylprolyl isomerase D (cyclophilin D)	H200013397	NM_005038	-0.068336723
Up	DECR1	2,4-dienoyl CoA reductase 1, mitochondrial	H200006844	NM_001359	0.067847208
Down	ZNF265	Zinc finger protein 265	H200014668	AL136945	-0.067195058
Up	GPRC5B	G protein-coupled receptor, family C, group 5, member B	H200015788	NM_016235	0.066775149
Down	LRDD	Leucine-rich repeats and death domain containing	H200012446	NM_018494	-0.066233358
Up	ZNF278	Zinc finger protein 278	H200003794	NM_014323	0.065985898
Up	SLC30A1	Solute carrier family 30 (zinc transporter), member 1	H200005179	NM_021194	0.065594602
Up	NT5C2L1	5-nucleotidase, cytosolic II-like 1	H200015590	BC015138	0.065457395
Up	TCF3	Transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	H200011103	M31523	0.065421003
Down	CRNKL1	Crn, crooked neck-like 1 (Drosophila)	H200016633	NM_016652	-0.065320802
Down	LOC90246	Hypothetical protein LOC90246	H200009055	AK023635	-0.064857031
Up	SLC30A2	Solute carrier family 30 (zinc transporter), member 2	H200013404	NM_032513	0.064802014
Up	OLIG1	Oligodendrocyte transcription factor 1	H200005227	AL355743	0.06452016
Down	Cep192	Centrosomal protein 192 kDa	H200011095	NM_032142	-0.064279008
Down	COX7A2L	Cytochrome c oxidase subunit VIIa polypeptide 2 like	H200004043	NM_004718	-0.064236028
Down	SERPI5	Serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5	H200006282	BC008915	-0.064034739
Up	RAI17	Retinoic acid induced 17	H200001397	AB033050	0.063353511
